[WEB | EN | OT | Joshua | Chapter 12 | Verse 1] Now these are the kings of the land, whom the children of Israel struck, and possessed their land beyond the Jordan toward the sunrise, from the valley of the Arnon to Mount Hermon, and all the Arabah eastward:
[WEB | EN | OT | Joshua | Chapter 12 | Verse 2] Sihon king of the Amorites, who lived in Heshbon, and ruled from Aroer, which is on the edge of the valley of the Arnon, and the middle of the valley, and half Gilead, even to the river Jabbok, the border of the children of Ammon;
[WEB | EN | OT | Joshua | Chapter 12 | Verse 3] and the Arabah to the sea of Chinneroth, eastward, and to the sea of the Arabah, even the Salt Sea, eastward, the way to Beth Jeshimoth; and on the south, under the slopes of Pisgah:
[WEB | EN | OT | Joshua | Chapter 12 | Verse 4] and the border of Og king of Bashan, of the remnant of the Rephaim, who lived at Ashtaroth and at Edrei,
[WEB | EN | OT | Joshua | Chapter 12 | Verse 5] and ruled in Mount Hermon, and in Salecah, and in all Bashan, to the border of the Geshurites and the Maacathites, and half Gilead, the border of Sihon king of Heshbon.
[WEB | EN | OT | Joshua | Chapter 12 | Verse 6] Moses the servant of the LORD and the children of Israel struck them. Moses the servant of the LORD gave it for a possession to the Reubenites, and the Gadites, and the half-tribe of Manasseh.
[WEB | EN | OT | Joshua | Chapter 12 | Verse 7] These are the kings of the land whom Joshua and the children of Israel struck beyond the Jordan westward, from Baal Gad in the valley of Lebanon even to Mount Halak, that goes up to Seir. Joshua gave it to the tribes of Israel for a possession according to their divisions;
[WEB | EN | OT | Joshua | Chapter 12 | Verse 8] in the hill country, and in the lowland, and in the Arabah, and in the slopes, and in the wilderness, and in the South; the Hittite, the Amorite, and the Canaanite, the Perizzite, the Hivite, and the Jebusite:
[WEB | EN | OT | Joshua | Chapter 12 | Verse 9] the king of Jericho, one; the king of Ai, which is beside Bethel, one;
[WEB | EN | OT | Joshua | Chapter 12 | Verse 10] the king of Jerusalem, one; the king of Hebron, one;
[WEB | EN | OT | Joshua | Chapter 12 | Verse 11] the king of Jarmuth, one; the king of Lachish, one;
[WEB | EN | OT | Joshua | Chapter 12 | Verse 12] the king of Eglon, one; the king of Gezer, one;
[WEB | EN | OT | Joshua | Chapter 12 | Verse 13] the king of Debir, one; the king of Geder, one;
[WEB | EN | OT | Joshua | Chapter 12 | Verse 14] the king of Hormah, one; the king of Arad, one;
[WEB | EN | OT | Joshua | Chapter 12 | Verse 15] the king of Libnah, one; the king of Adullam, one;
[WEB | EN | OT | Joshua | Chapter 12 | Verse 16] the king of Makkedah, one; the king of Bethel, one;
[WEB | EN | OT | Joshua | Chapter 12 | Verse 17] the king of Tappuah, one; the king of Hepher, one;
[WEB | EN | OT | Joshua | Chapter 12 | Verse 18] the king of Aphek, one; the king of Lassharon, one;
[WEB | EN | OT | Joshua | Chapter 12 | Verse 19] the king of Madon, one; the king of Hazor, one;
[WEB | EN | OT | Joshua | Chapter 12 | Verse 20] the king of Shimron Meron, one; the king of Achshaph, one;
[WEB | EN | OT | Joshua | Chapter 12 | Verse 21] the king of Taanach, one; the king of Megiddo, one;
[WEB | EN | OT | Joshua | Chapter 12 | Verse 22] the king of Kedesh, one; the king of Jokneam in Carmel, one;
[WEB | EN | OT | Joshua | Chapter 12 | Verse 23] the king of Dor in the height of Dor, one; the king of Goiim in Gilgal, one;
[WEB | EN | OT | Joshua | Chapter 12 | Verse 24] the king of Tirzah, one: all the kings thirty-one.
