[LXX | EL | OT | 2 Kings | Chapter 15 | Verse 1] Ἐν ἔτει εἰκοστῷ καὶ ἑβδόμῳ τῷ Ἱεροβοὰμ βασιλεῖ Ἰσραὴλ ἐβασίλευσεν Ἀζαρίας υἱὸς Ἀμεσσίου βασιλέως Ἰούδα.
[LXX | EL | OT | 2 Kings | Chapter 15 | Verse 2] Υἱὸς ἑκκαίδεκα ἐτῶν ἦν ἐν τῷ βασιλεύειν αὐτὸν, καὶ πεντηκονταδύο ἔτη ἐβασίλευσεν ἐν Ἱερουσαλὴμ, καὶ ὄνομα τῇ μητρὶ αὐτοῦ Ἱεχελία ἐξ Ἱερουσαλήμ.
[LXX | EL | OT | 2 Kings | Chapter 15 | Verse 3] Καὶ ἐποίησε τὸ εὐθὲς ἐν ὀφθαλμοῖς Κυρίου, κατὰ πάντα ὅσα ἐποίησεν Ἀμεσσίας ὁ πατὴρ αὐτοῦ.
[LXX | EL | OT | 2 Kings | Chapter 15 | Verse 4] Πλὴν τῶν ὑψηλῶν οὐκ ἐξῇρεν, ἔτι ὁ λαὸς ἐθυσίαζε καὶ ἐθυμίων ἐν τοῖς ὑψηλοῖς.
[LXX | EL | OT | 2 Kings | Chapter 15 | Verse 5] Καὶ ἥψατο Κύριος τὸν βασιλέα, καὶ ἦν λελεπρωμένος ἕως ἡμέρας θανάτου αὐτοῦ· καὶ ἐβασίλευσεν ἐν οἴκῳ ἀφφουσώθ· καὶ Ἰωάθαμ υἱὸς τοῦ βασιλέως ἐπὶ τῷ οἴκῳ κρίνων τὸν λαὸν τῆς γῆς.
[LXX | EL | OT | 2 Kings | Chapter 15 | Verse 6] Καὶ τὰ λοιπὰ τῶν λόγων Ἀζαρίου καὶ πάντα ὅσα ἐποίησεν, οὐχὶ ταῦτα γεγραμμένα ἐπὶ βιβλίῳ λόγων τῶν ἡμερῶν τοῖς βασιλεῦσιν Ἰούδα;
[LXX | EL | OT | 2 Kings | Chapter 15 | Verse 7] Καὶ ἐκοιμήθη Ἀζαρίας μετὰ τῶν πατέρων αὐτοῦ, καὶ ἔθαψαν αὐτὸν μετὰ τῶν πατέρων αὐτοῦ ἐν πόλει Δαυὶδ, καὶ ἐβασίλευσεν Ἰωάθαν υἱὸς αὐτοῦ ἀντʼ αὐτοῦ.
[LXX | EL | OT | 2 Kings | Chapter 15 | Verse 8] Ἐν ἔτει τριακοστῷ καὶ ὀγδόῳ τῷ Ἀζαρίου βασιλεῖ Ἰούδα ἐβασίλευσε Ζαχαρίας υἱὸς Ἰεροβοὰμ ἐπὶ Ἰσραὴλ ἐν Σαμαρείᾳ ἑξάμηνον.
[LXX | EL | OT | 2 Kings | Chapter 15 | Verse 9] Καὶ ἐποίησε τὸ πονηρὸν ἐν ὀφθαλμοῖς Κυρίου καθὰ ἐποίησαν οἱ πατέρες αὐτοῦ· οὐκ ἀπέστη ἀπὸ πασῶν τῶν ἁμαρτιῶν Ἰεροβοὰμ υἱοῦ Ναβὰτ, ὃς ἐξήμαρτε τὸν Ἰσραήλ.
[LXX | EL | OT | 2 Kings | Chapter 15 | Verse 10] Καὶ συνεστράφησαν ἐπʼ αὐτὸν Σελλοὺμ υἱὸς Ἰαβίς· καὶ ἐπάταξαν αὐτὸν Κεβλαὰμ καὶ ἐθανάτωσαν αὐτὸν, καὶ ἐβασίλευσεν ἀντʼ αὐτοῦ.
[LXX | EL | OT | 2 Kings | Chapter 15 | Verse 11] Καὶ τὰ λοιπὰ τῶν λόγων Ζαχαρίου, ἰδού εἰσι γεγραμμένα ἐπὶ βιβλίῳ λόγων τῶν ἡμερῶν τοῖς βασιλεῦσιν Ἰσραήλ.
[LXX | EL | OT | 2 Kings | Chapter 15 | Verse 12] Ὁ λόγος Κυρίου ὃν ἐλάλησε πρὸς Ἰοὺ, λέγων, υἱοὶ τέταρτοι καθήσονταί σοι ἐπὶ θρόνου Ἰσραήλ· καὶ ἐγένετο οὕτως.
[LXX | EL | OT | 2 Kings | Chapter 15 | Verse 13] Καὶ Σελλοὺμ υἱὸς Ἰαβὶς ἐβασίλευσε· καὶ ἐν ἔτει τριακοστῷ καὶ ἐννάτῳ Ἀζαρίᾳ βασιλεῖ Ἰούδα ἐβασίλευσε Σελλοὺμ μῆνα ἡμερῶν ἐν Σαμαρείᾳ.
[LXX | EL | OT | 2 Kings | Chapter 15 | Verse 14] Καὶ ἀνέβη Μαναὴμ υἱὸς Γαδδὶ ἐκ Θαρσιλὰ, καὶ ἦλθεν εἰς Σαμάρειαν, καὶ ἐπάταξε τὸν Σελλοὺμ υἱὸν Ἰαβὶς ἐν Σαμαρείᾳ, καὶ ἐθανάτωσεν αὐτόν.
[LXX | EL | OT | 2 Kings | Chapter 15 | Verse 15] Καὶ τὰ λοιπὰ τῶν λόγων Σελλοὺμ, καὶ ἡ συστροφὴ αὐτοῦ ᾗ συνεστράφη, ἰδού εἰσι γεγραμμένα ἐπὶ βιβλίῳ λόγων τῶν ἡμερῶν τοῖς βασιλεῦσιν Ἰσραήλ.
[LXX | EL | OT | 2 Kings | Chapter 15 | Verse 16] Τότε ἐπάταξε Μαναὴμ καὶ τὴν Θερσὰ καὶ πάντα τὰ ἐν αὐτῇ, καὶ τὰ ὅρια αὐτῆς ἀπὸ Θερσὰ, ὅτι οὐκ ἤνοιξαν αὐτῷ, καὶ ἐπάταξεν αὐτὴν, καὶ τὰς ἐν γαστρὶ ἐχούσας ἀνέῤῥηξεν.
[LXX | EL | OT | 2 Kings | Chapter 15 | Verse 17] Ἐν ἔτει τριακοστῷ καὶ ἐννάτῳ τῷ Ἀζαρίᾳ βασιλεῖ Ἰούδα ἐβασίλευσε Μαναὴμ υἱὸς Γαδδὶ ἐπὶ Ἰσραὴλ ἐν Σαμαρείᾳ δέκα ἔτη.
[LXX | EL | OT | 2 Kings | Chapter 15 | Verse 18] Καὶ ἐποίησε τὸ πονηρὸν ἐν ὀφθαλμοῖς Κυρίου, οὐκ ἀπέστη ἀπὸ πασῶν ἁμαρτιῶν Ἱεροβοὰμ υἱοῦ Ναβὰτ ὃς ἐξήμαρτε τὸν Ἰσραήλ.
[LXX | EL | OT | 2 Kings | Chapter 15 | Verse 19] Ἐν ταῖς ἡμέραις αὐτοῦ ἀνέβη Φονὰ βασιλεὺς Ἀσσυρίων ἐπὶ τὴν γῆν, καὶ Μαναὴμ ἔδωκε τῷ Φουὰ χίλια τάλαντα ἀργυρίου εἶναι τὴν χεῖρα αὐτοῦ μετʼ αὐτοῦ.
[LXX | EL | OT | 2 Kings | Chapter 15 | Verse 20] Καὶ ἐξήνεγκε Μαναὴμ τὸ ἀργύριον ἐπὶ τὸν Ἰσραὴλ ἐπὶ πᾶν δυνατὸν ἰσχύϊ, δοῦναι τῷ βασιλεῖ τῶν Ἀσσυρίων, πεντήκοντα σίκλους τῷ ἀνδρὶ τῷ ἑνί· καὶ ἀπέστρεψε βασιλεὺς Ἀσσυρίων, καὶ οὐκ ἔστη ἐκεῖ ἐν τῇ γῇ.
[LXX | EL | OT | 2 Kings | Chapter 15 | Verse 21] Καὶ τὰ λοιπὰ τῶν λόγων Μαναὴμ καὶ πάντα ὅσα ἐποίησεν, οὐκ ἰδοὺ ταῦτα γεγραμμένα ἐπὶ βιβλίῳ λόγων τῶν ἡμερῶν τοῖς βασιλεῦσιν Ἰσραήλ;
[LXX | EL | OT | 2 Kings | Chapter 15 | Verse 22] Καὶ ἐκοιμήθη Μαναὴμ μετὰ τῶν πατέρων αὐτοῦ, καὶ ἐβασίλευσε Φακεσίας υἱὸς αὐτοῦ ἀντʼ αὐτοῦ.
[LXX | EL | OT | 2 Kings | Chapter 15 | Verse 23] Ἐν ἔτει πεντηκοστῷ τοῦ Ἀζαρίου βασιλεῖ Ἰούδα ἐβασίλευσε Φακεσίας υἱὸς Μαναὴμ ἐπὶ Ἰσραὴλ ἐν Σαμαρείᾳ δύο ἔτη.
