[IRV | TA | OT | Numbers | Chapter 29 | Verse 1] “ஏழாம் மாதம் முதல் தேதி பரிசுத்த சபைகூடும் நாளாக இருக்கவேண்டும்; அதில் சாதாரணமான எந்தஒரு வேலையும் செய்யக்கூடாது; அது உங்களுக்கு எக்காளம் ஊதும் நாளாக இருக்கவேண்டும்.
[IRV | TA | OT | Numbers | Chapter 29 | Verse 2] அப்பொழுது நீங்கள் யெகோவாவுக்கு நறுமண வாசனையான சர்வாங்கதகனபலியாக ஒரு காளையையும், ஒரு ஆட்டுக்கடாவையும், ஒருவயதுடைய பழுதற்ற ஏழு ஆட்டுக்குட்டிகளையும்,
[IRV | TA | OT | Numbers | Chapter 29 | Verse 3] அவைகளுக்கு அடுத்த உணவுபலியாக எண்ணெயிலே பிசைந்த மெல்லிய மாவிலே காளைக்காகப் பத்தில் மூன்று பங்கையும், ஆட்டுக்கடாவுக்காக இரண்டு பங்கையும்,
[IRV | TA | OT | Numbers | Chapter 29 | Verse 4] ஏழு ஆட்டுக்குட்டிகளில் ஒவ்வொன்றிற்காக ஒரு பங்கையும்,
[IRV | TA | OT | Numbers | Chapter 29 | Verse 5] உங்கள் பாவநிவிர்த்திக்கான பலியாக ஒரு வெள்ளாட்டுக்கடாவையும் செலுத்தி,
[IRV | TA | OT | Numbers | Chapter 29 | Verse 6] மாதப்பிறப்பின் சர்வாங்கதகனபலியையும், அதின் உணவுபலியையும், தினந்தோறும் செலுத்தும் சர்வாங்கதகனபலியையும், அதின் உணவுபலியையும், அவைகளின் முறைமைக்கேற்ற பானபலிகளையும் தவிர, இவைகளையும் யெகோவாவுக்கு நறுமண வாசனையான சர்வாங்கதகனபலியாகச் செலுத்தவேண்டும்.
[IRV | TA | OT | Numbers | Chapter 29 | Verse 7] “இந்த ஏழாம் மாதம் பத்தாம் தேதி உங்களுக்குப் பரிசுத்த சபைகூடும் நாளாக இருக்கவேண்டும்; அதிலே நீங்கள் எந்தஒரு வேலையும் செய்யாமல், உங்கள் ஆத்துமாக்களைத் தாழ்மைப்படுத்தி,
[IRV | TA | OT | Numbers | Chapter 29 | Verse 8] யெகோவாவுக்கு நறுமண வாசனையான சர்வாங்கதகனபலியாக ஒரு காளையையும், ஒரு ஆட்டுக்கடாவையும், ஒருவயதுடைய பழுதற்ற ஏழு ஆட்டுக்குட்டிகளையும்,
[IRV | TA | OT | Numbers | Chapter 29 | Verse 9] அவைகளின் உணவுபலியாக எண்ணெயிலே பிசைந்த மெல்லிய மாவிலே காளைக்காகப் பத்தில் மூன்று பங்கையும், அந்த ஒரு ஆட்டுக்கடாவுக்காக இரண்டு பங்கையும்,
[IRV | TA | OT | Numbers | Chapter 29 | Verse 10] ஏழு ஆட்டுக்குட்டிகளில் ஒவ்வொன்றிற்காகப் பத்தில் ஒரு பங்கையும்,
[IRV | TA | OT | Numbers | Chapter 29 | Verse 11] பாவநிவாரணபலியாக ஒரு வெள்ளாட்டுக்கடாவையும் செலுத்தி, பாவநிவாரணபலியையும், நிரந்தர சர்வாங்கதகனபலியையும், அதின் உணவுபலியையும், அவைகளின் பானபலிகளையும் தவிர, இவைகளையும் செலுத்தவேண்டும்.
[IRV | TA | OT | Numbers | Chapter 29 | Verse 12] “ஏழாம் மாதம் பதினைந்தாம் தேதி உங்களுக்குப் பரிசுத்த சபைகூடும் நாளாக இருக்கவேண்டும்; அதில் சாதாரணமான எந்த ஒரு வேலையும் செய்யக்கூடாது; ஏழு நாட்கள் யெகோவாவுக்குப் பண்டிகை அனுசரிக்கவேண்டும்.
[IRV | TA | OT | Numbers | Chapter 29 | Verse 13] நீங்கள் யெகோவாவுக்குச் சுகந்த வாசனையுள்ள சர்வாங்கதகனபலியாக பதின்மூன்று காளைகளையும், இரண்டு ஆட்டுக்கடாக்களையும், ஒருவயதுடைய பழுதற்ற பதினான்கு ஆட்டுக்குட்டிகளையும்,
[IRV | TA | OT | Numbers | Chapter 29 | Verse 14] அவைகளின் உணவுபலியாக எண்ணெயிலே பிசைந்த மெல்லிய மாவிலே அந்தப் பதின்மூன்று காளைகளில் ஒவ்வொன்றிற்காகப் பத்தில் மூன்று பங்கையும், அந்த இரண்டு ஆட்டுக்கடாக்களில் ஒவ்வொன்றிற்காக இரண்டு பங்கையும்,
[IRV | TA | OT | Numbers | Chapter 29 | Verse 15] பதினான்கு ஆட்டுக்குட்டிகளில் ஒவ்வொன்றிற்காக ஒரு பங்கையும்,
[IRV | TA | OT | Numbers | Chapter 29 | Verse 16] நிரந்தர தகனபலியையும், அதின் உணவுபலியையும், அதின் பானபலியையும் தவிர, பாவநிவாரணபலியாக ஒரு வெள்ளாட்டுக்கடாவையும் செலுத்தவேண்டும்.
[IRV | TA | OT | Numbers | Chapter 29 | Verse 17] “இரண்டாம் நாளிலே பன்னிரண்டு காளைகளையும், இரண்டு ஆட்டுக்கடாக்களையும், ஒருவயதுடைய பழுதற்ற பதினான்கு ஆட்டுக்குட்டிகளையும்,
[IRV | TA | OT | Numbers | Chapter 29 | Verse 18] காளைகளும், ஆட்டுக்கடாக்களும், ஆட்டுக்குட்டிகளும் இருக்கிற எண்ணிக்கைக்குத் தகுந்தபடி முறைமையின்படி அவைகளின் உணவுபலியையும், அவைகளின் பானபலிகளையும்,
[IRV | TA | OT | Numbers | Chapter 29 | Verse 19] நிரந்தர சர்வாங்க தகனபலியையும், அதின் உணவுபலியையும், அவைகளின் பானபலிகளையும் அன்றி, பாவநிவாரணபலியாக ஒரு வெள்ளாட்டுக்கடாவையும் செலுத்தவேண்டும்.
[IRV | TA | OT | Numbers | Chapter 29 | Verse 20] “மூன்றாம் நாளிலே பதினொரு காளைகளையும், இரண்டு ஆட்டுக்கடாக்களையும், ஒருவயதுடைய பழுதற்ற பதினான்கு ஆட்டுக்குட்டிகளையும்,
[IRV | TA | OT | Numbers | Chapter 29 | Verse 21] காளைகளும் ஆட்டுக்கடாக்களும் ஆட்டுக்குட்டிகளும் இருக்கிற எண்ணிக்கைக்குத் தக்கதாக முறைமையின்படி அவைகளின் உணவுபலியையும், அவைகளின் பானபலிகளையும்,
[IRV | TA | OT | Numbers | Chapter 29 | Verse 22] நிரந்தர சர்வாங்க தகனபலியையும், அதின் உணவுபலியையும், அதின் பானபலியையும் தவிர, பாவநிவாரணபலியாக ஒரு வெள்ளாட்டுக்கடாவையும் செலுத்தவேண்டும்.
[IRV | TA | OT | Numbers | Chapter 29 | Verse 23] “நான்காம் நாளிலே பத்துக் காளைகளையும், இரண்டு ஆட்டுக்கடாக்களையும், ஒருவயதுடைய பழுதற்ற பதினான்கு ஆட்டுக்குட்டிகளையும்,
[IRV | TA | OT | Numbers | Chapter 29 | Verse 24] காளைகளும், ஆட்டுக்கடாக்களும், ஆட்டுக்குட்டிகளும் இருக்கிற எண்ணிக்கைக்குத்தக்கதாக முறைமையின்படி அவைகளின் உணவுபலியையும், அவைகளின் பானபலிகளையும்,
[IRV | TA | OT | Numbers | Chapter 29 | Verse 25] நிரந்தர சர்வாங்கதகனபலியையும், அதின் உணவுபலியையும், அதின் பானபலியையும் அன்றி, பாவநிவாரணபலியாக ஒரு வெள்ளாட்டுக்கடாவையும் செலுத்தவேண்டும்.
[IRV | TA | OT | Numbers | Chapter 29 | Verse 26] “ஐந்தாம் நாளிலே ஒன்பது காளைகளையும், இரண்டு ஆட்டுக்கடாக்களையும், ஒருவயதுடைய பழுதற்ற பதினான்கு ஆட்டுக்குட்டிகளையும்,
[IRV | TA | OT | Numbers | Chapter 29 | Verse 27] காளைகளும், ஆட்டுக்கடாக்களும், ஆட்டுக்குட்டிகளும் இருக்கிற எண்ணிக்கைக்குத்தக்கதாக முறைமையின்படி அவைகளின் உணவுபலியையும், அவைகளின் பானபலிகளையும்,
[IRV | TA | OT | Numbers | Chapter 29 | Verse 28] நிரந்தர சர்வாங்கதகனபலியையும், அதின் உணவுபலியையும், அதின் பானபலியையும் அன்றி, பாவநிவாரணபலியாக ஒரு வெள்ளாட்டுக்கடாவையும் செலுத்தவேண்டும்.
[IRV | TA | OT | Numbers | Chapter 29 | Verse 29] “ஆறாம் நாளிலே எட்டுக் காளைகளையும், இரண்டு ஆட்டுக்கடாக்களையும், ஒருவயதுடைய பழுதற்ற பதினான்கு ஆட்டுக்குட்டிகளையும்,
[IRV | TA | OT | Numbers | Chapter 29 | Verse 30] காளைகளும், ஆட்டுக்கடாக்களும், ஆட்டுக்குட்டிகளும் இருக்கிற எண்ணிக்கைக்குத்தக்கதாக முறைமையின்படி அவைகளின் உணவுபலியையும், அவைகளின் பானபலிகளையும்,
[IRV | TA | OT | Numbers | Chapter 29 | Verse 31] நிரந்தர சர்வாங்கதகனபலியையும், அதின் உணவுபலியையும், அதின் பானபலிகளையும் தவிர, பாவநிவாரணபலியாக ஒரு வெள்ளாட்டுக்கடாவையும் செலுத்தவேண்டும்.
[IRV | TA | OT | Numbers | Chapter 29 | Verse 32] “ஏழாம் நாளிலே ஏழு காளைகளையும், இரண்டு ஆட்டுக்கடாக்களையும், ஒருவயதுடைய பழுதற்ற பதினான்கு ஆட்டுக்குட்டிகளையும்,
