[BSB | EN | OT | Proverbs | Chapter 10 | Verse 1] The proverbs of Solomon: A wise son brings joy to his father, but a foolish son grief to his mother.
[BSB | EN | OT | Proverbs | Chapter 10 | Verse 2] Ill-gotten treasures profit nothing, but righteousness brings deliverance from death.
[BSB | EN | OT | Proverbs | Chapter 10 | Verse 3] The LORD does not let the righteous go hungry, but He denies the craving of the wicked.
[BSB | EN | OT | Proverbs | Chapter 10 | Verse 4] Idle hands make one poor, but diligent hands bring wealth.
[BSB | EN | OT | Proverbs | Chapter 10 | Verse 5] He who gathers in summer is a wise son, but he who sleeps during harvest is a disgraceful son.
[BSB | EN | OT | Proverbs | Chapter 10 | Verse 6] Blessings are on the head of the righteous, but the mouth of the wicked conceals violence.
[BSB | EN | OT | Proverbs | Chapter 10 | Verse 7] The memory of the righteous is a blessing, but the name of the wicked will rot.
[BSB | EN | OT | Proverbs | Chapter 10 | Verse 8] A wise heart will receive commandments, but foolish lips will come to ruin.
[BSB | EN | OT | Proverbs | Chapter 10 | Verse 9] He who walks in integrity walks securely, but he who perverts his ways will be found out.
[BSB | EN | OT | Proverbs | Chapter 10 | Verse 10] He who winks the eye causes grief, and foolish lips will come to ruin.
[BSB | EN | OT | Proverbs | Chapter 10 | Verse 11] The mouth of the righteous is a fountain of life, but the mouth of the wicked conceals violence.
[BSB | EN | OT | Proverbs | Chapter 10 | Verse 12] Hatred stirs up dissension, but love covers all transgressions.
[BSB | EN | OT | Proverbs | Chapter 10 | Verse 13] Wisdom is found on the lips of the discerning, but a rod is for the back of him who lacks judgment.
[BSB | EN | OT | Proverbs | Chapter 10 | Verse 14] The wise store up knowledge, but the mouth of the fool invites destruction.
[BSB | EN | OT | Proverbs | Chapter 10 | Verse 15] The wealth of the rich man is his fortified city, but poverty is the ruin of the poor.
[BSB | EN | OT | Proverbs | Chapter 10 | Verse 16] The labor of the righteous leads to life, but the gain of the wicked brings punishment.
[BSB | EN | OT | Proverbs | Chapter 10 | Verse 17] Whoever heeds instruction is on the path to life, but he who ignores reproof goes astray.
[BSB | EN | OT | Proverbs | Chapter 10 | Verse 18] The one who conceals hatred has lying lips, and whoever spreads slander is a fool.
[BSB | EN | OT | Proverbs | Chapter 10 | Verse 19] When words are many, sin is unavoidable, but he who restrains his lips is wise.
[BSB | EN | OT | Proverbs | Chapter 10 | Verse 20] The tongue of the righteous is choice silver, but the heart of the wicked has little worth.
[BSB | EN | OT | Proverbs | Chapter 10 | Verse 21] The lips of the righteous feed many, but fools die for lack of judgment.
[BSB | EN | OT | Proverbs | Chapter 10 | Verse 22] The blessing of the LORD enriches, and He adds no sorrow to it.
[BSB | EN | OT | Proverbs | Chapter 10 | Verse 23] The fool delights in shameful conduct, but a man of understanding has wisdom.
[BSB | EN | OT | Proverbs | Chapter 10 | Verse 24] What the wicked man dreads will overtake him, but the desire of the righteous will be granted.
[BSB | EN | OT | Proverbs | Chapter 10 | Verse 25] When the whirlwind passes, the wicked are no more, but the righteous are secure forever.
[BSB | EN | OT | Proverbs | Chapter 10 | Verse 26] Like vinegar to the teeth and smoke to the eyes, so is the slacker to those who send him.
[BSB | EN | OT | Proverbs | Chapter 10 | Verse 27] The fear of the LORD prolongs life, but the years of the wicked will be cut short.
[BSB | EN | OT | Proverbs | Chapter 10 | Verse 28] The hope of the righteous is joy, but the expectations of the wicked will perish.
[BSB | EN | OT | Proverbs | Chapter 10 | Verse 29] The way of the LORD is a refuge to the upright, but destruction awaits those who do evil.
[BSB | EN | OT | Proverbs | Chapter 10 | Verse 30] The righteous will never be shaken, but the wicked will not inhabit the land.
[BSB | EN | OT | Proverbs | Chapter 10 | Verse 31] The mouth of the righteous brings forth wisdom, but a perverse tongue will be cut out.
[BSB | EN | OT | Proverbs | Chapter 10 | Verse 32] The lips of the righteous know what is fitting, but the mouth of the wicked is perverse.
