[LXX | EL | OT | Micah | Chapter 7 | Verse 1] Οἴμοι, ὅτι ἐγενήθην ὡς συνάγων καλάμην ἐν ἀμητῷ, καὶ ὡς ἐπιφυλλίδα ἐν τρυγητῳ, οὐχ ὑπάρχοντος βότρυος τοῦ φαγεῖν τὰ πρωτόγονα. οἴμοι ψυχὴ,
[LXX | EL | OT | Micah | Chapter 7 | Verse 2] ὅτι ἀπόλωλεν εὐσεβὴς ἀπὸ τῆς γῆς, καὶ κατορθῶν ἐν ἀνθρώποις οὐχ ὑπάρχει· πάντες εἰς αἵματα δικάζονται, ἕκαστος τὸν πλησίον αὐτοῦ ἐκθλίβουσιν ἐκθλιβῇ,
[LXX | EL | OT | Micah | Chapter 7 | Verse 3] ἐπὶ τὸ κακὸν τὰς χεῖρας αὐτῶν ἑτοιμάζουσιν· ὁ ἄρχων αἰτεῖ, καὶ ὁ κριτὴς εἰρηνικοὺς λόγους ἐλάλησε, καταθύμιον ψυχῆς αὐτοῦ ἐστιν· καὶ ἐξελοῦμαι τὰ ἀγαθὰ αὐτῶν
[LXX | EL | OT | Micah | Chapter 7 | Verse 4] ὡς σὴς ἐκτρώγων, καὶ βαδίζων ἐπὶ κανόνος ἐν ἡμέρᾳ σκοπιᾶς· οὐαὶ οὐαὶ, αἱ ἐκδικήσεις σου ἥκασι, νῦν ἔσονται κλαυθμοὶ αὐτῶν.
[LXX | EL | OT | Micah | Chapter 7 | Verse 5] Μὴ καταπιστεύετε ἐν φίλοις, καὶ μὴ ἐλπίζετε ἐπὶ ἡγουμένοις· ἀπὸ τῆς συγκοίτου σου φύλαξαι, τοῦ ἀναθέσθαι τι αὐτῇ.
[LXX | EL | OT | Micah | Chapter 7 | Verse 6] Διότι υἱὸς ἀτιμάζει πατέρα, θυγάτηρ ἐπαναστήσεται ἐπὶ τὴν μητέρα αὐτῆς, νύμφη ἐπὶ τὴν πενθερὰν αὐτῆς, ἐχθροὶ πάντες ἀνδρὸς οἱ ἐν τῷ οἴκῳ αὐτοῦ.
[LXX | EL | OT | Micah | Chapter 7 | Verse 7] Ἐγὼ δὲ ἐπὶ τὸν Κύριον ἐπιβλέψομαι, ὑπομενῶ ἐπὶ τῷ Θεῷ τῷ σωτῆρί μου, εἰσακούσεταί μου ὁ Θεός μου.
[LXX | EL | OT | Micah | Chapter 7 | Verse 8] Μὴ ἐπίχαιρέ μοι ἡ ἐχθρά μου, ὅτι πέπτωκα, καὶ ἀναστήσομαι· διότι ἐὰν καθίσω ἐν τῷ σκότει, Κύριος φωτιεῖ μοι.
[LXX | EL | OT | Micah | Chapter 7 | Verse 9] Ὀργὴν Κυρίου ὑποίσω, ὅτι ἥμαρτον αὐτῷ, ἕως τοῦ δικαιῶσαι αὐτὸν τὴν δίκην μου· καὶ ποιήσει τὸ κρίμα μου, καὶ ἐξάξει με εἰς τὸ φῶς· ὄψομαι τὴν δικαιοσύνην αὐτοῦ,
[LXX | EL | OT | Micah | Chapter 7 | Verse 10] καὶ ὄψεται ἡ ἐχθρά μου καὶ περιβαλεῖται αἰσχύνην, ἡ λέγουσα, ροῦ Κύριος ὁ Θεός σου; οἱ ὀφθαλμοί μου ἐπόψονται αὐτὴν, νῦν ἔσται εἰς καταπάτημα ὡς πηλὸς ἐν ταῖς ὁδοῖς.
[LXX | EL | OT | Micah | Chapter 7 | Verse 11] Ἡμέρα ἀλοιφῆς πλίνθου, ἐξάλειψίς σου ἡ ἡμέρα ἐκείνη, καὶ ἀποτρίψεται νόμιμά σου ἡ ἡμέρα ἐκείνη.
[LXX | EL | OT | Micah | Chapter 7 | Verse 12] Καὶ αἱ πόλεις σου ἥξουσιν εἰς ὁμαλισμὸν, καὶ εἰς διαμερισμὸν Ἀσσυρίων, καὶ αἱ πόλεις σου αἱ ὀχυραὶ εἰς διαμερισμὸν ἀπὸ Τύρου ἕως τοῦ ποταμοῦ, καὶ ἀπὸ θαλάσσης ἕως θαλάσσης, καὶ ἀπὸ ὄρους ἕως τοῦ ὄρους.
[LXX | EL | OT | Micah | Chapter 7 | Verse 13] Καὶ ἔσται ἡ γῆ εἰς ἀφανισμὸν σὺν τοῖς κατοικοῦσιν αὐτὴν, ἀπὸ καρπῶν ἐπιτηδευμάτων αὐτῶν.
[LXX | EL | OT | Micah | Chapter 7 | Verse 14] Ποίμαινε λαόν σου ἐν ῥάβδῳ σου, πρόβατα κληρονομίας σου, κατασκηνοῦντας καθʼ ἑαυτοὺς δρυμὸν ἐν μέσῳ τοῦ Καρμήλου· νεμήσονται τὴν Βασανίτιν, καὶ τὴν Γαλααδίτιν καθὼς αἱ ἡμέραι τοῦ αἰῶνος.
[LXX | EL | OT | Micah | Chapter 7 | Verse 15] Καὶ κατὰ τὰς ἡμέρας ἐξοδίας σου ἐξ Αἰγύπτου, ὄψεσθε θαυμαστά.
[LXX | EL | OT | Micah | Chapter 7 | Verse 16] Ὄψονται ἔθνη καὶ καταισχυνθήσονται, καὶ ἐκ πάσης τῆς ἰσχύος αὐτῶν, ἐπιθήσουσι χεῖρας ἐπὶ τὸ στόμα αὐτῶν, τὰ ὦτα αὐτῶν ἀποκωφωθήσεται,
[LXX | EL | OT | Micah | Chapter 7 | Verse 17] λείξουσι χοῦν ὡς ὄφεις σύροντες γῆν, συγχυθήσονται ἐν συγκλεισμῷ αὐτῶν· ἐπὶ τῷ Κυρίῳ Θεῷ ἡμῶν ἐκστήσονται, καὶ φοβηθήσονται ἀπὸ σοῦ.
[LXX | EL | OT | Micah | Chapter 7 | Verse 18] Τίς Θεὸς ὥσπερ σὺ; ἐξαίρων ἀνομίας, καὶ ὑπερβαίνων ἀσεβείας τοῖς καταλοίποις τῆς κληρονομίας αὐτοῦ; καὶ οὐ συνέσχεν εἰς μαρτύριον ὀργὴν αὐτοῦ, ὅτι θελητὴς ἐλέους ἐστίν.
