[IRV | UR | OT | Job | Chapter 9 | Verse 1] फ़िर अय्यूब ने जवाब दिया
[IRV | UR | OT | Job | Chapter 9 | Verse 2] दर हक़ीक़त में मैं जानता हूँ कि बात यूँ ही है, लेकिन इंसान ख़ुदा के सामने कैसे रास्तबाज़ ठहरे।
[IRV | UR | OT | Job | Chapter 9 | Verse 3] अगर वह उससे बहस करने को राज़ी भी हो, यह तो हज़ार बातों में से उसे एक का भी जवाब न दे सकेगा।
[IRV | UR | OT | Job | Chapter 9 | Verse 4] वह दिल का 'अक़्लमन्द और ताक़त में ज़ोरआवर है, किसी ने हिम्मत करके उसका सामना किया है और बढ़ा हो।
[IRV | UR | OT | Job | Chapter 9 | Verse 5] वह पहाड़ों को हटा देता है और उन्हें पता भी नहीं लगता वह अपने क़हर में उलट देता है।
[IRV | UR | OT | Job | Chapter 9 | Verse 6] वह ज़मीन को उसकी जगह से हिला देता है, और उसके सुतून काँपने लगते हैं।
[IRV | UR | OT | Job | Chapter 9 | Verse 7] वह सूरज को हुक्म करता है और वह तुलू' नहीं होता है, और सितारों पर मुहर लगा देता है
[IRV | UR | OT | Job | Chapter 9 | Verse 8] वह आसमानों को अकेला तान देता है, और समन्दर की लहरों पर चलता है
[IRV | UR | OT | Job | Chapter 9 | Verse 9] उसने बनात — उन — नाश और जब्बार और सुरैया और जुनूब के बुजों' को बनाया।
[IRV | UR | OT | Job | Chapter 9 | Verse 10] वह बड़े बड़े काम जो बयान नहीं हो सकते, और बेशुमार अजीब काम करता है।
[IRV | UR | OT | Job | Chapter 9 | Verse 11] देखो, वह मेरे पास से गुज़रता है लेकिन मुझे दिखाई नहीं देता; वह आगे भी बढ़ जाता है लेकिन मैं उसे नहीं देखता।
[IRV | UR | OT | Job | Chapter 9 | Verse 12] देखो, वह शिकार पकड़ता है; कौन उसे रोक सकता है? कौन उससे कहेगा कि तू क्या करता है?
[IRV | UR | OT | Job | Chapter 9 | Verse 13] “ख़ुदा अपने ग़ुस्से को नहीं हटाएगा। रहब' के मददगार उसके नीचे झुकजाते हैं।
[IRV | UR | OT | Job | Chapter 9 | Verse 14] फिर मेरी क्या हक़ीक़त है कि मैं उसे जवाब दूँ और उससे बहस करने को अपने लफ़्ज़ छाँट छाँट कर निकालूँ?
[IRV | UR | OT | Job | Chapter 9 | Verse 15] उसे तो मैं अगर सादिक़ भी होता तो जवाब न देता। मैं अपने मुख़ालिफ़ की मिन्नत करता।
[IRV | UR | OT | Job | Chapter 9 | Verse 16] अगर वह मेरे पुकारने पर मुझे जवाब भी देता, तोभी मैं यक़ीन न करता कि उसने मेरी आवाज़ सुनी।
[IRV | UR | OT | Job | Chapter 9 | Verse 17] वह तूफ़ान से मुझे तोड़ता है, और बे वजह मेरे ज़ख़्मों को ज़्यादा करता है।
[IRV | UR | OT | Job | Chapter 9 | Verse 18] वह मुझे दम नहीं लेने देता, बल्कि मुझे तल्ख़ी से भरपूर करता है।
[IRV | UR | OT | Job | Chapter 9 | Verse 19] अगर ज़ोरआवर की ताक़त का ज़िक्र हो, तो देखो वह है। और अगर इन्साफ़ का, तो मेरे लिए वक़्त कौन ठहराएगा?
[IRV | UR | OT | Job | Chapter 9 | Verse 20] अगर मैं सच्चा भी हूँ, तोभी मेरा ही मुँह मुझे मुल्ज़िम ठहराएगा। और अगर मैं कामिल भी हूँ तोभी यह मुझे आलसी साबित करेगा।
[IRV | UR | OT | Job | Chapter 9 | Verse 21] मैं कामिल तो हूँ, लेकिन अपने को कुछ नहीं समझता; मैं अपनी ज़िन्दगी को बेकार जानता हूँ।
[IRV | UR | OT | Job | Chapter 9 | Verse 22] यह सब एक ही बात है, इसलिए मैं कहता हूँ कि वह कामिल और शरीर दोनों को हलाक कर देता है।
[IRV | UR | OT | Job | Chapter 9 | Verse 23] अगर वबा अचानक हलाक करने लगे, तो वह बेगुनाह की आज़माइश का मज़ाक़ उड़ाता है।
[IRV | UR | OT | Job | Chapter 9 | Verse 24] ज़मीन शरीरों को हवाले कर दी गई है। वह उसके हाकिमों के मुँह ढाँक देता है। अगर वही नहीं तो और कौन है?
[IRV | UR | OT | Job | Chapter 9 | Verse 25] मेरे दिन हरकारों से भी तेज़रू हैं। वह उड़े चले जाते हैं और ख़ुशी नहीं देखने पाते।
[IRV | UR | OT | Job | Chapter 9 | Verse 26] वह तेज़ जहाज़ों की तरह निकल गए, और उस उक़ाब की तरह जो शिकार पर झपटता हो।
