[IRV | UR | OT | Job | Chapter 18 | Verse 1] तब बिलदद शूखी ने जवाब दिया,
[IRV | UR | OT | Job | Chapter 18 | Verse 2] तुम कब तक लफ़्ज़ों की जुस्तुजू में रहोगे ग़ौर कर लो फ़िर हम बोलेंगे
[IRV | UR | OT | Job | Chapter 18 | Verse 3] हम क्यूँ जानवरों की तरह समझे जाते हैं, और तुम्हारी नज़र में नापाक ठहरे हैं।
[IRV | UR | OT | Job | Chapter 18 | Verse 4] तू जो अपने क़हर में अपने को फाड़ता है तो क्या ज़मीन तेरी वजह से उजड़ जाएगी या चट्टान अपनी जगह से हटा दी जाएगी
[IRV | UR | OT | Job | Chapter 18 | Verse 5] बल्कि शरीर का चराग़ गुल कर दिया जाएगा और उसकी आग का शो'ला बे नूर हो जाएगा
[IRV | UR | OT | Job | Chapter 18 | Verse 6] रोशनी उसके ख़ेमे में तरीकी हो जाएगी और जो चराग ऊसके उपर है, बुझा दिया जाएगा
[IRV | UR | OT | Job | Chapter 18 | Verse 7] उसकी क़ुव्वत के क़दम छोटे किए जाएँगे और उसी की मसलहत उसे नेचे गिराएगी।
[IRV | UR | OT | Job | Chapter 18 | Verse 8] क्यूँकि वह अपने ही पाँव से जाल में फँसता है और फँदों पर चलता है
[IRV | UR | OT | Job | Chapter 18 | Verse 9] दाम उसकी एड़ी को पकड़ेगा, और जाल उसको फँसा लेगा।
[IRV | UR | OT | Job | Chapter 18 | Verse 10] कमन्द उसके लिए ज़मीन में छिपा दी गई है, और फंदा उसके लिए रास्ते में रख्खा गया है।
[IRV | UR | OT | Job | Chapter 18 | Verse 11] दहशत नाक चीज़ें हर तरफ़ से उसे डराएँगी, और उसके दर पे होकर उसे भगाएंगी।
[IRV | UR | OT | Job | Chapter 18 | Verse 12] उसका ज़ोर भूक का मारा होगा और आफ़त उसके शामिल — ए — हाल रहेगी।
[IRV | UR | OT | Job | Chapter 18 | Verse 13] वह उसके जिस्म के आ'ज़ा को खा जाएगी बल्कि मौत का पहलौठा उसके आ'ज़ा को चट कर जाएगी।
[IRV | UR | OT | Job | Chapter 18 | Verse 14] वह अपने ख़ेमे से जिस पर उसको भरोसा है उखाड़ दिया जाएगा, और दहशत के बादशाह के पास पहुंचाया जाएगा।
[IRV | UR | OT | Job | Chapter 18 | Verse 15] और वह जो उसका नहीं, उसके ख़ेमे में बसेगा; उसके मकान पर गंधक छितराई जाएगी।
[IRV | UR | OT | Job | Chapter 18 | Verse 16] नीचे उसकी जड़ें सुखाई जाएँगी, और ऊपर उसकी डाली काटी जाएगी।
[IRV | UR | OT | Job | Chapter 18 | Verse 17] उसकी यादगार ज़मीन पर से मिट जाएगी, और कूचों' में उसका नाम न होगा।
[IRV | UR | OT | Job | Chapter 18 | Verse 18] वह रोशनी से अंधेरे में हँका दिया जाएगा, और दुनिया से खदेड़ दिया जाएगा।
[IRV | UR | OT | Job | Chapter 18 | Verse 19] उसके लोगों में उसका न कोई बेटा होगा न पोता, और जहाँ वह टिका हुआ था, वहाँ कोई उसका बाक़ी न रहेगा।
[IRV | UR | OT | Job | Chapter 18 | Verse 20] वह जो पीछे आनेवाले हैं, उसके दिन पर हैरान होंगे, जैसे वह जो पहले हुए डर गए थे।
[IRV | UR | OT | Job | Chapter 18 | Verse 21] नारास्तों के घर यक़ीनन ऐसे ही हैं, और जो ख़ुदा को नहीं पहचानता उसकी जगह ऐसी ही है।
