[BBE | EN | OT | 1 Chronicles | Chapter 6 | Verse 1] The sons of Levi: Gershon, Kohath, and Merari.
[BBE | EN | OT | 1 Chronicles | Chapter 6 | Verse 2] And the sons of Kohath: Amram, Izhar, Hebron, and Uzziel.
[BBE | EN | OT | 1 Chronicles | Chapter 6 | Verse 3] And the sons of Amram: Aaron and Moses and Miriam. And the sons of Aaron: Nadab and Abihu, Eleazar and Ithamar.
[BBE | EN | OT | 1 Chronicles | Chapter 6 | Verse 4] Eleazar was the father of Phinehas; Phinehas was the father of Abishua;
[BBE | EN | OT | 1 Chronicles | Chapter 6 | Verse 5] And Abishua was the father of Bukki, and Bukki was the father of Uzzi,
[BBE | EN | OT | 1 Chronicles | Chapter 6 | Verse 6] And Uzzi was the father of Zerahiah, and Zerahiah was the father of Meraioth;
[BBE | EN | OT | 1 Chronicles | Chapter 6 | Verse 7] Meraioth was the father of Amariah, and Amariah was the father of Ahitub,
[BBE | EN | OT | 1 Chronicles | Chapter 6 | Verse 8] And Ahitub was the father of Zadok, and Zadok was the father of Ahimaaz,
[BBE | EN | OT | 1 Chronicles | Chapter 6 | Verse 9] And Ahimaaz was the father of Azariah, and Azariah was the father of Johanan,
[BBE | EN | OT | 1 Chronicles | Chapter 6 | Verse 10] And Johanan was the father of Azariah, (he was priest in the house which Solomon put up in Jerusalem:)
[BBE | EN | OT | 1 Chronicles | Chapter 6 | Verse 11] And Azariah was the father of Amariah, and Amariah was the father of Ahitub,
[BBE | EN | OT | 1 Chronicles | Chapter 6 | Verse 12] And Ahitub was the father of Zadok, and Zadok was the father of Shallum,
[BBE | EN | OT | 1 Chronicles | Chapter 6 | Verse 13] And Shallum was the father of Hilkiah, and Hilkiah was the father of Azariah,
[BBE | EN | OT | 1 Chronicles | Chapter 6 | Verse 14] And Azariah was the father of Seraiah, and Seraiah was the father of Jehozadak;
[BBE | EN | OT | 1 Chronicles | Chapter 6 | Verse 15] And Jehozadak went as a prisoner when the Lord took away Judah and Jerusalem by the hand of Nebuchadnezzar.
[BBE | EN | OT | 1 Chronicles | Chapter 6 | Verse 16] The sons of Levi; Gershom, Kohath, and Merari.
[BBE | EN | OT | 1 Chronicles | Chapter 6 | Verse 17] And these are the names of the sons of Gershom: Libni and Shimei.
[BBE | EN | OT | 1 Chronicles | Chapter 6 | Verse 18] And the sons of Kohath were Amram, Izhar, Hebron, and Uzziel.
[BBE | EN | OT | 1 Chronicles | Chapter 6 | Verse 19] The sons of Merari: Mahli and Mushi. And these are the families of the Levites listed by the names of their fathers.
[BBE | EN | OT | 1 Chronicles | Chapter 6 | Verse 20] Of Gershom: Libni his son, Jahath his son, Zimmah his son,
[BBE | EN | OT | 1 Chronicles | Chapter 6 | Verse 21] Joah his son, Iddo his son, Zerah his son, Jeatherai his son.
[BBE | EN | OT | 1 Chronicles | Chapter 6 | Verse 22] The sons of Kohath: Amminadab his son, Korah his son, Assir his son,
[BBE | EN | OT | 1 Chronicles | Chapter 6 | Verse 23] Elkanah his son, and Ebiasaph his son, and Assir his son,
[BBE | EN | OT | 1 Chronicles | Chapter 6 | Verse 24] Tahath his son, Uriel his son, Uzziah his son, and Shaul his son.
[BBE | EN | OT | 1 Chronicles | Chapter 6 | Verse 25] And the sons of Elkanah: Amasai and Ahimoth.
[BBE | EN | OT | 1 Chronicles | Chapter 6 | Verse 26] Elkanah his son: Zophai his son, and Nahath his son,
[BBE | EN | OT | 1 Chronicles | Chapter 6 | Verse 27] Eliab his son, Jeroham his son, Elkanah his son, Samuel his son.
[BBE | EN | OT | 1 Chronicles | Chapter 6 | Verse 28] And the sons of Samuel: the oldest Joel, and the second Abiah.
[BBE | EN | OT | 1 Chronicles | Chapter 6 | Verse 29] The sons of Merari: Mahli, Libni his son, Shimei his son, Uzzah his son,
[BBE | EN | OT | 1 Chronicles | Chapter 6 | Verse 30] Shimea his son, Haggiah his son, Asaiah his son.
[BBE | EN | OT | 1 Chronicles | Chapter 6 | Verse 31] And these are those whom David made responsible for the music in the house of the Lord, after the ark had rest.
[BBE | EN | OT | 1 Chronicles | Chapter 6 | Verse 32] They gave worship with songs before the House of the Tent of meeting, till Solomon put up the house of the Lord in Jerusalem; and they took their places for their work in their regular order.
[BBE | EN | OT | 1 Chronicles | Chapter 6 | Verse 33] And these are those who did this work, and their sons. Of the sons of the Kohathites: Heman, who made melody, the son of Joel, the son of Samuel,
[BBE | EN | OT | 1 Chronicles | Chapter 6 | Verse 34] The son of Elkanah, the son of Jeroham, the son of Eliel, the son of Toah,
[BBE | EN | OT | 1 Chronicles | Chapter 6 | Verse 35] The son of Zuph, the son of Elkanah, the son of Mahath, the son of Amasai,
[BBE | EN | OT | 1 Chronicles | Chapter 6 | Verse 36] The son of Elkanah, the son of Joel, the son of Azariah, the son of Zephaniah,
[BBE | EN | OT | 1 Chronicles | Chapter 6 | Verse 37] The son of Tahath, the son of Assir, the son of Ebiasaph, the son of Korah,
[BBE | EN | OT | 1 Chronicles | Chapter 6 | Verse 38] The son of Izhar, the son of Kohath, the son of Levi, the son of Israel.
[BBE | EN | OT | 1 Chronicles | Chapter 6 | Verse 39] And his brother Asaph, whose place was at his right hand, Asaph, the son of Berechiah, the son of Shimea,
[BBE | EN | OT | 1 Chronicles | Chapter 6 | Verse 40] The son of Michael, the son of Baaseiah, the son of Malchijah,
[BBE | EN | OT | 1 Chronicles | Chapter 6 | Verse 41] The son of Ethni, the son of Zerah, the son of Adaiah,
[BBE | EN | OT | 1 Chronicles | Chapter 6 | Verse 42] The son of Ethan, the son of Zimmah, the son of Shimei,
[BBE | EN | OT | 1 Chronicles | Chapter 6 | Verse 43] The son of Jahath, the son of Gershom, the son of Levi.
[BBE | EN | OT | 1 Chronicles | Chapter 6 | Verse 44] And on the left their brothers, the sons of Merari: Ethan, the son of Kishi, the son of Abdi, the son of Malluch,
[BBE | EN | OT | 1 Chronicles | Chapter 6 | Verse 45] The son of Hashabiah, the son of Amaziah, the son of Hilkiah,
