[ASV | EN | OT | Leviticus | Chapter 19 | Verse 1] And Jehovah spake unto Moses, saying,
[ASV | EN | OT | Leviticus | Chapter 19 | Verse 2] Speak unto all the congregation of the children of Israel, and say unto them, Ye shall be holy; for I Jehovah your God am holy.
[ASV | EN | OT | Leviticus | Chapter 19 | Verse 3] Ye shall fear every man his mother, and his father; and ye shall keep my sabbaths: I am Jehovah your God.
[ASV | EN | OT | Leviticus | Chapter 19 | Verse 4] Turn ye not unto idols, nor make to yourselves molten gods: I am Jehovah your God.
[ASV | EN | OT | Leviticus | Chapter 19 | Verse 5] And when ye offer a sacrifice of peace offerings unto Jehovah, ye shall offer it that ye may be accepted.
[ASV | EN | OT | Leviticus | Chapter 19 | Verse 6] It shall be eaten the same day ye offer it, and on the morrow: and if aught remain until the third day, it shall be burnt with fire.
[ASV | EN | OT | Leviticus | Chapter 19 | Verse 7] And if it be eaten at all on the third day, it is an abomination; it shall not be accepted:
[ASV | EN | OT | Leviticus | Chapter 19 | Verse 8] but everyone that eateth it shall bear his iniquity, because he hath profaned the holy thing of Jehovah: and that soul shall be cut off from his people.
[ASV | EN | OT | Leviticus | Chapter 19 | Verse 9] And when ye reap the harvest of your land, thou shalt not wholly reap the corners of thy field, neither shalt thou gather the gleaning of thy harvest.
[ASV | EN | OT | Leviticus | Chapter 19 | Verse 10] And thou shalt not glean thy vineyard, neither shalt thou gather the fallen fruit of thy vineyard; thou shalt leave them for the poor and for the sojourner: I am Jehovah your God.
[ASV | EN | OT | Leviticus | Chapter 19 | Verse 11] Ye shall not steal; neither shall ye deal falsely, nor lie one to another.
[ASV | EN | OT | Leviticus | Chapter 19 | Verse 12] And ye shall not swear by my name falsely, and profane the name of thy God: I am Jehovah.
[ASV | EN | OT | Leviticus | Chapter 19 | Verse 13] Thou shalt not oppress thy neighbor, nor rob him: the wages of a hired servant shall not abide with thee all night until the morning.
[ASV | EN | OT | Leviticus | Chapter 19 | Verse 14] Thou shalt not curse the deaf, nor put a stumbling block before the blind; but thou shalt fear thy God: I am Jehovah.
[ASV | EN | OT | Leviticus | Chapter 19 | Verse 15] Ye shall do no unrighteousness in judgment: thou shalt not respect the person of the poor, nor honor the person of the mighty; but in righteousness shalt thou judge thy neighbor.
[ASV | EN | OT | Leviticus | Chapter 19 | Verse 16] Thou shalt not go up and down as a talebearer among thy people: neither shalt thou stand against the blood of thy neighbor: I am Jehovah.
[ASV | EN | OT | Leviticus | Chapter 19 | Verse 17] Thou shalt not hate thy brother in thy heart: thou shalt surely rebuke thy neighbor, and not bear sin because of him.
[ASV | EN | OT | Leviticus | Chapter 19 | Verse 18] Thou shalt not take vengeance, nor bear any grudge against the children of thy people; but thou shalt love thy neighbor as thyself: I am Jehovah.
[ASV | EN | OT | Leviticus | Chapter 19 | Verse 19] Ye shall keep my statutes. Thou shalt not let thy cattle gender with a diverse kind: thou shalt not sow thy field with two kinds of seed: neither shall there come upon thee a garment of two kinds of stuff mingled together.
[ASV | EN | OT | Leviticus | Chapter 19 | Verse 20] And whosoever lieth carnally with a woman, that is a bondmaid, betrothed to a husband, and not at all redeemed, nor freedom given her; they shall be punished; they shall not be put to death, because she was not free.
[ASV | EN | OT | Leviticus | Chapter 19 | Verse 21] And he shall bring his trespass offering unto Jehovah, unto the door of the tent of meeting, even a ram for a trespass offering.
[ASV | EN | OT | Leviticus | Chapter 19 | Verse 22] And the priest shall make atonement for him with the ram of the trespass offering before Jehovah for his sin which he hath sinned: and the sin which he hath sinned shall be forgiven him.
[ASV | EN | OT | Leviticus | Chapter 19 | Verse 23] And when ye shall come into the land, and shall have planted all manner of trees for food, then ye shall count the fruit thereof as their uncircumcision: three years shall they be as uncircumcised unto you; it shall not be eaten.
[ASV | EN | OT | Leviticus | Chapter 19 | Verse 24] But in the fourth year all the fruit thereof shall be holy, for giving praise unto Jehovah.
[ASV | EN | OT | Leviticus | Chapter 19 | Verse 25] And in the fifth year shall ye eat of the fruit thereof, that it may yield unto you the increase thereof: I am Jehovah your God.
[ASV | EN | OT | Leviticus | Chapter 19 | Verse 26] Ye shall not eat anything with the blood: neither shall ye use enchantments, nor practice augury.
[ASV | EN | OT | Leviticus | Chapter 19 | Verse 27] Ye shall not round the corners of your heads, neither shalt thou mar the corners of thy beard.
[ASV | EN | OT | Leviticus | Chapter 19 | Verse 28] Ye shall not make any cuttings in your flesh for the dead, nor print any marks upon you: I am Jehovah.
[ASV | EN | OT | Leviticus | Chapter 19 | Verse 29] Profane not thy daughter, to make her a harlot; lest the land fall to whoredom, and the land become full of wickedness.
[ASV | EN | OT | Leviticus | Chapter 19 | Verse 30] Ye shall keep my sabbaths, and reverence my sanctuary: I am Jehovah.
[ASV | EN | OT | Leviticus | Chapter 19 | Verse 31] Turn ye not unto them that have familiar spirits, nor unto the wizards; seek them not out, to be defiled by them: I am Jehovah your God.
[ASV | EN | OT | Leviticus | Chapter 19 | Verse 32] Thou shalt rise up before the hoary head, and honor the face of the old man, and thou shalt fear thy God: I am Jehovah.
[ASV | EN | OT | Leviticus | Chapter 19 | Verse 33] And if a stranger sojourn with thee in your land, ye shall not do him wrong.
[ASV | EN | OT | Leviticus | Chapter 19 | Verse 34] The stranger that sojourneth with you shall be unto you as the homeborn among you, and thou shalt love him as thyself; for ye were sojourners in the land of Egypt: I am Jehovah your God.
[ASV | EN | OT | Leviticus | Chapter 19 | Verse 35] Ye shall do no unrighteousness in judgment, in measures of length, of weight, or of quantity.
[ASV | EN | OT | Leviticus | Chapter 19 | Verse 36] Just balances, just weights, a just ephah, and a just hin, shall ye have: I am Jehovah your God, who brought you out of the land of Egypt.
[ASV | EN | OT | Leviticus | Chapter 19 | Verse 37] And ye shall observe all my statutes, and all mine ordinances, and do them: I am Jehovah.
