[WEB | EN | OT | Ezra | Chapter 2 | Verse 1] Now these are the children of the province who went up out of the captivity of those who had been carried away, whom Nebuchadnezzar the king of Babylon had carried away to Babylon, and who returned to Jerusalem and Judah, everyone to his city;
[WEB | EN | OT | Ezra | Chapter 2 | Verse 2] who came with Zerubbabel, Jeshua, Nehemiah, Seraiah, Reelaiah, Mordecai, Bilshan, Mispar, Bigvai, Rehum, and Baanah. The number of the men of the people of Israel:
[WEB | EN | OT | Ezra | Chapter 2 | Verse 3] The children of Parosh, two thousand one hundred seventy-two.
[WEB | EN | OT | Ezra | Chapter 2 | Verse 4] The children of Shephatiah, three hundred seventy-two.
[WEB | EN | OT | Ezra | Chapter 2 | Verse 5] The children of Arah, seven hundred seventy-five.
[WEB | EN | OT | Ezra | Chapter 2 | Verse 6] The children of Pahathmoab, of the children of Jeshua and Joab, two thousand eight hundred twelve.
[WEB | EN | OT | Ezra | Chapter 2 | Verse 7] The children of Elam, one thousand two hundred fifty-four.
[WEB | EN | OT | Ezra | Chapter 2 | Verse 8] The children of Zattu, nine hundred forty-five.
[WEB | EN | OT | Ezra | Chapter 2 | Verse 9] The children of Zaccai, seven hundred sixty.
[WEB | EN | OT | Ezra | Chapter 2 | Verse 10] The children of Bani, six hundred forty-two.
[WEB | EN | OT | Ezra | Chapter 2 | Verse 11] The children of Bebai, six hundred twenty-three.
[WEB | EN | OT | Ezra | Chapter 2 | Verse 12] The children of Azgad, one thousand two hundred twenty-two.
[WEB | EN | OT | Ezra | Chapter 2 | Verse 13] The children of Adonikam, six hundred sixty-six.
[WEB | EN | OT | Ezra | Chapter 2 | Verse 14] The children of Bigvai, two thousand fifty-six.
[WEB | EN | OT | Ezra | Chapter 2 | Verse 15] The children of Adin, four hundred fifty-four.
[WEB | EN | OT | Ezra | Chapter 2 | Verse 16] The children of Ater, of Hezekiah, ninety-eight.
[WEB | EN | OT | Ezra | Chapter 2 | Verse 17] The children of Bezai, three hundred twenty-three.
[WEB | EN | OT | Ezra | Chapter 2 | Verse 18] The children of Jorah, one hundred twelve.
[WEB | EN | OT | Ezra | Chapter 2 | Verse 19] The children of Hashum, two hundred twenty-three.
[WEB | EN | OT | Ezra | Chapter 2 | Verse 20] The children of Gibbar, ninety-five.
[WEB | EN | OT | Ezra | Chapter 2 | Verse 21] The children of Bethlehem, one hundred twenty-three.
[WEB | EN | OT | Ezra | Chapter 2 | Verse 22] The men of Netophah, fifty-six.
[WEB | EN | OT | Ezra | Chapter 2 | Verse 23] The men of Anathoth, one hundred twenty-eight.
[WEB | EN | OT | Ezra | Chapter 2 | Verse 24] The children of Azmaveth, forty-two.
[WEB | EN | OT | Ezra | Chapter 2 | Verse 25] The children of Kiriath Arim, Chephirah, and Beeroth, seven hundred forty-three.
[WEB | EN | OT | Ezra | Chapter 2 | Verse 26] The children of Ramah and Geba, six hundred twenty-one.
[WEB | EN | OT | Ezra | Chapter 2 | Verse 27] The men of Michmas, one hundred twenty-two.
[WEB | EN | OT | Ezra | Chapter 2 | Verse 28] The men of Bethel and Ai, two hundred twenty-three.
[WEB | EN | OT | Ezra | Chapter 2 | Verse 29] The children of Nebo, fifty-two.
[WEB | EN | OT | Ezra | Chapter 2 | Verse 30] The children of Magbish, one hundred fifty-six.
[WEB | EN | OT | Ezra | Chapter 2 | Verse 31] The children of the other Elam, one thousand two hundred fifty-four.
[WEB | EN | OT | Ezra | Chapter 2 | Verse 32] The children of Harim, three hundred twenty.
[WEB | EN | OT | Ezra | Chapter 2 | Verse 33] The children of Lod, Hadid, and Ono, seven hundred twenty-five.
[WEB | EN | OT | Ezra | Chapter 2 | Verse 34] The children of Jericho, three hundred forty-five.
[WEB | EN | OT | Ezra | Chapter 2 | Verse 35] The children of Senaah, three thousand six hundred thirty.
[WEB | EN | OT | Ezra | Chapter 2 | Verse 36] The priests: the children of Jedaiah, of the house of Jeshua, nine hundred seventy-three.
[WEB | EN | OT | Ezra | Chapter 2 | Verse 37] The children of Immer, one thousand fifty-two.
[WEB | EN | OT | Ezra | Chapter 2 | Verse 38] The children of Pashhur, one thousand two hundred forty-seven.
[WEB | EN | OT | Ezra | Chapter 2 | Verse 39] The children of Harim, one thousand seventeen.
[WEB | EN | OT | Ezra | Chapter 2 | Verse 40] The Levites: the children of Jeshua and Kadmiel, of the children of Hodaviah, seventy-four.
[WEB | EN | OT | Ezra | Chapter 2 | Verse 41] The singers: the children of Asaph, one hundred twenty-eight.
[WEB | EN | OT | Ezra | Chapter 2 | Verse 42] The children of the gatekeepers: the children of Shallum, the children of Ater, the children of Talmon, the children of Akkub, the children of Hatita, the children of Shobai, in all one hundred thirty-nine.
[WEB | EN | OT | Ezra | Chapter 2 | Verse 43] The temple servants: the children of Ziha, the children of Hasupha, the children of Tabbaoth,
[WEB | EN | OT | Ezra | Chapter 2 | Verse 44] the children of Keros, the children of Siaha, the children of Padon,
[WEB | EN | OT | Ezra | Chapter 2 | Verse 45] the children of Lebanah, the children of Hagabah, the children of Akkub,
[WEB | EN | OT | Ezra | Chapter 2 | Verse 46] the children of Hagab, the children of Shamlai, the children of Hanan,
[WEB | EN | OT | Ezra | Chapter 2 | Verse 47] the children of Giddel, the children of Gahar, the children of Reaiah,
[WEB | EN | OT | Ezra | Chapter 2 | Verse 48] the children of Rezin, the children of Nekoda, the children of Gazzam,
[WEB | EN | OT | Ezra | Chapter 2 | Verse 49] the children of Uzza, the children of Paseah, the children of Besai,
[WEB | EN | OT | Ezra | Chapter 2 | Verse 50] the children of Asnah, the children of Meunim, the children of Nephisim,
[WEB | EN | OT | Ezra | Chapter 2 | Verse 51] the children of Bakbuk, the children of Hakupha, the children of Harhur,
[WEB | EN | OT | Ezra | Chapter 2 | Verse 52] the children of Bazluth, the children of Mehida, the children of Harsha,
[WEB | EN | OT | Ezra | Chapter 2 | Verse 53] the children of Barkos, the children of Sisera, the children of Temah,
[WEB | EN | OT | Ezra | Chapter 2 | Verse 54] the children of Neziah, the children of Hatipha.
[WEB | EN | OT | Ezra | Chapter 2 | Verse 55] The children of Solomon’s servants: the children of Sotai, the children of Hassophereth, the children of Peruda,
[WEB | EN | OT | Ezra | Chapter 2 | Verse 56] the children of Jaalah, the children of Darkon, the children of Giddel,
[WEB | EN | OT | Ezra | Chapter 2 | Verse 57] the children of Shephatiah, the children of Hattil, the children of Pochereth Hazzebaim, the children of Ami.
[WEB | EN | OT | Ezra | Chapter 2 | Verse 58] All the temple servants, and the children of Solomon’s servants, were three hundred ninety-two.
[WEB | EN | OT | Ezra | Chapter 2 | Verse 59] These were those who went up from Tel Melah, Tel Harsha, Cherub, Addan, and Immer; but they could not show their fathers’ houses and their offspring, whether they were of Israel:
[WEB | EN | OT | Ezra | Chapter 2 | Verse 60] the children of Delaiah, the children of Tobiah, the children of Nekoda, six hundred fifty-two.
[WEB | EN | OT | Ezra | Chapter 2 | Verse 61] Of the children of the priests: the children of Habaiah, the children of Hakkoz, and the children of Barzillai, who took a wife of the daughters of Barzillai the Gileadite, and was called after their name.
[WEB | EN | OT | Ezra | Chapter 2 | Verse 62] These sought their place among those who were registered by genealogy, but they were not found; therefore they were deemed disqualified and removed from the priesthood.
[WEB | EN | OT | Ezra | Chapter 2 | Verse 63] The governor told them that they should not eat of the most holy things until a priest stood up to serve with Urim and with Thummim.
[WEB | EN | OT | Ezra | Chapter 2 | Verse 64] The whole assembly together was forty-two thousand three hundred sixty,
[WEB | EN | OT | Ezra | Chapter 2 | Verse 65] in addition to their male servants and their female servants, of whom there were seven thousand three hundred thirty-seven; and they had two hundred singing men and singing women.
[WEB | EN | OT | Ezra | Chapter 2 | Verse 66] Their horses were seven hundred thirty-six; their mules, two hundred forty-five;
[WEB | EN | OT | Ezra | Chapter 2 | Verse 67] their camels, four hundred thirty-five; their donkeys, six thousand seven hundred twenty.
[WEB | EN | OT | Ezra | Chapter 2 | Verse 68] Some of the heads of fathers’ households, when they came to the LORD’s house which is in Jerusalem, offered willingly for God’s house to set it up in its place.
[WEB | EN | OT | Ezra | Chapter 2 | Verse 69] They gave according to their ability into the treasury of the work sixty-one thousand darics of gold, five thousand minas of silver, and one hundred priests’ garments.
[WEB | EN | OT | Ezra | Chapter 2 | Verse 70] So the priests and the Levites, with some of the people, the singers, the gatekeepers, and the temple servants, lived in their cities, and all Israel in their cities.
