[DARBY | EN | OT | 1 Chronicles | Chapter 9 | Verse 1] And all Israel were registered by genealogy; and behold, they are written in the book of the kings of Israel. And Judah was carried away to Babylon because of their transgression.
[DARBY | EN | OT | 1 Chronicles | Chapter 9 | Verse 2] And the inhabitants that were first in their possessions in their cities were the Israelites, the priests, the Levites, and the Nethinim.
[DARBY | EN | OT | 1 Chronicles | Chapter 9 | Verse 3] And in Jerusalem dwelt of the children of Judah, and of the children of Benjamin, and of the children of Ephraim, and Manasseh:
[DARBY | EN | OT | 1 Chronicles | Chapter 9 | Verse 4] Uthai the son of Ammihud, the son of Omri, the son of Imri, the son of Bani, of the children of Pherez the son of Judah.
[DARBY | EN | OT | 1 Chronicles | Chapter 9 | Verse 5] And of the Shilonites: Asaiah the firstborn, and his sons.
[DARBY | EN | OT | 1 Chronicles | Chapter 9 | Verse 6] And of the sons of Zerah: Jeuel; and their brethren, six hundred and ninety.
[DARBY | EN | OT | 1 Chronicles | Chapter 9 | Verse 7] And of the sons of Benjamin: Sallu the son of Meshullam, the son of Hodaviah, the son of Hassenuah,
[DARBY | EN | OT | 1 Chronicles | Chapter 9 | Verse 8] and Jibneiah the son of Jeroham, and Elah the son of Uzzi, the son of Michri, and Meshullam the son of Shephatiah, the son of Reuel, the son of Jibnijah;
[DARBY | EN | OT | 1 Chronicles | Chapter 9 | Verse 9] and their brethren, according to their generations, nine hundred and fifty-six. All these men were chief fathers in their fathers' houses.
[DARBY | EN | OT | 1 Chronicles | Chapter 9 | Verse 10] And of the priests: Jedaiah, and Jehoiarib, and Jachin,
[DARBY | EN | OT | 1 Chronicles | Chapter 9 | Verse 11] and Azariah the son of Hilkijah, the son of Meshullam, the son of Zadok, the son of Meraioth, the son of Ahitub, the ruler of the house of God;
[DARBY | EN | OT | 1 Chronicles | Chapter 9 | Verse 12] and Adaiah the son of Jeroham, the son of Pashhur, the son of Malchijah, and Masai the son of Adiel, the son of Jahzerah, the son of Meshullam, the son of Meshillemith, the son of Immer;
[DARBY | EN | OT | 1 Chronicles | Chapter 9 | Verse 13] and their brethren, heads of their fathers' houses, a thousand and seven hundred and sixty; able men for the work of the service of the house of God.
[DARBY | EN | OT | 1 Chronicles | Chapter 9 | Verse 14] And of the Levites: Shemaiah the son of Hasshub, the son of Azrikam, the son of Hashabiah, of the sons of Merari;
[DARBY | EN | OT | 1 Chronicles | Chapter 9 | Verse 15] and Bakbakkar, Heresh, and Galal; and Mattaniah the son of Micah, the son of Zichri, the son of Asaph;
[DARBY | EN | OT | 1 Chronicles | Chapter 9 | Verse 16] and Obadiah the son of Shemaiah, the son of Galal, the son of Jeduthun; and Berechiah the son of Asa, the son of Elkanah, who dwelt in the villages of the Netophathites.
[DARBY | EN | OT | 1 Chronicles | Chapter 9 | Verse 17] And the doorkeepers: Shallum, and Akkub, and Talmon, and Ahiman, and their brethren; Shallum was the chief.
[DARBY | EN | OT | 1 Chronicles | Chapter 9 | Verse 18] And they have been hitherto in the king's gate eastward: they were the doorkeepers in the camps of the children of Levi.
[DARBY | EN | OT | 1 Chronicles | Chapter 9 | Verse 19] And Shallum the son of Kore, the son of Ebiasaph, the son of Korah, and his brethren, of the house of his father, the Korahites, were over the work of the service, keepers of the thresholds of the tent, and their fathers, set over the camp of Jehovah, were keepers of the entrance.
[DARBY | EN | OT | 1 Chronicles | Chapter 9 | Verse 20] And Phinehas the son of Eleazar was the ruler over them formerly; Jehovah was with him.
[DARBY | EN | OT | 1 Chronicles | Chapter 9 | Verse 21] Zechariah the son of Meshelemiah was doorkeeper at the entrance to the tent of meeting.
[DARBY | EN | OT | 1 Chronicles | Chapter 9 | Verse 22] All these chosen to be doorkeepers at the thresholds were two hundred and twelve. These were registered by genealogy according to their villages: David and Samuel the seer had instituted them in their trust.
[DARBY | EN | OT | 1 Chronicles | Chapter 9 | Verse 23] And they and their sons were at the gates of the house of Jehovah, the house of the tent, to keep watch there.
[DARBY | EN | OT | 1 Chronicles | Chapter 9 | Verse 24] At the four quarters were the doorkeepers, toward the east, west, north, and south.
[DARBY | EN | OT | 1 Chronicles | Chapter 9 | Verse 25] And their brethren, in their villages, were to come after [every] seven days from time to time with them.
[DARBY | EN | OT | 1 Chronicles | Chapter 9 | Verse 26] For in their trust these four were the chief doorkeepers: they were Levites; and they were over the chambers and over the treasuries of the house of God;
[DARBY | EN | OT | 1 Chronicles | Chapter 9 | Verse 27] for they stayed round about the house of God during the night, because the charge was upon them, and the opening thereof every morning [pertained] to them.
[DARBY | EN | OT | 1 Chronicles | Chapter 9 | Verse 28] And [part] of them had the charge of the instruments of service, for by number they brought them in and by number they brought them out.
[DARBY | EN | OT | 1 Chronicles | Chapter 9 | Verse 29] [Part] of them also were appointed over the vessels, and over all the holy instruments, and over the fine flour, and the wine, and the oil, and the frankincense, and the spices.
[DARBY | EN | OT | 1 Chronicles | Chapter 9 | Verse 30] And it was [some one] of the sons of the priests who compounded the ointment of the spices.
[DARBY | EN | OT | 1 Chronicles | Chapter 9 | Verse 31] And Mattithiah of the Levites, who was the firstborn of Shallum the Korahite, was in trust over the things that were made in the pans.
[DARBY | EN | OT | 1 Chronicles | Chapter 9 | Verse 32] And [some] of the sons of the Kohathites, their brethren, were over the loaves to be set in rows, to prepare them every sabbath.
[DARBY | EN | OT | 1 Chronicles | Chapter 9 | Verse 33] And these were the singers, chief fathers of the Levites, [who were] in the chambers free from service; for they were employed day and night.
[DARBY | EN | OT | 1 Chronicles | Chapter 9 | Verse 34] These are the chief fathers of the Levites, heads according to their families; these dwelt in Jerusalem.
[DARBY | EN | OT | 1 Chronicles | Chapter 9 | Verse 35] And at Gibeon dwelt the father of Gibeon, Jeiel, and his wife's name was Maachah.
[DARBY | EN | OT | 1 Chronicles | Chapter 9 | Verse 36] And his son, the firstborn, was Abdon, and Zur, and Kish, and Baal, and Ner, and Nadab,
[DARBY | EN | OT | 1 Chronicles | Chapter 9 | Verse 37] and Gedor, and Ahio, and Zechariah, and Mikloth;
[DARBY | EN | OT | 1 Chronicles | Chapter 9 | Verse 38] and Mikloth begot Shimeam. And they also dwelt beside their brethren in Jerusalem, with their brethren.
[DARBY | EN | OT | 1 Chronicles | Chapter 9 | Verse 39] And Ner begot Kish; and Kish begot Saul; and Saul begot Jonathan, and Malchishua, and Abinadab, and Esh-baal.
[DARBY | EN | OT | 1 Chronicles | Chapter 9 | Verse 40] And the son of Jonathan was Merib-Baal; and Merib-Baal begot Micah.
