[IRV | PA | OT | Judges | Chapter 1 | Verse 1] ਯਹੋਸ਼ੁਆ ਦੇ ਮਰਨ ਤੋਂ ਬਾਅਦ, ਇਸਰਾਏਲੀਆਂ ਨੇ ਯਹੋਵਾਹ ਤੋਂ ਪੁੱਛਿਆ, “ਭਲਾ, ਕਨਾਨੀਆਂ ਨਾਲ ਯੁੱਧ ਕਰਨ ਲਈ ਸਾਡੇ ਵੱਲੋਂ ਪਹਿਲਾਂ ਕੌਣ ਜਾਵੇਗਾ?”
[IRV | PA | OT | Judges | Chapter 1 | Verse 2] ਯਹੋਵਾਹ ਨੇ ਉੱਤਰ ਦਿੱਤਾ, “ਯਹੂਦਾਹ ਜਾਵੇਗਾ, ਅਤੇ ਵੇਖੋ, ਮੈਂ ਇਸ ਦੇਸ਼ ਨੂੰ ਉਸ ਦੇ ਹੱਥ ਵਿੱਚ ਕਰ ਦਿੱਤਾ ਹੈ।”
[IRV | PA | OT | Judges | Chapter 1 | Verse 3] ਤਦ ਯਹੂਦਾਹ ਨੇ ਆਪਣੇ ਭਰਾ ਸ਼ਿਮਓਨ ਨੂੰ ਆਖਿਆ, “ਮੇਰੇ ਹਿੱਸੇ ਦੀ ਵੰਡ ਵਿੱਚ ਮੇਰੇ ਨਾਲ ਆ ਤਾਂ ਜੋ ਅਸੀਂ ਕਨਾਨੀਆਂ ਨਾਲ ਲੜਾਈ ਕਰੀਏ ਅਤੇ ਇਸੇ ਤਰ੍ਹਾਂ ਮੈਂ ਵੀ ਤੇਰੇ ਹਿੱਸੇ ਦੀ ਵੰਡ ਵਿੱਚ ਤੇਰੇ ਨਾਲ ਆਵਾਂਗਾ।” ਇਸ ਲਈ ਸ਼ਿਮਓਨ ਉਸ ਦੇ ਨਾਲ ਗਿਆ।
[IRV | PA | OT | Judges | Chapter 1 | Verse 4] ਤਦ ਯਹੂਦਾਹ ਨੇ ਹਮਲਾ ਕੀਤਾ ਅਤੇ ਯਹੋਵਾਹ ਨੇ ਕਨਾਨੀਆਂ ਅਤੇ ਫ਼ਰਿੱਜ਼ੀਆਂ ਨੂੰ ਉਸ ਦੇ ਹੱਥ ਵਿੱਚ ਕਰ ਦਿੱਤਾ ਅਤੇ ਉਨ੍ਹਾਂ ਨੇ ਬਜ਼ਕ ਵਿੱਚ ਦਸ ਹਜ਼ਾਰ ਮਨੁੱਖ ਮਾਰ ਦਿੱਤੇ।
[IRV | PA | OT | Judges | Chapter 1 | Verse 5] ਉਨ੍ਹਾਂ ਨੇ ਅਦੋਨੀ ਬਜ਼ਕ ਨੂੰ ਬਜ਼ਕ ਵਿੱਚ ਲੱਭਿਆ ਅਤੇ ਉਸ ਦੇ ਨਾਲ ਲੜੇ ਅਤੇ ਕਨਾਨੀਆਂ ਅਤੇ ਫ਼ਰਿੱਜ਼ੀਆਂ ਨੂੰ ਮਾਰ ਦਿੱਤਾ।
[IRV | PA | OT | Judges | Chapter 1 | Verse 6] ਪਰ ਅਦੋਨੀ ਬਜ਼ਕ ਭੱਜ ਗਿਆ ਅਤੇ ਉਨ੍ਹਾਂ ਨੇ ਉਸ ਦਾ ਪਿੱਛਾ ਕਰ ਕੇ ਉਸ ਨੂੰ ਫੜ ਲਿਆ, ਅਤੇ ਉਸ ਦੇ ਹੱਥਾਂ ਤੇ ਪੈਰਾਂ ਦੇ ਅੰਗੂਠੇ ਵੱਢ ਦਿੱਤੇ।
[IRV | PA | OT | Judges | Chapter 1 | Verse 7] ਤਦ ਅਦੋਨੀ ਬਜ਼ਕ ਨੇ ਕਿਹਾ, “ਹੱਥਾਂ ਤੇ ਪੈਰਾਂ ਦੇ ਅੰਗੂਠੇ ਵੱਢੇ ਹੋਏ ਸੱਤਰ ਰਾਜੇ ਮੇਰੀ ਮੇਜ਼ ਦੇ ਹੇਠੋਂ ਟੁੱਕੜੇ ਚੁਗ-ਚੁਗ ਕੇ ਖਾਂਦੇ ਸਨ, ਇਸ ਲਈ ਜਿਸ ਤਰ੍ਹਾਂ ਮੈਂ ਕੀਤਾ ਸੀ, ਪਰਮੇਸ਼ੁਰ ਨੇ ਮੈਨੂੰ ਉਸੇ ਤਰ੍ਹਾਂ ਹੀ ਬਦਲਾ ਦਿੱਤਾ ਹੈ।” ਫੇਰ ਉਹ ਉਸ ਨੂੰ ਯਰੂਸ਼ਲਮ ਵਿੱਚ ਲੈ ਆਏ ਅਤੇ ਉਹ ਉੱਥੇ ਹੀ ਮਰ ਗਿਆ।
[IRV | PA | OT | Judges | Chapter 1 | Verse 8] ਤਦ ਯਹੂਦੀਆਂ ਨੇ ਯਰੂਸ਼ਲਮ ਨਾਲ ਲੜਾਈ ਕੀਤੀ ਅਤੇ ਉਸ ਨੂੰ ਜਿੱਤ ਲਿਆ ਅਤੇ ਉਨ੍ਹਾਂ ਨੇ ਤਲਵਾਰ ਦੀ ਧਾਰ ਨਾਲ ਉਸ ਦੇ ਵਾਸੀਆਂ ਨੂੰ ਮਾਰਿਆ ਅਤੇ ਸ਼ਹਿਰ ਨੂੰ ਅੱਗ ਨਾਲ ਸਾੜ ਦਿੱਤਾ।
[IRV | PA | OT | Judges | Chapter 1 | Verse 9] ਇਸ ਤੋਂ ਬਾਅਦ, ਯਹੂਦੀ ਜਾ ਕੇ ਉਹਨਾਂ ਕਨਾਨੀਆਂ ਨਾਲ ਲੜੇ, ਜੋ ਪਹਾੜੀ ਦੇਸ਼ ਵਿੱਚ ਅਤੇ ਦੱਖਣ ਦੇ ਦੇਸ਼ ਅਤੇ ਬੇਟ ਵਿੱਚ ਵੱਸਦੇ ਸਨ।
[IRV | PA | OT | Judges | Chapter 1 | Verse 10] ਅਤੇ ਯਹੂਦਾਹ ਉਹਨਾਂ ਕਨਾਨੀਆਂ ਦਾ ਜੋ ਹਬਰੋਨ ਵਿੱਚ ਰਹਿੰਦੇ ਸਨ, ਸਾਹਮਣਾ ਕਰਨ ਨੂੰ ਗਿਆ। ਹਬਰੋਨ ਦਾ ਨਾਮ ਪਹਿਲਾਂ ਕਿਰਯਥ-ਅਰਬਾ ਸੀ। ਉੱਥੇ ਉਨ੍ਹਾਂ ਨੇ ਸ਼ੇਸ਼ਈ, ਅਹੀਮਾਨ ਅਤੇ ਤਲਮਈ ਨੂੰ ਮਾਰ ਦਿੱਤਾ।
[IRV | PA | OT | Judges | Chapter 1 | Verse 11] ਫਿਰ ਉਸ ਨੇ ਉੱਥੋਂ ਜਾ ਕੇ ਦਬੀਰੀਆਂ ਉੱਤੇ ਹਮਲਾ ਕੀਤਾ। ਦਬੀਰ ਦਾ ਨਾਮ ਪਹਿਲਾਂ ਕਿਰਯਥ-ਸੇਫ਼ਰ ਸੀ।
[IRV | PA | OT | Judges | Chapter 1 | Verse 12] ਤਦ ਕਾਲੇਬ ਨੇ ਕਿਹਾ, “ਜੋ ਕੋਈ ਕਿਰਯਥ-ਸੇਫ਼ਰ ਉੱਤੇ ਹਮਲਾ ਕਰਕੇ ਉਸ ਨੂੰ ਜਿੱਤ ਲਵੇ, ਉਸ ਦੇ ਨਾਲ ਮੈਂ ਆਪਣੀ ਧੀ ਅਕਸਾਹ ਦਾ ਵਿਆਹ ਕਰ ਦਿਆਂਗਾ।”
[IRV | PA | OT | Judges | Chapter 1 | Verse 13] ਤਦ ਕਾਲੇਬ ਦੇ ਛੋਟੇ ਭਰਾ ਕਨਜ਼ ਦੇ ਪੁੱਤਰ ਆਥਨੀਏਲ ਨੇ ਉਸ ਨੂੰ ਜਿੱਤ ਲਿਆ ਅਤੇ ਕਾਲੇਬ ਨੇ ਆਪਣੀ ਧੀ ਅਕਸਾਹ ਦਾ ਵਿਆਹ ਉਸ ਨਾਲ ਕਰ ਦਿੱਤਾ।
[IRV | PA | OT | Judges | Chapter 1 | Verse 14] ਜਦ ਉਹ ਅਥਨੀਏਲ ਦੇ ਕੋਲ ਆਈ ਤਾਂ ਉਸ ਨੇ ਉਹ ਨੂੰ ਉਕਸਾਇਆ ਕਿ ਉਹ ਆਪਣੇ ਪਿਤਾ ਕੋਲੋਂ ਥੋੜੀ ਜ਼ਮੀਨ ਮੰਗੇ। ਫਿਰ ਉਹ ਛੇਤੀ ਨਾਲ ਆਪਣੇ ਗਧੇ ਤੋਂ ਉਤਰੀ, ਤਦ ਕਾਲੇਬ ਨੇ ਉਸ ਨੂੰ ਪੁੱਛਿਆ, “ਤੂੰ ਕੀ ਚਾਹੁੰਦੀ ਹੈਂ?”
[IRV | PA | OT | Judges | Chapter 1 | Verse 15] ਉਸ ਨੇ ਕਿਹਾ, “ਮੈਨੂੰ ਅਸੀਸ ਦੇ, ਜਦ ਤੁਸੀਂ ਮੈਨੂੰ ਦੱਖਣ ਦਾ ਦੇਸ਼ ਦਾਨ ਵਿੱਚ ਦਿੱਤਾ ਹੈ, ਤਾਂ ਮੈਨੂੰ ਪਾਣੀ ਦੇ ਸੋਤੇ ਵੀ ਦਿਉ।” ਤਦ ਕਾਲੇਬ ਨੇ ਉੱਪਰਲੇ ਸੋਤੇ ਅਤੇ ਹੇਠਲੇ ਸੋਤੇ ਉਸ ਨੂੰ ਦੇ ਦਿੱਤੇ।
[IRV | PA | OT | Judges | Chapter 1 | Verse 16] ਮੂਸਾ ਦੇ ਸਹੁਰੇ ਕੇਨੀ ਦੀ ਸੰਤਾਨ, ਖ਼ਜੂਰਾਂ ਦੇ ਸ਼ਹਿਰ ਤੋਂ ਯਹੂਦੀਆਂ ਦੇ ਨਾਲ ਯਹੂਦਾਹ ਦੇ ਜੰਗਲ ਵਿੱਚ ਜੋ ਅਰਾਦ ਦੇ ਦੱਖਣ ਵੱਲ ਹੈ, ਉੱਪਰ ਆਈ ਅਤੇ ਇਸਰਾਏਲੀਆਂ ਦੇ ਵਿਚਕਾਰ ਵੱਸ ਗਈ।
[IRV | PA | OT | Judges | Chapter 1 | Verse 17] ਫਿਰ ਯਹੂਦਾਹ ਆਪਣੇ ਭਰਾ ਸ਼ਿਮਓਨ ਦੇ ਨਾਲ ਗਿਆ ਅਤੇ ਉਨ੍ਹਾਂ ਨੇ ਸਫ਼ਾਥ ਵਿੱਚ ਰਹਿਣ ਵਾਲੇ ਕਨਾਨੀਆਂ ਨੂੰ ਜਾ ਕੇ ਮਾਰਿਆ, ਅਤੇ ਉਸ ਨਗਰ ਨੂੰ ਨਾਸ ਕਰ ਦਿੱਤਾ, ਇਸ ਲਈ ਉਸ ਨਗਰ ਦਾ ਨਾਮ ਹਾਰਮਾਹ ਪੈ ਗਿਆ।
[IRV | PA | OT | Judges | Chapter 1 | Verse 18] ਅਤੇ ਯਹੂਦਾਹ ਨੇ ਅੱਜ਼ਾਹ, ਅਸ਼ਕਲੋਨ ਅਤੇ ਅਕਰੋਨ ਨੂੰ ਉਨ੍ਹਾਂ ਦੇ ਆਲੇ-ਦੁਆਲੇ ਦੀ ਭੂਮੀ ਸਮੇਤ ਲੈ ਲਿਆ।
[IRV | PA | OT | Judges | Chapter 1 | Verse 19] ਯਹੋਵਾਹ ਯਹੂਦਾਹ ਦੇ ਅੰਗ-ਸੰਗ ਸੀ ਅਤੇ ਉਸ ਨੇ ਪਹਾੜੀ ਲੋਕਾਂ ਨੂੰ ਕੱਢ ਦਿੱਤਾ ਪਰ ਉਹ ਘਾਟੀ ਦੇ ਵਾਸੀਆਂ ਨੂੰ ਨਾ ਕੱਢ ਸਕਿਆ, ਕਿਉਂ ਜੋ ਉਨ੍ਹਾਂ ਦੇ ਕੋਲ ਲੋਹੇ ਦੇ ਰਥ ਸਨ।
[IRV | PA | OT | Judges | Chapter 1 | Verse 20] ਤਦ ਉਨ੍ਹਾਂ ਨੇ ਮੂਸਾ ਦੇ ਬਚਨ ਅਨੁਸਾਰ ਕਾਲੇਬ ਨੂੰ ਹਬਰੋਨ ਦੇ ਦਿੱਤਾ ਅਤੇ ਉਸ ਨੇ ਅਨਾਕ ਦੇ ਤਿੰਨਾਂ ਪੁੱਤਰਾਂ ਨੂੰ ਉੱਥੋਂ ਕੱਢ ਦਿੱਤਾ।
[IRV | PA | OT | Judges | Chapter 1 | Verse 21] ਬਿਨਯਾਮੀਨੀਆਂ ਨੇ ਯਰੂਸ਼ਲਮ ਵਿੱਚ ਰਹਿਣ ਵਾਲੇ ਯਬੂਸੀਆਂ ਨੂੰ ਨਾ ਕੱਢਿਆ, ਇਸ ਲਈ ਅੱਜ ਦੇ ਦਿਨ ਤੱਕ ਯਬੂਸੀ ਬਿਨਯਾਮੀਨੀਆਂ ਦੇ ਨਾਲ ਯਰੂਸ਼ਲਮ ਵਿੱਚ ਵੱਸਦੇ ਹਨ।
[IRV | PA | OT | Judges | Chapter 1 | Verse 22] ਫਿਰ ਯੂਸੁਫ਼ ਦੇ ਘਰਾਣੇ ਨੇ ਬੈਤਏਲ ਉੱਤੇ ਹਮਲਾ ਕੀਤਾ, ਅਤੇ ਯਹੋਵਾਹ ਉਨ੍ਹਾਂ ਦੇ ਅੰਗ-ਸੰਗ ਸੀ।
[IRV | PA | OT | Judges | Chapter 1 | Verse 23] ਯੂਸੁਫ਼ ਦੇ ਘਰਾਣੇ ਨੇ ਬੈਤਏਲ ਦਾ ਭੇਤ ਲੈਣ ਲਈ ਲੋਕ ਭੇਜੇ। ਪਹਿਲਾਂ ਉਸ ਸ਼ਹਿਰ ਦਾ ਨਾਮ ਲੂਜ਼ ਸੀ।
