[IRV | PA | OT | Judges | Chapter 14 | Verse 1] ਸਮਸੂਨ ਤਿਮਨਾਹ ਵੱਲ ਗਿਆ ਅਤੇ ਤਿਮਨਾਹ ਵਿੱਚ ਫ਼ਲਿਸਤੀਆਂ ਦੀਆਂ ਧੀਆਂ ਵਿੱਚੋਂ ਉਸ ਨੇ ਇੱਕ ਜੁਆਨ ਇਸਤਰੀ ਨੂੰ ਵੇਖਿਆ।
[IRV | PA | OT | Judges | Chapter 14 | Verse 2] ਤਦ ਉਸ ਨੇ ਵਾਪਿਸ ਜਾ ਕੇ ਆਪਣੇ ਮਾਤਾ-ਪਿਤਾ ਨੂੰ ਦੱਸਿਆ, “ਤਿਮਨਾਹ ਵਿੱਚ ਫ਼ਲਿਸਤੀਆਂ ਦੀਆਂ ਧੀਆਂ ਵਿੱਚੋਂ ਮੈਂ ਇੱਕ ਇਸਤਰੀ ਨੂੰ ਵੇਖਿਆ ਹੈ, ਹੁਣ ਤੁਸੀਂ ਉਸ ਨਾਲ ਮੇਰਾ ਵਿਆਹ ਕਰਾ ਦਿਉ।”
[IRV | PA | OT | Judges | Chapter 14 | Verse 3] ਤਦ ਉਸ ਦੇ ਮਾਤਾ-ਪਿਤਾ ਨੇ ਉਸ ਨੂੰ ਕਿਹਾ, “ਭਲਾ, ਤੇਰੇ ਰਿਸ਼ਤੇਦਾਰਾਂ ਦੀਆਂ ਧੀਆਂ ਵਿੱਚ ਅਤੇ ਸਾਡੇ ਸਾਰੇ ਲੋਕਾਂ ਵਿੱਚ ਕੋਈ ਇਸਤਰੀ ਨਹੀਂ ਹੈ, ਜੋ ਤੂੰ ਅਸੁੰਨਤੀ ਫ਼ਲਿਸਤੀਆਂ ਦੀ ਇਸਤਰੀ ਨਾਲ ਵਿਆਹ ਕਰਾਉਣ ਚਾਹੁੰਦਾ ਹੈਂ?” ਸਮਸੂਨ ਨੇ ਆਪਣੇ ਪਿਤਾ ਨੂੰ ਕਿਹਾ, “ਮੇਰਾ ਵਿਆਹ ਉਸੇ ਨਾਲ ਹੀ ਕਰਾ ਦਿਉ, ਕਿਉਂ ਜੋ ਉਹ ਮੈਨੂੰ ਚੰਗੀ ਲੱਗਦੀ ਹੈ।”
[IRV | PA | OT | Judges | Chapter 14 | Verse 4] ਪਰ ਉਸ ਦੇ ਮਾਤਾ-ਪਿਤਾ ਨਾ ਸਮਝ ਸਕੇ ਕਿ ਇਹ ਗੱਲ ਯਹੋਵਾਹ ਦੇ ਵੱਲੋਂ ਸੀ, ਜੋ ਫ਼ਲਿਸਤੀਆਂ ਨਾਲ ਲੜਾਈ ਕਰਨ ਦਾ ਇੱਕ ਬਹਾਨਾ ਲੱਭਦਾ ਸੀ। ਉਸ ਸਮੇਂ ਫ਼ਲਿਸਤੀ ਇਸਰਾਏਲ ਉੱਤੇ ਰਾਜ ਕਰਦੇ ਸਨ।
[IRV | PA | OT | Judges | Chapter 14 | Verse 5] ਤਦ ਸਮਸੂਨ ਆਪਣੇ ਮਾਤਾ-ਪਿਤਾ ਨੂੰ ਨਾਲ ਲੈ ਕੇ ਤਿਮਨਾਹ ਵੱਲ ਗਿਆ ਅਤੇ ਜਦ ਤਿਮਨਾਹ ਦੇ ਦਾਖਾਂ ਦੇ ਬਾਗ਼ਾਂ ਵਿੱਚ ਪਹੁੰਚਿਆ ਤਾਂ ਵੇਖੋ, ਇੱਕ ਜੁਆਨ ਬੱਬਰ ਸ਼ੇਰ ਉਸ ਦੇ ਸਾਹਮਣੇ ਆ ਕੇ ਗੱਜਿਆ।
[IRV | PA | OT | Judges | Chapter 14 | Verse 6] ਤਾਂ ਯਹੋਵਾਹ ਦਾ ਆਤਮਾ ਸਮਸੂਨ ਉੱਤੇ ਜ਼ੋਰ ਨਾਲ ਆਇਆ ਅਤੇ ਭਾਵੇਂ ਉਸ ਦੇ ਹੱਥ ਵਿੱਚ ਕੁਝ ਵੀ ਨਹੀਂ ਸੀ, ਤਾਂ ਵੀ ਉਸ ਨੇ ਸ਼ੇਰ ਨੂੰ ਇਸ ਤਰ੍ਹਾਂ ਪਾੜ ਦਿੱਤਾ ਜਿਵੇਂ ਕੋਈ ਮੇਮਣੇ ਨੂੰ ਪਾੜਦਾ ਹੈ। ਅਤੇ ਉਸਨੇ ਆਪਣਾ ਇਹ ਕੰਮ ਜੋ ਉਸ ਨੇ ਕੀਤਾ ਸੀ, ਆਪਣੇ ਪਿਤਾ ਜਾਂ ਆਪਣੀ ਮਾਤਾ ਨੂੰ ਨਾ ਦੱਸਿਆ।
[IRV | PA | OT | Judges | Chapter 14 | Verse 7] ਫੇਰ ਉਸਨੇ ਜਾ ਕੇ ਉਸ ਇਸਤਰੀ ਨਾਲ ਗੱਲਾਂ ਕੀਤੀਆਂ ਅਤੇ ਉਹ ਸਮਸੂਨ ਨੂੰ ਚੰਗੀ ਲੱਗੀ।
[IRV | PA | OT | Judges | Chapter 14 | Verse 8] ਕੁਝ ਦਿਨਾਂ ਬਾਅਦ ਉਹ ਉਸ ਨੂੰ ਵਿਆਹੁਣ ਲਈ ਗਿਆ ਅਤੇ ਉਸ ਬੱਬਰ ਸ਼ੇਰ ਦੀ ਲੋਥ ਵੇਖਣ ਲਈ ਰਾਹ ਤੋਂ ਇੱਕ ਪਾਸੇ ਨੂੰ ਮੁੜ ਗਿਆ ਅਤੇ ਵੇਖੋ, ਉੱਥੇ ਬੱਬਰ ਸ਼ੇਰ ਦੀ ਲੋਥ ਵਿੱਚ ਸ਼ਹਿਦ ਦੀਆਂ ਮੱਖੀਆਂ ਦਾ ਝੁੰਡ ਅਤੇ ਸ਼ਹਿਦ ਵੀ ਸੀ।
[IRV | PA | OT | Judges | Chapter 14 | Verse 9] ਤਦ ਉਸ ਨੇ ਉਸ ਵਿੱਚੋਂ ਕੁਝ ਸ਼ਹਿਦ ਲਿਆ ਅਤੇ ਉਸ ਨੂੰ ਹੱਥ ਵਿੱਚ ਫੜ੍ਹ ਕੇ ਖਾਂਦਾ-ਖਾਂਦਾ ਆਪਣੇ ਮਾਤਾ-ਪਿਤਾ ਕੋਲ ਆਇਆ ਅਤੇ ਉਨ੍ਹਾਂ ਨੂੰ ਵੀ ਕੁਝ ਦਿੱਤਾ ਅਤੇ ਉਨ੍ਹਾਂ ਨੇ ਵੀ ਖਾਧਾ ਪਰ ਉਸ ਉਨ੍ਹਾਂ ਨੂੰ ਇਹ ਨਾ ਦੱਸਿਆ ਕਿ ਮੈਂ ਇਹ ਸ਼ਹਿਦ ਬੱਬਰ ਸ਼ੇਰ ਦੀ ਲੋਥ ਵਿੱਚੋਂ ਕੱਢਿਆ ਹੈ।
[IRV | PA | OT | Judges | Chapter 14 | Verse 10] ਫਿਰ ਸਮਸੂਨ ਦਾ ਪਿਤਾ ਉਸ ਇਸਤਰੀ ਦੇ ਘਰ ਗਿਆ ਅਤੇ ਉੱਥੇ ਸਮਸੂਨ ਨੇ ਦਾਵਤ ਦਿੱਤੀ ਕਿਉਂ ਜੋ ਉੱਥੇ ਜੁਆਨਾਂ ਦੀ ਇਹੋ ਰੀਤ ਸੀ।
[IRV | PA | OT | Judges | Chapter 14 | Verse 11] ਤਦ ਅਜਿਹਾ ਹੋਇਆ ਕਿ ਜਦ ਉੱਥੋਂ ਦੇ ਲੋਕਾਂ ਨੇ ਸਮਸੂਨ ਨੂੰ ਵੇਖਿਆ ਤਾਂ ਉਸ ਦੇ ਨਾਲ ਰਹਿਣ ਲਈ ਤੀਹ ਸਾਥੀਆਂ ਨੂੰ ਲਿਆਏ।
[IRV | PA | OT | Judges | Chapter 14 | Verse 12] ਸਮਸੂਨ ਨੇ ਉਨ੍ਹਾਂ ਨੂੰ ਕਿਹਾ, “ਮੈਂ ਤੁਹਾਡੇ ਅੱਗੇ ਇੱਕ ਬੁਝਾਰਤ ਪਾਉਂਦਾ ਹਾਂ, ਜੇਕਰ ਤੁਸੀਂ ਦਾਵਤ ਦੇ ਸੱਤਾਂ ਦਿਨਾਂ ਵਿੱਚ ਉਸ ਨੂੰ ਬੁੱਝ ਲਉ ਅਤੇ ਮੈਨੂੰ ਦੱਸੋ ਤਾਂ ਮੈਂ ਤੀਹ ਕੁੜਤੇ ਅਤੇ ਤੀਹ ਜੋੜੇ ਬਸਤਰ ਤੁਹਾਨੂੰ ਦਿਆਂਗਾ,
[IRV | PA | OT | Judges | Chapter 14 | Verse 13] ਅਤੇ ਜੇਕਰ ਤੁਸੀਂ ਨਾ ਦੱਸ ਸਕੋ ਤਾਂ ਤੁਹਾਨੂੰ ਤੀਹ ਕੁੜਤੇ ਅਤੇ ਤੀਹ ਜੋੜੇ ਬਸਤਰ ਮੈਨੂੰ ਦੇਣੇ ਪੈਣਗੇ।” ਉਨ੍ਹਾਂ ਨੇ ਕਿਹਾ, “ਆਪਣੀ ਬੁਝਾਰਤ ਤਾਂ ਪਾ ਜੋ ਅਸੀਂ ਸੁਣੀਏ।”
[IRV | PA | OT | Judges | Chapter 14 | Verse 14] ਤਾਂ ਉਸ ਨੇ ਉਨ੍ਹਾਂ ਨੂੰ ਕਿਹਾ, - “ਖਾਣ ਵਾਲੇ ਵਿੱਚੋਂ ਭੋਜਨ ਨਿੱਕਲਿਆ, ਅਤੇ ਤਕੜੇ ਵਿੱਚੋਂ ਮਿਠਾਸ” ਤਿੰਨ ਦਿਨਾਂ ਦੇ ਵਿੱਚ ਉਹ ਇਸ ਬੁਝਾਰਤ ਨੂੰ ਨਾ ਬੁੱਝ ਸਕੇ।
[IRV | PA | OT | Judges | Chapter 14 | Verse 15] ਸੱਤਵੇਂ ਦਿਨ ਉਨ੍ਹਾਂ ਨੇ ਸਮਸੂਨ ਦੀ ਪਤਨੀ ਨੂੰ ਕਿਹਾ, “ਆਪਣੇ ਪਤੀ ਨੂੰ ਫੁਸਲਾ ਤਾਂ ਜੋ ਉਹ ਬੁਝਾਰਤ ਦਾ ਅਰਥ ਸਾਨੂੰ ਦੱਸੇ, ਨਹੀਂ ਤਾਂ ਅਸੀਂ ਤੈਨੂੰ ਅਤੇ ਤੇਰੇ ਪਿਤਾ ਦੇ ਘਰ ਨੂੰ ਅੱਗ ਨਾਲ ਸਾੜ ਦਿਆਂਗੇ। ਭਲਾ, ਤੁਸੀਂ ਇਸੇ ਵਾਸਤੇ ਸਾਨੂੰ ਸੱਦਿਆ ਸੀ ਕਿ ਜੋ ਕੁਝ ਸਾਡਾ ਹੈ ਉਹ ਤੁਸੀਂ ਆਪਣਾ ਕਰ ਲਉ?”
[IRV | PA | OT | Judges | Chapter 14 | Verse 16] ਤਦ ਸਮਸੂਨ ਦੀ ਪਤਨੀ ਉਸ ਦੇ ਅੱਗੇ ਰੋ ਕੇ ਕਹਿਣ ਲੱਗੀ, “ਤੂੰ ਮੇਰੇ ਨਾਲ ਪਿਆਰ ਨਹੀਂ ਕਰਦਾ ਸਗੋਂ ਵੈਰ ਹੀ ਰੱਖਦਾ ਹੈਂ। ਤੂੰ ਮੇਰੇ ਲੋਕਾਂ ਦੇ ਅੱਗੇ ਇੱਕ ਬੁਝਾਰਤ ਪਾਈ ਅਤੇ ਮੈਨੂੰ ਉਸਦਾ ਅਰਥ ਦੱਸਿਆ ਵੀ ਨਹੀਂ।” ਉਸ ਨੇ ਉੱਤਰ ਦਿੱਤਾ, “ਵੇਖ, ਮੈਂ ਆਪਣੇ ਮਾਤਾ-ਪਿਤਾ ਨੂੰ ਵੀ ਨਹੀਂ ਦੱਸੀ, ਤਾਂ ਭਲਾ, ਮੈਂ ਤੈਨੂੰ ਦੱਸਾਂ?”
[IRV | PA | OT | Judges | Chapter 14 | Verse 17] ਦਾਵਤ ਦੇ ਸੱਤਾਂ ਦਿਨਾਂ ਵਿੱਚ ਉਹ ਉਸ ਦੇ ਅੱਗੇ ਰੋਂਦੀ ਰਹੀ ਅਤੇ ਸੱਤਵੇਂ ਦਿਨ ਅਜਿਹਾ ਹੋਇਆ ਕਿ ਸਮਸੂਨ ਨੇ ਉਹ ਨੂੰ ਬੁਝਾਰਤ ਦਾ ਅਰਥ ਦੱਸ ਦਿੱਤਾ ਕਿਉਂ ਜੋ ਉਹ ਨੇ ਉਸ ਨੂੰ ਬਹੁਤ ਤੰਗ ਕੀਤਾ ਹੋਇਆ ਸੀ। ਤਦ ਉਸ ਨੇ ਜਾ ਕੇ ਆਪਣੇ ਲੋਕਾਂ ਨੂੰ ਦੱਸ ਦਿੱਤਾ।
[IRV | PA | OT | Judges | Chapter 14 | Verse 18] ਅਤੇ ਸੱਤਵੇਂ ਦਿਨ ਸੂਰਜ ਢੱਲਣ ਤੋਂ ਪਹਿਲਾਂ ਉਸ ਸ਼ਹਿਰ ਦੇ ਲੋਕਾਂ ਨੇ ਸਮਸੂਨ ਨੂੰ ਕਿਹਾ, “ਸ਼ਹਿਦ ਨਾਲੋਂ ਮਿੱਠਾ ਕੀ ਹੈ, ਅਤੇ ਬੱਬਰ ਸ਼ੇਰ ਨਾਲੋਂ ਤਕੜਾ ਕੌਣ ਹੈ?” ਤਾਂ ਉਸ ਨੇ ਉਨ੍ਹਾਂ ਨੂੰ ਕਿਹਾ, “ਜੇਕਰ ਤੁਸੀਂ ਮੇਰੀ ਵੱਛੀ ਨੂੰ ਹਲ ਅੱਗੇ ਨਾ ਜੋਤਦੇ, ਤਾਂ ਮੇਰੀ ਬੁਝਾਰਤ ਕਦੀ ਨਾ ਬੁੱਝਦੇ!”
[IRV | PA | OT | Judges | Chapter 14 | Verse 19] ਫੇਰ ਯਹੋਵਾਹ ਦਾ ਆਤਮਾ ਵੱਡੇ ਜ਼ੋਰ ਨਾਲ ਸਮਸੂਨ ਦੇ ਉੱਤੇ ਆਇਆ ਅਤੇ ਉਸ ਨੇ ਅਸ਼ਕਲੋਨ ਨੂੰ ਜਾ ਕੇ ਉਨ੍ਹਾਂ ਦੇ ਤੀਹ ਮਨੁੱਖ ਮਾਰੇ ਅਤੇ ਉਨ੍ਹਾਂ ਦੇ ਕੱਪੜੇ ਉਤਾਰ ਕੇ ਉਹੋ ਕੱਪੜੇ ਬੁਝਾਰਤ ਬੁੱਝਣ ਵਾਲਿਆਂ ਨੂੰ ਦੇ ਦਿੱਤੇ। ਤਦ ਉਸ ਦਾ ਕ੍ਰੋਧ ਭੜਕਿਆ ਅਤੇ ਉਹ ਆਪਣੇ ਪਿਤਾ ਦੇ ਘਰ ਨੂੰ ਵਾਪਿਸ ਚਲਾ ਗਿਆ।
[IRV | PA | OT | Judges | Chapter 14 | Verse 20] ਪਰ ਸਮਸੂਨ ਦੀ ਪਤਨੀ ਉਸ ਦੇ ਇੱਕ ਮਿੱਤਰ ਨੂੰ ਦੇ ਦਿੱਤੀ ਗਈ, ਜੋ ਵਿਆਹ ਵਿੱਚ ਉਸ ਦਾ ਸਾਥੀ ਸੀ।
