[ASV | EN | OT | Job | Chapter 26 | Verse 1] Then Job answered and said,
[ASV | EN | OT | Job | Chapter 26 | Verse 2] How hast thou helped him that is without power! How hast thou saved the arm that hath no strength!
[ASV | EN | OT | Job | Chapter 26 | Verse 3] How hast thou counseled him that hath no wisdom, And plentifully declared sound knowledge!
[ASV | EN | OT | Job | Chapter 26 | Verse 4] To whom hast thou uttered words? And whose spirit came forth from thee?
[ASV | EN | OT | Job | Chapter 26 | Verse 5] They that are deceased tremble Beneath the waters and the inhabitants thereof.
[ASV | EN | OT | Job | Chapter 26 | Verse 6] Sheol is naked before God, And Abaddon hath no covering.
[ASV | EN | OT | Job | Chapter 26 | Verse 7] He stretcheth out the north over empty space, And hangeth the earth upon nothing.
[ASV | EN | OT | Job | Chapter 26 | Verse 8] He bindeth up the waters in his thick clouds; And the cloud is not rent under them.
[ASV | EN | OT | Job | Chapter 26 | Verse 9] He encloseth the face of his throne, And spreadeth his cloud upon it.
[ASV | EN | OT | Job | Chapter 26 | Verse 10] He hath described a boundary upon the face of the waters, Unto the confines of light and darkness.
[ASV | EN | OT | Job | Chapter 26 | Verse 11] The pillars of heaven tremble And are astonished at his rebuke.
[ASV | EN | OT | Job | Chapter 26 | Verse 12] He stirreth up the sea with his power, And by his understanding he smiteth through Rahab.
[ASV | EN | OT | Job | Chapter 26 | Verse 13] By his Spirit the heavens are garnished; His hand hath pierced the swift serpent.
[ASV | EN | OT | Job | Chapter 26 | Verse 14] Lo, these are but the outskirts of his ways: And how small a whisper do we hear of him! But the thunder of his power who can understand?
