[ASV | EN | OT | Job | Chapter 9 | Verse 1] Then Job answered and said,
[ASV | EN | OT | Job | Chapter 9 | Verse 2] Of a truth I know that it is so: But how can man be just with God?
[ASV | EN | OT | Job | Chapter 9 | Verse 3] If he be pleased to contend with him, He cannot answer him one of a thousand.
[ASV | EN | OT | Job | Chapter 9 | Verse 4] He is wise in heart, and mighty in strength: Who hath hardened himself against him, and prospered?—
[ASV | EN | OT | Job | Chapter 9 | Verse 5] Him that removeth the mountains, and they know it not, When he overturneth them in his anger;
[ASV | EN | OT | Job | Chapter 9 | Verse 6] That shaketh the earth out of its place, And the pillars thereof tremble;
[ASV | EN | OT | Job | Chapter 9 | Verse 7] That commandeth the sun, and it riseth not, And sealeth up the stars;
[ASV | EN | OT | Job | Chapter 9 | Verse 8] That alone stretcheth out the heavens, And treadeth upon the waves of the sea;
[ASV | EN | OT | Job | Chapter 9 | Verse 9] That maketh the Bear, Orion, and the Pleiades, And the chambers of the south;
[ASV | EN | OT | Job | Chapter 9 | Verse 10] That doeth great things past finding out, Yea, marvelous things without number.
[ASV | EN | OT | Job | Chapter 9 | Verse 11] Lo, he goeth by me, and I see him not: He passeth on also, but I perceive him not.
[ASV | EN | OT | Job | Chapter 9 | Verse 12] Behold, he seizeth the prey, who can hinder him? Who will say unto him, What doest thou?
[ASV | EN | OT | Job | Chapter 9 | Verse 13] God will not withdraw his anger; The helpers of Rahab do stoop under him.
[ASV | EN | OT | Job | Chapter 9 | Verse 14] How much less shall I answer him, And choose out my words to reason with him?
[ASV | EN | OT | Job | Chapter 9 | Verse 15] Whom, though I were righteous, yet would I not answer; I would make supplication to my judge.
[ASV | EN | OT | Job | Chapter 9 | Verse 16] If I had called, and he had answered me, Yet would I not believe that he hearkened unto my voice.
[ASV | EN | OT | Job | Chapter 9 | Verse 17] For he breaketh me with a tempest, And multiplieth my wounds without cause.
[ASV | EN | OT | Job | Chapter 9 | Verse 18] He will not suffer me to take my breath, But filleth me with bitterness.
[ASV | EN | OT | Job | Chapter 9 | Verse 19] If we speak of strength, lo, he is mighty! And if of justice, Who, saith he, will summon me?
[ASV | EN | OT | Job | Chapter 9 | Verse 20] Though I be righteous, mine own mouth shall condemn me: Though I be perfect, it shall prove me perverse.
[ASV | EN | OT | Job | Chapter 9 | Verse 21] I am perfect; I regard not myself; I despise my life.
[ASV | EN | OT | Job | Chapter 9 | Verse 22] It is all one; therefore I say, He destroyeth the perfect and the wicked.
[ASV | EN | OT | Job | Chapter 9 | Verse 23] If the scourge slay suddenly, He will mock at the trial of the innocent.
[ASV | EN | OT | Job | Chapter 9 | Verse 24] The earth is given into the hand of the wicked; He covereth the faces of the judges thereof: If it be not he, who then is it?
[ASV | EN | OT | Job | Chapter 9 | Verse 25] Now my days are swifter than a post: They flee away, they see no good.
[ASV | EN | OT | Job | Chapter 9 | Verse 26] They are passed away as the swift ships; As the eagle that swoopeth on the prey.
[ASV | EN | OT | Job | Chapter 9 | Verse 27] If I say, I will forget my complaint, I will put off my sad countenance, and be of good cheer;
[ASV | EN | OT | Job | Chapter 9 | Verse 28] I am afraid of all my sorrows, I know that thou wilt not hold me innocent.
[ASV | EN | OT | Job | Chapter 9 | Verse 29] I shall be condemned; Why then do I labor in vain?
[ASV | EN | OT | Job | Chapter 9 | Verse 30] If I wash myself with snow water, And make my hands never so clean;
[ASV | EN | OT | Job | Chapter 9 | Verse 31] Yet wilt thou plunge me in the ditch, And mine own clothes shall abhor me.
[ASV | EN | OT | Job | Chapter 9 | Verse 32] For he is not a man, as I am, that I should answer him, That we should come together in judgment.
[ASV | EN | OT | Job | Chapter 9 | Verse 33] There is no umpire betwixt us, That might lay his hand upon us both.
[ASV | EN | OT | Job | Chapter 9 | Verse 34] Let him take his rod away from me, And let not his terror make me afraid:
[ASV | EN | OT | Job | Chapter 9 | Verse 35] Then would I speak, and not fear him; For I am not so in myself.
