[ASV | EN | OT | Job | Chapter 21 | Verse 1] Then Job answered and said,
[ASV | EN | OT | Job | Chapter 21 | Verse 2] Hear diligently my speech; And let this be your consolations.
[ASV | EN | OT | Job | Chapter 21 | Verse 3] Suffer me, and I also will speak; And after that I have spoken, mock on.
[ASV | EN | OT | Job | Chapter 21 | Verse 4] As for me, is my complaint to man? And why should I not be impatient?
[ASV | EN | OT | Job | Chapter 21 | Verse 5] Mark me, and be astonished, And lay your hand upon your mouth.
[ASV | EN | OT | Job | Chapter 21 | Verse 6] Even when I remember I am troubled, And horror taketh hold on my flesh.
[ASV | EN | OT | Job | Chapter 21 | Verse 7] Wherefore do the wicked live, Become old, yea, wax mighty in power?
[ASV | EN | OT | Job | Chapter 21 | Verse 8] Their seed is established with them in their sight, And their offspring before their eyes.
[ASV | EN | OT | Job | Chapter 21 | Verse 9] Their houses are safe from fear, Neither is the rod of God upon them.
[ASV | EN | OT | Job | Chapter 21 | Verse 10] Their bull gendereth, and faileth not; Their cow calveth, and casteth not her calf.
[ASV | EN | OT | Job | Chapter 21 | Verse 11] They send forth their little ones like a flock, And their children dance.
[ASV | EN | OT | Job | Chapter 21 | Verse 12] They sing to the timbrel and harp, And rejoice at the sound of the pipe.
[ASV | EN | OT | Job | Chapter 21 | Verse 13] They spend their days in prosperity, And in a moment they go down to Sheol.
[ASV | EN | OT | Job | Chapter 21 | Verse 14] And they say unto God, Depart from us; For we desire not the knowledge of thy ways.
[ASV | EN | OT | Job | Chapter 21 | Verse 15] What is the Almighty, that we should serve him? And what profit should we have, if we pray unto him?
[ASV | EN | OT | Job | Chapter 21 | Verse 16] Lo, their prosperity is not in their hand: The counsel of the wicked is far from me.
[ASV | EN | OT | Job | Chapter 21 | Verse 17] How oft is it that the lamp of the wicked is put out? That their calamity cometh upon them? That God distributeth sorrows in his anger?
[ASV | EN | OT | Job | Chapter 21 | Verse 18] That they are as stubble before the wind, And as chaff that the storm carrieth away?
[ASV | EN | OT | Job | Chapter 21 | Verse 19] Ye say, God layeth up his iniquity for his children. Let him recompense it unto himself, that he may know it:
[ASV | EN | OT | Job | Chapter 21 | Verse 20] Let his own eyes see his destruction, And let him drink of the wrath of the Almighty.
[ASV | EN | OT | Job | Chapter 21 | Verse 21] For what careth he for his house after him, When the number of his months is cut off?
[ASV | EN | OT | Job | Chapter 21 | Verse 22] Shall any teach God knowledge, Seeing he judgeth those that are high?
[ASV | EN | OT | Job | Chapter 21 | Verse 23] One dieth in his full strength, Being wholly at ease and quiet:
[ASV | EN | OT | Job | Chapter 21 | Verse 24] His pails are full of milk, And the marrow of his bones is moistened.
[ASV | EN | OT | Job | Chapter 21 | Verse 25] And another dieth in bitterness of soul, And never tasteth of good.
[ASV | EN | OT | Job | Chapter 21 | Verse 26] They lie down alike in the dust, And the worm covereth them.
[ASV | EN | OT | Job | Chapter 21 | Verse 27] Behold, I know your thoughts, And the devices wherewith ye would wrong me.
[ASV | EN | OT | Job | Chapter 21 | Verse 28] For ye say, Where is the house of the prince? And where is the tent wherein the wicked dwelt?
[ASV | EN | OT | Job | Chapter 21 | Verse 29] Have ye not asked wayfaring men? And do ye not know their evidences,
[ASV | EN | OT | Job | Chapter 21 | Verse 30] That the evil man is reserved to the day of calamity? That they are led forth to the day of wrath?
[ASV | EN | OT | Job | Chapter 21 | Verse 31] Who shall declare his way to his face? And who shall repay him what he hath done?
[ASV | EN | OT | Job | Chapter 21 | Verse 32] Yet shall he be borne to the grave, And men shall keep watch over the tomb.
[ASV | EN | OT | Job | Chapter 21 | Verse 33] The clods of the valley shall be sweet unto him, And all men shall draw after him, As there were innumerable before him.
[ASV | EN | OT | Job | Chapter 21 | Verse 34] How then comfort ye me in vain, Seeing in your answers there remaineth only falsehood?
