[ASV | EN | OT | Job | Chapter 36 | Verse 1] Elihu also proceeded, and said,
[ASV | EN | OT | Job | Chapter 36 | Verse 2] Suffer me a little, and I will show thee; For I have yet somewhat to say on God’s behalf.
[ASV | EN | OT | Job | Chapter 36 | Verse 3] I will fetch my knowledge from afar, And will ascribe righteousness to my Maker.
[ASV | EN | OT | Job | Chapter 36 | Verse 4] For truly my words are not false: One that is perfect in knowledge is with thee.
[ASV | EN | OT | Job | Chapter 36 | Verse 5] Behold, God is mighty, and despiseth not any: He is mighty in strength of understanding.
[ASV | EN | OT | Job | Chapter 36 | Verse 6] He preserveth not the life of the wicked, But giveth to the afflicted their right.
[ASV | EN | OT | Job | Chapter 36 | Verse 7] He withdraweth not his eyes from the righteous: But with kings upon the throne He setteth them forever, and they are exalted.
[ASV | EN | OT | Job | Chapter 36 | Verse 8] And if they be bound in fetters, And be taken in the cords of affliction;
[ASV | EN | OT | Job | Chapter 36 | Verse 9] Then he showeth them their work, And their transgressions, that they have behaved themselves proudly.
[ASV | EN | OT | Job | Chapter 36 | Verse 10] He openeth also their ear to instruction, And commandeth that they return from iniquity.
[ASV | EN | OT | Job | Chapter 36 | Verse 11] If they hearken and serve him, They shall spend their days in prosperity, And their years in pleasures.
[ASV | EN | OT | Job | Chapter 36 | Verse 12] But if they hearken not, they shall perish by the sword, And they shall die without knowledge.
[ASV | EN | OT | Job | Chapter 36 | Verse 13] But they that are godless in heart lay up anger: They cry not for help when he bindeth them.
[ASV | EN | OT | Job | Chapter 36 | Verse 14] They die in youth, And their life perisheth among the unclean.
[ASV | EN | OT | Job | Chapter 36 | Verse 15] He delivereth the afflicted by their affliction, And openeth their ear in oppression.
[ASV | EN | OT | Job | Chapter 36 | Verse 16] Yea, he would have allured thee out of distress Into a broad place, where there is no straitness; And that which is set on thy table would be full of fatness.
[ASV | EN | OT | Job | Chapter 36 | Verse 17] But thou art full of the judgment of the wicked: Judgment and justice take hold on thee.
[ASV | EN | OT | Job | Chapter 36 | Verse 18] For let not wrath stir thee up against chastisements; Neither let the greatness of the ransom turn thee aside.
[ASV | EN | OT | Job | Chapter 36 | Verse 19] Will thy cry avail, that thou be not in distress, Or all the forces of thy strength?
[ASV | EN | OT | Job | Chapter 36 | Verse 20] Desire not the night, When peoples are cut off in their place.
[ASV | EN | OT | Job | Chapter 36 | Verse 21] Take heed, regard not iniquity: For this hast thou chosen rather than affliction.
[ASV | EN | OT | Job | Chapter 36 | Verse 22] Behold, God doeth loftily in his power: Who is a teacher like unto him?
[ASV | EN | OT | Job | Chapter 36 | Verse 23] Who hath enjoined him his way? Or who can say, Thou hast wrought unrighteousness?
[ASV | EN | OT | Job | Chapter 36 | Verse 24] Remember that thou magnify his work, Whereof men have sung.
[ASV | EN | OT | Job | Chapter 36 | Verse 25] All men have looked thereon; Man beholdeth it afar off.
[ASV | EN | OT | Job | Chapter 36 | Verse 26] Behold, God is great, and we know him not; The number of his years is unsearchable.
[ASV | EN | OT | Job | Chapter 36 | Verse 27] For he draweth up the drops of water, Which distill in rain from his vapor,
[ASV | EN | OT | Job | Chapter 36 | Verse 28] Which the skies pour down And drop upon man abundantly.
[ASV | EN | OT | Job | Chapter 36 | Verse 29] Yea, can any understand the spreadings of the clouds, The thunderings of his pavilion?
[ASV | EN | OT | Job | Chapter 36 | Verse 30] Behold, he spreadeth his light around him; And he covereth the bottom of the sea.
[ASV | EN | OT | Job | Chapter 36 | Verse 31] For by these he judgeth the peoples; He giveth food in abundance.
[ASV | EN | OT | Job | Chapter 36 | Verse 32] He covereth his hands with the lightning, And giveth it a charge that it strike the mark.
[ASV | EN | OT | Job | Chapter 36 | Verse 33] The noise thereof telleth concerning him, The cattle also concerning the storm that cometh up.
