[ASV | EN | OT | Job | Chapter 11 | Verse 1] Then answered Zophar the Naamathite, and said,
[ASV | EN | OT | Job | Chapter 11 | Verse 2] Should not the multitude of words be answered? And should a man full of talk be justified?
[ASV | EN | OT | Job | Chapter 11 | Verse 3] Should thy boastings make men hold their peace? And when thou mockest, shall no man make thee ashamed?
[ASV | EN | OT | Job | Chapter 11 | Verse 4] For thou sayest, My doctrine is pure, And I am clean in thine eyes.
[ASV | EN | OT | Job | Chapter 11 | Verse 5] But oh that God would speak, And open his lips against thee,
[ASV | EN | OT | Job | Chapter 11 | Verse 6] And that he would show thee the secrets of wisdom! For he is manifold in understanding. Know therefore that God exacteth of thee less than thine iniquity deserveth.
[ASV | EN | OT | Job | Chapter 11 | Verse 7] Canst thou by searching find out God? Canst thou find out the Almighty unto perfection?
[ASV | EN | OT | Job | Chapter 11 | Verse 8] It is high as heaven; what canst thou do? Deeper than Sheol; what canst thou know?
[ASV | EN | OT | Job | Chapter 11 | Verse 9] The measure thereof is longer than the earth, And broader than the sea.
[ASV | EN | OT | Job | Chapter 11 | Verse 10] If he pass through, and shut up, And call unto judgment, then who can hinder him?
[ASV | EN | OT | Job | Chapter 11 | Verse 11] For he knoweth false men: He seeth iniquity also, even though he consider it not.
[ASV | EN | OT | Job | Chapter 11 | Verse 12] But vain man is void of understanding, Yea, man is born as a wild ass’s colt.
[ASV | EN | OT | Job | Chapter 11 | Verse 13] If thou set thy heart aright, And stretch out thy hands toward him;
[ASV | EN | OT | Job | Chapter 11 | Verse 14] If iniquity be in thy hand, put it far away, And let not unrighteousness dwell in thy tents.
[ASV | EN | OT | Job | Chapter 11 | Verse 15] Surely then shalt thou lift up thy face without spot; Yea, thou shalt be steadfast, and shalt not fear:
[ASV | EN | OT | Job | Chapter 11 | Verse 16] For thou shalt forget thy misery; Thou shalt remember it as waters that are passed away,
[ASV | EN | OT | Job | Chapter 11 | Verse 17] And thy life shall be clearer than the noonday; Though there be darkness, it shall be as the morning.
[ASV | EN | OT | Job | Chapter 11 | Verse 18] And thou shalt be secure, because there is hope; Yea, thou shalt search about thee, and shalt take thy rest in safety.
[ASV | EN | OT | Job | Chapter 11 | Verse 19] Also thou shalt lie down, and none shall make thee afraid; Yea, many shall make suit unto thee.
[ASV | EN | OT | Job | Chapter 11 | Verse 20] But the eyes of the wicked shall fail, And they shall have no way to flee; And their hope shall be the giving up of the ghost.
