[ASV | EN | OT | 4 Maccabees | Chapter 16 | Verse 1] If, then, even a woman, and that an aged one, and the mother of seven children, endured to see her children’s torments even unto death, confessedly religious reasoning is master even of the passions.
[ASV | EN | OT | 4 Maccabees | Chapter 16 | Verse 2] I have proved, then, that not only men have obtained the mastery of their passions, but also that a woman despised the greatest torments.
[ASV | EN | OT | 4 Maccabees | Chapter 16 | Verse 3] And not so fierce were the lions round Daniel, nor the furnace of Mishael burning with most vehement fire, as that natural love of children burned within her, when she beheld her seven sons tortured.
[ASV | EN | OT | 4 Maccabees | Chapter 16 | Verse 4] But with the reasoning of religion the mother quenched passions so great and powerful.
[ASV | EN | OT | 4 Maccabees | Chapter 16 | Verse 5] For we must consider also this: that, had the woman been fainthearted, as being their mother, she would have lamented over them; and perhaps might have spoken thus:
[ASV | EN | OT | 4 Maccabees | Chapter 16 | Verse 6] Ah! wretched I, and many times miserable; who having born seven sons, have become the mother of none.
[ASV | EN | OT | 4 Maccabees | Chapter 16 | Verse 7] O seven useless childbirths, and seven profitless periods of labor, and fruitless givings of suck, and miserable nursings at the breast.
[ASV | EN | OT | 4 Maccabees | Chapter 16 | Verse 8] Vainly, for your sakes, O sons, have I endured many pangs, and the more difficult anxieties of rearing.
[ASV | EN | OT | 4 Maccabees | Chapter 16 | Verse 9] Alas, of my children, some of you unmarried, and some who have married to no profit, I shall not see your children, nor be felicitated as a grandmother.
[ASV | EN | OT | 4 Maccabees | Chapter 16 | Verse 10] Ah, that I who had many and fair children, should be a lone widow full of sorrows!
[ASV | EN | OT | 4 Maccabees | Chapter 16 | Verse 11] Nor, should I die, shall I have a son to bury me.
[ASV | EN | OT | 4 Maccabees | Chapter 16 | Verse 12] But with such a lament as this the holy and God-fearing mother bewailed none of them. Nor did she divert any of them from death, nor grieve for them as for the dead.
[ASV | EN | OT | 4 Maccabees | Chapter 16 | Verse 13] But as one possessed with an adamantine mind, and as one bringing forth again her full number of sons to immortality, she rather with supplications exhorted them to death in behalf of religion.
[ASV | EN | OT | 4 Maccabees | Chapter 16 | Verse 14] O woman, soldier of God for religion, thou, aged and a female, hast conquered through endurance even a tyrant; and though but weak, hast been found more powerful in deeds and words.
[ASV | EN | OT | 4 Maccabees | Chapter 16 | Verse 15] For when thou wast seized along with thy children, thou stoodest looking upon Eleazar in torments, and saidst to thy sons in the Hebrew tongue,
[ASV | EN | OT | 4 Maccabees | Chapter 16 | Verse 16] O sons, noble is the contest to which you, being called as a witness for the nation, strive zealously for the laws of your country.
[ASV | EN | OT | 4 Maccabees | Chapter 16 | Verse 17] For it were disgraceful that this old man should endure pains for the sake of righteousness, and that you who are younger should be afraid of the tortures.
[ASV | EN | OT | 4 Maccabees | Chapter 16 | Verse 18] Remember that through God ye obtained existence, and have enjoyed it.
[ASV | EN | OT | 4 Maccabees | Chapter 16 | Verse 19] And on this account ye ought to bear every affliction because of God.
[ASV | EN | OT | 4 Maccabees | Chapter 16 | Verse 20] For whom also our father Abraham was forward to sacrifice Isaac our progenitor, and shuddered not at the sight of his own paternal hand descending down with the sword upon him.
[ASV | EN | OT | 4 Maccabees | Chapter 16 | Verse 21] And the righteous Daniel was cast unto the lions; and Hananiah, and Azariah, and Mishael, were slung out into a furnace of fire; yet they endured through God.
[ASV | EN | OT | 4 Maccabees | Chapter 16 | Verse 22] You, then, having the same faith toward God, be not troubled.
[ASV | EN | OT | 4 Maccabees | Chapter 16 | Verse 23] For it is unreasonable that they who know religion should not stand up against troubles.
[ASV | EN | OT | 4 Maccabees | Chapter 16 | Verse 24] With these arguments, the mother of seven, exhorting each of her sons, persuaded them to die rather than transgress the commandment of God.
[ASV | EN | OT | 4 Maccabees | Chapter 16 | Verse 25] And they saw this, too, that they who die for God, live to God; as Abraham, and Isaac, and Jacob, and all the patriarchs.
