[KJV | EN | OT | Psalms | Chapter 109 | Verse 1] Hold not thy peace, O God of my praise;
[KJV | EN | OT | Psalms | Chapter 109 | Verse 2] For the mouth of the wicked and the mouth of the deceitful are opened against me: They have spoken against me with a lying tongue.
[KJV | EN | OT | Psalms | Chapter 109 | Verse 3] They compassed me about also with words of hatred; And fought against me without a cause.
[KJV | EN | OT | Psalms | Chapter 109 | Verse 4] For my love they are my adversaries: But I give myself unto prayer.
[KJV | EN | OT | Psalms | Chapter 109 | Verse 5] And they have rewarded me evil for good, And hatred for my love.
[KJV | EN | OT | Psalms | Chapter 109 | Verse 6] Set thou a wicked man over him: And let Satan stand at his right hand.
[KJV | EN | OT | Psalms | Chapter 109 | Verse 7] When he shall be judged, let him be condemned: And let his prayer become sin.
[KJV | EN | OT | Psalms | Chapter 109 | Verse 8] Let his days be few; And let another take his office.
[KJV | EN | OT | Psalms | Chapter 109 | Verse 9] Let his children be fatherless, And his wife a widow.
[KJV | EN | OT | Psalms | Chapter 109 | Verse 10] Let his children be continually vagabonds, and beg: Let them seek their bread also out of their desolate places.
[KJV | EN | OT | Psalms | Chapter 109 | Verse 11] Let the extortioner catch all that he hath; And let the strangers spoil his labour.
[KJV | EN | OT | Psalms | Chapter 109 | Verse 12] Let there be none to extend mercy unto him: Neither let there be any to favour his fatherless children.
[KJV | EN | OT | Psalms | Chapter 109 | Verse 13] Let his posterity be cut off; And in the generation following let their name be blotted out.
[KJV | EN | OT | Psalms | Chapter 109 | Verse 14] Let the iniquity of his fathers be remembered with the Lord; And let not the sin of his mother be blotted out.
[KJV | EN | OT | Psalms | Chapter 109 | Verse 15] Let them be before the Lord continually, That he may cut off the memory of them from the earth.
[KJV | EN | OT | Psalms | Chapter 109 | Verse 16] Because that he remembered not to shew mercy, But persecuted the poor and needy man, That he might even slay the broken in heart.
[KJV | EN | OT | Psalms | Chapter 109 | Verse 17] As he loved cursing, so let it come unto him: As he delighted not in blessing, so let it be far from him.
[KJV | EN | OT | Psalms | Chapter 109 | Verse 18] As he clothed himself with cursing like as with his garment, So let it come into his bowels like water, And like oil into his bones.
[KJV | EN | OT | Psalms | Chapter 109 | Verse 19] Let it be unto him as the garment which covereth him, And for a girdle wherewith he is girded continually.
[KJV | EN | OT | Psalms | Chapter 109 | Verse 20] Let this be the reward of mine adversaries from the Lord, And of them that speak evil against my soul.
[KJV | EN | OT | Psalms | Chapter 109 | Verse 21] But do thou for me, O God the Lord, for thy name’s sake: Because thy mercy is good, deliver thou me.
[KJV | EN | OT | Psalms | Chapter 109 | Verse 22] For I am poor and needy, And my heart is wounded within me.
[KJV | EN | OT | Psalms | Chapter 109 | Verse 23] I am gone like the shadow when it declineth: I am tossed up and down as the locust.
[KJV | EN | OT | Psalms | Chapter 109 | Verse 24] My knees are weak through fasting; And my flesh faileth of fatness.
[KJV | EN | OT | Psalms | Chapter 109 | Verse 25] I became also a reproach unto them: When they looked upon me they shaked their heads.
[KJV | EN | OT | Psalms | Chapter 109 | Verse 26] Help me, O Lord my God: O save me according to thy mercy:
[KJV | EN | OT | Psalms | Chapter 109 | Verse 27] That they may know that this is thy hand; That thou, Lord, hast done it.
[KJV | EN | OT | Psalms | Chapter 109 | Verse 28] Let them curse, but bless thou: When they arise, let them be ashamed; but let thy servant rejoice.
[KJV | EN | OT | Psalms | Chapter 109 | Verse 29] Let mine adversaries be clothed with shame, And let them cover themselves with their own confusion, as with a mantle.
[KJV | EN | OT | Psalms | Chapter 109 | Verse 30] I will greatly praise the Lord with my mouth; Yea, I will praise him among the multitude.
[KJV | EN | OT | Psalms | Chapter 109 | Verse 31] For he shall stand at the right hand of the poor, To save him from those that condemn his soul.
