[KJV | EN | OT | Psalms | Chapter 118 | Verse 1] O give thanks unto the Lord; for he is good: Because his mercy endureth for ever.
[KJV | EN | OT | Psalms | Chapter 118 | Verse 2] Let Israel now say, That his mercy endureth for ever.
[KJV | EN | OT | Psalms | Chapter 118 | Verse 3] Let the house of Aaron now say, That his mercy endureth for ever.
[KJV | EN | OT | Psalms | Chapter 118 | Verse 4] Let them now that fear the Lord say, That his mercy endureth for ever.
[KJV | EN | OT | Psalms | Chapter 118 | Verse 5] I called upon the Lord in distress: The Lord answered me, and set me in a large place.
[KJV | EN | OT | Psalms | Chapter 118 | Verse 6] The Lord is on my side; I will not fear: What can man do unto me?
[KJV | EN | OT | Psalms | Chapter 118 | Verse 7] The Lord taketh my part with them that help me: Therefore shall I see my desire upon them that hate me.
[KJV | EN | OT | Psalms | Chapter 118 | Verse 8] It is better to trust in the Lord Than to put confidence in man.
[KJV | EN | OT | Psalms | Chapter 118 | Verse 9] It is better to trust in the Lord Than to put confidence in princes.
[KJV | EN | OT | Psalms | Chapter 118 | Verse 10] All nations compassed me about: But in the name of the Lord will I destroy them.
[KJV | EN | OT | Psalms | Chapter 118 | Verse 11] They compassed me about; yea, they compassed me about: But in the name of the Lord I will destroy them.
[KJV | EN | OT | Psalms | Chapter 118 | Verse 12] They compassed me about like bees; They are quenched as the fire of thorns: For in the name of the Lord I will destroy them.
[KJV | EN | OT | Psalms | Chapter 118 | Verse 13] Thou hast thrust sore at me that I might fall: But the Lord helped me.
[KJV | EN | OT | Psalms | Chapter 118 | Verse 14] The Lord is my strength and song, And is become my salvation.
[KJV | EN | OT | Psalms | Chapter 118 | Verse 15] The voice of rejoicing and salvation is in the tabernacles of the righteous: The right hand of the Lord doeth valiantly.
[KJV | EN | OT | Psalms | Chapter 118 | Verse 16] The right hand of the Lord is exalted: The right hand of the Lord doeth valiantly.
[KJV | EN | OT | Psalms | Chapter 118 | Verse 17] I shall not die, but live, And declare the works of the Lord.
[KJV | EN | OT | Psalms | Chapter 118 | Verse 18] The Lord hath chastened me sore: But he hath not given me over unto death.
[KJV | EN | OT | Psalms | Chapter 118 | Verse 19] Open to me the gates of righteousness: I will go into them, and I will praise the Lord:
[KJV | EN | OT | Psalms | Chapter 118 | Verse 20] This gate of the Lord, Into which the righteous shall enter.
[KJV | EN | OT | Psalms | Chapter 118 | Verse 21] I will praise thee: for thou hast heard me, And art become my salvation.
[KJV | EN | OT | Psalms | Chapter 118 | Verse 22] The stone which the builders refused Is become the head stone of the corner.
[KJV | EN | OT | Psalms | Chapter 118 | Verse 23] This is the Lord’s doing; It is marvellous in our eyes.
[KJV | EN | OT | Psalms | Chapter 118 | Verse 24] This is the day which the Lord hath made; We will rejoice and be glad in it.
[KJV | EN | OT | Psalms | Chapter 118 | Verse 25] Save now, I beseech thee, O Lord: O Lord, I beseech thee, send now prosperity.
[KJV | EN | OT | Psalms | Chapter 118 | Verse 26] Blessed be he that cometh in the name of the Lord: We have blessed you out of the house of the Lord.
[KJV | EN | OT | Psalms | Chapter 118 | Verse 27] God is the Lord, which hath shewed us light: Bind the sacrifice with cords, Even unto the horns of the altar.
[KJV | EN | OT | Psalms | Chapter 118 | Verse 28] Thou art my God, and I will praise thee: Thou art my God, I will exalt thee.
[KJV | EN | OT | Psalms | Chapter 118 | Verse 29] O give thanks unto the Lord; for he is good: For his mercy endureth for ever.
