[YLT | EN | NT | James | Chapter 1 | Verse 1] James, of God and of the Lord Jesus Christ a servant, to the Twelve Tribes who are in the dispersion: Hail!
[YLT | EN | NT | James | Chapter 1 | Verse 2] All joy count [it], my brethren, when ye may fall into temptations manifold;
[YLT | EN | NT | James | Chapter 1 | Verse 3] knowing that the proof of your faith doth work endurance,
[YLT | EN | NT | James | Chapter 1 | Verse 4] and let the endurance have a perfect work, that ye may be perfect and entire — in nothing lacking;
[YLT | EN | NT | James | Chapter 1 | Verse 5] and if any of you do lack wisdom, let him ask from God, who is giving to all liberally, and not reproaching, and it shall be given to him;
[YLT | EN | NT | James | Chapter 1 | Verse 6] and let him ask in faith, nothing doubting, for he who is doubting hath been like a wave of the sea, driven by wind and tossed,
[YLT | EN | NT | James | Chapter 1 | Verse 7] for let not that man suppose that he shall receive anything from the Lord —
[YLT | EN | NT | James | Chapter 1 | Verse 8] a two-souled man [is] unstable in all his ways.
[YLT | EN | NT | James | Chapter 1 | Verse 9] And let the brother who is low rejoice in his exaltation,
[YLT | EN | NT | James | Chapter 1 | Verse 10] and the rich in his becoming low, because as a flower of grass he shall pass away;
[YLT | EN | NT | James | Chapter 1 | Verse 11] for the sun did rise with the burning heat, and did wither the grass, and the flower of it fell, and the grace of its appearance did perish, so also the rich in his way shall fade away!
[YLT | EN | NT | James | Chapter 1 | Verse 12] Happy the man who doth endure temptation, because, becoming approved, he shall receive the crown of the life, which the Lord did promise to those loving Him.
[YLT | EN | NT | James | Chapter 1 | Verse 13] Let no one say, being tempted — 'From God I am tempted,' for God is not tempted of evil, and Himself doth tempt no one,
[YLT | EN | NT | James | Chapter 1 | Verse 14] and each one is tempted, by his own desires being led away and enticed,
[YLT | EN | NT | James | Chapter 1 | Verse 15] afterward the desire having conceived, doth give birth to sin, and the sin having been perfected, doth bring forth death.
[YLT | EN | NT | James | Chapter 1 | Verse 16] Be not led astray, my brethren beloved;
[YLT | EN | NT | James | Chapter 1 | Verse 17] every good giving, and every perfect gift is from above, coming down from the Father of the lights, with whom is no variation, or shadow of turning;
[YLT | EN | NT | James | Chapter 1 | Verse 18] having counselled, He did beget us with a word of truth, for our being a certain first-fruit of His creatures.
[YLT | EN | NT | James | Chapter 1 | Verse 19] So then, my brethren beloved, let every man be swift to hear, slow to speak, slow to anger,
[YLT | EN | NT | James | Chapter 1 | Verse 20] for the wrath of a man the righteousness of God doth not work;
[YLT | EN | NT | James | Chapter 1 | Verse 21] wherefore having put aside all filthiness and superabundance of evil, in meekness be receiving the engrafted word, that is able to save your souls;
[YLT | EN | NT | James | Chapter 1 | Verse 22] and become ye doers of the word, and not hearers only, deceiving yourselves,
[YLT | EN | NT | James | Chapter 1 | Verse 23] because, if any one is a hearer of the word and not a doer, this one hath been like to a man viewing his natural face in a mirror,
[YLT | EN | NT | James | Chapter 1 | Verse 24] for he did view himself, and hath gone away, and immediately he did forget of what kind he was;
[YLT | EN | NT | James | Chapter 1 | Verse 25] and he who did look into the perfect law — that of liberty, and did continue there, this one — not a forgetful hearer becoming, but a doer of work — this one shall be happy in his doing.
[YLT | EN | NT | James | Chapter 1 | Verse 26] If any one doth think to be religious among you, not bridling his tongue, but deceiving his heart, of this one vain [is] the religion;
[YLT | EN | NT | James | Chapter 1 | Verse 27] religion pure and undefiled with the God and Father is this, to look after orphans and widows in their tribulation — unspotted to keep himself from the world.
