[LXX | EL | OT | Malachi | Chapter 1 | Verse 1] ΛΗΜΜΑ λόγου Κυρίου ἐπὶ τὸν Ἰσραὴλ ἐν χειρὶ ἀγγέλου αὐτοῦ, θέσθε δὴ ἐπὶ τὰς καρδίας ὑμῶν.
[LXX | EL | OT | Malachi | Chapter 1 | Verse 2] Ἠγάπησα ὑμᾶς, λέγει Κύριος· καὶ εἴπατε, ἐν τίνι ἠγάπησας ἡμᾶς; οὐκ ἀδελφὸς ἦν Ἠσαῦ τοῦ Ἰακὼβ, λέγει Κύριος, καὶ ἠγάπησα τὸν Ἰακὼβ,
[LXX | EL | OT | Malachi | Chapter 1 | Verse 3] τὸν δὲ Ἠσαῦ ἐμίσησα, καὶ ἔταξα τὰ ὅρια αὐτοῦ εἰς ἀφανισμὸν, καὶ τὴν κληρονομίαν αὐτοῦ εἰς δώματα ἐρήμου;
[LXX | EL | OT | Malachi | Chapter 1 | Verse 4] Διότι ἐρεῖ, ἡ Ἰδουμαία κατέστραπται, καὶ ἐπιστρέψωμεν, καὶ ἀνοικοδομήσωμεν τὰς ἐρήμους· τάδε λέγει Κύριος παντοκράτωρ, αὐτοὶ οἰκοδομήσουσι, καὶ ἐγὼ καταστρέψω· καὶ ἐπικληθήσεται αὐτοῖς ὅρια ἀνομίας, καὶ λαὸς ἐφʼ ὃν παρατέτακται Κύριος ἕως αἰῶνος.
[LXX | EL | OT | Malachi | Chapter 1 | Verse 5] Καὶ οἱ ὀφθαλμοὶ ὑμῶν ὄψονται, καὶ ὑμεῖς ἐρεῖτε, ἐμεγαλύνθη Κύριος ὑπεράνω τῶν ὁρίων τοῦ Ἰσραήλ.
[LXX | EL | OT | Malachi | Chapter 1 | Verse 6] Υἱὸς δοξάζει πατέρα, καὶ δοῦλος τὸν κύριον ἑαυτοῦ. καὶ εἰ πατήρ εἰμι ἐγὼ, ποῦ ἐστιν ἡ δόξα μου; καὶ εἰ Κύριός εἰμι ἐγὼ, ποῦ ἐστιν ὁ φόβος μου; λέγει Κύριος παντοκράτωρ· ὑμεῖς οἱ ἱερεῖς οἱ φαυλίζοντες τὸ ὄνομά μου, καὶ εἴπατε, ἐν τίνι ἐφαυλίσαμεν τὸ ὄνομά σου;
[LXX | EL | OT | Malachi | Chapter 1 | Verse 7] Προσάγοντες πρὸς τὸ θυσιαστήριόν μου ἄρτους ἠλισγημένους, καὶ εἴπατε, ἐν τίνι ἠλισγήσαμεν αὐτούς; ἐν τῷ λέγειν ὑμᾶς, τράπεζα Κυρίου ἠλισγημένη ἐστί, καὶ τὰ ἐπιτιθέμενα ἐξουδενώσατε.
[LXX | EL | OT | Malachi | Chapter 1 | Verse 8] Διότι ἐὰν προσαγάγητε τυφλὸν εἰς θυσίας, οὐ κακόν; καὶ ἐὰν προσαγάγητε χωλὸν ἢ ἄῤῥωστον, οὐ κακόν; προσάγαγε δὴ αὐτὸ τῷ ἡγουμένῳ σου, εἰ προσδέξεταί σε, εἰ λήψεται πρόσωπόν σου, λέγει Κύριος παντοκράτωρ.
[LXX | EL | OT | Malachi | Chapter 1 | Verse 9] Καὶ νῦν ἐξιλάσκεσθε τὸ πρόσωπον τοῦ Θεοῦ ὑμῶν, καὶ δεήθητε αὐτοῦ. Ἐν χερσὶν ὑμῶν γέγονε ταῦτα, εἰ λήψομαι ἐξ ὑμῶν πρόσωπα ὑμῶν; λέγει Κύριος παντοκράτωρ.
[LXX | EL | OT | Malachi | Chapter 1 | Verse 10] Διότι καὶ ἐν ὑμῖν συγκλεισθήσονται θύραι, καὶ οὐκ ἀνάψεται τὸ θυσιαστήριόν μου δωρεάν· οὐκ ἔστι μου θέλημα ἐν ὑμῖν, λέγει Κύριος παντοκράτωρ, καὶ θυσίαν οὐ προσδέξομαι ἐκ τῶν χειρῶν ὑμῶν.
[LXX | EL | OT | Malachi | Chapter 1 | Verse 11] Διότι ἀπὸ ἀνατολῶν ἡλίου καὶ ἕως δυσμῶν τὸ ὄνομά μου δεδόξασται ἐν τοῖς ἔθνεσι, καὶ ἐν παντὶ τόπῳ θυμίαμα προσάγεται τῷ ὀνόματὶ μου, καὶ θυσία καθαρά· διότι μέγα τὸ ὄνομά μου ἐν τοῖς ἔθνεσι, λέγει Κύριος παντοκράτωρ.
