[BSB | EN | NT | John | Chapter 9 | Verse 1] Now as Jesus was passing by, He saw a man blind from birth,
[BSB | EN | NT | John | Chapter 9 | Verse 2] and His disciples asked Him, “Rabbi, who sinned, this man or his parents, that he was born blind?”
[BSB | EN | NT | John | Chapter 9 | Verse 3] Jesus answered, “Neither this man nor his parents sinned, but this happened so that the works of God would be displayed in him.
[BSB | EN | NT | John | Chapter 9 | Verse 4] While it is daytime, we must do the works of Him who sent Me. Night is coming, when no one can work.
[BSB | EN | NT | John | Chapter 9 | Verse 5] While I am in the world, I am the light of the world.”
[BSB | EN | NT | John | Chapter 9 | Verse 6] When Jesus had said this, He spit on the ground, made some mud, and applied it to the man’s eyes.
[BSB | EN | NT | John | Chapter 9 | Verse 7] Then He told him, “Go, wash in the Pool of Siloam” (which means “Sent”). So the man went and washed, and came back seeing.
[BSB | EN | NT | John | Chapter 9 | Verse 8] At this, his neighbors and those who had formerly seen him begging began to ask, “Isn’t this the man who used to sit and beg?”
[BSB | EN | NT | John | Chapter 9 | Verse 9] Some claimed that he was, but others said, “No, he just looks like him.” But the man kept saying, “I am the one.”
[BSB | EN | NT | John | Chapter 9 | Verse 10] “How then were your eyes opened?” they asked.
[BSB | EN | NT | John | Chapter 9 | Verse 11] He answered, “The man they call Jesus made some mud and anointed my eyes, and He told me to go to Siloam and wash. So I went and washed and received my sight.”
[BSB | EN | NT | John | Chapter 9 | Verse 12] “Where is He?” they asked. “I do not know,” he answered.
[BSB | EN | NT | John | Chapter 9 | Verse 13] They brought to the Pharisees the man who had been blind.
[BSB | EN | NT | John | Chapter 9 | Verse 14] Now the day on which Jesus had made the mud and opened his eyes was a Sabbath.
[BSB | EN | NT | John | Chapter 9 | Verse 15] So the Pharisees also asked him how he had received his sight. The man answered, “He put mud on my eyes, and I washed, and now I can see.”
[BSB | EN | NT | John | Chapter 9 | Verse 16] Because of this, some of the Pharisees said, “This man is not from God, for He does not keep the Sabbath.” But others said, “How can a sinful man perform such signs?” And there was division among them.
[BSB | EN | NT | John | Chapter 9 | Verse 17] So once again they asked the man who had been blind, “What do you say about Him, since it was your eyes He opened?” “He is a prophet,” the man replied.
[BSB | EN | NT | John | Chapter 9 | Verse 18] The Jews still did not believe that the man had been blind and had received his sight until they summoned his parents
[BSB | EN | NT | John | Chapter 9 | Verse 19] and asked, “Is this your son, the one you say was born blind? So how is it that he can now see?”
[BSB | EN | NT | John | Chapter 9 | Verse 20] His parents answered, “We know he is our son, and we know he was born blind.
[BSB | EN | NT | John | Chapter 9 | Verse 21] But how he can now see or who opened his eyes, we do not know. Ask him. He is old enough to speak for himself.”
[BSB | EN | NT | John | Chapter 9 | Verse 22] His parents said this because they were afraid of the Jews. For the Jews had already determined that anyone who confessed Jesus as the Christ would be put out of the synagogue.
[BSB | EN | NT | John | Chapter 9 | Verse 23] That was why his parents said, “He is old enough. Ask him.”
[BSB | EN | NT | John | Chapter 9 | Verse 24] So a second time they called for the man who had been blind and said, “Give glory to God! We know that this man is a sinner.”
[BSB | EN | NT | John | Chapter 9 | Verse 25] He answered, “Whether He is a sinner I do not know. There is one thing I do know: I was blind, but now I see!”
[BSB | EN | NT | John | Chapter 9 | Verse 26] “What did He do to you?” they asked. “How did He open your eyes?”
[BSB | EN | NT | John | Chapter 9 | Verse 27] He replied, “I already told you, and you did not listen. Why do you want to hear it again? Do you also want to become His disciples?”
[BSB | EN | NT | John | Chapter 9 | Verse 28] Then they heaped insults on him and said, “You are His disciple; we are disciples of Moses.
[BSB | EN | NT | John | Chapter 9 | Verse 29] We know that God spoke to Moses, but we do not know where this man is from.”
[BSB | EN | NT | John | Chapter 9 | Verse 30] “That is remarkable indeed!” the man said. “You do not know where He is from, and yet He opened my eyes.
[BSB | EN | NT | John | Chapter 9 | Verse 31] We know that God does not listen to sinners, but He does listen to the one who worships Him and does His will.
[BSB | EN | NT | John | Chapter 9 | Verse 32] Never before has anyone heard of opening the eyes of a man born blind.
[BSB | EN | NT | John | Chapter 9 | Verse 33] If this man were not from God, He could do no such thing.”
[BSB | EN | NT | John | Chapter 9 | Verse 34] They replied, “You were born in utter sin, and you are instructing us?” And they threw him out.
[BSB | EN | NT | John | Chapter 9 | Verse 35] When Jesus heard that they had thrown him out, He found the man and said, “Do you believe in the Son of Man ?”
[BSB | EN | NT | John | Chapter 9 | Verse 36] “Who is He, Sir?” he replied. “Tell me so that I may believe in Him.”
[BSB | EN | NT | John | Chapter 9 | Verse 37] “You have already seen Him,” Jesus answered. “He is the One speaking with you.”
[BSB | EN | NT | John | Chapter 9 | Verse 38] “Lord, I believe,” he said. And he worshiped Jesus.
[BSB | EN | NT | John | Chapter 9 | Verse 39] Then Jesus declared, “For judgment I have come into this world, so that the blind may see and those who see may become blind.”
[BSB | EN | NT | John | Chapter 9 | Verse 40] Some of the Pharisees who were with Him heard this, and they asked Him, “Are we blind too?”
[BSB | EN | NT | John | Chapter 9 | Verse 41] “If you were blind,” Jesus replied, “you would not be guilty of sin. But since you claim you can see, your guilt remains.”
