[IRV | KN | OT | Nehemiah | Chapter 4 | Verse 1] ನಾವು ಪೌಳಿಗೋಡೆಯನ್ನು ಕಟ್ಟುತ್ತಿದ್ದ ಸುದ್ದಿಯು ಸನ್ಬಲ್ಲಟನಿಗೆ ಗೊತ್ತಾದಾಗ ಅವನು ಬಹಳ ಹೊಟ್ಟೆಕಿಚ್ಚಿನಿಂದ ಕೋಪಗೊಂಡು ಯೆಹೂದ್ಯರನ್ನು ಗೇಲಿ ಮಾಡಿದನು.
[IRV | KN | OT | Nehemiah | Chapter 4 | Verse 2] ತನ್ನ ಸಹೋದರರ ಮತ್ತು ಸಮಾರ್ಯದ ಸೈನ್ಯದವರ ಮುಂದೆಯೂ, “ಬಲಹೀನರಾದ ಈ ಯೆಹೂದ್ಯರು ಮಾಡುವುದೇನು? ಇವರು ತಮ್ಮನ್ನು ಬಲಪಡಿಸಿಕೊಳ್ಳಬೇಕೆಂದಿರುವರೋ? ಯಜ್ಞವನ್ನರ್ಪಿಸುವರೋ? ಈ ದಿನವೇ ಈ ಕೆಲಸವನ್ನು ಮುಗಿಸುವರೇನು? ಸುಟ್ಟುಹೋದ ಪಟ್ಟಣದ ಧೂಳಿನ ರಾಶಿಯೊಳಗೆ ಹುಗಿದುಹೋದ ಕಲ್ಲುಗಳನ್ನು ಬದುಕಿಸಲೂ ಸಾಧ್ಯವೇ?” ಎಂದು ಹೇಳಿದನು.
[IRV | KN | OT | Nehemiah | Chapter 4 | Verse 3] ಅವನ ಬಳಿಯಲ್ಲಿ ನಿಂತಿದ್ದ ಅಮ್ಮೋನಿಯಾದ ಟೋಬೀಯನು, “ಅವರು ಹೇಗೆ ಕಟ್ಟಿದ್ದರೂ ಅವರು ಕಟ್ಟುವ ಕಲ್ಲುಗೋಡೆಯ ಮೇಲೆ ನರಿ ಹಾರಿದರೆ ಅದು ಉರುಳಿ ಬಿದ್ದು ಹೋಗುವುದು” ಎಂದನು.
[IRV | KN | OT | Nehemiah | Chapter 4 | Verse 4] ನಮ್ಮ ದೇವರೇ ಕೇಳು, ಅವರು ನಮ್ಮನ್ನು ಎಷ್ಟು ಹೀಯಾಳಿಸುತ್ತಿದ್ದಾರೆ! ಈ ನಿಂದೆಯನ್ನು ಅವರ ತಲೆಯ ಮೇಲೆಯೇ ಬರಮಾಡು. ಅವರು ದೇಶಭ್ರಷ್ಟರಾಗಿ ಸೂರೆಹೋಗುವಂತೆ ಮಾಡು.
[IRV | KN | OT | Nehemiah | Chapter 4 | Verse 5] ಅವರ ಅಪರಾಧವನ್ನು ಕ್ಷಮಿಸಬೇಡ; ನಿನ್ನೆದುರಿಗಿರುವ ಅವರ ಅಪರಾಧವನ್ನು ಅಳಿಸಿಬಿಡಬೇಡ. ಕಟ್ಟುವವರ ಮುಂದೆಯೇ ಅವರು ನಿನ್ನನ್ನು ಕೆಣಕಿ ಕೋಪಗೊಳಿಸಿದ್ದಾರಲ್ಲಾ.
[IRV | KN | OT | Nehemiah | Chapter 4 | Verse 6] ಆದರೂ ನಾವು ಕಟ್ಟುವ ಕೆಲಸವನ್ನು ಮುಂದುವರಿಸಿದೆವು. ಜನರು ಅದಕ್ಕೆ ಮನಸ್ಸು ಕೊಟ್ಟಿದ್ದರಿಂದ ಗೋಡೆಯೆಲ್ಲಾ ಅರ್ಧ ಎತ್ತರದವರೆಗೂ ಸಮನಾಗಿ ಕಟ್ಟಲಾಯಿತು.
[IRV | KN | OT | Nehemiah | Chapter 4 | Verse 7] ಸನ್ಬಲ್ಲಟನೂ, ಟೋಬೀಯನೂ, ಅರಬಿಯರೂ, ಅಮ್ಮೋನಿಯರೂ, ಅಷ್ಡೋದಿನವರೂ ಯೆರೂಸಲೇಮಿನ ಗೋಡೆಯ ಜೀರ್ಣೋದ್ಧಾರ ಕಾರ್ಯವು ಮುಂದುವರಿದು, ಅದರ ಸಂದುಗಳು ತಿರುಗಿ ಸರಿಯಾಗುತ್ತಾ ಬರುವುದನ್ನು ಕೇಳಿ ಬಹುಕೋಪಗೊಂಡರು.
[IRV | KN | OT | Nehemiah | Chapter 4 | Verse 8] ನಾವು ಒಟ್ಟಾಗಿ ಯೆರೂಸಲೇಮಿನವರಿಗೆ ವಿರುದ್ಧವಾಗಿ ಯುದ್ಧಕ್ಕೆ ಹೋಗಿ ಅವರನ್ನು ಗಲಿಬಿಲಿಗೊಳಿಸೋಣ ಎಂದು ಒಳಸಂಚು ಮಾಡಿಕೊಂಡರು.
[IRV | KN | OT | Nehemiah | Chapter 4 | Verse 9] ನಾವಾದರೋ ನಮ್ಮ ದೇವರಿಗೆ ಮೊರೆಯಿಟ್ಟು ಅವರಿಗೆ ವಿರುದ್ಧವಾಗಿ ಅವರು ಬರುವ ದಾರಿಯಲ್ಲಿ ಹಗಲಿರುಳು ಕಾವಲುಗಾರರನ್ನಿರಿಸಿದೆವು.
[IRV | KN | OT | Nehemiah | Chapter 4 | Verse 10] ಇತ್ತ ಯೆಹೂದ್ಯರು, “ಹೊರೆ ಹೊರುವವರ ಬಲವು ಕುಂದಿಹೋಯಿತು, ಧೂಳಿನ ರಾಶಿಯು ವಿಪರೀತವಾಗಿದೆ; ಈ ಗೋಡೆಯನ್ನು ಕಟ್ಟುವುದು ನಮ್ಮಿಂದ ಆಗುವುದಿಲ್ಲ” ಎಂದರು.
[IRV | KN | OT | Nehemiah | Chapter 4 | Verse 11] ಮತ್ತು ನಮ್ಮ ವಿರೋಧಿಗಳು, “ಅವರಿಗೆ ತಿಳಿಯದಂತೆ, ಗೋಚರವಾಗದಂತೆ ಫಕ್ಕನೆ ಅವರೊಳಗೆ ನುಗ್ಗಿ ಅವರನ್ನು ಕೊಂದು ಕೆಲಸವನ್ನು ನಿಲ್ಲಿಸಿಬಿಡೋಣ” ಎಂದುಕೊಳ್ಳುತ್ತಿದ್ದರು.
[IRV | KN | OT | Nehemiah | Chapter 4 | Verse 12] ಅವರ ನೆರೆಯೂರುಗಳಲ್ಲಿ ವಾಸಿಸುತ್ತಿದ್ದ ಯೆಹೂದ್ಯರು ಬಂದು ಬಂದು ನಮಗೆ, ನೀವು ಯಾವ ಕಡೆಗೆ ತಿರುಗಿಕೊಂಡರೂ ಎಲ್ಲಾ ಕಡೆಗಳಿಂದಲೂ ಅವರು ನಮ್ಮ ವಿರುದ್ಧವಾಗಿ ಯುದ್ಧಕ್ಕೆ ಬರುತ್ತಾರೆ ಎಂದು ಪದೇ ಪದೇ ಬಂದು ತಿಳಿಸುತ್ತಿದ್ದರು.
[IRV | KN | OT | Nehemiah | Chapter 4 | Verse 13] ಆಗ ನಾನು ಜನರಿಗೆ ಕತ್ತಿ, ಬಿಲ್ಲು, ಬರ್ಜಿಗಳನ್ನು ಹಿಡಿದುಕೊಂಡು ಗೋಡೆಯ ಹಿಂದಣ ತಗ್ಗಾದ ಬಯಲುಗಳಲ್ಲಿ ಗೋತ್ರಗೋತ್ರಗಳಾಗಿ ನಿಲ್ಲಬೇಕೆಂದು ಆಜ್ಞಾಪಿಸಿದೆನು.
[IRV | KN | OT | Nehemiah | Chapter 4 | Verse 14] ಆಗ ನಾನು ಅವರನ್ನು ಸಂದರ್ಶಿಸಿ ಅವರ ಮುಂದೆ ನಿಂತು ಶ್ರೀಮಂತರನ್ನೂ, ಅಧಿಕಾರಿಗಳನ್ನೂ, ಉಳಿದ ಜನರನ್ನೂ ಉದ್ದೇಶಿಸಿ, “ನಿಮ್ಮ ಹಗೆಗಳಿಗೆ ಹೆದರಬೇಡಿರಿ; ಮಹೋನ್ನತನೂ, ಭಯಂಕರನೂ ಆಗಿರುವ ಕರ್ತನನ್ನು ನೆನಪುಮಾಡಿಕೊಂಡು ನಿಮ್ಮ ಸಹೋದರರಿಗಾಗಿಯೂ, ಗಂಡು ಹೆಣ್ಣು ಮಕ್ಕಳಿಗಾಗಿಯೂ, ಹೆಂಡತಿಯರಿಗಾಗಿಯೂ, ನಿಮ್ಮ ಮನೆಗಳಿಗೋಸ್ಕರವೂ ಹೋರಾಡಿರಿ” ಎಂದು ಹೇಳಿದೆನು.
[IRV | KN | OT | Nehemiah | Chapter 4 | Verse 15] ನಮ್ಮ ಶತ್ರುಗಳು ತಮ್ಮ ಉದ್ದೇಶ ನಮಗೆ ಗೊತ್ತಾಯಿತೆಂದೂ ದೇವರು ಅದನ್ನು ವ್ಯರ್ಥಮಾಡಿದನೆಂದೂ ತಿಳಿದುಕೊಂಡಾಗ ಅವರು ನಮ್ಮನ್ನು ಬಿಟ್ಟು ಹೋದರು. ನಾವೆಲ್ಲರೂ ನಮ್ಮ ನಮ್ಮ ಪೌಳಿಗೋಡೆಯ ಕೆಲಸವನ್ನು ಪುನಃ ಪ್ರಾರಂಭಿಸಲು ತೊಡಗಿದೆವು.
