[VANDYKE | AR | OT | Proverbs | Chapter 11 | Verse 1] مَوَازِينُ غِشٍّ مَكْرَهَةُ ٱلرَّبِّ، وَٱلْوَزْنُ ٱلصَّحِيحُ رِضَاهُ.
[VANDYKE | AR | OT | Proverbs | Chapter 11 | Verse 2] تَأْتِي ٱلْكِبْرِيَاءُ فَيَأْتِي ٱلْهَوَانُ، وَمَعَ ٱلْمُتَوَاضِعِينَ حِكْمَةٌ.
[VANDYKE | AR | OT | Proverbs | Chapter 11 | Verse 3] اِسْتِقَامَةُ ٱلْمُسْتَقِيمِينَ تَهْدِيهِمْ، وَٱعْوِجَاجُ ٱلْغَادِرِينَ يُخْرِبُهُمْ.
[VANDYKE | AR | OT | Proverbs | Chapter 11 | Verse 4] لَا يَنْفَعُ ٱلْغِنَى فِي يَوْمِ ٱلسَّخَطِ، أَمَّا ٱلْبِرُّ فَيُنَجِّي مِنَ ٱلْمَوْتِ.
[VANDYKE | AR | OT | Proverbs | Chapter 11 | Verse 5] بِرُّ ٱلْكَامِلِ يُقَوِّمُ طَرِيقَهُ، أَمَّا ٱلشِّرِّيرُ فَيَسْقُطُ بِشَرِّهِ.
[VANDYKE | AR | OT | Proverbs | Chapter 11 | Verse 6] بِرُّ ٱلْمُسْتَقِيمِينَ يُنَجِّيهِمْ، أَمَّا ٱلْغَادِرُونَ فَيُؤْخَذُونَ بِفَسَادِهِمْ.
[VANDYKE | AR | OT | Proverbs | Chapter 11 | Verse 7] عِنْدَ مَوْتِ إِنْسَانٍ شِرِّيرٍ يَهْلِكُ رَجَاؤُهُ، وَمُنْتَظَرُ ٱلْأَثَمَةِ يَبِيدُ.
[VANDYKE | AR | OT | Proverbs | Chapter 11 | Verse 8] اَلصِّدِّيقُ يَنْجُو مِنَ ٱلضِّيقِ، وَيَأْتِي ٱلشِّرِّيرُ مَكَانَهُ.
[VANDYKE | AR | OT | Proverbs | Chapter 11 | Verse 9] بِٱلْفَمِ يُخْرِبُ ٱلْمُنَافِقُ صَاحِبَهُ، وَبِالْمَعْرِفَةِ يَنْجُو ٱلصِّدِّيقُونَ.
[VANDYKE | AR | OT | Proverbs | Chapter 11 | Verse 10] بِخَيْرِ ٱلصِّدِّيقِينَ تَفْرَحُ ٱلْمَدِينَةُ، وَعِنْدَ هَلَاكِ ٱلْأَشْرَارِ هُتَافٌ.
[VANDYKE | AR | OT | Proverbs | Chapter 11 | Verse 11] بِبَرَكَةِ ٱلْمُسْتَقِيمِينَ تَعْلُو ٱلْمَدِينَةُ، وَبِفَمِ ٱلْأَشْرَارِ تُهْدَمُ.
[VANDYKE | AR | OT | Proverbs | Chapter 11 | Verse 12] اَلْمُحْتَقِرُ صَاحِبَهُ هُوَ نَاقِصُ ٱلْفَهْمِ، أَمَّا ذُو ٱلْفَهْمِ فَيَسْكُتُ.
[VANDYKE | AR | OT | Proverbs | Chapter 11 | Verse 13] ٱلسَّاعِي بِٱلْوِشَايَةِ يُفْشِي ٱلسِّرَّ، وَٱلْأَمِينُ ٱلرُّوحِ يَكْتُمُ ٱلْأَمْرَ.
[VANDYKE | AR | OT | Proverbs | Chapter 11 | Verse 14] حَيْثُ لَا تَدْبِيرٌ يَسْقُطُ ٱلشَّعْبُ، أَمَّا ٱلْخَلَاصُ فَبِكَثْرَةِ ٱلْمُشِيرِينَ.
[VANDYKE | AR | OT | Proverbs | Chapter 11 | Verse 15] ضَرَرًا يُضَرُّ مَنْ يَضْمَنُ غَرِيبًا، وَمَنْ يُبْغِضُ صَفْقَ ٱلْأَيْدِي مُطْمَئِنٌّ.
[VANDYKE | AR | OT | Proverbs | Chapter 11 | Verse 16] اَلْمَرْأَةُ ذَاتُ ٱلنِّعْمَةِ تُحَصِّلُ كَرَامَةً، وَٱلْأَشِدَّاءُ يُحَصِّلُونَ غِنًى.
[VANDYKE | AR | OT | Proverbs | Chapter 11 | Verse 17] اَلرَّجُلُ ٱلرَّحِيمُ يُحْسِنُ إِلَى نَفْسِهِ، وَٱلْقَاسِي يُكَدِّرُ لَحْمَهُ.
[VANDYKE | AR | OT | Proverbs | Chapter 11 | Verse 18] اَلشِّرِّيرُ يَكْسَبُ أُجْرَةَ غِشٍّ، وَٱلزَّارِعُ ٱلْبِرَّ أُجْرَةَ أَمَانَةٍ.
[VANDYKE | AR | OT | Proverbs | Chapter 11 | Verse 19] كَمَا أَنَّ ٱلْبِرَّ يَؤُولُ إِلَى ٱلْحَيَاةِ كَذَلِكَ مَنْ يَتْبَعُ ٱلشَّرَّ فَإِلَى مَوْتِهِ.
[VANDYKE | AR | OT | Proverbs | Chapter 11 | Verse 20] كَرَاهَةُ ٱلرَّبِّ مُلْتَوُو ٱلْقَلْبِ، وَرِضَاهُ مُسْتَقِيمُو ٱلطَّرِيقِ.
[VANDYKE | AR | OT | Proverbs | Chapter 11 | Verse 21] يَدٌ لِيَدٍ لَا يَتَبَرَّرُ ٱلشِّرِّيرُ، أَمَّا نَسْلُ ٱلصِّدِّيقِينَ فَيَنْجُو.
[VANDYKE | AR | OT | Proverbs | Chapter 11 | Verse 22] خِزَامَةُ ذَهَبٍ فِي فِنْطِيسَةِ خِنْزِيرَةٍ ٱلْمَرْأَةُ ٱلْجَمِيلَةُ ٱلْعَدِيمَةُ ٱلْعَقْلِ.
[VANDYKE | AR | OT | Proverbs | Chapter 11 | Verse 23] شَهْوَةُ ٱلْأَبْرَارِ خَيْرٌ فَقَطْ. رَجَاءُ ٱلْأَشْرَارِ سَخَطٌ.
[VANDYKE | AR | OT | Proverbs | Chapter 11 | Verse 24] يُوجَدُ مَنْ يُفَرِّقُ فَيَزْدَادُ أَيْضًا، وَمَنْ يُمْسِكُ أَكْثَرَ مِنَ ٱللَّائِقِ وَإِنَّمَا إِلَى ٱلْفَقْرِ.
[VANDYKE | AR | OT | Proverbs | Chapter 11 | Verse 25] ٱلنَّفْسُ ٱلسَّخِيَّةُ تُسَمَّنُ، وَٱلْمُرْوِي هُوَ أَيْضًا يُرْوَى.
[VANDYKE | AR | OT | Proverbs | Chapter 11 | Verse 26] مُحْتَكِرُ ٱلْحِنْطَةِ يَلْعَنُهُ ٱلشَّعْبُ، وَٱلْبَرَكَةُ عَلَى رَأْسِ ٱلْبَائِعِ.
[VANDYKE | AR | OT | Proverbs | Chapter 11 | Verse 27] مَنْ يَطْلُبُ ٱلْخَيْرَ يَلْتَمِسُ ٱلرِّضَا، وَمَنْ يَطْلُبُ ٱلشَّرَّ فَٱلشَّرُّ يَأْتِيهِ.
[VANDYKE | AR | OT | Proverbs | Chapter 11 | Verse 28] مَنْ يَتَّكِلْ عَلَى غِنَاهُ يَسْقُطْ، أَمَّا ٱلصِّدِّيقُونَ فَيَزْهُونَ كَٱلْوَرَقِ.
[VANDYKE | AR | OT | Proverbs | Chapter 11 | Verse 29] مَنْ يُكَدِّرُ بَيْتَهُ يَرِثِ ٱلرِّيحَ، وَٱلْغَبِيُّ خَادِمٌ لِحَكِيمِ ٱلْقَلْبِ.
[VANDYKE | AR | OT | Proverbs | Chapter 11 | Verse 30] ثَمَرُ ٱلصِّدِّيقِ شَجَرَةُ حَيَاةٍ، وَرَابِحُ ٱلنُّفُوسِ حَكِيمٌ.
[VANDYKE | AR | OT | Proverbs | Chapter 11 | Verse 31] هُوَذَا ٱلصِّدِّيقُ يُجَازَى فِي ٱلْأَرْضِ، فَكَمْ بِٱلْحَرِيِّ ٱلشِّرِّيرُ وَٱلْخَاطِئُ!
