[VANDYKE | AR | OT | Job | Chapter 38 | Verse 1] ثُمَّ قَالَ الرَّبُّ لأَيُّوبَ مِنَ الْعَاصِفَةِ:
[VANDYKE | AR | OT | Job | Chapter 38 | Verse 2] «مَنْ ذَا الَّذِي يُظْلِمُ الْقَضَاءَ بِكَلامٍ مُجَرَّدٍ مِنَ الْمَعْرِفَةِ؟
[VANDYKE | AR | OT | Job | Chapter 38 | Verse 3] اشْدُدْ حَقَوَيْكَ كَرَجُلٍ لأَسْأَلَكَ فَتُجِيبَنِي
[VANDYKE | AR | OT | Job | Chapter 38 | Verse 4] أَيْنَ كُنْتَ عِنْدَمَا أَسَّسْتُ الأَرْضَ؟ أَخْبِرْنِي إِنْ كُنْتَ ذَا حِكْمَةٍ.
[VANDYKE | AR | OT | Job | Chapter 38 | Verse 5] مَنْ حَدَّدَ مَقَايِيسَهَا، إِنْ كُنْتَ حَقّاً تَعْرِفُ؟ أَوْ مَنْ مَدَّ عَلَيْهَا خَيْطَ الْقِيَاسِ؟
[VANDYKE | AR | OT | Job | Chapter 38 | Verse 6] عَلَى أَيِّ شَيْءٍ اسْتَقَرَّتْ قَوَاعِدُهَا؟ وَمَنْ وَضَعَ حَجَرَ زَاوِيَتِهَا؟
[VANDYKE | AR | OT | Job | Chapter 38 | Verse 7] بَيْنَمَا كَانَتْ كَوَاكِبُ السَّمَاءِ تَتَرَنَّمُ مَعاً وَمَلائِكَةُ اللهِ تَهْتِفُ بِفَرَحٍ.
[VANDYKE | AR | OT | Job | Chapter 38 | Verse 8] مَنْ حَجَزَ الْبَحْرَ بِبَوَّابَاتٍ، عِنْدَمَا انْدَفَقَ مِنْ رَحِمِ الأَرْضِ،
[VANDYKE | AR | OT | Job | Chapter 38 | Verse 9] حِينَ جَعَلْتُ السُّحُبَ لِبَاساً لَهُ وَالظُّلْمَةَ قِمَاطَهُ،
[VANDYKE | AR | OT | Job | Chapter 38 | Verse 10] عِنْدَمَا عَيَّنْتُ لَهُ حُدُوداً، وَأَثْبَتُّ بَوَّابَاتِهِ وَمَغَالِيقَهُ فِي مَوَاضِعِهَا،
[VANDYKE | AR | OT | Job | Chapter 38 | Verse 11] وَقُلْتُ لَهُ: إِلَى هُنَا تُخُومُكَ فَلا تَتَعَدَّاهَا، وَهُنَا يَتَوَقَّفُ عُتُوُّ أَمْوَاجِكَ؟
[VANDYKE | AR | OT | Job | Chapter 38 | Verse 12] هَلْ أَمَرْتَ مَرَّةً الصُّبْحَ فِي أَيَّامِكَ، وَأَرَيْتَ الْفَجْرَ مَوْضِعَهُ،
[VANDYKE | AR | OT | Job | Chapter 38 | Verse 13] لِيَقْبِضَ عَلَى أَكْنَافِ الأَرْضِ وَيَنْفُضَ الأَشْرَارَ مِنْهَا؟
[VANDYKE | AR | OT | Job | Chapter 38 | Verse 14] تَتَشَكَّلُ كَطِينٍ تَحْتَ الْخَاتَمِ، وَتَبْدُو مَعَالِمُهَا كَمَعَالِمِ الرِّدَاءِ.
[VANDYKE | AR | OT | Job | Chapter 38 | Verse 15] يَمْتَنِعُ النُّورُ عَنِ الأَشْرَارِ، وَتَتَحَطَّمُ ذِرَاعُهُمُ الْمُرْتَفِعَةُ.
[VANDYKE | AR | OT | Job | Chapter 38 | Verse 16] هَلْ غُصْتَ إِلَى يَنَابِيعِ الْبَحْرِ، أَمْ دَلَفْتَ إِلَى مَقَاصِيرِ اللُّجَجِ؟
[VANDYKE | AR | OT | Job | Chapter 38 | Verse 17] هَلِ اطَّلَعْتَ عَلَى أَبْوَابِ الْمَنِيَّةِ، أَمْ رَأَيْتَ بَوَّابَاتِ ظِلالِ الْمَوْتِ؟
[VANDYKE | AR | OT | Job | Chapter 38 | Verse 18] هَلْ أَحَطْتَ بِعَرْضِ الأَرْضِ؟ أَخْبِرْنِي إِنْ كُنْتَ بِكُلِّ هَذَا عَلِيماً.
[VANDYKE | AR | OT | Job | Chapter 38 | Verse 19] أَيْنَ الطَّرِيقُ إِلَى مَقَرِّ النُّورِ، وَأَيْنَ مُسْتَقَرُّ الظُّلْمَةِ؟
[VANDYKE | AR | OT | Job | Chapter 38 | Verse 20] حَتَّى تَقُودَهَا إِلَى تُخُومِهَا وَتَعْرِفَ سُبُلَ مَسْكَنِهَا؟
[VANDYKE | AR | OT | Job | Chapter 38 | Verse 21] حَقّاً أَنْتَ تَعْرِفُهَا لأَنَّكَ آنَئِذٍ كُنْتَ قَدْ وُلِدْتَ وَعِشْتَ أَيَّاماً طَوِيلَةً!
[VANDYKE | AR | OT | Job | Chapter 38 | Verse 22] هَلْ دَخَلْتَ إِلَى مَخَازِنِ الثَّلْجِ، أَمْ رَأَيْتَ خَزَائِنَ الْبَرَدِ،
[VANDYKE | AR | OT | Job | Chapter 38 | Verse 23] الَّتِي ادَّخَرْتُهَا لأَوْقَاتِ الضِّيقِ، لِيَوْمِ الْمَعْرَكَةِ وَالْحَرْبِ؟
[VANDYKE | AR | OT | Job | Chapter 38 | Verse 24] مَا هُوَ السَّبِيلُ إِلَى مَوْضِعِ انْتِشَارِ النُّورِ، أَوْ أَيْنَ تَتَوَزَّعُ الرِّيحُ الشَّرْقِيَّةُ عَلَى الأَرْضِ؟
