[VANDYKE | AR | OT | Job | Chapter 21 | Verse 1] فَأَجَابَ أَيُّوبُ وَقَالَ:
[VANDYKE | AR | OT | Job | Chapter 21 | Verse 2] «اِسْمَعُوا قَوْلِي سَمْعًا، وَلْيَكُنْ هَذَا تَعْزِيَتَكُمْ.
[VANDYKE | AR | OT | Job | Chapter 21 | Verse 3] اِحْتَمِلُونِي وَأَنَا أَتَكَلَّمُ، وَبَعْدَ كَلَامِي ٱسْتَهْزِئُوا.
[VANDYKE | AR | OT | Job | Chapter 21 | Verse 4] أَمَّا أَنَا فَهَلْ شَكْوَايَ مِنْ إِنْسَانٍ، وَإِنْ كَانَتْ، فَلِمَاذَا لَا تَضِيقُ رُوحِي؟
[VANDYKE | AR | OT | Job | Chapter 21 | Verse 5] تَفَرَّسُوا فِيَّ وَتَعَجَّبُوا وَضَعُوا ٱلْيَدَ عَلَى ٱلْفَمِ.
[VANDYKE | AR | OT | Job | Chapter 21 | Verse 6] «عِنْدَمَا أَتَذَكَّرُ أَرْتَاعُ، وَأَخَذَتْ بَشَرِي رِعْدَةٌ.
[VANDYKE | AR | OT | Job | Chapter 21 | Verse 7] لِمَاذَا تَحْيَا ٱلْأَشْرَارُ وَيَشِيخُونَ، نَعَمْ وَيَتَجَبَّرُونَ قُوَّةً؟
[VANDYKE | AR | OT | Job | Chapter 21 | Verse 8] نَسْلُهُمْ قَائِمٌ أَمَامَهُمْ مَعَهُمْ، وَذُرِّيَّتُهُمْ فِي أَعْيُنِهِمْ.
[VANDYKE | AR | OT | Job | Chapter 21 | Verse 9] بُيُوتُهُمْ آمِنَةٌ مِنَ ٱلْخَوْفِ، وَلَيْسَ عَلَيْهِمْ عَصَا ٱللهِ.
[VANDYKE | AR | OT | Job | Chapter 21 | Verse 10] ثَوْرُهُمْ يُلْقِحُ وَلَا يُخْطِئُ. بَقَرَتُهُمْ تُنْتِجُ وَلَا تُسْقِطُ.
[VANDYKE | AR | OT | Job | Chapter 21 | Verse 11] يُسْرِحُونَ مِثْلَ ٱلْغَنَمِ رُضَّعَهُمْ، وَأَطْفَالُهُمْ تَرْقُصُ.
[VANDYKE | AR | OT | Job | Chapter 21 | Verse 12] يَحْمِلُونَ ٱلدُّفَّ وَٱلْعُودَ، وَيُطْرِبُونَ بِصَوْتِ ٱلْمِزْمَارِ.
[VANDYKE | AR | OT | Job | Chapter 21 | Verse 13] يَقْضُونَ أَيَّامَهُمْ بِٱلْخَيْرِ. فِي لَحْظَةٍ يَهْبِطُونَ إِلَى ٱلْهَاوِيَةِ.
[VANDYKE | AR | OT | Job | Chapter 21 | Verse 14] فَيَقُولُونَ لِلهِ: ٱبْعُدْ عَنَّا، وَبِمَعْرِفَةِ طُرُقِكَ لَا نُسَرُّ.
[VANDYKE | AR | OT | Job | Chapter 21 | Verse 15] مَنْ هُوَ ٱلْقَدِيرُ حَتَّى نَعْبُدَهُ؟ وَمَاذَا نَنْتَفِعُ إِنِ ٱلْتَمَسْنَاهُ؟
[VANDYKE | AR | OT | Job | Chapter 21 | Verse 16] «هُوَذَا لَيْسَ فِي يَدِهِمْ خَيْرُهُمْ. لِتَبْعُدْ عَنِّي مَشُورَةُ ٱلْأَشْرَارِ.
[VANDYKE | AR | OT | Job | Chapter 21 | Verse 17] كَمْ يَنْطَفِئُ سِرَاجُ ٱلْأَشْرَارِ، وَيَأْتِي عَلَيْهِمْ بَوَارُهُمْ؟ أَوْ يَقْسِمُ لَهُمْ أَوْجَاعًا فِي غَضَبِهِ؟
[VANDYKE | AR | OT | Job | Chapter 21 | Verse 18] أَوْ يَكُونُونَ كَٱلتِّبْنِ قُدَّامَ ٱلرِّيحِ، وَكَالْعُصَافَةِ ٱلَّتِي تَسْرِقُهَا ٱلزَّوْبَعَةُ؟
[VANDYKE | AR | OT | Job | Chapter 21 | Verse 19] ٱللهُ يَخْزِنُ إِثْمَهُ لِبَنِيهِ. لِيُجَازِهِ نَفْسَهُ فَيَعْلَمَ.
[VANDYKE | AR | OT | Job | Chapter 21 | Verse 20] لِتَنْظُرْ عَيْنَاهُ هَلَاكَهُ، وَمِنْ حُمَةِ ٱلْقَدِيرِ يَشْرَبْ.
[VANDYKE | AR | OT | Job | Chapter 21 | Verse 21] فَمَا هِيَ مَسَرَّتُهُ فِي بَيْتِهِ بَعْدَهُ، وَقَدْ تَعَيَّنَ عَدَدُ شُهُورِهِ؟
