[VANDYKE | AR | OT | Job | Chapter 20 | Verse 1] فَأَجَابَ صُوفَرُ النَّعْمَاتِيُّ:
[VANDYKE | AR | OT | Job | Chapter 20 | Verse 2] «إِنَّ خَوَاطِرِي، مِنْ جَرَّاءِ كَلامِكَ، تَحْفِزُنِي لِلْكَلامِ وَتُثِيرُنِي لِلرَّدِّ عَلَيْكَ.
[VANDYKE | AR | OT | Job | Chapter 20 | Verse 3] سَمِعْتُ تَوْبِيخاً يُعَيِّرُنِي، وَأَجَابَنِي رُوحٌ مِنْ فِطْنَتِي.
[VANDYKE | AR | OT | Job | Chapter 20 | Verse 4] أَمَا عَلِمْتَ هَذَا مُنْذُ الْقِدَمِ، مُنْذُ أَنْ خُلِقَ الإِنْسَانُ عَلَى الأَرْضِ،
[VANDYKE | AR | OT | Job | Chapter 20 | Verse 5] أَنَّ طَرَبَ الشِّرِّيرِ إِلَى حِينٍ، وَأَنَّ فَرَحَ الْفَاجِرِ إِلَى لَحْظَةٍ؟
[VANDYKE | AR | OT | Job | Chapter 20 | Verse 6] مَهْمَا بَلَغَتْ كِبْرِيَاؤُهُ السَّمَاوَاتِ وَمَسَّتْ هَامَتُهُ الْغَمَامَ،
[VANDYKE | AR | OT | Job | Chapter 20 | Verse 7] فَإِنَّهُ سَيَبِيدُ كَبِرَازِهِ، فَيَتَسَاءَلُ الَّذِينَ يَعْرِفُونَهُ، مُنْدَهِشِينَ: أَيْنَ هُوَ؟
[VANDYKE | AR | OT | Job | Chapter 20 | Verse 8] يَتَلاشَى كَحُلْمٍ وَلا يَبْقَى مِنْهُ أَثَرٌ، وَيَضْمَحِلُّ كَرُؤْيَا اللَّيْلِ،
[VANDYKE | AR | OT | Job | Chapter 20 | Verse 9] وَالْعَيْنُ الَّتِي أَبْصَرَتْهُ لَا تَعُودُ تَرَاهُ ثَانِيَةً، وَلا يُعَايِنُهُ مَكَانُهُ فِيمَا بَعْدُ.
[VANDYKE | AR | OT | Job | Chapter 20 | Verse 10] يَسْتَجْدِي أَوْلادُهُ مِنَ الْفُقَرَاءِ، وَتَرُدُّ يَدَاهُ ثَرْوَتَهُ المَسْلُوبَةَ.
[VANDYKE | AR | OT | Job | Chapter 20 | Verse 11] حَيَوِيَّةُ عِظَامِهِ تُدْفَنُ فِي عِزِّ قُوَّتِهِ،
[VANDYKE | AR | OT | Job | Chapter 20 | Verse 12] يَتَذَوَّقُ الشَّرَّ فَيَحْلُو فِي فَمِهِ، فَيُبْقِيهِ تَحْتَ لِسَانِهِ،
[VANDYKE | AR | OT | Job | Chapter 20 | Verse 13] وَيَمْقُتُ أَنْ يَقْذِفَهُ، بَلْ يَدَّخِرُهُ فِي فَمِهِ!
[VANDYKE | AR | OT | Job | Chapter 20 | Verse 14] فَيَتَحَوَّلُ طَعَامُهُ فِي أَمْعَائِهِ إِلَى مَرَارَةٍ كَالسُّمُومِ.
[VANDYKE | AR | OT | Job | Chapter 20 | Verse 15] وَيَتَقَيَّأُ مَا ابْتَلَعَهُ مِنْ أَمْوَالٍ، وَيَسْتَخْرِجُهَا اللهُ مِنْ جَوْفِهِ.
[VANDYKE | AR | OT | Job | Chapter 20 | Verse 16] لَقَدْ رَضَعَ سُمَّ الصِّلِّ، فَقَتَلَهُ لِسَانُ الأَفْعَى.
[VANDYKE | AR | OT | Job | Chapter 20 | Verse 17] لَنْ تَكْتَحِلَ عَيْنَاهُ بِمَرْأَى الأَنْهَارِ الْجَارِيَةِ، وَلا بِالْجَدَاوِلِ الْفَيَّاضَةِ بِالْعَسَلِ وَالزُّبْدِ.
[VANDYKE | AR | OT | Job | Chapter 20 | Verse 18] يَرُدُّ ثِمَارَ تَعَبِهِ وَلا يَبْلَعُهُ وَلا يَسْتَمْتِعُ بِكَسْبِ تِجَارَتِهِ.
[VANDYKE | AR | OT | Job | Chapter 20 | Verse 19] لأَنَّهُ هَضَمَ حَقَّ الْفُقَرَاءِ وَخَذَلَهُمْ وَسَلَبَ بُيُوتاً لَمْ يَبْنِهَا.
[VANDYKE | AR | OT | Job | Chapter 20 | Verse 20] وَإِذْ لَا يَعْرِفُ طَمَعُهُ قَنَاعَةً، فَإِنَّهُ لَنْ يَدَّخِرَ شَيْئاً يَسْتَمْتِعُ بِهِ.
[VANDYKE | AR | OT | Job | Chapter 20 | Verse 21] لَمْ يُبْقِ نَهَمُهُ عَلَى شَيْءٍ، لِذَلِكَ لَنْ يَدُومَ خَيْرُهُ.
[VANDYKE | AR | OT | Job | Chapter 20 | Verse 22] فِي وَفْرَةِ سِعَتِهِ يُصِيبُهُ الضَّنْكُ، وَتَحُلُّ بِهِ أَقْسَى الْكَوَارِثِ.
[VANDYKE | AR | OT | Job | Chapter 20 | Verse 23] وَعِنْدَمَا يَمْلأُ بَطْنَهُ يَنْفُثُ عَلَيْهِ اللهُ غَضَبَهُ الْحَارِقَ وَيُمْطِرُهُ عَلَيْهِ طَعَاماً لَهُ.
[VANDYKE | AR | OT | Job | Chapter 20 | Verse 24] إِنْ فَرَّ مِنْ آلَةِ حَرْبٍ مِنْ حَدِيدٍ، تَخْتَرِقْهُ قَوْسُ النُّحَاسِ.
[VANDYKE | AR | OT | Job | Chapter 20 | Verse 25] اخْتَرَقَتْهُ عَمِيقاً وَخَرَجَتْ مِنْ جَسَدِهِ، وَنَفَذَ حَدُّهَا اللّامِعُ مِنْ مَرَارَتِهِ، وَحَلَّ بِهِ رُعْبٌ.
[VANDYKE | AR | OT | Job | Chapter 20 | Verse 26] كُلُّ ظُلْمَةٍ تَتَرَبَّصُ بِذَخَائِرِهِ، وَتَأْكُلُهُ نَارٌ لَمْ تُنْفَخْ، وَتَلْتَهِمُ مَا بَقِيَ مِنْ خَيْمَتِهِ.
[VANDYKE | AR | OT | Job | Chapter 20 | Verse 27] تَفْضَحُ السَّمَاوَاتُ إِثْمَهُ، وَتَتَمَرَّدُ الأَرْضُ عَلَيْهِ،
[VANDYKE | AR | OT | Job | Chapter 20 | Verse 28] تَفْنَى مُدَّخَرَاتُ بَيْتِهِ وَتحْتَرِقُ فِي يَوْمِ غَضَبِ الرَّبِّ.
[VANDYKE | AR | OT | Job | Chapter 20 | Verse 29] هَذَا هُوَ الْمَصِيرُ الَّذِي يُعِدُّهُ اللهُ للأَشْرَارِ، وَالْمِيرَاثُ الَّذِي كَتَبَهُ اللهُ لَهُمْ».
