[VANDYKE | AR | OT | Job | Chapter 8 | Verse 1] فَأَجَابَ بِلْدَدُ ٱلشُّوحِيُّ وَقَالَ:
[VANDYKE | AR | OT | Job | Chapter 8 | Verse 2] «إِلَى مَتَى تَقُولُ هَذَا، وَتَكُونُ أَقْوَالُ فِيكَ رِيحًا شَدِيدَةً؟
[VANDYKE | AR | OT | Job | Chapter 8 | Verse 3] هَلِ ٱللهُ يُعَوِّجُ ٱلْقَضَاءَ، أَوِ ٱلْقَدِيرُ يَعْكِسُ ٱلْحَقَّ؟
[VANDYKE | AR | OT | Job | Chapter 8 | Verse 4] إِذْ أَخْطَأَ إِلَيْهِ بَنُوكَ، دَفَعَهُمْ إِلَى يَدِ مَعْصِيَتِهِمْ.
[VANDYKE | AR | OT | Job | Chapter 8 | Verse 5] فَإِنْ بَكَّرْتَ أَنْتَ إِلَى ٱللهِ وَتَضَرَّعْتَ إِلَى ٱلْقَدِيرِ،
[VANDYKE | AR | OT | Job | Chapter 8 | Verse 6] إِنْ كُنْتَ أَنْتَ زَكِيًّا مُسْتَقِيمًا، فَإِنَّهُ ٱلْآنَ يَتَنَبَّهُ لَكَ وَيُسْلِمُ مَسْكَنَ بِرِّكَ.
[VANDYKE | AR | OT | Job | Chapter 8 | Verse 7] وَإِنْ تَكُنْ أُولَاكَ صَغِيرَةً فَآخِرَتُكَ تَكْثُرُ جِدًّا.
[VANDYKE | AR | OT | Job | Chapter 8 | Verse 8] «اِسْأَلِ ٱلْقُرُونَ ٱلْأُولَى وَتَأَكَّدْ مَبَاحِثَ آبَائِهِمْ،
[VANDYKE | AR | OT | Job | Chapter 8 | Verse 9] لِأَنَّنَا نَحْنُ مِنْ أَمْسٍ وَلَا نَعْلَمُ، لِأَنَّ أَيَّامَنَا عَلَى ٱلْأَرْضِ ظِلٌّ.
[VANDYKE | AR | OT | Job | Chapter 8 | Verse 10] فَهَلَّا يُعْلِمُونَكَ؟ يَقُولُونَ لَكَ، وَمِنْ قُلُوبِهِمْ يُخْرِجُونَ أَقْوَالًا قَائِلِينَ:
[VANDYKE | AR | OT | Job | Chapter 8 | Verse 11] هَلْ يَنْمِي ٱلْبَرْدِيُّ فِي غَيْرِ ٱلْغَمَقَةِ، أَوْ تَنْبُتُ ٱلْحَلْفَاءُ بِلَا مَاءٍ؟
[VANDYKE | AR | OT | Job | Chapter 8 | Verse 12] وَهُوَ بَعْدُ فِي نَضَارَتِهِ لَمْ يُقْطَعْ، يَيْبَسُ قَبْلَ كُلِّ ٱلْعُشْبِ.
[VANDYKE | AR | OT | Job | Chapter 8 | Verse 13] هَكَذَا سُبُلُ كُلِّ ٱلنَّاسِينَ ٱللهَ، وَرَجَاءُ ٱلْفَاجِرِ يَخِيبُ،
[VANDYKE | AR | OT | Job | Chapter 8 | Verse 14] فَيَنْقَطِعُ ٱعْتِمَادُهُ، وَمُتَّكَلُهُ بَيْتُ ٱلْعَنْكَبُوتِ!
[VANDYKE | AR | OT | Job | Chapter 8 | Verse 15] يَسْتَنِدُ إِلَى بَيْتِهِ فَلَا يَثْبُتُ. يَتَمَسَّكُ بِهِ فَلَا يَقُومُ.
[VANDYKE | AR | OT | Job | Chapter 8 | Verse 16] هُوَ رَطْبٌ تُجَاهَ ٱلشَّمْسِ وَعَلَى جَنَّتِهِ تَنْبُتُ خَرَاعِيبُهُ.
[VANDYKE | AR | OT | Job | Chapter 8 | Verse 17] وَأُصُولُهُ مُشْتَبِكَةٌ فِي ٱلرُّجْمَةِ، فَتَرَى مَحَلَّ ٱلْحِجَارَةِ.
[VANDYKE | AR | OT | Job | Chapter 8 | Verse 18] إِنِ ٱقْتَلَعَهُ مِنْ مَكَانِهِ، يَجْحَدُهُ قَائِلًا: مَا رَأَيْتُكَ!
[VANDYKE | AR | OT | Job | Chapter 8 | Verse 19] هَذَا هُوَ فَرَحُ طَرِيقِهِ، وَمِنَ ٱلتُّرَابِ يَنْبُتُ آخَرُ.
[VANDYKE | AR | OT | Job | Chapter 8 | Verse 20] «هُوَذَا ٱللهُ لَا يَرْفُضُ ٱلْكَامِلَ، وَلَا يَأْخُذُ بِيَدِ فَاعِلِي ٱلشَّرِّ.
[VANDYKE | AR | OT | Job | Chapter 8 | Verse 21] عِنْدَمَا يَمْلَأُ فَاكَ ضَحِكًا، وَشَفَتَيْكَ هُتَافًا،
[VANDYKE | AR | OT | Job | Chapter 8 | Verse 22] يَلْبَسُ مُبْغِضُوكَ خِزْيًا، أَمَّا خَيْمَةُ ٱلْأَشْرَارِ فَلَا تَكُونُ».
