[VANDYKE | AR | OT | Job | Chapter 4 | Verse 1] فَأجَابَ أَلِيفَازُ ٱلتَّيمَانِيُّ وَقَالَ:
[VANDYKE | AR | OT | Job | Chapter 4 | Verse 2] «إِنِ ٱمْتَحَنَ أَحَدٌ كَلِمَةً مَعَكَ، فَهَلْ تَسْتَاءُ؟ وَلَكِنْ مَنْ يَسْتَطِيعُ ٱلِٱمْتِنَاعَ عَنِ ٱلْكَلَامِ؟
[VANDYKE | AR | OT | Job | Chapter 4 | Verse 3] هَا أَنْتَ قَدْ أَرْشَدْتَ كَثِيرِينَ، وَشَدَّدْتَ أَيَادِيَ مُرْتَخِيَةً.
[VANDYKE | AR | OT | Job | Chapter 4 | Verse 4] قَدْ أَقَامَ كَلَامُكَ ٱلْعَاثِرَ، وَثَبَّتَّ ٱلرُّكَبَ ٱلْمُرْتَعِشَةَ!
[VANDYKE | AR | OT | Job | Chapter 4 | Verse 5] وَٱلْآنَ إِذْ جَاءَ عَلَيْكَ ضَجِرْتَ، إِذْ مَسَّكَ ٱرْتَعْتَ.
[VANDYKE | AR | OT | Job | Chapter 4 | Verse 6] أَلَيْسَتْ تَقْوَاكَ هِيَ مُعْتَمَدَكَ، وَرَجَاؤُكَ كَمَالَ طُرُقِكَ؟
[VANDYKE | AR | OT | Job | Chapter 4 | Verse 7] اُذْكُرْ: مَنْ هَلَكَ وَهُوَ بَرِيءٌ، وَأَيْنَ أُبِيدَ ٱلْمُسْتَقِيمُونَ؟
[VANDYKE | AR | OT | Job | Chapter 4 | Verse 8] كَمَا قَدْ رَأَيْتَ: أَنَّ ٱلْحَارِثِينَ إِثْمًا، وَٱلزَّارِعِينَ شَقَاوَةً يَحْصُدُونَهَا.
[VANDYKE | AR | OT | Job | Chapter 4 | Verse 9] بِنَسَمَةِ ٱللهِ يَبِيدُونَ، وَبِرِيحِ أَنْفِهِ يَفْنَوْنَ.
[VANDYKE | AR | OT | Job | Chapter 4 | Verse 10] زَمْجَرَةُ ٱلْأَسَدِ وَصَوْتُ ٱلزَّئِيرِ وَأَنْيَابُ ٱلْأَشْبَالِ تَكَسَّرَتْ.
[VANDYKE | AR | OT | Job | Chapter 4 | Verse 11] اَللَّيْثُ هَالِكٌ لِعَدَمِ ٱلْفَرِيسَةِ، وَأَشْبَالُ ٱللَّبْوَةِ تَبَدَّدَتْ.
[VANDYKE | AR | OT | Job | Chapter 4 | Verse 12] «ثُمَّ إِلَيَّ تَسَلَّلَتْ كَلِمَةٌ، فَقَبِلَتْ أُذُنِي مِنْهَا رِكْزًا.
[VANDYKE | AR | OT | Job | Chapter 4 | Verse 13] فِي ٱلْهَوَاجِسِ مِنْ رُؤَى ٱللَّيْلِ، عِنْدَ وُقُوعِ سُبَاتٍ عَلَى ٱلنَّاسِ،
[VANDYKE | AR | OT | Job | Chapter 4 | Verse 14] أَصَابَنِي رُعْبٌ وَرِعْدَةٌ، فَرَجَفَتْ كُلَّ عِظَامِي.
[VANDYKE | AR | OT | Job | Chapter 4 | Verse 15] فَمَرَّتْ رُوحٌ عَلَى وَجْهِي، ٱقْشَعَرَّ شَعْرُ جَسَدِي.
[VANDYKE | AR | OT | Job | Chapter 4 | Verse 16] وَقَفَتْ وَلَكِنِّي لَمْ أَعْرِفْ مَنْظَرَهَا، شِبْهٌ قُدَّامَ عَيْنَيَّ. سَمِعْتُ صَوْتًا مُنْخَفِضًا:
[VANDYKE | AR | OT | Job | Chapter 4 | Verse 17] أَٱلْإِنْسَانُ أَبَرُّ مِنَ ٱللهِ؟ أَمِ ٱلرَّجُلُ أَطْهَرُ مِنْ خَالِقِهِ؟
[VANDYKE | AR | OT | Job | Chapter 4 | Verse 18] هُوَذَا عَبِيدُهُ لَا يَأْتَمِنُهُمْ، وَإِلَى مَلَائِكَتِهِ يَنْسِبُ حَمَاقَةً،
[VANDYKE | AR | OT | Job | Chapter 4 | Verse 19] فَكَمْ بِٱلْحَرِيِّ سُكَّانُ بُيُوتٍ مِنْ طِينٍ، ٱلَّذِينَ أَسَاسُهُمْ فِي ٱلتُّرَابِ، وَيُسْحَقُونَ مِثْلَ ٱلْعُثِّ؟
[VANDYKE | AR | OT | Job | Chapter 4 | Verse 20] بَيْنَ ٱلصَّبَاحِ وَٱلْمَسَاءِ يُحَطَّمُونَ. بِدُونِ مُنْتَبِهٍ إِلَيْهِمْ إِلَى ٱلْأَبَدِ يَبِيدُونَ.
[VANDYKE | AR | OT | Job | Chapter 4 | Verse 21] أَمَا ٱنْتُزِعَتْ مِنْهُمْ طُنُبُهُمْ؟ يَمُوتُونَ بِلَا حِكْمَةٍ.
