[VANDYKE | AR | OT | Job | Chapter 12 | Verse 1] فَأَجَابَ أَيُّوبُ وَقَالَ:
[VANDYKE | AR | OT | Job | Chapter 12 | Verse 2] «صَحِيحٌ إِنَّكُمْ أَنْتُمْ شَعْبٌ وَمَعَكُمْ تَمُوتُ ٱلْحِكْمَةُ!
[VANDYKE | AR | OT | Job | Chapter 12 | Verse 3] غَيْرَ أَنَّهُ لِي فَهْمٌ مِثْلَكُمْ. لَسْتُ أَنَا دُونَكُمْ. وَمَنْ لَيْسَ عِنْدَهُ مِثْلُ هَذِهِ؟
[VANDYKE | AR | OT | Job | Chapter 12 | Verse 4] رَجُلًا سُخْرَةً لِصَاحِبِهِ صِرْتُ. دَعَا ٱللهَ فَٱسْتَجَابَهُ. سُخْرَةٌ هُوَ ٱلصِّدِّيقُ ٱلْكَامِلُ.
[VANDYKE | AR | OT | Job | Chapter 12 | Verse 5] لِلْمُبْتَلِي هَوَانٌ فِي أَفْكَارِ ٱلْمُطْمَئِنِّ، مُهَيَّأٌ لِمَنْ زَلَّتْ قَدَمُهُ.
[VANDYKE | AR | OT | Job | Chapter 12 | Verse 6] خِيَامُ ٱلْمُخَرِّبِينَ مُسْتَرِيحَةٌ، وَٱلَّذِينَ يُغِيظُونَ ٱللهَ مُطْمَئِنُّونَ، ٱلَّذِينَ يَأْتُونَ بِإِلَهِهِمْ فِي يَدِهِمْ!
[VANDYKE | AR | OT | Job | Chapter 12 | Verse 7] «فَٱسْأَلِ ٱلْبَهَائِمَ فَتُعَلِّمَكَ، وَطُيُورَ ٱلسَّمَاءِ فَتُخْبِرَكَ.
[VANDYKE | AR | OT | Job | Chapter 12 | Verse 8] أَوْ كَلِّمِ ٱلْأَرْضَ فَتُعَلِّمَكَ، وَيُحَدِّثَكَ سَمَكُ ٱلْبَحْرِ.
[VANDYKE | AR | OT | Job | Chapter 12 | Verse 9] مَنْ لَا يَعْلَمُ مِنْ كُلِّ هَؤُلَاءِ أَنَّ يَدَ ٱلرَّبِّ صَنَعَتْ هَذَا؟
[VANDYKE | AR | OT | Job | Chapter 12 | Verse 10] ٱلَّذِي بِيَدِهِ نَفَسُ كُلِّ حَيٍّ وَرُوحُ كُلِّ ٱلْبَشَرِ.
[VANDYKE | AR | OT | Job | Chapter 12 | Verse 11] أَفَلَيْسَتِ ٱلْأُذُنُ تَمْتَحِنُ ٱلْأَقْوَالَ، كَمَا أَنَّ ٱلْحَنَكَ يَسْتَطْعِمُ طَعَامَهُ؟
[VANDYKE | AR | OT | Job | Chapter 12 | Verse 12] عِنْدَ ٱلشَّيْبِ حِكْمَةٌ، وَطُولُ ٱلْأَيَّامِ فَهْمٌ.
[VANDYKE | AR | OT | Job | Chapter 12 | Verse 13] «عِنْدَهُ ٱلْحِكْمَةُ وَٱلْقُدْرَةُ. لَهُ ٱلْمَشُورَةُ وَٱلْفِطْنَةُ.
[VANDYKE | AR | OT | Job | Chapter 12 | Verse 14] هُوَذَا يَهْدِمُ فَلَا يُبْنَى. يُغْلِقُ عَلَى إِنْسَانٍ فَلَا يُفْتَحُ.
[VANDYKE | AR | OT | Job | Chapter 12 | Verse 15] يَمْنَعُ ٱلْمِيَاهَ فَتَيْبَسُ. يُطْلِقُهَا فَتَقْلِبُ ٱلْأَرْضَ.
[VANDYKE | AR | OT | Job | Chapter 12 | Verse 16] عِنْدَهُ ٱلْعِزُّ وَٱلْفَهْمُ. لَهُ ٱلْمُضِلُّ وَٱلْمُضَلُّ.
[VANDYKE | AR | OT | Job | Chapter 12 | Verse 17] يَذْهَبُ بِٱلْمُشِيرِينَ أَسْرَى، وَيُحَمِّقُ ٱلْقُضَاةَ.
[VANDYKE | AR | OT | Job | Chapter 12 | Verse 18] يَحُلُّ مَنَاطِقَ ٱلْمُلُوكِ، وَيَشُدُّ أَحْقَاءَهُمْ بِوِثَاقٍ.
[VANDYKE | AR | OT | Job | Chapter 12 | Verse 19] يَذْهَبُ بِٱلْكَهَنَةِ أَسْرَى، وَيَقْلِبُ ٱلْأَقْوِيَاءَ.
[VANDYKE | AR | OT | Job | Chapter 12 | Verse 20] يَقْطَعُ كَلَامَ ٱلْأُمَنَاءِ، وَيَنْزِعُ ذَوْقَ ٱلشُّيُوخِ.
[VANDYKE | AR | OT | Job | Chapter 12 | Verse 21] يُلْقِي هَوَانًا عَلَى ٱلشُّرَفَاءِ، وَيُرْخِي مِنْطَقَةَ ٱلْأَشِدَّاءِ.
[VANDYKE | AR | OT | Job | Chapter 12 | Verse 22] يَكْشِفُ ٱلْعَمَائِقَ مِنَ ٱلظَّلَامِ، وَيُخْرِجُ ظِلَّ ٱلْمَوْتِ إِلَى ٱلنُّورِ.
[VANDYKE | AR | OT | Job | Chapter 12 | Verse 23] يُكَثِّرُ ٱلْأُمَمَ ثُمَّ يُبِيدُهَا. يُوَسِّعُ لِلْأُمَمِ ثُمَّ يُجْلِيهَا.
[VANDYKE | AR | OT | Job | Chapter 12 | Verse 24] يَنْزِعُ عُقُولَ رُؤَسَاءِ شَعْبِ ٱلْأَرْضِ، وَيُضِلُّهُمْ فِي تِيهٍ بِلَا طَرِيقٍ.
[VANDYKE | AR | OT | Job | Chapter 12 | Verse 25] يَتَلَمَّسُونَ فِي ٱلظَّلَامِ وَلَيْسَ نُورٌ، وَيُرَنِّحُهُمْ مِثْلَ ٱلسَّكْرَانِ.
