[IRV | GU | OT | Leviticus | Chapter 6 | Verse 1] યહોવાહે મૂસાને કહ્યું,
[IRV | GU | OT | Leviticus | Chapter 6 | Verse 2] “જો કોઈ વ્યક્તિ પાપ કરીને યહોવાહની આજ્ઞાનો ઉલ્લંઘન કરે, એટલે ખોટા વ્યવહારમાં, ગીરવે મૂકવાની બાબતમાં, લૂંટફાટની બાબતમાં પોતાના પડોશીને દગો કરે અથવા તેણે પોતાના પડોશી પર જુલમ ગુજાર્યો હોય,
[IRV | GU | OT | Leviticus | Chapter 6 | Verse 3] અથવા કોઈની ખોવાયેલી વસ્તુ તેને મળી હોય તે વિષે તે દગો કરે અને જૂઠા સોગન ખાય અથવા જો કોઈ માણસ આ બધામાંથી કંઈપણ કરીને પાપ કરે,
[IRV | GU | OT | Leviticus | Chapter 6 | Verse 4] જો તે પાપ કરીને દોષિત થયો હોય, તો એમ થાય કે, જે તેણે પડાવી લીધું હોય અથવા જે વસ્તુ તેણે જુલમથી મેળવી હોય અથવા જે અનામત તેને સોંપાયેલી હોય અથવા જે ખોવાયેલી વસ્તુ તેને મળી હોય.
[IRV | GU | OT | Leviticus | Chapter 6 | Verse 5] અથવા જે કોઈ ચીજ વિષે તેણે જૂઠા સોગન ખાધા હોય, તે તે પાછી આપે, તે ભરીપૂરીને પાછું આપે એટલું જ નહિ, પણ તેમાં એક પંચમાંશ ઉમેરે, તે દોષિત ઠરે તે જ દિવસે તેણે જેનું તે હોય તેને તે આપવું
[IRV | GU | OT | Leviticus | Chapter 6 | Verse 6] પછી તે યહોવાહની આગળ પોતાનું દોષાર્થાર્પણ લાવે: ટોળાંમાંનો એક ખોડખાંપણ વગરનો ઘેટો યાજક પાસે દોષાર્થાર્પણને માટે લાવે.
[IRV | GU | OT | Leviticus | Chapter 6 | Verse 7] યાજક યહોવાહ સમક્ષ તેને માટે પ્રાયશ્ચિત કરે અને જે કોઈ કૃત્યથી તે દોષિત થયો હશે, તેની તેને ક્ષમા કરવામાં આવશે.”
[IRV | GU | OT | Leviticus | Chapter 6 | Verse 8] પછી યહોવાહે મૂસાને કહ્યું,
[IRV | GU | OT | Leviticus | Chapter 6 | Verse 9] “હારુન તથા તેના પુત્રોને આજ્ઞા કર કે, ‘આ દહનીયાર્પણના નિયમો છે: દહનીયાર્પણો આખી રાત સવાર સુધી વેદી પરની કઢાઈ ઉપર રહે અને વેદીના અગ્નિને તેની ઉપર સળગતો રાખવો.
[IRV | GU | OT | Leviticus | Chapter 6 | Verse 10] અને યાજક અંદર તથા બહાર શણનાં વસ્ત્રો પહેરે. અગ્નિએ ભસ્મ કરેલા વેદી પરના દહનીયાર્પણની રાખ લઈને તે વેદીની બાજુમાં ભેગી કરે.
[IRV | GU | OT | Leviticus | Chapter 6 | Verse 11] તે પોતાના વસ્ત્રો બદલે અને બીજા વસ્ત્રો પહેરીને તે રાખને છાવણી બહાર સ્વચ્છ જગ્યાએ લઈ જાય.
[IRV | GU | OT | Leviticus | Chapter 6 | Verse 12] વેદી પરનો અગ્નિ સતત સળગતો રાખવો. તેને હોલવાઈ જવા ન દેવો અને પ્રતિદિન સવારે યાજક તે પર લાકડાં બાળે. તે તેના ઉપર દહનીયાર્પણ ગોઠવે અને તેના ઉપર શાંત્યર્પણની ચરબીનું દહન કરે.
[IRV | GU | OT | Leviticus | Chapter 6 | Verse 13] વેદીનો અગ્નિ સતત સળગતો રાખવો. તેને હોલવાઈ જવા ન દેવો.
[IRV | GU | OT | Leviticus | Chapter 6 | Verse 14] ખાદ્યાર્પણનો નિયમ આ છે: હારુનના પુત્રો ખાદ્યાર્પણને યહોવાહની સમક્ષ વેદી સામે ચઢાવે.
[IRV | GU | OT | Leviticus | Chapter 6 | Verse 15] યાજક ખાદ્યાર્પણોમાંથી એક મુઠ્ઠી ભરીને મેંદો, તેલ અને બધું જ લોબાન પ્રતીક તરીકે લઈને યહોવાહને માટે સુવાસને અર્થે વેદી પર તેનું દહન કરે.
[IRV | GU | OT | Leviticus | Chapter 6 | Verse 16] તેમાંથી જે બાકી રહે તે હારુન તથા તેના પુત્રો ખાય. તેને પવિત્ર જગ્યામાં ખમીર વગર ખાવું. મુલાકાતમંડપનાં આંગણામાં તેઓ તે ખાય.
[IRV | GU | OT | Leviticus | Chapter 6 | Verse 17] તેને ખમીર સહિત શેકવું નહિ. મેં અગ્નિ દ્વારા મળેલ ખાદ્યાર્પણના તેમના ભાગરૂપે તેમને આપેલા છે. પાપાર્થાર્પણની જેમ તથા દોષાર્થાર્પણની જેમ તે પરમપવિત્ર છે.
[IRV | GU | OT | Leviticus | Chapter 6 | Verse 18] હારુનના વંશજોમાંની કોઈ પણ વ્યક્તિ તે ખાઈ શકશે, યહોવાહને અગ્નિથી ચઢાવેલા ખાદ્યાર્પણના અર્પણનો તેમને પેઢી દર પેઢી કાયમનો ભાગ મળશે. જે કોઈ તેનો સ્પર્શ કરશે તે શુદ્ધ બની જશે.’”
[IRV | GU | OT | Leviticus | Chapter 6 | Verse 19] તેથી યહોવાહે મૂસાને ફરીથી કહ્યું,
[IRV | GU | OT | Leviticus | Chapter 6 | Verse 20] “હારુનનો અભિષેક થાય તે દિવસે તેણે તથા તેના પુત્રોએ યહોવાહને માટે આ અર્પણ કરવું: એટલે ખાદ્યાર્પણને માટે નિયમિત એક દશાંશ એફાહ મેંદાનો લોટ, તેમાંથી અર્ધો સવારે તથા અર્ધો સાંજે અર્પણ કરવામાં આવે.
[IRV | GU | OT | Leviticus | Chapter 6 | Verse 21] તેને ભઠ્ઠીમાં તવી ઉપર તેલથી તળવામાં આવે. જ્યારે તે તળાઈ જાય ત્યારે તેને અંદર લાવવો. તળેલા મેંદાના ચોસલાં પાડીને યહોવાહ સમક્ષ સુવાસને અર્થે તારે ખાદ્યાર્પણ ચઢાવવું.
[IRV | GU | OT | Leviticus | Chapter 6 | Verse 22] તેના પુત્રોમાંનો જે અભિષિક્ત યાજક તેની પદવીએ આવે તે તે ચઢાવે. હંમેશના વિધિથી તેનું યહોવાહને માટે પૂરેપૂરું દહન કરાય.
[IRV | GU | OT | Leviticus | Chapter 6 | Verse 23] યાજકના પ્રત્યેક ખાદ્યાર્પણનું પૂરેપૂરું દહન કરવું. તે ખાવું નહિ.”
