[IRV | KN | OT | Isaiah | Chapter 42 | Verse 1] ಇಗೋ, ನನ್ನ ಸೇವಕನು! ಇವನಿಗೆ ನಾನೇ ಆಧಾರ. ಇವನು ನನಗೆ ಇಷ್ಟನು, ನನ್ನ ಪ್ರಾಣಪ್ರಿಯನು. ಇವನಲ್ಲಿ ನನ್ನ ಆತ್ಮವನ್ನು ಇರಿಸಿದ್ದೇನೆ. ಇವನು ಅನ್ಯಜನಗಳಲ್ಲಿಯೂ ಸದ್ಧರ್ಮವನ್ನು ಪ್ರಚುರಪಡಿಸುವನು.
[IRV | KN | OT | Isaiah | Chapter 42 | Verse 2] ಇವನು ಕೂಗಾಡುವುದಿಲ್ಲ, ಆರ್ಭಟಿಸುವುದಿಲ್ಲ, ಬೀದಿಗಳಲ್ಲಿ ಇವನ ಧ್ವನಿಯೇ ಕೇಳಿಸುವುದಿಲ್ಲ.
[IRV | KN | OT | Isaiah | Chapter 42 | Verse 3] ಜಜ್ಜಿದ ದಂಟನ್ನು ಮುರಿದು ಹಾಕದೆ, ಕಳೆಗುಂದಿದ ದೀಪವನ್ನು ನಂದಿಸದೆ, ಸದ್ಧರ್ಮವನ್ನು ಪ್ರಚುರಪಡಿಸಿ ಸಿದ್ಧಿಗೆ ತರುವನು.
[IRV | KN | OT | Isaiah | Chapter 42 | Verse 4] ಲೋಕದಲ್ಲಿ ಸದ್ಧರ್ಮವನ್ನು ಸ್ಥಾಪಿಸುವ ತನಕ ಇವನು ಕಳೆಗುಂದದೆಯೂ, ಜಜ್ಜಿಹೋಗದೆಯೂ ತನ್ನ ಕಾರ್ಯದಲ್ಲಿ ನಿರತನಾಗಿರುವನು. ದ್ವೀಪಗಳು ಇವನ ಧರ್ಮಪ್ರಮಾಣಕ್ಕೆ ಕಾದಿರುವವು.
[IRV | KN | OT | Isaiah | Chapter 42 | Verse 5] ಆಕಾಶಮಂಡಲವನ್ನು ಉಂಟುಮಾಡಿ ಹರಡಿ ಭೂಮಂಡಲವನ್ನೂ, ಅದರಲ್ಲಿನ ಉತ್ಪತ್ತಿಯನ್ನೂ ವಿಸ್ತರಿಸಿ ಲೋಕದ ಜನರಿಗೆ ಪ್ರಾಣವನ್ನು, ಹೌದು, ಭೂಜನರಿಗೆ ಜೀವಾತ್ಮವನ್ನೂ ದಯಪಾಲಿಸುವ ಯೆಹೋವನೆಂಬ ದೇವರು ಹೀಗೆನ್ನುತ್ತಾನೆ,
[IRV | KN | OT | Isaiah | Chapter 42 | Verse 6] “ಯೆಹೋವನೆಂಬ ನಾನು ನನ್ನ ಧರ್ಮದ ಸಂಕಲ್ಪಾನುಸಾರವಾಗಿ ನಿನ್ನನ್ನು ಕೈಹಿಡಿದು, ಕಾಪಾಡಿ ನನ್ನ ಜನರಿಗೆ ಒಡಂಬಡಿಕೆಯ ಆಧಾರವನ್ನಾಗಿಯೂ, ಅನ್ಯಜನಗಳಿಗೆ ಬೆಳಕನ್ನಾಗಿಯೂ ನೇಮಿಸಿದ್ದೇನೆ.
[IRV | KN | OT | Isaiah | Chapter 42 | Verse 7] ನೀನು ಕುರುಡರಿಗೆ ಕಣ್ಣುಕೊಟ್ಟು, ಬಂದಿಗಳನ್ನು ಸೆರೆಯಿಂದಲೂ, ಕತ್ತಲಲ್ಲಿ ಬಿದ್ದವರನ್ನು ಕಾರಾಗೃಹದಿಂದಲೂ ಹೊರಗೆ ತರುವಿ.
[IRV | KN | OT | Isaiah | Chapter 42 | Verse 8] ನಾನೇ ಯೆಹೋವನು; ಇದೇ ನನ್ನ ನಾಮವು; ನನ್ನ ಮಹಿಮೆಯನ್ನು ಮತ್ತೊಬ್ಬನಿಗೆ ಸಲ್ಲಗೊಡಿಸೆನು, ನನ್ನ ಸ್ತೋತ್ರವನ್ನು ವಿಗ್ರಹಗಳ ಪಾಲು ಮಾಡೆನು.
[IRV | KN | OT | Isaiah | Chapter 42 | Verse 9] ಇಗೋ ಮೊದಲನೆಯ ಸಂಗತಿಗಳು ನೆರವೇರಿವೆ, ಹೊಸ ಸಂಗತಿಗಳನ್ನು ಪ್ರಕಟಿಸುತ್ತೇನೆ. ಅವು ತಲೆದೋರುವುದಕ್ಕೆ ಮೊದಲು ಅವುಗಳನ್ನು ನಿಮಗೆ ತಿಳಿಸುತ್ತೇನೆ.”
[IRV | KN | OT | Isaiah | Chapter 42 | Verse 10] ಸಮುದ್ರಪ್ರಯಾಣಿಕರೇ, ಸಕಲಜಲಚರಗಳೇ, ದ್ವೀಪಾಂತರಗಳೇ, ದ್ವೀಪಾಂತರವಾಸಿಗಳೇ, ಯೆಹೋವನ ಘನತೆಗಾಗಿ ನೂತನ ಗೀತೆಯನ್ನು ಹಾಡಿ ದಿಗಂತಗಳಲ್ಲಿಯೂ ಆತನನ್ನು ಕೀರ್ತಿಸಿರಿ.
[IRV | KN | OT | Isaiah | Chapter 42 | Verse 11] ಅರಣ್ಯವೂ, ಅಲ್ಲಿನ ಊರುಗಳೂ, ಕೇದಾರಿನವರು ವಾಸಿಸುವ ಗ್ರಾಮಗಳೂ ಆರ್ಭಟಿಸಲಿ, ಸೆಲ ಪಟ್ಟಣದವರು ಹರ್ಷಧ್ವನಿಗೈದು ಪರ್ವತಾಗ್ರಗಳಲ್ಲಿ ಜಯಘೋಷ ಮಾಡಿರಿ.
[IRV | KN | OT | Isaiah | Chapter 42 | Verse 12] ಯೆಹೋವನನ್ನು ಘನಪಡಿಸಿ ದ್ವೀಪಾಂತರಗಳಲ್ಲಿ ಆತನ ಸ್ತೋತ್ರವನ್ನು ಹಬ್ಬಿಸಲಿ.
[IRV | KN | OT | Isaiah | Chapter 42 | Verse 13] ಯೆಹೋವನು ಶೂರನಂತೆ ಹೊರಟು, ಯುದ್ಧವೀರನ ಹಾಗೆ ತನ್ನ ರೌದ್ರವನ್ನು ಎಬ್ಬಿಸುವನು. ಆರ್ಭಟಿಸಿ ಗರ್ಜಿಸಿ ಶತ್ರುಗಳ ಮೇಲೆ ಬಿದ್ದು ತನ್ನ ಪರಾಕ್ರಮವನ್ನು ತೋರ್ಪಡಿಸುವನು.
[IRV | KN | OT | Isaiah | Chapter 42 | Verse 14] ನಾನು ಬಹುಕಾಲದಿಂದ ಸುಮ್ಮನೆ ಮೌನವಾಗಿ ನನ್ನನ್ನು ಬಿಗಿ ಹಿಡಿದಿದ್ದೆನು. ಈಗ ಹೆರುವವಳಂತೆ ಕೂಗುವೆನು. ನಿಟ್ಟುಸಿರಿನೊಡನೆ ಏದುವೆನು.
[IRV | KN | OT | Isaiah | Chapter 42 | Verse 15] ಬೆಟ್ಟಗುಡ್ಡಗಳನ್ನು ನಾಶಪಡಿಸಿ ಅಲ್ಲಿಯ ಮೇವನ್ನೆಲ್ಲಾ ಒಣಗಿಸಿ, ನದಿಗಳನ್ನು ಒಣ ದಿಣ್ಣೆಮಾಡಿ ಕೆರೆಗಳನ್ನು ಬತ್ತಿಸುವೆನು.
[IRV | KN | OT | Isaiah | Chapter 42 | Verse 16] ಕುರುಡರನ್ನು ತಿಳಿಯದ ಮಾರ್ಗದಲ್ಲಿ ಬರಮಾಡುವೆನು, ಅವರಿಗೆ ಗೊತ್ತಿಲ್ಲದ ದಾರಿಗಳಲ್ಲಿ ಅವರನ್ನು ನಡೆಸುವೆನು, ಅವರೆದುರಿಗೆ ಕತ್ತಲನ್ನು ಬೆಳಕುಮಾಡಿ, ಡೊಂಕನ್ನು ಸರಿಪಡಿಸುವೆನು. ಈ ಕಾರ್ಯಗಳನ್ನು ಬಿಡದೆ ಮಾಡುವೆನು. ನಾನು ಅವರನ್ನು ಕೈ ಬಿಡುವುದಿಲ್ಲ.
[IRV | KN | OT | Isaiah | Chapter 42 | Verse 17] ಕೆತ್ತಿದ ವಿಗ್ರಹಗಳಲ್ಲಿ ಭರವಸವಿಟ್ಟು, “ನೀವೇ ನಮ್ಮ ದೇವರುಗಳು” ಎಂದು ಎರಕದ ಬೊಂಬೆಗಳಿಗೆ ಅರಿಕೆಮಾಡುವವರು ಹಿಂದೆ ಬಿದ್ದು ಕೇವಲ ಅವಮಾನಕ್ಕೆ ಈಡಾಗುವರು.
[IRV | KN | OT | Isaiah | Chapter 42 | Verse 18] ಕಿವುಡರೇ, ಕೇಳಿರಿ! ಕುರುಡರೇ, ನೀವು ಕಣ್ಣಿಟ್ಟು ನೋಡಿರಿ!
[IRV | KN | OT | Isaiah | Chapter 42 | Verse 19] ನನ್ನ ಸೇವಕನ ಹೊರತು ಯಾರು ಕುರುಡರು? ನಾನು ಕಳುಹಿಸುವ ದೂತನಂತೆ ಯಾರು ಕಿವುಡರು? ನನ್ನ ಭಕ್ತನ ಹಾಗೆ ಯಾರು ಕುರುಡರು? ಯೆಹೋವನ ಸೇವಕನ ಪ್ರಕಾರ ಅಂಧರು ಯಾರು?
[IRV | KN | OT | Isaiah | Chapter 42 | Verse 20] ನೀನು ಬಹು ವಿಷಯಗಳನ್ನು ಕಂಡಿದ್ದರೂ ನಿನಗೆ ಗಮನವಿಲ್ಲ, ಇವನ ಕಿವಿ ತೆರೆದಿದ್ದರೂ ಕೇಳನು.
[IRV | KN | OT | Isaiah | Chapter 42 | Verse 21] ಯೆಹೋವನು ಧರ್ಮಸ್ವರೂಪನಾಗಿರುವುದರಿಂದ ಧರ್ಮೋಪದೇಶವನ್ನು ಘನಪಡಿಸಿ ಮಹತ್ತಿಗೆ ತರಬೇಕೆಂದು ಇಷ್ಟಪಟ್ಟನು.
[IRV | KN | OT | Isaiah | Chapter 42 | Verse 22] ಈ ಜನರೇ ಕೊಳ್ಳೆಗೆ ಈಡಾಗಿ ಸೂರೆಹೋಗಿದ್ದಾರೆ. ಎಲ್ಲರೂ ಹಳ್ಳಕೊಳ್ಳಗಳಿಗೆ ಸಿಕ್ಕಿಬಿದ್ದಿದ್ದಾರೆ, ಸೆರೆಮನೆಗಳಲ್ಲಿ ಮುಚ್ಚಲ್ಪಟ್ಟಿದ್ದಾರೆ. ಅವರು ಸುಲಿಗೆಯಾಗಿದ್ದರೂ ಯಾರೂ ಬಿಡಿಸರು, ಸೂರೆಯಾಗಿದ್ದರೂ ಯಾರೂ ಹಿಂದಕ್ಕೆ ಬಿಡು ಎನ್ನುವುದಿಲ್ಲ.
[IRV | KN | OT | Isaiah | Chapter 42 | Verse 23] ನಿಮ್ಮಲ್ಲಿ ಯಾರು ಈ ಮಾತಿಗೆ ಕಿವಿಗೊಡುವರು? ಯಾರು ಇನ್ನು ಮುಂದೆ ಆಲಿಸಿ ಕೇಳುವರು?
[IRV | KN | OT | Isaiah | Chapter 42 | Verse 24] ಯಾಕೋಬನ್ನು ಸುಲಿಗೆಗೂ, ಇಸ್ರಾಯೇಲನ್ನು ಕೊಳ್ಳೆಗೂ ಕೊಟ್ಟವನು ಯಾರು? ಯಾರ ವಿರುದ್ಧವಾಗಿ ನಾವು ದ್ರೋಹಮಾಡಿದೆವೋ ಆ ಯೆಹೋವನಲ್ಲವೆ. ಅವರು ಆತನ ಮಾರ್ಗದಲ್ಲಿ ನಡೆಯಲಿಲ್ಲ. ಆತನ ಉಪದೇಶವನ್ನು ಕೇಳಲಿಲ್ಲ
[IRV | KN | OT | Isaiah | Chapter 42 | Verse 25] ಆದುದರಿಂದ ಆತನು ಅವರ ಮೇಲೆ ತನ್ನ ರೋಷಾಗ್ನಿಯನ್ನೂ, ಯುದ್ಧದ ರೌದ್ರವನ್ನೂ ಸುರಿಸಿದನು. ಎಲ್ಲಾ ಕಡೆಯಿಂದಲೂ ಅವರಿಗೆ ಉರಿಹೊತ್ತಿಕೊಂಡಿತು, ಆದರೆ ಅವರು ತಿಳಿಯಲಿಲ್ಲ. ದಹಿಸಿತು, ಆದರೆ ಅವರು ಲಕ್ಷ್ಯಕ್ಕೆ ತಂದುಕೊಳ್ಳಲಿಲ್ಲ.
