[WEB | EN | OT | Ezekiel | Chapter 27 | Verse 1] The LORD’s word came again to me, saying,
[WEB | EN | OT | Ezekiel | Chapter 27 | Verse 2] “You, son of man, take up a lamentation over Tyre;
[WEB | EN | OT | Ezekiel | Chapter 27 | Verse 3] and tell Tyre, ‘You who dwell at the entry of the sea, who are the merchant of the peoples to many islands, the Lord GOD says: “You, Tyre, have said, ‘I am perfect in beauty.’
[WEB | EN | OT | Ezekiel | Chapter 27 | Verse 4] Your borders are in the heart of the seas. Your builders have perfected your beauty.
[WEB | EN | OT | Ezekiel | Chapter 27 | Verse 5] They have made all your planks of cypress trees from Senir. They have taken a cedar from Lebanon to make a mast for you.
[WEB | EN | OT | Ezekiel | Chapter 27 | Verse 6] They have made your oars of the oaks of Bashan. They have made your benches of ivory inlaid in cypress wood from the islands of Kittim.
[WEB | EN | OT | Ezekiel | Chapter 27 | Verse 7] Your sail was of fine linen with embroidered work from Egypt, that it might be to you for a banner. Blue and purple from the islands of Elishah was your awning.
[WEB | EN | OT | Ezekiel | Chapter 27 | Verse 8] The inhabitants of Sidon and Arvad were your rowers. Your wise men, Tyre, were in you. They were your pilots.
[WEB | EN | OT | Ezekiel | Chapter 27 | Verse 9] The old men of Gebal and its wise men were your repairers of ship seams in you. All the ships of the sea with their mariners were in you to deal in your merchandise.
[WEB | EN | OT | Ezekiel | Chapter 27 | Verse 10] “‘“Persia, Lud, and Put were in your army, your men of war. They hung the shield and helmet in you. They showed your beauty.
[WEB | EN | OT | Ezekiel | Chapter 27 | Verse 11] The men of Arvad with your army were on your walls all around, and valiant men were in your towers. They hung their shields on your walls all around. They have perfected your beauty.
[WEB | EN | OT | Ezekiel | Chapter 27 | Verse 12] “‘“Tarshish was your merchant by reason of the multitude of all kinds of riches. They traded for your wares with silver, iron, tin, and lead.
[WEB | EN | OT | Ezekiel | Chapter 27 | Verse 13] “‘“Javan, Tubal, and Meshech were your traders. They traded the persons of men and vessels of bronze for your merchandise.
[WEB | EN | OT | Ezekiel | Chapter 27 | Verse 14] “‘“They of the house of Togarmah traded for your wares with horses, war horses, and mules.
[WEB | EN | OT | Ezekiel | Chapter 27 | Verse 15] “‘“The men of Dedan traded with you. Many islands were the market of your hand. They brought you horns of ivory and ebony in exchange.
[WEB | EN | OT | Ezekiel | Chapter 27 | Verse 16] “‘“Syria was your merchant by reason of the multitude of your handiworks. They traded for your wares with emeralds, purple, embroidered work, fine linen, coral, and rubies.
[WEB | EN | OT | Ezekiel | Chapter 27 | Verse 17] “‘“Judah and the land of Israel were your traders. They traded wheat of Minnith, confections, honey, oil, and balm for your merchandise.
[WEB | EN | OT | Ezekiel | Chapter 27 | Verse 18] “‘“Damascus was your merchant for the multitude of your handiworks by reason of the multitude of all kinds of riches, with the wine of Helbon, and white wool.
[WEB | EN | OT | Ezekiel | Chapter 27 | Verse 19] “‘“Vedan and Javan traded with yarn for your wares; wrought iron, cassia, and calamus were among your merchandise.
[WEB | EN | OT | Ezekiel | Chapter 27 | Verse 20] “‘“Dedan was your merchant in precious saddle blankets for riding.
[WEB | EN | OT | Ezekiel | Chapter 27 | Verse 21] “‘“Arabia and all the princes of Kedar were your favorite dealers in lambs, rams, and goats. In these, they were your merchants.
[WEB | EN | OT | Ezekiel | Chapter 27 | Verse 22] “‘“The traders of Sheba and Raamah were your traders. They traded for your wares with the best of all spices, all precious stones, and gold.
[WEB | EN | OT | Ezekiel | Chapter 27 | Verse 23] “‘“Haran, Canneh, Eden, the traders of Sheba, Asshur and Chilmad, were your traders.
[WEB | EN | OT | Ezekiel | Chapter 27 | Verse 24] These were your traders in choice wares, in wrappings of blue and embroidered work, and in cedar chests of rich clothing bound with cords, among your merchandise.
[WEB | EN | OT | Ezekiel | Chapter 27 | Verse 25] “‘“The ships of Tarshish were your caravans for your merchandise. You were replenished and made very glorious in the heart of the seas.
[WEB | EN | OT | Ezekiel | Chapter 27 | Verse 26] Your rowers have brought you into great waters. The east wind has broken you in the heart of the seas.
[WEB | EN | OT | Ezekiel | Chapter 27 | Verse 27] Your riches, your wares, your merchandise, your mariners, your pilots, your repairers of ship seams, the dealers in your merchandise, and all your men of war who are in you, with all your company which is among you, will fall into the heart of the seas in the day of your ruin.
[WEB | EN | OT | Ezekiel | Chapter 27 | Verse 28] At the sound of the cry of your pilots, the pasture lands will shake.
[WEB | EN | OT | Ezekiel | Chapter 27 | Verse 29] All who handle the oars, the mariners and all the pilots of the sea, will come down from their ships. They will stand on the land,
[WEB | EN | OT | Ezekiel | Chapter 27 | Verse 30] and will cause their voice to be heard over you, and will cry bitterly. They will cast up dust on their heads. They will wallow in the ashes.
[WEB | EN | OT | Ezekiel | Chapter 27 | Verse 31] They will make themselves bald for you, and clothe themselves with sackcloth. They will weep for you in bitterness of soul, with bitter mourning.
[WEB | EN | OT | Ezekiel | Chapter 27 | Verse 32] In their wailing they will take up a lamentation for you, and lament over you, saying, ‘Who is there like Tyre, like her who is brought to silence in the middle of the sea?’
[WEB | EN | OT | Ezekiel | Chapter 27 | Verse 33] When your wares came from the seas, you filled many peoples. You enriched the kings of the earth with the multitude of your riches and of your merchandise.
[WEB | EN | OT | Ezekiel | Chapter 27 | Verse 34] In the time that you were broken by the seas, in the depths of the waters, your merchandise and all your company fell within you.
[WEB | EN | OT | Ezekiel | Chapter 27 | Verse 35] All the inhabitants of the islands are astonished at you, and their kings are horribly afraid. They are troubled in their face.
[WEB | EN | OT | Ezekiel | Chapter 27 | Verse 36] The merchants among the peoples hiss at you. You have come to a terrible end, and you will be no more.”’”
