[ERV | EN | OT | Job | Chapter 19 | Verse 1] Then Job answered and said,
[ERV | EN | OT | Job | Chapter 19 | Verse 2] How long will ye vex my soul and break me in pieces with words?
[ERV | EN | OT | Job | Chapter 19 | Verse 3] These ten times have ye reproached me: ye are not ashamed that ye deal hardly with me.
[ERV | EN | OT | Job | Chapter 19 | Verse 4] And be it indeed that I have erred, mine error remaineth with myself.
[ERV | EN | OT | Job | Chapter 19 | Verse 5] If indeed ye will magnify yourselves against me, and plead against me my reproach:
[ERV | EN | OT | Job | Chapter 19 | Verse 6] Know now that God hath subverted me in my cause, and hath compassed me with his net.
[ERV | EN | OT | Job | Chapter 19 | Verse 7] Behold, I cry out of wrong, but I am not heard: I cry for help, but there is no judgment.
[ERV | EN | OT | Job | Chapter 19 | Verse 8] He hath fenced up my way that I cannot pass, and hath set darkness in my paths.
[ERV | EN | OT | Job | Chapter 19 | Verse 9] He hath stripped me of my glory, and taken the crown from my head.
[ERV | EN | OT | Job | Chapter 19 | Verse 10] He hath broken me down on every side, and I am gone: and mine hope hath he plucked up like a tree.
[ERV | EN | OT | Job | Chapter 19 | Verse 11] He hath also kindled his wrath against me, and he counteth me unto him as one of his adversaries.
[ERV | EN | OT | Job | Chapter 19 | Verse 12] His troops come on together, and cast up their way against me, and encamp round about my tent.
[ERV | EN | OT | Job | Chapter 19 | Verse 13] He hath put my brethren far from me, and mine acquaintance are wholly estranged from me.
[ERV | EN | OT | Job | Chapter 19 | Verse 14] My kinsfolk have failed, and my familiar friends have forgotten me.
[ERV | EN | OT | Job | Chapter 19 | Verse 15] They that dwell in mine house, and my maids, count me for a stranger: I am an alien in their sight.
[ERV | EN | OT | Job | Chapter 19 | Verse 16] I call unto my servant, and he giveth me no answer, though I entreat him with my mouth.
[ERV | EN | OT | Job | Chapter 19 | Verse 17] My breath is strange to my wife, and my supplication to the children of my mother’s womb.
[ERV | EN | OT | Job | Chapter 19 | Verse 18] Even young children despise me; if I arise, they speak against me.
[ERV | EN | OT | Job | Chapter 19 | Verse 19] All my inward friends abhor me: and they whom I loved are turned against me.
[ERV | EN | OT | Job | Chapter 19 | Verse 20] My bone cleaveth to my skin and to my flesh, and I am escaped with the skin of my teeth.
[ERV | EN | OT | Job | Chapter 19 | Verse 21] Have pity upon me, have pity upon me, O ye my friends; for the hand of God hath touched me.
[ERV | EN | OT | Job | Chapter 19 | Verse 22] Why do ye persecute me as God, and are not satisfied with my flesh?
[ERV | EN | OT | Job | Chapter 19 | Verse 23] Oh that my words were now written! oh that they were inscribed in a book!
[ERV | EN | OT | Job | Chapter 19 | Verse 24] That with an iron pen and lead they were graven in the rock for ever!
[ERV | EN | OT | Job | Chapter 19 | Verse 25] But I know that my redeemer liveth, and that he shall stand up at the last upon the earth:
[ERV | EN | OT | Job | Chapter 19 | Verse 26] And after my skin hath been thus destroyed, yet from my flesh shall I see God:
[ERV | EN | OT | Job | Chapter 19 | Verse 27] Whom I shall see for myself, and mine eyes shall behold, and not another. My reins are consumed within me.
[ERV | EN | OT | Job | Chapter 19 | Verse 28] If ye say, How we will persecute him! seeing that the root of the matter is found in me;
[ERV | EN | OT | Job | Chapter 19 | Verse 29] Be ye afraid of the sword: for wrath bringeth the punishments of the sword, that ye may know there is a judgment.
