[ERV | EN | OT | Job | Chapter 36 | Verse 1] Elihu also proceeded, and said,
[ERV | EN | OT | Job | Chapter 36 | Verse 2] Suffer me a little, and I will shew thee: for I have yet somewhat to say on God’s behalf.
[ERV | EN | OT | Job | Chapter 36 | Verse 3] I will fetch my knowledge from afar, and will ascribe righteousness to my Maker.
[ERV | EN | OT | Job | Chapter 36 | Verse 4] For truly my words are not false: one that is perfect in knowledge is with thee.
[ERV | EN | OT | Job | Chapter 36 | Verse 5] Behold, God is mighty, and despiseth not any: he is mighty in strength of understanding.
[ERV | EN | OT | Job | Chapter 36 | Verse 6] He preserveth not the life of the wicked: but giveth to the afflicted their right.
[ERV | EN | OT | Job | Chapter 36 | Verse 7] He withdraweth not his eyes from the righteous: but with kings upon the throne he setteth them for ever, and they are exalted.
[ERV | EN | OT | Job | Chapter 36 | Verse 8] And if they be bound in fetters, and be taken in the cords of affliction;
[ERV | EN | OT | Job | Chapter 36 | Verse 9] Then he sheweth them their work, and their transgressions, that they have behaved themselves proudly.
[ERV | EN | OT | Job | Chapter 36 | Verse 10] He openeth also their ear to instruction, and commandeth that they return from iniquity.
[ERV | EN | OT | Job | Chapter 36 | Verse 11] If they hearken and serve him, they shall spend their days in prosperity, and their years in pleasures.
[ERV | EN | OT | Job | Chapter 36 | Verse 12] But if they hearken not, they shall perish by the sword, and they shall die without knowledge.
[ERV | EN | OT | Job | Chapter 36 | Verse 13] But they that are godless in heart lay up anger: they cry not for help when he bindeth them.
[ERV | EN | OT | Job | Chapter 36 | Verse 14] They die in youth, and their life perisheth among the unclean.
[ERV | EN | OT | Job | Chapter 36 | Verse 15] He delivereth the afflicted by his affliction, and openeth their ear in oppression.
[ERV | EN | OT | Job | Chapter 36 | Verse 16] Yea, he would have led thee away out of distress into a broad place, where there is no straitness; and that which is set on thy table should be full of fatness.
[ERV | EN | OT | Job | Chapter 36 | Verse 17] But thou art full of the judgment of the wicked: judgment and justice take hold on thee.
[ERV | EN | OT | Job | Chapter 36 | Verse 18] Because there is wrath, beware lest thou be led away by thy sufficiency; neither let the greatness of the ransom turn thee aside.
[ERV | EN | OT | Job | Chapter 36 | Verse 19] Will thy riches suffice, that thou be not in distress, or all the forces of thy strength?
[ERV | EN | OT | Job | Chapter 36 | Verse 20] Desire not the night, when peoples are cut off in their place.
[ERV | EN | OT | Job | Chapter 36 | Verse 21] Take heed, regard not iniquity: for this hast thou chosen rather than affliction.
[ERV | EN | OT | Job | Chapter 36 | Verse 22] Behold, God doeth loftily in his power: who is a teacher like unto him?
[ERV | EN | OT | Job | Chapter 36 | Verse 23] Who hath enjoined him his way? or who can say, Thou hast wrought unrighteousness?
[ERV | EN | OT | Job | Chapter 36 | Verse 24] Remember that thou magnify his work, whereof men have sung.
[ERV | EN | OT | Job | Chapter 36 | Verse 25] All men have looked thereon; man beholdeth it afar off.
[ERV | EN | OT | Job | Chapter 36 | Verse 26] Behold, God is great, and we know him not; the number of his years is unsearchable.
[ERV | EN | OT | Job | Chapter 36 | Verse 27] For he draweth up the drops of water, which distil in rain from his vapour:
[ERV | EN | OT | Job | Chapter 36 | Verse 28] Which the skies pour down and drop upon man abundantly.
[ERV | EN | OT | Job | Chapter 36 | Verse 29] Yea, can any understand the spreadings of the clouds, the thunderings of his pavilion?
[ERV | EN | OT | Job | Chapter 36 | Verse 30] Behold, he spreadeth his light around him; and he covereth the bottom of the sea.
[ERV | EN | OT | Job | Chapter 36 | Verse 31] For by these he judgeth the peoples; he giveth meat in abundance.
[ERV | EN | OT | Job | Chapter 36 | Verse 32] He covereth his hands with the lightning; and giveth it a charge that it strike the mark.
[ERV | EN | OT | Job | Chapter 36 | Verse 33] The noise thereof telleth concerning him, the cattle also concerning the storm that cometh up.
