[BSB | EN | NT | Acts | Chapter 19 | Verse 1] While Apollos was at Corinth, Paul passed through the interior and came to Ephesus. There he found some disciples
[BSB | EN | NT | Acts | Chapter 19 | Verse 2] and asked them, “Did you receive the Holy Spirit when you became believers?” “No,” they answered, “we have not even heard that there is a Holy Spirit.”
[BSB | EN | NT | Acts | Chapter 19 | Verse 3] “Into what, then, were you baptized?” Paul asked. “The baptism of John,” they replied.
[BSB | EN | NT | Acts | Chapter 19 | Verse 4] Paul explained: “John’s baptism was a baptism of repentance. He told the people to believe in the One coming after him, that is, in Jesus.”
[BSB | EN | NT | Acts | Chapter 19 | Verse 5] On hearing this, they were baptized into the name of the Lord Jesus.
[BSB | EN | NT | Acts | Chapter 19 | Verse 6] And when Paul laid his hands on them, the Holy Spirit came upon them, and they spoke in tongues and prophesied.
[BSB | EN | NT | Acts | Chapter 19 | Verse 7] There were about twelve men in all.
[BSB | EN | NT | Acts | Chapter 19 | Verse 8] Then Paul went into the synagogue and spoke boldly there for three months, arguing persuasively about the kingdom of God.
[BSB | EN | NT | Acts | Chapter 19 | Verse 9] But when some of them stubbornly refused to believe and publicly maligned the Way, Paul took his disciples and left the synagogue to conduct daily discussions in the lecture hall of Tyrannus.
[BSB | EN | NT | Acts | Chapter 19 | Verse 10] This continued for two years, so that everyone who lived in the province of Asia, Jews and Greeks alike, heard the word of the Lord.
[BSB | EN | NT | Acts | Chapter 19 | Verse 11] God did extraordinary miracles through the hands of Paul,
[BSB | EN | NT | Acts | Chapter 19 | Verse 12] so that even handkerchiefs and aprons that had touched him were taken to the sick, and the diseases and evil spirits left them.
[BSB | EN | NT | Acts | Chapter 19 | Verse 13] Now there were some itinerant Jewish exorcists who tried to invoke the name of the Lord Jesus over those with evil spirits. They would say, “I bind you by Jesus, whom Paul proclaims.”
[BSB | EN | NT | Acts | Chapter 19 | Verse 14] Seven sons of Sceva, a Jewish chief priest, were doing this.
[BSB | EN | NT | Acts | Chapter 19 | Verse 15] Eventually, one of the evil spirits answered them, “Jesus I know, and I know about Paul, but who are you?”
[BSB | EN | NT | Acts | Chapter 19 | Verse 16] Then the man with the evil spirit jumped on them and overpowered them all. The attack was so violent that they ran out of the house naked and wounded.
[BSB | EN | NT | Acts | Chapter 19 | Verse 17] This became known to all the Jews and Greeks living in Ephesus, and fear came over all of them. So the name of the Lord Jesus was held in high honor.
[BSB | EN | NT | Acts | Chapter 19 | Verse 18] Many who had believed now came forward, confessing and disclosing their deeds.
[BSB | EN | NT | Acts | Chapter 19 | Verse 19] And a number of those who had practiced magic arts brought their books and burned them in front of everyone. When the value of the books was calculated, the total came to fifty thousand drachmas.
[BSB | EN | NT | Acts | Chapter 19 | Verse 20] So the word of the Lord powerfully continued to spread and prevail.
[BSB | EN | NT | Acts | Chapter 19 | Verse 21] After these things had happened, Paul resolved in the Spirit to go to Jerusalem after he had passed through Macedonia and Achaia. “After I have been there,” he said, “I must see Rome as well.”
