[BSB | EN | NT | Acts | Chapter 1 | Verse 1] In my first book, O Theophilus, I wrote about all that Jesus began to do and to teach,
[BSB | EN | NT | Acts | Chapter 1 | Verse 2] until the day He was taken up to heaven, after giving instructions through the Holy Spirit to the apostles He had chosen.
[BSB | EN | NT | Acts | Chapter 1 | Verse 3] After His suffering, He presented Himself to them with many convincing proofs that He was alive. He appeared to them over a span of forty days and spoke about the kingdom of God.
[BSB | EN | NT | Acts | Chapter 1 | Verse 4] And while they were gathered together, He commanded them: “Do not leave Jerusalem, but wait for the gift the Father promised, which you have heard Me discuss.
[BSB | EN | NT | Acts | Chapter 1 | Verse 5] For John baptized with water, but in a few days you will be baptized with the Holy Spirit.”
[BSB | EN | NT | Acts | Chapter 1 | Verse 6] So when they came together, they asked Him, “Lord, will You at this time restore the kingdom to Israel?”
[BSB | EN | NT | Acts | Chapter 1 | Verse 7] Jesus replied, “It is not for you to know times or seasons that the Father has fixed by His own authority.
[BSB | EN | NT | Acts | Chapter 1 | Verse 8] But you will receive power when the Holy Spirit comes upon you, and you will be My witnesses in Jerusalem, and in all Judea and Samaria, and to the ends of the earth.”
[BSB | EN | NT | Acts | Chapter 1 | Verse 9] After He had said this, they watched as He was taken up, and a cloud hid Him from their sight.
[BSB | EN | NT | Acts | Chapter 1 | Verse 10] They were looking intently into the sky as He was going, when suddenly two men dressed in white stood beside them.
[BSB | EN | NT | Acts | Chapter 1 | Verse 11] “Men of Galilee,” they said, “why do you stand here looking into the sky? This same Jesus, who has been taken from you into heaven, will come back in the same way you have seen Him go into heaven.”
[BSB | EN | NT | Acts | Chapter 1 | Verse 12] Then they returned to Jerusalem from the Mount of Olives, which is near the city, a Sabbath day’s journey away.
[BSB | EN | NT | Acts | Chapter 1 | Verse 13] When they arrived, they went to the upper room where they were staying: Peter and John, James and Andrew, Philip and Thomas, Bartholomew and Matthew, James son of Alphaeus, Simon the Zealot, and Judas son of James.
[BSB | EN | NT | Acts | Chapter 1 | Verse 14] With one accord they all continued in prayer, along with the women and Mary the mother of Jesus, and with His brothers.
[BSB | EN | NT | Acts | Chapter 1 | Verse 15] In those days Peter stood up among the brothers (a gathering of about a hundred and twenty) and said,
[BSB | EN | NT | Acts | Chapter 1 | Verse 16] “Brothers, the Scripture had to be fulfilled which the Holy Spirit foretold through the mouth of David concerning Judas, who became a guide for those who arrested Jesus.
[BSB | EN | NT | Acts | Chapter 1 | Verse 17] He was one of our number and shared in this ministry.”
[BSB | EN | NT | Acts | Chapter 1 | Verse 18] (Now with the reward for his wickedness Judas bought a field; there he fell headlong and burst open in the middle, and all his intestines spilled out.
[BSB | EN | NT | Acts | Chapter 1 | Verse 19] This became known to all who lived in Jerusalem, so they called that field in their own language Akeldama, that is, Field of Blood.)
[BSB | EN | NT | Acts | Chapter 1 | Verse 20] “For it is written in the book of Psalms: ‘May his place be deserted; let there be no one to dwell in it,’ and, ‘May another take his position.’
[BSB | EN | NT | Acts | Chapter 1 | Verse 21] Therefore it is necessary to choose one of the men who have accompanied us the whole time the Lord Jesus went in and out among us,
[BSB | EN | NT | Acts | Chapter 1 | Verse 22] beginning from John’s baptism until the day Jesus was taken up from us. For one of these must become a witness with us of His resurrection.”
[BSB | EN | NT | Acts | Chapter 1 | Verse 23] So they proposed two men: Joseph called Barsabbas (also known as Justus) and Matthias.
[BSB | EN | NT | Acts | Chapter 1 | Verse 24] And they prayed, “Lord, You know everyone’s heart. Show us which of these two You have chosen
[BSB | EN | NT | Acts | Chapter 1 | Verse 25] to take up this ministry and apostleship, which Judas abandoned to go to his rightful place.”
[BSB | EN | NT | Acts | Chapter 1 | Verse 26] Then they cast lots, and the lot fell to Matthias; so he was added to the eleven apostles.
