[IRV | PA | OT | 1 Chronicles | Chapter 10 | Verse 1] ਫੇਰ ਫ਼ਲਿਸਤੀਆਂ ਨੇ ਇਸਰਾਏਲ ਨਾਲ ਲੜਾਈ ਕੀਤੀ ਅਤੇ ਇਸਰਾਏਲੀ ਮਨੁੱਖ ਫ਼ਲਿਸਤੀਆਂ ਅੱਗੋਂ ਭੱਜ ਗਏ ਅਤੇ ਗਿਲਬੋਆ ਦੇ ਪਰਬਤ ਵਿੱਚ ਮਾਰੇ ਗਏ।
[IRV | PA | OT | 1 Chronicles | Chapter 10 | Verse 2] ਫ਼ਲਿਸਤੀਆਂ ਨੇ ਸ਼ਾਊਲ ਅਤੇ ਉਹ ਦੇ ਪੁੱਤਰਾਂ ਦਾ ਬਹੁਤ ਪਿੱਛਾ ਕੀਤਾ ਅਤੇ ਯੋਨਾਥਾਨ ਅਤੇ ਅਬੀਨਾਦਾਬ ਅਤੇ ਮਲਕੀਸ਼ੂਆ ਸ਼ਾਊਲ ਦੇ ਪੁੱਤਰਾਂ ਨੂੰ ਮਾਰ ਸੁੱਟਿਆ
[IRV | PA | OT | 1 Chronicles | Chapter 10 | Verse 3] ਅਤੇ ਸ਼ਾਊਲ ਉੱਤੇ ਲੜਾਈ ਬਹੁਤ ਵਧ ਗਈ ਅਤੇ ਤੀਰ-ਅੰਦਾਜ਼ਾਂ ਨੇ ਉਹ ਨੂੰ ਲੱਭਿਆ ਅਤੇ ਤੀਰ-ਅੰਦਾਜ਼ਾਂ ਦੇ ਹੱਥੋਂ ਉਹ ਬਹੁਤ ਜ਼ਖਮੀ ਕੀਤਾ ਗਿਆ
[IRV | PA | OT | 1 Chronicles | Chapter 10 | Verse 4] ਤਦ ਸ਼ਾਊਲ ਨੇ ਆਪਣੇ ਸ਼ਸਤਰ ਚੁੱਕਣ ਵਾਲੇ ਨੂੰ ਆਖਿਆ, ਆਪਣੀ ਤਲਵਾਰ ਕੱਢ ਕੇ ਉਹ ਦੇ ਨਾਲ ਮੈਨੂੰ ਮਾਰ ਦੇ, ਕਿਤੇ ਅਜਿਹਾ ਨਾ ਹੋਵੇ ਜੋ ਇਹ ਅਸੁੰਨਤੀ ਆਉਣ ਅਤੇ ਮੈਨੂੰ ਮਾਰਨ ਅਤੇ ਮੇਰੇ ਨਾਲ ਮਖ਼ੌਲ ਕਰਨ। ਪਰ ਇਹ ਗੱਲ ਉਹ ਦੇ ਸ਼ਸਤਰ ਚੁੱਕਣ ਵਾਲੇ ਨੇ ਨਾ ਮੰਨੀ ਕਿਉਂ ਜੋ ਉਹ ਬਹੁਤ ਘਬਰਾ ਗਿਆ। ਤਦ ਸ਼ਾਊਲ ਤਲਵਾਰ ਫੜ੍ਹ ਕੇ ਉਹ ਦੇ ਉੱਤੇ ਡਿੱਗ ਪਿਆ
[IRV | PA | OT | 1 Chronicles | Chapter 10 | Verse 5] ਅਤੇ ਜਦ ਉਹ ਦੇ ਸ਼ਸਤਰ ਚੁੱਕਣ ਵਾਲੇ ਨੇ ਵੇਖਿਆ ਜੋ ਸ਼ਾਊਲ ਮਰ ਗਿਆ ਹੈ ਤਾਂ ਉਹ ਵੀ ਆਪਣੀ ਤਲਵਾਰ ਉੱਤੇ ਡਿੱਗ ਪਿਆ ਅਤੇ ਉਹ ਦੇ ਨਾਲ ਹੀ ਮਰ ਗਿਆ
[IRV | PA | OT | 1 Chronicles | Chapter 10 | Verse 6] ਸੋ ਸ਼ਾਊਲ ਅਤੇ ਉਹ ਦੇ ਤਿੰਨੇ ਪੁੱਤਰ ਅਤੇ ਉਹ ਦਾ ਸਾਰਾ ਘਰਾਣਾ ਇਕੱਠੇ ਹੀ ਮਰ ਗਏ।
[IRV | PA | OT | 1 Chronicles | Chapter 10 | Verse 7] ਜਦ ਉਨ੍ਹਾਂ ਇਸਰਾਏਲੀ ਮਨੁੱਖਾਂ ਨੇ ਜੋ ਉਸ ਵਾਦੀ ਵਿੱਚ ਸਨ ਇਹ ਦੇਖਿਆ ਕਿ ਉਹ ਨੱਠੇ ਅਤੇ ਸ਼ਾਊਲ ਤੇ ਉਹ ਦੇ ਪੁੱਤਰ ਮਰੇ ਪਏ ਹਨ, ਤਾਂ ਉਹ ਵੀ ਸ਼ਹਿਰਾਂ ਨੂੰ ਛੱਡ ਕੇ ਭੱਜ ਗਏ ਅਤੇ ਫ਼ਲਿਸਤੀ ਉਨ੍ਹਾਂ ਵਿੱਚ ਆਣ ਵੱਸੇ
[IRV | PA | OT | 1 Chronicles | Chapter 10 | Verse 8] ਅਤੇ ਅਗਲੇ ਦਿਨ ਅਜਿਹਾ ਹੋਇਆ ਕਿ ਜਿਸ ਵੇਲੇ ਫ਼ਲਿਸਤੀ ਉਨ੍ਹਾਂ ਮਰਿਆਂ ਹੋਇਆਂ ਦੇ ਸ਼ਸਤਰ ਬਸਤਰ ਉਤਾਰਨ ਆਏ ਤਾਂ ਉਨ੍ਹਾਂ ਨੂੰ ਸ਼ਾਊਲ ਅਤੇ ਉਹ ਦੇ ਤਿੰਨੇ ਪੁੱਤਰ ਗਿਲਬੋਆ ਪਰਬਤ ਵਿੱਚ ਡਿੱਗੇ ਲੱਭੇ
[IRV | PA | OT | 1 Chronicles | Chapter 10 | Verse 9] ਸੋ ਉਨ੍ਹਾਂ ਨੇ ਉਸ ਦੇ ਸ਼ਸਤਰ ਬਸਤਰ ਲਾਹ ਕੇ ਤੇ ਉਹ ਦਾ ਸਿਰ ਤੇ ਹਥਿਆਰ ਲੈ ਕੇ ਫ਼ਲਿਸਤੀਆਂ ਦੇ ਦੇਸ ਵਿੱਚ ਆਲੇ-ਦੁਆਲੇ ਭੇਜ ਦਿੱਤੇ, ਤਾਂ ਕਿ ਆਪਣੇ ਮੂਰਤੀਆਂ ਦੇ ਮੰਦਰਾਂ ਵਿੱਚ ਅਤੇ ਲੋਕਾਂ ਵਿੱਚ ਉਸ ਦੇ ਮਰਨ ਦੀ ਖ਼ਬਰ ਦੇਣ
[IRV | PA | OT | 1 Chronicles | Chapter 10 | Verse 10] ਸੋ ਉਨ੍ਹਾਂ ਨੇ ਉਹ ਦੇ ਸ਼ਸਤਰਾਂ ਨੂੰ ਆਪਣੇ ਦੇਵਤਿਆਂ ਦੇ ਮੰਦਰ ਵਿੱਚ ਰੱਖਿਆ ਅਤੇ ਉਹ ਦੇ ਸਿਰ ਨੂੰ ਦਾਗੋਨ ਦੇ ਘਰ ਵਿੱਚ ਬੰਨਿਆ।
[IRV | PA | OT | 1 Chronicles | Chapter 10 | Verse 11] ਜਦੋਂ ਸਾਰੇ ਯਾਬੇਸ਼ ਗਿਲਆਦ ਨੇ ਸੁਣਿਆ ਜੋ ਫ਼ਲਿਸਤੀਆਂ ਨੇ ਸ਼ਾਊਲ ਨਾਲ ਇਹ ਸਭ ਕੁਝ ਕੀਤਾ
[IRV | PA | OT | 1 Chronicles | Chapter 10 | Verse 12] ਤਦ ਸਾਰੇ ਸੂਰਮੇ ਉੱਠੇ ਅਤੇ ਸ਼ਾਊਲ ਦੀ ਲਾਸ਼ ਤੇ ਉਹ ਦੇ ਪੁੱਤਰਾਂ ਦੀ ਲਾਸ਼ਾਂ ਨੂੰ ਲੈ ਜਾ ਕੇ ਉਨ੍ਹਾਂ ਨੂੰ ਯਾਬੇਸ਼ ਵਿੱਚ ਪਹੁੰਚਾਇਆ ਅਤੇ ਉਨ੍ਹਾਂ ਦੀਆਂ ਹੱਡੀਆਂ ਨੂੰ ਯਾਬੇਸ਼ ਵਿੱਚ ਬਲੂਤ ਦੇ ਰੁੱਖ ਦੇ ਹੇਠ ਦੱਬ ਦਿੱਤਾ ਅਤੇ ਸੱਤ ਦਿਨ ਤੱਕ ਵਰਤ ਰੱਖਿਆ
[IRV | PA | OT | 1 Chronicles | Chapter 10 | Verse 13] ਇਸ ਤਰ੍ਹਾਂ ਸ਼ਾਊਲ ਆਪਣੇ ਅਪਰਾਧ ਦੇ ਕਾਰਨ ਜਿਹੜਾ ਉਸ ਨੇ ਯਹੋਵਾਹ ਦੇ ਵਿਰੁੱਧ ਕੀਤਾ ਸੀ ਮਰ ਗਿਆ ਅਰਥਾਤ ਯਹੋਵਾਹ ਦੀ ਬਾਣੀ ਦੇ ਕਾਰਨ ਜਿਹੜੀ ਉਸ ਨੇ ਨਾ ਮੰਨੀ ਅਤੇ ਇਸ ਲਈ ਵੀ ਜੋ ਉਸ ਨੇ ਇੱਕ ਭੂਤ ਮਿੱਤਰ ਤੋਂ ਸਲਾਹ ਲਈ,
[IRV | PA | OT | 1 Chronicles | Chapter 10 | Verse 14] ਪਰ ਯਹੋਵਾਹ ਤੋਂ ਸਲਾਹ ਨਾ ਲਈ, ਇਸ ਲਈ ਉਸ ਨੇ ਉਹ ਨੂੰ ਮਾਰ ਸੁੱਟਿਆ ਅਤੇ ਇਸਰਾਏਲ ਦਾ ਰਾਜ ਯੱਸੀ ਦੇ ਪੁੱਤਰ ਦਾਊਦ ਨੂੰ ਦੇ ਦਿੱਤਾ।
