[IRV | PA | OT | 1 Chronicles | Chapter 7 | Verse 1] ਯਿੱਸਾਕਾਰ ਦੇ ਚਾਰ ਪੁੱਤਰ ਸਨ, ਤੋਲਾ ਤੇ ਫੂਆਹ ਤੇ ਯਾਸ਼ੂਬ ਤੇ ਸ਼ਿਮਰੋਨ
[IRV | PA | OT | 1 Chronicles | Chapter 7 | Verse 2] ਅਤੇ ਤੋਲਾ ਦੇ ਪੁੱਤਰ ਉੱਜ਼ੀ ਤੇ ਰਫ਼ਾਯਾਹ ਤੇ ਯਰੀਏਲ ਤੇ ਯਹਮਈ ਤੇ ਯਿਬਸਾਮ ਤੇ ਸ਼ਮੂਏਲ ਜਿਹੜੇ ਆਪਣੇ ਪਿਤਾ ਤੋਲਾ ਦੇ ਘਰਾਣਿਆਂ ਦੇ ਮੁਖੀਏ ਅਤੇ ਆਪਣੀਆਂ ਪੀੜ੍ਹੀਆਂ ਵਿੱਚ ਸੂਰਬੀਰ ਯੋਧੇ ਸਨ। ਦਾਊਦ ਦੇ ਦਿਨਾਂ ਵਿੱਚ ਉਨ੍ਹਾਂ ਦੀ ਗਿਣਤੀ ਬਾਈ ਹਜ਼ਾਰ ਛੇ ਸੌ ਸੀ
[IRV | PA | OT | 1 Chronicles | Chapter 7 | Verse 3] ਅਤੇ ਉੱਜ਼ੀ ਦੇ ਪੁੱਤਰ ਯਿਜ਼ਰਹਯਾਹ ਅਤੇ ਯਿਜ਼ਰਹਯਾਹ ਦੇ ਪੁੱਤਰ, ਮੀਕਾਏਲ ਤੇ ਓਬਦਯਾਹ ਤੇ ਯੋਏਲ, ਯਿੱਸ਼ੀਯਾਹ, ਪੰਜ, ਸਾਰੇ ਮੁਖੀਏ
[IRV | PA | OT | 1 Chronicles | Chapter 7 | Verse 4] ਅਤੇ ਉਨ੍ਹਾਂ ਦੇ ਨਾਲ ਉਨ੍ਹਾਂ ਦੀਆਂ ਪੀੜ੍ਹੀਆਂ ਅਨੁਸਾਰ ਅਤੇ ਉਨ੍ਹਾਂ ਦੇ ਪਿਤਾਵਾਂ ਦੇ ਘਰਾਣਿਆਂ ਅਨੁਸਾਰ ਯੋਧਿਆਂ ਦੇ ਵੱਡੇ ਜੱਥੇ ਸਨ, ਛੱਤੀ ਹਜ਼ਾਰ ਜੁਆਨ ਕਿਉਂ ਜੋ ਉਨ੍ਹਾਂ ਦੀਆਂ ਬਹੁਤ ਸਾਰੀਆਂ ਪਤਨੀਆਂ ਅਤੇ ਪੁੱਤਰ ਸਨ
[IRV | PA | OT | 1 Chronicles | Chapter 7 | Verse 5] ਅਤੇ ਉਨ੍ਹਾਂ ਦੇ ਭਰਾ ਯਿੱਸਾਕਾਰ ਦੀਆਂ ਸਾਰੀਆਂ ਕੁਲਾਂ ਵਿੱਚ ਡਾਢੇ ਸੂਰਮੇ ਸਨ ਜਿਹੜੇ ਉਨ੍ਹਾਂ ਦੀਆਂ ਕੁਲਪੱਤ੍ਰੀਆਂ ਵਿੱਚ ਗਿਣੇ ਹੋਏ ਸਤਾਸੀ ਹਜ਼ਾਰ ਸਨ।
[IRV | PA | OT | 1 Chronicles | Chapter 7 | Verse 6] ਬਿਨਯਾਮੀਨ ਦੇ ਪੁੱਤਰ, ਬਲਾ ਤੇ ਬਕਰ ਤੇ ਯਦੀਏਲ, ਤਿੰਨ
[IRV | PA | OT | 1 Chronicles | Chapter 7 | Verse 7] ਅਤੇ ਬਲਾ ਦੇ ਪੁੱਤਰ, ਅਸਬੋਨ ਤੇ ਉੱਜ਼ੀ ਤੇ ਉੱਜ਼ੀਏਲ ਤੇ ਯਰੀਮੋਥ ਤੇ ਈਰੀ, ਪੰਜ ਪੁਰਖਿਆਂ ਦੇ ਘਰਾਣਿਆਂ ਦੇ ਮੁਖੀਏ, ਬਹੁਤ ਤਕੜੇ ਸੂਰਮੇ ਅਤੇ ਆਪਣੀਆਂ ਕੁਲਪੱਤ੍ਰੀਆਂ ਦੇ ਵਿੱਚ ਉਹ ਬਾਈ ਹਜ਼ਾਰ ਚੌਂਤੀ ਗਿਣੇ ਗਏ ਸਨ।
[IRV | PA | OT | 1 Chronicles | Chapter 7 | Verse 8] ਬਕਰ ਦੇ ਪੁੱਤਰ ਜ਼ਮੀਰਾਹ ਤੇ ਯੋਆਸ਼ ਤੇ ਅਲੀਅਜ਼ਰ ਤੇ ਅਲਯੋਏਨਈ ਤੇ ਆਮਰੀ ਤੇ ਯਿਰੇਮੋਥ ਤੇ ਅਬਿਯਾਹ ਤੇ ਅਨਾਥੋਥ ਤੇ ਆਲਾਮਥ ਇਹ ਸਾਰੇ ਬਕਰ ਦੇ ਪੁੱਤਰ ਸਨ।
[IRV | PA | OT | 1 Chronicles | Chapter 7 | Verse 9] ਕੁੱਲ-ਪੱਤਰੀ ਵਿੱਚ ਉਨ੍ਹਾਂ ਦੀਆਂ ਪੀੜ੍ਹੀਆਂ ਅਨੁਸਾਰ ਉਨ੍ਹਾਂ ਦੀ ਗਿਣਤੀ ਵੀਹ ਹਜ਼ਾਰ ਦੋ ਸੌ ਸੀ, ਡਾਢੇ ਸੂਰਮੇ ਅਤੇ ਆਪਣੇ ਪੁਰਖਿਆਂ ਦੇ ਘਰਾਣਿਆਂ ਦੇ ਮੁਖੀਏ
[IRV | PA | OT | 1 Chronicles | Chapter 7 | Verse 10] ਅਤੇ ਯਦੀਏਲ ਦੇ ਪੁੱਤਰ, ਬਿਲਹਾਨ ਅਤੇ ਬਿਲਹਾਨ ਦੇ ਪੁੱਤਰ, ਯਊਸ਼ ਤੇ ਬਿਨਯਾਮੀਨ ਤੇ ਏਹੂਦ ਤੇ ਕਨਾਨਾਹ ਤੇ ਜ਼ੇਥਾਨ ਤੇ ਤਰਸ਼ੀਸ਼ ਤੇ ਅਹੀਸ਼ਾਹਰ
[IRV | PA | OT | 1 Chronicles | Chapter 7 | Verse 11] ਇਹ ਸਾਰੇ ਯਦੀਏਲ ਦੇ ਪੁੱਤਰ ਆਪੋ ਆਪਣੇ ਪਿਤਾਵਾਂ ਦੇ ਘਰਾਣਿਆਂ ਦੇ ਮੁਖੀਆਂ ਅਨੁਸਾਰ ਡਾਢੇ ਸੂਰਮੇ ਸਤਾਰਾਂ ਹਜ਼ਾਰ ਦੋ ਸੌ ਸਨ ਜਿਹੜੇ ਸੈਨਾਂ ਵਿੱਚ ਯੁੱਧ ਕਰਨ ਜੋਗ ਸਨ
[IRV | PA | OT | 1 Chronicles | Chapter 7 | Verse 12] ਅਤੇ ਸ਼ੁੱਪੀਮ ਤੇ ਹੁੱਪੀਮ ਈਰ ਦੇ ਪੁੱਤਰ, ਹੁਸ਼ੀਮ ਅਹੇਰ ਦੇ ਪੁੱਤਰ।
[IRV | PA | OT | 1 Chronicles | Chapter 7 | Verse 13] ਨਫ਼ਤਾਲੀ ਦੇ ਪੁੱਤਰ, ਯਹਸੀਏਲ ਤੇ ਗੂਨੀ ਤੇ ਯੇਸਰ ਤੇ ਸ਼ੱਲੂਮ ਬਿਲਹਾਹ ਦੇ ਪੁੱਤਰ।
[IRV | PA | OT | 1 Chronicles | Chapter 7 | Verse 14] ਮਨੱਸ਼ਹ ਦੇ ਪੁੱਤਰ, ਅਸਰੀਏਲ ਜਿਹ ਨੂੰ ਉਹ ਦੀ ਅਰਾਮੀ ਦਾਸੀ ਨੇ ਜਨਮ ਦਿੱਤਾ, ਉਸ ਨੇ ਗਿਲਆਦ ਦੇ ਪਿਤਾ ਮਾਕੀਰ ਨੂੰ ਜਨਮ ਦਿੱਤਾ।
[IRV | PA | OT | 1 Chronicles | Chapter 7 | Verse 15] ਮਾਕੀਰ ਨੇ ਹੁੱਪੀਮ ਤੇ ਸ਼ੁੱਪੀਮ ਇੱਕ ਔਰਤ ਵਿਆਹ ਲਈ ਜਿਹ ਦੀ ਭੈਣ ਦਾ ਨਾਮ ਮਅਕਾਹ ਸੀ। ਦੂਜੇ ਦਾ ਨਾਮ ਸਲਾਫ਼ਹਾਦ ਸੀ ਅਤੇ ਸਲਾਫਹਾਦ ਦੀਆਂ ਧੀਆਂ ਹੀ ਸਨ।
[IRV | PA | OT | 1 Chronicles | Chapter 7 | Verse 16] ਮਾਕੀਰ ਦੀ ਔਰਤ ਮਅਕਾਹ ਨੇ ਇੱਕ ਪੁੱਤਰ ਨੂੰ ਜਨਮ ਦਿੱਤਾ ਅਤੇ ਉਹ ਦਾ ਨਾਮ ਪਰਸ਼ ਰੱਖਿਆ ਅਤੇ ਉਹ ਦੇ ਭਰਾ ਦਾ ਨਾਮ ਸ਼ਰਸ਼ ਸੀ ਅਤੇ ਉਹ ਦੇ ਪੁੱਤਰ ਊਲਾਮ ਤੇ ਰਾਕਮ ਸਨ
[IRV | PA | OT | 1 Chronicles | Chapter 7 | Verse 17] ਅਤੇ ਊਲਾਮ ਦੇ ਪੁੱਤਰ, ਬਦਾਨ। ਇਹ ਗਿਲਆਦ ਦੇ ਪੁੱਤਰ ਸਨ ਜਿਹੜਾ ਮਾਕੀਰ ਦੇ ਪੁੱਤਰ ਤੇ ਮਨੱਸ਼ਹ ਦਾ ਪੋਤਾ ਸੀ
[IRV | PA | OT | 1 Chronicles | Chapter 7 | Verse 18] ਅਤੇ ਉਹ ਦੀ ਭੈਣ ਹੰਮੋਲਕੋਥ ਨੇ ਈਸ਼ਹੋਦ ਤੇ ਅਬੀਅਜ਼ਰ ਤੇ ਮਹਲਾਹ ਜਣੇ
[IRV | PA | OT | 1 Chronicles | Chapter 7 | Verse 19] ਅਤੇ ਸ਼ਮੀਦਾ ਦੇ ਪੁੱਤਰ ਇਹ ਸਨ, ਅਹਯਾਨ ਤੇ ਸ਼ਕਮ ਤੇ ਲਿਕਹੀ ਤੇ ਅਨੀਆਮ।
[IRV | PA | OT | 1 Chronicles | Chapter 7 | Verse 20] ਇਫ਼ਰਾਈਮ ਦੇ ਪੁੱਤਰ, ਸ਼ੁਥਲਹ ਤੇ ਉਹ ਦਾ ਪੁੱਤਰ ਬਰਦ ਤੇ ਉਹ ਦਾ ਤਹਥ, ਤੇ ਉਹ ਦਾ ਅਲਆਦਾਹ ਤੇ ਉਹ ਦਾ ਪੁੱਤਰ ਤਹਥ
