[WEB | EN | OT | Exodus | Chapter 21 | Verse 1] “Now these are the ordinances which you shall set before them:
[WEB | EN | OT | Exodus | Chapter 21 | Verse 2] “If you buy a Hebrew servant, he shall serve six years, and in the seventh he shall go out free without paying anything.
[WEB | EN | OT | Exodus | Chapter 21 | Verse 3] If he comes in by himself, he shall go out by himself. If he is married, then his wife shall go out with him.
[WEB | EN | OT | Exodus | Chapter 21 | Verse 4] If his master gives him a wife and she bears him sons or daughters, the wife and her children shall be her master’s, and he shall go out by himself.
[WEB | EN | OT | Exodus | Chapter 21 | Verse 5] But if the servant shall plainly say, ‘I love my master, my wife, and my children. I will not go out free;’
[WEB | EN | OT | Exodus | Chapter 21 | Verse 6] then his master shall bring him to God, and shall bring him to the door or to the doorpost, and his master shall bore his ear through with an awl, and he shall serve him forever.
[WEB | EN | OT | Exodus | Chapter 21 | Verse 7] “If a man sells his daughter to be a female servant, she shall not go out as the male servants do.
[WEB | EN | OT | Exodus | Chapter 21 | Verse 8] If she doesn’t please her master, who has married her to himself, then he shall let her be redeemed. He shall have no right to sell her to a foreign people, since he has dealt deceitfully with her.
[WEB | EN | OT | Exodus | Chapter 21 | Verse 9] If he marries her to his son, he shall deal with her as a daughter.
[WEB | EN | OT | Exodus | Chapter 21 | Verse 10] If he takes another wife to himself, he shall not diminish her food, her clothing, and her marital rights.
[WEB | EN | OT | Exodus | Chapter 21 | Verse 11] If he doesn’t do these three things for her, she may go free without paying any money.
[WEB | EN | OT | Exodus | Chapter 21 | Verse 12] “One who strikes a man so that he dies shall surely be put to death,
[WEB | EN | OT | Exodus | Chapter 21 | Verse 13] but not if it is unintentional, but God allows it to happen; then I will appoint you a place where he shall flee.
[WEB | EN | OT | Exodus | Chapter 21 | Verse 14] If a man schemes and comes presumptuously on his neighbor to kill him, you shall take him from my altar, that he may die.
[WEB | EN | OT | Exodus | Chapter 21 | Verse 15] “Anyone who attacks his father or his mother shall be surely put to death.
[WEB | EN | OT | Exodus | Chapter 21 | Verse 16] “Anyone who kidnaps someone and sells him, or if he is found in his hand, he shall surely be put to death.
[WEB | EN | OT | Exodus | Chapter 21 | Verse 17] “Anyone who curses his father or his mother shall surely be put to death.
[WEB | EN | OT | Exodus | Chapter 21 | Verse 18] “If men quarrel and one strikes the other with a stone, or with his fist, and he doesn’t die, but is confined to bed;
[WEB | EN | OT | Exodus | Chapter 21 | Verse 19] if he rises again and walks around with his staff, then he who struck him shall be cleared; only he shall pay for the loss of his time, and shall provide for his healing until he is thoroughly healed.
[WEB | EN | OT | Exodus | Chapter 21 | Verse 20] “If a man strikes his servant or his maid with a rod, and he dies under his hand, the man shall surely be punished.
[WEB | EN | OT | Exodus | Chapter 21 | Verse 21] Notwithstanding, if his servant gets up after a day or two, he shall not be punished, for the servant is his property.
[WEB | EN | OT | Exodus | Chapter 21 | Verse 22] “If men fight and hurt a pregnant woman so that she gives birth prematurely, and yet no harm follows, he shall be surely fined as much as the woman’s husband demands and the judges allow.
[WEB | EN | OT | Exodus | Chapter 21 | Verse 23] But if any harm follows, then you must take life for life,
[WEB | EN | OT | Exodus | Chapter 21 | Verse 24] eye for eye, tooth for tooth, hand for hand, foot for foot,
[WEB | EN | OT | Exodus | Chapter 21 | Verse 25] burning for burning, wound for wound, and bruise for bruise.
[WEB | EN | OT | Exodus | Chapter 21 | Verse 26] “If a man strikes his servant’s eye, or his maid’s eye, and destroys it, he shall let him go free for his eye’s sake.
[WEB | EN | OT | Exodus | Chapter 21 | Verse 27] If he strikes out his male servant’s tooth, or his female servant’s tooth, he shall let the servant go free for his tooth’s sake.
[WEB | EN | OT | Exodus | Chapter 21 | Verse 28] “If a bull gores a man or a woman to death, the bull shall surely be stoned, and its meat shall not be eaten; but the owner of the bull shall not be held responsible.
[WEB | EN | OT | Exodus | Chapter 21 | Verse 29] But if the bull had a habit of goring in the past, and this has been testified to its owner, and he has not kept it in, but it has killed a man or a woman, the bull shall be stoned, and its owner shall also be put to death.
[WEB | EN | OT | Exodus | Chapter 21 | Verse 30] If a ransom is imposed on him, then he shall give for the redemption of his life whatever is imposed.
[WEB | EN | OT | Exodus | Chapter 21 | Verse 31] Whether it has gored a son or has gored a daughter, according to this judgment it shall be done to him.
[WEB | EN | OT | Exodus | Chapter 21 | Verse 32] If the bull gores a male servant or a female servant, thirty shekels of silver shall be given to their master, and the ox shall be stoned.
[WEB | EN | OT | Exodus | Chapter 21 | Verse 33] “If a man opens a pit, or if a man digs a pit and doesn’t cover it, and a bull or a donkey falls into it,
[WEB | EN | OT | Exodus | Chapter 21 | Verse 34] the owner of the pit shall make it good. He shall give money to its owner, and the dead animal shall be his.
[WEB | EN | OT | Exodus | Chapter 21 | Verse 35] “If one man’s bull injures another’s, so that it dies, then they shall sell the live bull, and divide its price; and they shall also divide the dead animal.
[WEB | EN | OT | Exodus | Chapter 21 | Verse 36] Or if it is known that the bull was in the habit of goring in the past, and its owner has not kept it in, he shall surely pay bull for bull, and the dead animal shall be his own.
