[WEB | EN | OT | Exodus | Chapter 40 | Verse 1] The LORD spoke to Moses, saying,
[WEB | EN | OT | Exodus | Chapter 40 | Verse 2] “On the first day of the first month you shall raise up the tabernacle of the Tent of Meeting.
[WEB | EN | OT | Exodus | Chapter 40 | Verse 3] You shall put the ark of the covenant in it, and you shall screen the ark with the veil.
[WEB | EN | OT | Exodus | Chapter 40 | Verse 4] You shall bring in the table, and set in order the things that are on it. You shall bring in the lamp stand, and light its lamps.
[WEB | EN | OT | Exodus | Chapter 40 | Verse 5] You shall set the golden altar for incense before the ark of the covenant, and put the screen of the door to the tabernacle.
[WEB | EN | OT | Exodus | Chapter 40 | Verse 6] “You shall set the altar of burnt offering before the door of the tabernacle of the Tent of Meeting.
[WEB | EN | OT | Exodus | Chapter 40 | Verse 7] You shall set the basin between the Tent of Meeting and the altar, and shall put water therein.
[WEB | EN | OT | Exodus | Chapter 40 | Verse 8] You shall set up the court around it, and hang up the screen of the gate of the court.
[WEB | EN | OT | Exodus | Chapter 40 | Verse 9] “You shall take the anointing oil, and anoint the tabernacle and all that is in it, and shall make it holy, and all its furniture, and it will be holy.
[WEB | EN | OT | Exodus | Chapter 40 | Verse 10] You shall anoint the altar of burnt offering, with all its vessels, and sanctify the altar, and the altar will be most holy.
[WEB | EN | OT | Exodus | Chapter 40 | Verse 11] You shall anoint the basin and its base, and sanctify it.
[WEB | EN | OT | Exodus | Chapter 40 | Verse 12] “You shall bring Aaron and his sons to the door of the Tent of Meeting, and shall wash them with water.
[WEB | EN | OT | Exodus | Chapter 40 | Verse 13] You shall put on Aaron the holy garments; and you shall anoint him, and sanctify him, that he may minister to me in the priest’s office.
[WEB | EN | OT | Exodus | Chapter 40 | Verse 14] You shall bring his sons, and put tunics on them.
[WEB | EN | OT | Exodus | Chapter 40 | Verse 15] You shall anoint them, as you anointed their father, that they may minister to me in the priest’s office. Their anointing shall be to them for an everlasting priesthood throughout their generations.”
[WEB | EN | OT | Exodus | Chapter 40 | Verse 16] Moses did so. According to all that the LORD commanded him, so he did.
[WEB | EN | OT | Exodus | Chapter 40 | Verse 17] In the first month in the second year, on the first day of the month, the tabernacle was raised up.
[WEB | EN | OT | Exodus | Chapter 40 | Verse 18] Moses raised up the tabernacle, and laid its sockets, and set up its boards, and put in its bars, and raised up its pillars.
[WEB | EN | OT | Exodus | Chapter 40 | Verse 19] He spread the covering over the tent, and put the roof of the tabernacle above on it, as the LORD commanded Moses.
[WEB | EN | OT | Exodus | Chapter 40 | Verse 20] He took and put the covenant into the ark, and set the poles on the ark, and put the mercy seat above on the ark.
[WEB | EN | OT | Exodus | Chapter 40 | Verse 21] He brought the ark into the tabernacle, and set up the veil of the screen, and screened the ark of the covenant, as the LORD commanded Moses.
[WEB | EN | OT | Exodus | Chapter 40 | Verse 22] He put the table in the Tent of Meeting, on the north side of the tabernacle, outside of the veil.
[WEB | EN | OT | Exodus | Chapter 40 | Verse 23] He set the bread in order on it before the LORD, as the LORD commanded Moses.
[WEB | EN | OT | Exodus | Chapter 40 | Verse 24] He put the lamp stand in the Tent of Meeting, opposite the table, on the south side of the tabernacle.
[WEB | EN | OT | Exodus | Chapter 40 | Verse 25] He lit the lamps before the LORD, as the LORD commanded Moses.
[WEB | EN | OT | Exodus | Chapter 40 | Verse 26] He put the golden altar in the Tent of Meeting before the veil;
[WEB | EN | OT | Exodus | Chapter 40 | Verse 27] and he burned incense of sweet spices on it, as the LORD commanded Moses.
[WEB | EN | OT | Exodus | Chapter 40 | Verse 28] He put up the screen of the door to the tabernacle.
[WEB | EN | OT | Exodus | Chapter 40 | Verse 29] He set the altar of burnt offering at the door of the tabernacle of the Tent of Meeting, and offered on it the burnt offering and the meal offering, as the LORD commanded Moses.
[WEB | EN | OT | Exodus | Chapter 40 | Verse 30] He set the basin between the Tent of Meeting and the altar, and put water therein, with which to wash.
[WEB | EN | OT | Exodus | Chapter 40 | Verse 31] Moses, Aaron, and his sons washed their hands and their feet there.
[WEB | EN | OT | Exodus | Chapter 40 | Verse 32] When they went into the Tent of Meeting, and when they came near to the altar, they washed, as the LORD commanded Moses.
[WEB | EN | OT | Exodus | Chapter 40 | Verse 33] He raised up the court around the tabernacle and the altar, and set up the screen of the gate of the court. So Moses finished the work.
[WEB | EN | OT | Exodus | Chapter 40 | Verse 34] Then the cloud covered the Tent of Meeting, and the LORD’s glory filled the tabernacle.
[WEB | EN | OT | Exodus | Chapter 40 | Verse 35] Moses wasn’t able to enter into the Tent of Meeting, because the cloud stayed on it, and the LORD’s glory filled the tabernacle.
[WEB | EN | OT | Exodus | Chapter 40 | Verse 36] When the cloud was taken up from over the tabernacle, the children of Israel went onward, throughout all their journeys;
[WEB | EN | OT | Exodus | Chapter 40 | Verse 37] but if the cloud wasn’t taken up, then they didn’t travel until the day that it was taken up.
[WEB | EN | OT | Exodus | Chapter 40 | Verse 38] For the cloud of the LORD was on the tabernacle by day, and there was fire in the cloud by night, in the sight of all the house of Israel, throughout all their journeys.
