[IRV | PA | OT | Joshua | Chapter 2 | Verse 1] ਤਦ ਨੂਨ ਦੇ ਪੁੱਤਰ ਯਹੋਸ਼ੁਆ ਨੇ ਦੋ ਮਨੁੱਖਾਂ ਨੂੰ ਸ਼ਿੱਟੀਮ ਤੋਂ ਗੁਪਤ ਰੂਪ ਵਿੱਚ ਭੇਤ ਲੈਣ ਲਈ ਭੇਜਿਆ। ਉਹਨਾਂ ਨੂੰ ਆਖਿਆ, ਜਾ ਕੇ ਉਸ ਦੇਸ ਯਰੀਹੋ ਨੂੰ ਵੇਖੋ ਤਾਂ ਉਹ ਝੱਟ ਚਲੇ ਗਏ ਅਤੇ ਇੱਕ ਵੇਸਵਾ ਦੇ ਘਰ ਵਿੱਚ ਜਾ ਠਹਿਰੇ ਜਿਸ ਦਾ ਨਾਮ ਰਾਹਾਬ ਸੀ।
[IRV | PA | OT | Joshua | Chapter 2 | Verse 2] ਤਦ ਯਰੀਹੋ ਦੇ ਰਾਜੇ ਨੂੰ ਆਖਿਆ ਗਿਆ ਕਿ ਵੇਖੋ, ਅੱਜ ਦੀ ਰਾਤ ਇਸਰਾਏਲੀਆਂ ਵਿੱਚੋਂ ਮਨੁੱਖ ਇਸ ਦੇਸ ਦਾ ਭੇਦ ਲੈਣ ਲਈ ਆਏ ਹੋਏ ਹਨ।
[IRV | PA | OT | Joshua | Chapter 2 | Verse 3] ਤਦ ਯਰੀਹੋ ਦੇ ਰਾਜੇ ਨੇ ਰਾਹਾਬ ਨੂੰ ਸੁਨੇਹਾ ਭੇਜਿਆ ਕਿ ਉਹਨਾਂ ਮਨੁੱਖਾਂ ਨੂੰ ਲਿਆ ਜਿਹੜੇ ਤੇਰੇ ਕੋਲ ਆਏ ਹਨ ਅਤੇ ਤੇਰੇ ਘਰ ਵਿੱਚ ਠਹਿਰੇ ਹਨ ਕਿਉਂ ਜੋ ਉਹ ਸਾਰੇ ਦੇਸ ਦਾ ਭੇਤ ਲੈਣ ਆਏ ਹਨ।
[IRV | PA | OT | Joshua | Chapter 2 | Verse 4] ਉਸ ਔਰਤ ਨੇ ਦੋਵੇਂ ਮਨੁੱਖਾਂ ਨੂੰ ਲੁਕਾ ਦਿੱਤਾ ਅਤੇ ਇਸ ਤਰ੍ਹਾਂ ਆਖਿਆ ਕਿ ਉਹ ਮਨੁੱਖ ਮੇਰੇ ਕੋਲ ਆਏ ਤਾਂ ਸਨ ਪਰ ਮੈਨੂੰ ਪਤਾ ਨਹੀਂ ਕਿ ਉਹ ਕਿੱਥੋਂ ਦੇ ਸਨ।
[IRV | PA | OT | Joshua | Chapter 2 | Verse 5] ਜਦ ਹਨ੍ਹੇਰਾ ਹੋਇਆ ਅਤੇ ਫਾਟਕ ਬੰਦ ਕਰਨ ਦਾ ਵੇਲਾ ਸੀ ਤਾਂ ਉਹ ਮਨੁੱਖ ਨਿੱਕਲ ਗਏ ਅਤੇ ਇਹ ਮੈਨੂੰ ਪਤਾ ਨਹੀਂ ਕਿ ਉਹ ਮਨੁੱਖ ਕਿੱਥੇ ਚੱਲੇ ਗਏ। ਛੇਤੀ ਨਾਲ ਉਹਨਾਂ ਦਾ ਪਿੱਛਾ ਕਰੋ ਕਿਉਂਕਿ ਤੁਸੀਂ ਉਹਨਾਂ ਨੂੰ ਫੜ ਸਕਦੇ ਹੋ।
[IRV | PA | OT | Joshua | Chapter 2 | Verse 6] ਪਰ ਉਹ ਉਹਨਾਂ ਨੂੰ ਛੱਤ ਉੱਤੇ ਲੈ ਗਈ ਅਤੇ ਬਾਲਣ ਦੀਆਂ ਲੱਕੜਾਂ ਦੇ ਹੇਠ ਜੋ ਛੱਤ ਉੱਤੇ ਰੱਖੀਆਂ ਸਨ ਲੁਕਾ ਦਿੱਤਾ।
[IRV | PA | OT | Joshua | Chapter 2 | Verse 7] ਮਨੁੱਖ ਉਹਨਾਂ ਦੇ ਪਿੱਛੇ ਯਰਦਨ ਦੇ ਰਾਹ ਪੱਤਣ ਤੱਕ ਗਏ ਅਤੇ ਜਿਸ ਵੇਲੇ ਉਹਨਾਂ ਦਾ ਪਿੱਛਾ ਕਰਨ ਵਾਲੇ ਬਾਹਰ ਨਿੱਕਲ ਗਏ ਤਾਂ ਉਹਨਾਂ ਨੇ ਫਾਟਕ ਬੰਦ ਕਰ ਲਿਆ।
[IRV | PA | OT | Joshua | Chapter 2 | Verse 8] ਉਹਨਾਂ ਦੇ ਸੌਣ ਤੋਂ ਪਹਿਲਾਂ ਉਹ ਉਹਨਾਂ ਕੋਲ ਛੱਤ ਉੱਤੇ ਗਈ।
[IRV | PA | OT | Joshua | Chapter 2 | Verse 9] ਉਹਨਾਂ ਨੂੰ ਆਖਿਆ ਕਿ ਮੈਂ ਤਾਂ ਜਾਣਦੀ ਹਾਂ ਕਿ ਯਹੋਵਾਹ ਨੇ ਇਹ ਦੇਸ ਤੁਹਾਨੂੰ ਦੇ ਦਿੱਤਾ ਹੈ ਅਤੇ ਤੁਹਾਡਾ ਡਰ ਸਾਡੇ ਲੋਕਾਂ ਉੱਤੇ ਆ ਪਿਆ ਹੈ ਅਤੇ ਇਸ ਦੇਸ ਦੇ ਵਸਨੀਕ ਤੁਹਾਡੇ ਤੋਂ ਘਬਰਾ ਗਏ ਹਨ।
[IRV | PA | OT | Joshua | Chapter 2 | Verse 10] ਕਿਉਂ ਜੋ ਅਸੀਂ ਸੁਣਿਆ ਹੈ ਕਿ ਜਿਸ ਵੇਲੇ ਤੁਸੀਂ ਮਿਸਰ ਵਿੱਚੋਂ ਨਿੱਕਲੇ ਤਾਂ ਯਹੋਵਾਹ ਨੇ ਤੁਹਾਡੇ ਸਾਹਮਣੇ ਲਾਲ ਸਮੁੰਦਰ ਦੇ ਪਾਣੀ ਨੂੰ ਕਿਵੇਂ ਸੁਕਾ ਦਿੱਤਾ ਅਤੇ ਤੁਸੀਂ ਅਮੋਰੀਆਂ ਦੇ ਦੋਹਾਂ ਰਾਜਿਆਂ ਨਾਲ ਅਰਥਾਤ ਸੀਹੋਨ ਅਤੇ ਓਗ ਨਾਲ ਜਿਹੜੇ ਯਰਦਨ ਦੇ ਉਸ ਪਾਸੇ ਸਨ ਕਿਵੇਂ ਵਰਤਾਓ ਕੀਤਾ ਜਿਨ੍ਹਾਂ ਨੂੰ ਤੁਸੀਂ ਮਾਰ ਸੁੱਟਿਆ।
[IRV | PA | OT | Joshua | Chapter 2 | Verse 11] ਜਦ ਅਸੀਂ ਸੁਣਿਆ ਤਾਂ ਸਾਡੇ ਮਨ ਪਿਘਲ ਗਏ ਅਤੇ ਤੁਹਾਡੇ ਕਾਰਨ ਕਿਸੇ ਮਨੁੱਖ ਵਿੱਚ ਹਿੰਮਤ ਨਹੀਂ ਰਹੀ ਕਿਉਂ ਜੋ ਯਹੋਵਾਹ ਤੁਹਾਡਾ ਪਰਮੇਸ਼ੁਰ ਸਵਰਗ ਵਿੱਚ ਅਤੇ ਧਰਤੀ ਉੱਤੇ ਉਹੀ ਇੱਕੋ ਪਰਮੇਸ਼ੁਰ ਹੈ।
