[GRCGTR | EL | NT | Hebrews | Chapter 11 | Verse 1] Ἔστι δὲ πίστις ἐλπιζομένων ὑπόστασις, πραγμάτων ἔλεγχος οὐ βλεπομένων.
[GRCGTR | EL | NT | Hebrews | Chapter 11 | Verse 2] Ἐν ταύτῃ γὰρ ἐμαρτυρήθησαν οἱ πρεσβύτεροι.
[GRCGTR | EL | NT | Hebrews | Chapter 11 | Verse 3] Πίστει νοοῦμεν κατηρτίσθαι τοὺς αἰῶνας ῥήματι Θεοῦ, εἰς τὸ μὴ ἐκ φαινομένων τὰ βλεπόμενα γεγονέναι.
[GRCGTR | EL | NT | Hebrews | Chapter 11 | Verse 4] Πίστει πλείονα θυσίαν Ἄβελ παρὰ Κάϊν προσήνεγκε τῷ Θεῷ, δι᾿ ἧς ἐμαρτυρήθη εἶναι δίκαιος, μαρτυροῦντος ἐπὶ τοῖς δώροις αὐτοῦ τοῦ Θεοῦ· καὶ δι᾿ αὐτῆς ἀποθανὼν ἔτι + 11:4 λαλεῖται ¦ λαλεῖ SCR λαλεῖται.
[GRCGTR | EL | NT | Hebrews | Chapter 11 | Verse 5] Πίστει Ἐνὼχ μετετέθη τοῦ μὴ ἰδεῖν θάνατον, καὶ οὐχ εὑρίσκετο, διότι μετέθηκεν αὐτὸν ὁ Θεός· πρὸ γὰρ τῆς μεταθέσεως αὐτοῦ μεμαρτύρηται εὐηρεστηκέναι τῷ Θεῷ·
[GRCGTR | EL | NT | Hebrews | Chapter 11 | Verse 6] χωρὶς δὲ πίστεως ἀδύνατον εὐαρεστῆσαι· πιστεῦσαι γὰρ δεῖ τὸν προσερχόμενον τῷ Θεῷ, ὅτι ἔστι, καὶ τοῖς ἐκζητοῦσιν αὐτὸν μισθαποδότης γίνεται.
[GRCGTR | EL | NT | Hebrews | Chapter 11 | Verse 7] Πίστει χρηματισθεὶς Νῶε περὶ τῶν μηδέπω βλεπομένων, εὐλαβηθεὶς κατεσκεύασε κιβωτὸν εἰς σωτηρίαν τοῦ οἴκου αὐτοῦ· δι᾿ ἧς κατέκρινε τὸν κόσμον, καὶ τῆς κατὰ πίστιν δικαιοσύνης ἐγένετο κληρονόμος.
[GRCGTR | EL | NT | Hebrews | Chapter 11 | Verse 8] Πίστει καλούμενος Ἀβραὰμ ὑπήκουσεν ἐξελθεῖν εἰς τὸν τόπον ὃν ἤμελλε λαμβάνειν εἰς κληρονομίαν, καὶ ἐξῆλθε μὴ ἐπιστάμενος ποῦ ἔρχεται.
[GRCGTR | EL | NT | Hebrews | Chapter 11 | Verse 9] Πίστει παρῴκησεν εἰς τὴν γῆν τῆς ἐπαγγελίας, ὡς ἀλλοτρίαν, ἐν σκηναῖς κατοικήσας μετὰ Ἰσαὰκ καὶ Ἰακώβ, τῶν συγκληρονόμων τῆς ἐπαγγελίας τῆς αὐτῆς·
[GRCGTR | EL | NT | Hebrews | Chapter 11 | Verse 10] ἐξεδέχετο γὰρ τὴν τοὺς θεμελίους ἔχουσαν πόλιν, ἧς τεχνίτης καὶ δημιουργὸς ὁ Θεός.
[GRCGTR | EL | NT | Hebrews | Chapter 11 | Verse 11] Πίστει καὶ αὐτὴ Σάρρα δύναμιν εἰς καταβολὴν σπέρματος ἔλαβε, καὶ παρὰ καιρὸν ἡλικίας ἔτεκεν, ἐπεὶ πιστὸν ἡγήσατο τὸν ἐπαγγειλάμενον.
[GRCGTR | EL | NT | Hebrews | Chapter 11 | Verse 12] Διὸ καὶ ἀφ᾿ ἑνὸς ἐγεννήθησαν, καὶ ταῦτα νενεκρωμένου, καθὼς τὰ ἄστρα τοῦ οὐρανοῦ τῷ πλήθει, καὶ ὡσεὶ ἄμμος ἡ παρὰ τὸ χεῖλος τῆς θαλάσσης ἡ ἀναρίθμητος.
[GRCGTR | EL | NT | Hebrews | Chapter 11 | Verse 13] Κατὰ πίστιν ἀπέθανον οὗτοι πάντες, μὴ λαβόντες τὰς ἐπαγγελίας, ἀλλὰ πόρρωθεν αὐτὰς ἰδόντες, καὶ πεισθέντες, καὶ ἀσπασάμενοι, καὶ ὁμολογήσαντες ὅτι ξένοι καὶ παρεπίδημοί εἰσιν ἐπὶ τῆς γῆς.
[GRCGTR | EL | NT | Hebrews | Chapter 11 | Verse 14] Οἱ γὰρ τοιαῦτα λέγοντες ἐμφανίζουσιν ὅτι πατρίδα ἐπιζητοῦσι.
[GRCGTR | EL | NT | Hebrews | Chapter 11 | Verse 15] Καὶ εἰ μὲν ἐκείνης ἐμνημόνευον ἀφ᾿ ἧς ἐξῆλθον, εἶχον ἂν καιρὸν ἀνακάμψαι.
[GRCGTR | EL | NT | Hebrews | Chapter 11 | Verse 16] Νυνὶ δὲ κρείττονος ὀρέγονται, τοῦτ᾿ ἔστιν, ἐπουρανίου· διὸ οὐκ ἐπαισχύνεται αὐτοὺς ὁ Θεός, Θεὸς ἐπικαλεῖσθαι αὐτῶν· ἡτοίμασε γὰρ αὐτοῖς πόλιν.
[GRCGTR | EL | NT | Hebrews | Chapter 11 | Verse 17] Πίστει προσενήνοχεν Ἀβραὰμ τὸν Ἰσαὰκ πειραζόμενος, καὶ τὸν μονογενῆ προσέφερεν ὁ τὰς ἐπαγγελίας ἀναδεξάμενος,
[GRCGTR | EL | NT | Hebrews | Chapter 11 | Verse 18] πρὸς ὃν ἐλαλήθη, ὅτι Ἐν Ἰσαὰκ κληθήσεταί σοι σπέρμα·
[GRCGTR | EL | NT | Hebrews | Chapter 11 | Verse 19] λογισάμενος ὅτι καὶ ἐκ νεκρῶν ἐγείρειν δυνατὸς ὁ Θεός· ὅθεν αὐτὸν καὶ ἐν παραβολῇ ἐκομίσατο.
[GRCGTR | EL | NT | Hebrews | Chapter 11 | Verse 20] Πίστει περὶ μελλόντων εὐλόγησεν Ἰσαὰκ τὸν Ἰακὼβ καὶ τὸν Ἠσαῦ.
[GRCGTR | EL | NT | Hebrews | Chapter 11 | Verse 21] Πίστει Ἰακὼβ ἀποθνῄσκων ἕκαστον τῶν υἱῶν Ἰωσὴφ εὐλόγησε, καὶ προσεκύνησεν ἐπὶ τὸ ἄκρον τῆς ῥάβδου αὐτοῦ.
[GRCGTR | EL | NT | Hebrews | Chapter 11 | Verse 22] Πίστει Ἰωσὴφ τελευτῶν περὶ τῆς ἐξόδου τῶν υἱῶν Ἰσραὴλ ἐμνημόνευσε, καὶ περὶ τῶν ὀστέων αὐτοῦ ἐνετείλατο.
[GRCGTR | EL | NT | Hebrews | Chapter 11 | Verse 23] Πίστει Μωσῆς γεννηθεὶς ἐκρύβη τρίμηνον ὑπὸ τῶν πατέρων αὐτοῦ, διότι εἶδον ἀστεῖον τὸ παιδίον· καὶ οὐκ ἐφοβήθησαν τὸ διάταγμα τοῦ βασιλέως.
