[WEBSTER | EN | OT | Deuteronomy | Chapter 1 | Verse 1] These are the words which Moses spoke to all Israel on the east side of Jordan in the wilderness, in the plain over against Suf, between Paran, and Tophel, and Laban, and Hazeroth, and Dizahab.
[WEBSTER | EN | OT | Deuteronomy | Chapter 1 | Verse 2] (There are eleven days journey from Horeb by the way of mount Seir to Kadesh-barnea.)
[WEBSTER | EN | OT | Deuteronomy | Chapter 1 | Verse 3] And it came to pass in the fortieth year, in the eleventh month, on the first day of the month, that Moses spoke to the children of Israel, according to all that the LORD had given him in commandment to them;
[WEBSTER | EN | OT | Deuteronomy | Chapter 1 | Verse 4] After he had slain Sihon the king of the Amorites, who dwelt in Heshbon, and Og the king of Bashan, who dwelt at Astaroth in Edrei:
[WEBSTER | EN | OT | Deuteronomy | Chapter 1 | Verse 5] On the east side of Jordan, in the land of Moab, began Moses to declare this law, saying,
[WEBSTER | EN | OT | Deuteronomy | Chapter 1 | Verse 6] The LORD our God spoke to us in Horeb, saying, Ye have dwelt long enough in this mount:
[WEBSTER | EN | OT | Deuteronomy | Chapter 1 | Verse 7] Turn you, and take your journey, and go to the mount of the Amorites, and to all the places nigh to it, in the plain, on the hills, and in the vale, and in the south, and by the sea-side, to the land of the Canaanites, and to Lebanon, to the great river, the river Euphrates.
[WEBSTER | EN | OT | Deuteronomy | Chapter 1 | Verse 8] Behold, I have set the land before you: go in and possess the land which the LORD swore to your fathers, Abraham, Isaac, and Jacob, to give to them and to their seed after them.
[WEBSTER | EN | OT | Deuteronomy | Chapter 1 | Verse 9] And I spoke to you at that time, saying, I am not able to bear you myself alone:
[WEBSTER | EN | OT | Deuteronomy | Chapter 1 | Verse 10] The LORD your God hath multiplied you, and behold, ye are this day as the stars of heaven for multitude.
[WEBSTER | EN | OT | Deuteronomy | Chapter 1 | Verse 11] (The LORD God of your fathers make you a thousand times so many more as ye are , and bless you, as he hath promised you!)
[WEBSTER | EN | OT | Deuteronomy | Chapter 1 | Verse 12] How can I alone bear your encumbrance, and your burden, and your strife?
[WEBSTER | EN | OT | Deuteronomy | Chapter 1 | Verse 13] Take ye wise men, and understanding, and known among your tribes, and I will make them rulers over you.
[WEBSTER | EN | OT | Deuteronomy | Chapter 1 | Verse 14] And ye answered me, and said, The thing which thou hast spoken is good for us to do.
[WEBSTER | EN | OT | Deuteronomy | Chapter 1 | Verse 15] So I took the chief of your tribes, wise men, and known, and made them heads over you, captains over thousands, and captains over hundreds, and captains over fifties, and captains over tens, and officers among your tribes.
[WEBSTER | EN | OT | Deuteronomy | Chapter 1 | Verse 16] And I charged your judges at that time, saying, Hear the causes between your brethren, and judge righteously between every man and his brother, and the stranger that is with him.
[WEBSTER | EN | OT | Deuteronomy | Chapter 1 | Verse 17] Ye shall not respect persons in judgment; but ye shall hear the small as well as the great; ye shall not be afraid of the face of man; for the judgment is God's: and the cause that is too hard for you, bring to me, and I will hear it.
[WEBSTER | EN | OT | Deuteronomy | Chapter 1 | Verse 18] And I commanded you at that time all the things which ye should do.
[WEBSTER | EN | OT | Deuteronomy | Chapter 1 | Verse 19] And when we departed from Horeb, we went through all that great and terrible wilderness, which ye saw by the way of the mountain of the Amorites, as the LORD our God commanded us; and we came to Kadesh-barnea.
[WEBSTER | EN | OT | Deuteronomy | Chapter 1 | Verse 20] And I said to you, Ye have come to the mountain of the Amorites, which the LORD our God doth give to us.
[WEBSTER | EN | OT | Deuteronomy | Chapter 1 | Verse 21] Behold, the LORD thy God hath set the land before thee: go up and possess it , as the LORD God of thy fathers hath said to thee; fear not, neither be discouraged.
[WEBSTER | EN | OT | Deuteronomy | Chapter 1 | Verse 22] And ye came near to me every one of you, and said, We will send men before us, and they shall explore the land for us, and bring us word again by what way we must go up, and into what cities we shall come.
[WEBSTER | EN | OT | Deuteronomy | Chapter 1 | Verse 23] And the saying pleased me well: and I took twelve men of you, one of a tribe:
