[IRV | GU | OT | Ezekiel | Chapter 18 | Verse 1] ફરી યહોવાહનું વચન મારી પાસે આવ્યું અને કહ્યું,
[IRV | GU | OT | Ezekiel | Chapter 18 | Verse 2] “તમે શા કારણથી, ઇઝરાયલ દેશ વિષે આ કહેવતનો ઉપયોગ કરો છે? ‘પિતાઓએ ખાટી દ્રાક્ષા ખાધી છે અને છોકરાઓના દાંત ખટાઈ ગયા છે?”
[IRV | GU | OT | Ezekiel | Chapter 18 | Verse 3] “પ્રભુ યહોવાહ પોતાના જીવના સમ ખાઈને કહે છે” હવેથી ઇઝરાયલમાં તમને આ કહેવતનો ઉપયોગ કરવાનો પ્રસંગ નહિ આવે.
[IRV | GU | OT | Ezekiel | Chapter 18 | Verse 4] જુઓ, એકેએક જીવ મારો છે, જેમ પિતાનો જીવ તેમ પુત્રનો જીવ પણ મારો છે. જે માણસ પાપ કરશે તે મૃત્યુ પામશે.
[IRV | GU | OT | Ezekiel | Chapter 18 | Verse 5] કેમ કે જો કોઈ માણસ ન્યાયી હશે, તે ન્યાયીપણા તથા પ્રામાણિકપણે ચાલશે.
[IRV | GU | OT | Ezekiel | Chapter 18 | Verse 6] જેણે પર્વતોનાં મંદિરમાં ભોજન કર્યું નહિ હોય, જેણે ઇઝરાયલી લોકોની મૂર્તિઓ તરફ પોતાની આંખો ઊંચી કરી નહિ હોય, પોતાના પડોશીની સ્ત્રીને ભ્રષ્ટ કરી નહિ હોય, માસિક ધર્મ સમયે તે સ્ત્રી સાથે ગયો નહિ હોય.
[IRV | GU | OT | Ezekiel | Chapter 18 | Verse 7] જો તેણે કોઈના પર જુલમ કર્યો ન હોય, પણ દેણદારે ગીરો મૂકેલી વસ્તુ પાછી આપી હોય; ચોરી થઈ ગયેલું લીધું ન હોય, પણ તેને બદલે ભૂખ્યાંને અન્ન અને વસ્ત્રહીનને વસ્ત્ર આપ્યું હોય.
[IRV | GU | OT | Ezekiel | Chapter 18 | Verse 8] જે વ્યાજ લેતો ન હોય, કે અતિશય નફો લેતો ન હોય, દુરાચારથી દૂર રહેતો હોય, વાદીપ્રતિવાદી વચ્ચે અદલ ન્યાય ચૂકવતો હોઈ અને માણસ-માણસ વચ્ચે વિશ્વાસુપણું સ્થાપિત હોય,
[IRV | GU | OT | Ezekiel | Chapter 18 | Verse 9] જે મારા વિધિઓ પ્રમાણે ચાલતો હોય અને મારા કાયદાઓનું વિશ્વાસુપણાથી પાલન કરતો હોય, તે માણસ ન્યાયી છે; તે જીવશે.” આ પ્રભુ યહોવાહ કહે છે.
[IRV | GU | OT | Ezekiel | Chapter 18 | Verse 10] પણ જો તેને એક એવો દીકરો હોય, જે લૂંટારો, ખૂની તથા આ કામોમાંનું કોઈ પણ કરનારો હોય,
[IRV | GU | OT | Ezekiel | Chapter 18 | Verse 11] પિતાએ કદી કર્યું ન હોય એવું બધું કરતો હોય; પણ પર્વતો પરની મૂર્તિઓના ભોજનમાંથી ખાતો હોય તથા પડોશીની પત્નીને ભ્રષ્ટ કરી હોય.
[IRV | GU | OT | Ezekiel | Chapter 18 | Verse 12] જો તે ગરીબો તથા નિરાધારો પર જુલમ ગુજારતો હોય, લૂંટ કરતો હોય, પોતાના દેણદારોની ગીરો મૂકેલી વસ્તુ પાછી ન આપતો હોય, મૂર્તિઓ તરફ પોતાની નજર કરી હોય કે ધિક્કારપાત્ર કૃત્યો કર્યા હોય,
[IRV | GU | OT | Ezekiel | Chapter 18 | Verse 13] નાણાં વ્યાજે આપતો હોય અને આકરો વટાવ લેતો હોય, તો શું તે જીવશે? તે નહિ જીવે! તેણે આ બધાં ધિક્કારપાત્ર કૃત્યો કર્યાં છે. તે નિશ્ચે માર્યો જશે; તેનું લોહી તેના શિરે.
[IRV | GU | OT | Ezekiel | Chapter 18 | Verse 14] પણ જુઓ, તેને એક એવો દીકરો જન્મે કે જે પોતાના પિતાનાં કરેલાં સર્વ પાપો જોઈને, તે ઈશ્વરથી બીતો હોય, એવાં કામ કરતો ન હોય,
[IRV | GU | OT | Ezekiel | Chapter 18 | Verse 15] પર્વતો પરના સભાસ્થાનનું ખાતો ન હોય, ઇઝરાયલી લોકોની મૂર્તિઓ તરફ નજર કરી ન હોય, પોતાના પડોશીની સ્ત્રીને ભ્રષ્ટ કરી ન હોય.
[IRV | GU | OT | Ezekiel | Chapter 18 | Verse 16] તેણે કોઈના પર જુલમ કર્યો ન હોય, ગીરવે મૂકેલી વસ્તુ લીધી ન હોય, ચોરી કરેલી વસ્તુ લીધી ન હોય, પણ ભૂખ્યાઓને અન્ન આપ્યું હોય તથા નિર્વસ્ત્રને વસ્ત્ર ઓઢાડ્યું હોય,
[IRV | GU | OT | Ezekiel | Chapter 18 | Verse 17] ગરીબને સતાવ્યો ન હોય, જેણે વ્યાજ કે વટાવ લીધો ન હોય, મારી આજ્ઞાઓ પાળી હોય અને મારા વિધિઓ પ્રમાણે ચાલ્યા હોય, તો તે તેના પિતાનાં પાપોને લીધે માર્યો જશે નહિ. તે નિશ્ચે જીવશે.
[IRV | GU | OT | Ezekiel | Chapter 18 | Verse 18] તેના પિતાએ ક્રૂરતા કરીને જુલમ કર્યો હોય, પોતાના ભાઈને લૂંટ્યો હોય, પોતાના લોકોમાં જે સારું નહિ તે કર્યું હોય, તો જુઓ, તે પોતાના અન્યાયને કારણે માર્યો જશે.
[IRV | GU | OT | Ezekiel | Chapter 18 | Verse 19] પણ તમે કહો છો “શા માટે પિતાનાં પાપોની શિક્ષા દીકરો ભોગવતો નથી?” જો દીકરાએ નેકીથી તથા પ્રમાણિકપણે મારા નિયમોનું પાલન કર્યું હશે, તે પ્રમાણે કર્યું હશે. તેથી તે નિશ્ચે જીવતો રહેશે.
[IRV | GU | OT | Ezekiel | Chapter 18 | Verse 20] જે પાપ કરશે તે માર્યો જશે. દીકરો પોતાના પિતાના અન્યાયની શિક્ષા ભોગવશે નહિ, કે પિતા પોતાના દીકરાના અન્યાયની શિક્ષા ભોગવશે નહિ. ન્યાયી માણસની નેકી તેને શિરે અને દુષ્ટની દુષ્ટતા તેને શિરે.
[IRV | GU | OT | Ezekiel | Chapter 18 | Verse 21] પણ જો દુષ્ટ પોતે પોતાનાં કરેલાં સર્વ પાપો કરવાનું છોડી દેશે અને મારા બધા વિધિઓ પાળશે, નેકીથી તથા પ્રામાણિકપણે વર્તશે તો તે નિશ્ચે જીવશે, તે મરશે નહિ.
[IRV | GU | OT | Ezekiel | Chapter 18 | Verse 22] તેણે કરેલાં સર્વ ઉલ્લંઘનો ફરી યાદ કરવામાં આવશે નહિ. તે તેનાં કરેલા ન્યાયીપણાને લીધે જીવશે.
[IRV | GU | OT | Ezekiel | Chapter 18 | Verse 23] એવું પ્રભુ યહોવાહ કહે છે” “શું દુષ્ટ માણસના મૃત્યુથી મને કંઈ આનંદ છે?” જો તે પોતાના માર્ગથી પાછો ફરીને જીવતો રહે તો એના કરતાં હું વિશેષ રાજી ન થાઉં?
[IRV | GU | OT | Ezekiel | Chapter 18 | Verse 24] પણ જો ન્યાયી માણસ પોતાની નેકી છોડી દઈને વિશ્વાસઘાત કરે, જે ધિક્કારપાત્ર કૃત્યો દુષ્ટ માણસ કરે છે તેઓનું અનુસરણ કરે, તો શું તે જીવશે? તેણે કરેલાં નેક કામોમાંનું કોઈ પણ યાદ કરવામાં આવશે નહિ. તેણે પોતે કરેલાં પાપોને લીધે તે મૃત્યુ પામશે.
[IRV | GU | OT | Ezekiel | Chapter 18 | Verse 25] પણ તમે કહો છો કે, ‘પ્રભુનો વ્યવહાર અદલ નથી.’ હે ઇઝરાયલી લોકો સાંભળો. શું મારો વ્યવહાર અદલ નથી? તમારા માર્ગો અવળા નથી શું?
[IRV | GU | OT | Ezekiel | Chapter 18 | Verse 26] જો ન્યાયી માણસ પોતાની નેકીથી પાછો ફરી જાય, અન્યાય કરે અને તેના કારણે તે મૃત્યુ પામે, તો તેણે પોતે કરેલા અન્યાયને કારણે જ તે મૃત્યુ પામે.
[IRV | GU | OT | Ezekiel | Chapter 18 | Verse 27] પણ જો દુષ્ટ માણસ પોતે કરેલી દુષ્ટતાથી પાછો ફરીને ન્યાયથી તથા પ્રામાણિકપણે વર્તે તો તે પોતાનો જીવ બચાવશે.
[IRV | GU | OT | Ezekiel | Chapter 18 | Verse 28] તે વિચાર કરીને પોતે કરેલા સર્વ અપરાધોમાંથી પાછા ફરે. તેથી તે નક્કી જીવશે, તે મૃત્યુ પામશે નહિ.
[IRV | GU | OT | Ezekiel | Chapter 18 | Verse 29] પણ ઇઝરાયલી લોકો કહે છે કે, ‘પ્રભુનો વ્યવહાર અદલ નથી.’ હે ઇઝરાયલી લોકો, શું મારો વ્યવહાર અદલ નથી? શું તમારા માર્ગો અવળા નથી?
[IRV | GU | OT | Ezekiel | Chapter 18 | Verse 30] એ માટે, હે ઇઝરાયલી લોકો, “પ્રભુ યહોવાહ કહે છે કે, હું તમારા દરેકનો ન્યાય તમારાં આચરણ પ્રમાણે કરીશ.” પસ્તાવો કરો અને તમારાં ઉલ્લંઘનોથી પાછા ફરો, જેથી દુષ્ટતા તમારા વિનાશનું કારણ થઈ પડશે નહિ.
[IRV | GU | OT | Ezekiel | Chapter 18 | Verse 31] જે ઉલ્લંઘનો તમે કર્યા છે તેને તમારી પાસેથી ફેંકી દો; તમારે માટે નવું હૃદય તથા નવો આત્મા મેળવો. હે ઇઝરાયલી લોકો, તમે શા માટે માર્યા જાઓ છો?
[IRV | GU | OT | Ezekiel | Chapter 18 | Verse 32] પ્રભુ યહોવાહ એવું કહે છે કે, મરનારના મોતથી મને કંઈ આનંદ થતો નથી.” માટે પસ્તાવો કરો અને જીવતા રહો!”
