[LXX | EL | OT | Zechariah | Chapter 8 | Verse 1] Καὶ ἐγένετο λόγος Κυρίου παντοκράτορος, λέγων,
[LXX | EL | OT | Zechariah | Chapter 8 | Verse 2] τάδε λέγει Κύριος παντοκράτωρ, ἐζήλωκα τὴν Ἱερουσαλὴμ, καὶ τὴν Σιὼν ζῆλον μέγαν, καὶ θυμῷ μεγάλῳ ἐζήλωκα αὐτήν.
[LXX | EL | OT | Zechariah | Chapter 8 | Verse 3] Τάδε λέγει Κύριος, ἐπιστρέψω ἐπὶ Σιὼν, καὶ κατασκηνώσω ἐν μέσῳ Ἱερουσαλὴμ, καὶ κληθήσεται ἡ Ἱερουσαλὴμ πόλις ἀληθινὴ, καὶ τὸ ὄρος Κυρίου παντοκράτορος, ὄρος ἅγιον.
[LXX | EL | OT | Zechariah | Chapter 8 | Verse 4] Τάδε λέγει Κύριος παντοκράτωρ, ἔτι καθήσονται πρεσβύτεροι καὶ πρεσβύτεραι ἐν ταῖς πλατείαις Ἱερουσαλὴμ, ἕκαστος τὴν ῥάβδον αὐτοῦ ἔχων ἐν τῇ χειρὶ αὐτοῦ, ἀπὸ πλήθους ἡμερῶν.
[LXX | EL | OT | Zechariah | Chapter 8 | Verse 5] Καὶ αἱ πλατεῖαι τῆς πόλεως πλησθήσονται παιδαρίων καὶ κορασίων παιζόντων ἐν ταῖς πλατείαις αὐτῆς.
[LXX | EL | OT | Zechariah | Chapter 8 | Verse 6] Τάδε λέγει Κύριος παντοκράτωρ, εἰ ἀδυνατήσει ἐνώπιον τῶν καταλοίπων τοῦ λαοῦ τούτου ἐν ταῖς ἡμέραις ἐκείναις, μὴ καὶ ἐνώπιόν μου ἀδυνατήσει; λέγει Κύριος παντοκράτωρ.
[LXX | EL | OT | Zechariah | Chapter 8 | Verse 7] Τάδε λέγει Κύριος παντοκράτωρ, ἰδοὺ ἐγὼ σώζω τὸν λαόν μου ἀπὸ γῆς ἀνατολῶν καὶ ἀπὸ γῆς δυσμῶν,
[LXX | EL | OT | Zechariah | Chapter 8 | Verse 8] καὶ εἰσάξω αὐτοὺς, καὶ κατασκηνώσω ἐν μέσῳ Ἱερουσαλὴμ, καὶ ἔσονται ἐμοὶ εἰς λαὸν, κᾀγὼ ἔσομαι αὐτοῖς εἰς Θεὸν ἐν ἀληθείᾳ καὶ ἐν δικαιοσύνῃ.
[LXX | EL | OT | Zechariah | Chapter 8 | Verse 9] Τάδε λέγει Κύριος παντοκράτωρ, κατισχυέτωσαν αἱ χεῖρες ὑμῶν τῶν ἀκουόντων ἐν ταῖς ἡμέραις ταύταις τοὺς λόγους τούτους ἐκ στόματος τῶν προφητῶν, ἀφʼ ἧς ἡμέρας τεθεμελίωται ὁ οἶκος Κυρίου παντοκράτορος, καὶ ὁ ναὸς ἀφʼ οὗ ᾠκοδόμηται.
[LXX | EL | OT | Zechariah | Chapter 8 | Verse 10] Διότι πρὸ τῶν ἡμερῶν ἐκείνων ὁ μισθὸς τῶν ἀνθρώπων οὐκ ἔσται εἰς ὄνησιν, καὶ ὁ μισθὸς τῶν κτηνῶν οὐχ ὑπάρξει, καὶ τῷ ἐκπορευομένῳ καὶ τῷ εἰσπορευομένῳ οὐκ ἔσται εἰρήνη ἀπὸ τῆς θλίψεως· καὶ ἐξαποστελῶ πάντας τοὺς ἀνθρώπους, ἕκαστον ἐπὶ τὸν πλησίον αὐτοῦ.
[LXX | EL | OT | Zechariah | Chapter 8 | Verse 11] Καὶ νῦν, οὐ κατὰ τὰς ἡμέρας τὰς ἔμπροσθεν ἐγὼ ποιῶ τοῖς καταλοίποις τοῦ λαοῦ τούτου, λέγει Κύριος παντοκράτωρ,
[LXX | EL | OT | Zechariah | Chapter 8 | Verse 12] ἀλλʼ ἢ δείξω εἰρήνην· ἡ ἄμπελος δώσει τὸν καρπὸν αὐτῆς, καὶ ἡ γῆ δώσει τὰ γεννήματα αὐτῆς, καὶ ὁ οὐρανὸς δώσει τὴν δρόσον αὐτοῦ, καὶ κατακληρονομήσω τοῖς καταλοίποις τοῦ λαοῦ μου τούτου ταῦτα πάντα.
[LXX | EL | OT | Zechariah | Chapter 8 | Verse 13] Καὶ ἔσται ὃν τρόπον ἦτε ἐν κατάρᾳ ἐν τοῖς ἔθνεσιν ὁ οἶκος Ἰούδα καὶ οἶκος Ἰσραὴλ, οὕτως διασώσω ὑμᾶς, καὶ ἔσεσθε ἐν εὐλογίᾳ· θαρσεῖτε, καὶ κατισχύετε ἐν ταῖς χερσὶν ὑμῶν.
[LXX | EL | OT | Zechariah | Chapter 8 | Verse 14] Διότι τάδε λέγει Κύριος παντοκράτωρ, ὃν τρόπον διενοήθην τοῦ κακῶσαι ὑμᾶς ἐν τῷ παροργίσαι με τοὺς πατέρας ὑμῶν, λέγει Κύριος παντοκράτωρ, καὶ οὐ μετενόησα·
[LXX | EL | OT | Zechariah | Chapter 8 | Verse 15] οὕτως παρατέταγμαι, καὶ διανενόημαι ἐν ταῖς ἡμέραις ταύταις, τοῦ καλῶς ποιῆσαι τὴν Ἱερουσαλὴμ, καὶ τὸν οἶκον Ἰούδα· θαρσεῖτε.
[LXX | EL | OT | Zechariah | Chapter 8 | Verse 16] Οὗτοι οἱ λόγοι οὓς ποιήσετε· λαλεῖτε ἀλήθειαν ἕκαστος πρὸς τὸν πλησίον αὐτοῦ, ἀλήθειαν καὶ κρίμα εἰρηνικὸν κρίνατε ἐν ταῖς πύλαις ὑμῶν,
[LXX | EL | OT | Zechariah | Chapter 8 | Verse 17] καὶ ἔκαστος τὴν κακίαν τοῦ πλησίον αὐτοῦ μὴ λογίζεσθε ἐν ταῖς καρδίαις ὑμῶν, καὶ ὅρκον ψευδῆ μὴ ἀγαπᾶτε· διότι ταῦτα πάντα ἐμίσησα, λέγει Κύριος παντοκράτωρ.
[LXX | EL | OT | Zechariah | Chapter 8 | Verse 18] Καὶ ἐγένετο λόγος Κυρίου παντοκράτορος πρὸς μὲ, λέγων,
[LXX | EL | OT | Zechariah | Chapter 8 | Verse 19] Τάδε λέγει Κύριος παντοκράτωρ, νηστεία ἡ τετρὰς, καὶ νηστεία ἡ πέμπτη, καὶ νηστεία ἡ ἑβδόμη, καὶ νηστεία ἡ δεκάτη ἔσονται τῷ οἴκῳ Ἰούδα εἰς χαρὰν καὶ εὐφροσύνην, καὶ εἰς ἑορτὰς ἀγαθάς· καὶ εὐφρανθήσεσθε, καὶ τὴν ἀλήθειαν καὶ τὴν εἰρήνην ἀγαπήσατε.
[LXX | EL | OT | Zechariah | Chapter 8 | Verse 20] Τάδε λέγει Κύριος παντοκράτωρ, ἔτι ἥξουσι λαοὶ πολλοὶ, καὶ κατοικοῦντες πόλεις πολλὰς,
[LXX | EL | OT | Zechariah | Chapter 8 | Verse 21] καὶ συνελεύσονται κατοικοῦντες πέντε πόλεις εἰς μίαν πόλιν, λέγοντες, πορευθῶμεν δεηθῆναι τοῦ προσώπου Κυρίου, καὶ ἐκζητῆσαι τὸ πρόσωπον Κυρίου παντοκράτορος· πορεύσομαι κᾀγώ·
[LXX | EL | OT | Zechariah | Chapter 8 | Verse 22] Καὶ ἥξουσι λαοὶ πολλοὶ καὶ ἔθνη πολλὰ ἐκζητῆσαι τὸ πρόσωπον Κυρίου παντοκράτορος ἐν Ἱερουσαλὴμ, καὶ ἐξιλάσασθαι τὸ πρόσωπον Κυρίου.
[LXX | EL | OT | Zechariah | Chapter 8 | Verse 23] Τάδε λέγει Κύριος παντοκράτωρ, ἐν ταῖς ἡμέραις ἐκείναις, ἐὰν ἐπιλάβωνται δέκα ἄνδρες ἐκ πασῶν τῶν γλῶσσων τῶν ἐθνῶν, καὶ ἐπιλάβωνται τοῦ κρασπέδου ἀνδρὸς Ἰουδαίου, λέγοντες, πορευσόμεθα μετὰ σοῦ, διότι ἀκηκόαμεν ὅτι ὁ Θεὸς μεθʼ ὑμῶν ἐστι.
