[LXX | EL | OT | Zechariah | Chapter 9 | Verse 1] Λῆμμα λόγου Κυρίου ἐν γῇ Σεδρὰχ, καὶ Δαμασκοῦ θυσία αὐτοῦ, διότι Κύριος ἐφορᾷ ἀνθρώπους, καὶ πάσας φυλὰς τοῦ Ἰσραήλ.
[LXX | EL | OT | Zechariah | Chapter 9 | Verse 2] Καὶ ἐν Ἠμὰθ ἐν τοῖς ὁρίοις αὐτῆς Τύρος καὶ Σιδὼν, διότι ἐφρόνησαν σφόδρα.
[LXX | EL | OT | Zechariah | Chapter 9 | Verse 3] Καὶ ᾠκοδόμησε Τύρος ὀχυρώματα αὐτῇ, καὶ ἐθησαύρισεν ἀργύριον ὡς χοῦν, καὶ συνήγαγε χρυσίον ὡς πηλὸν ὁδῶν.
[LXX | EL | OT | Zechariah | Chapter 9 | Verse 4] Καὶ διατοῦτο Κύριος κληρονομήσει αὐτοὺς, καὶ πατάξει εἰς θάλασσαν δύναμιν αὐτῆς, καὶ αὕτη ἐν πυρὶ καταναλωθήσεται.
[LXX | EL | OT | Zechariah | Chapter 9 | Verse 5] Ὄψεται Ἀσκάλων, καὶ φοβηθήσεται, καὶ Γάζα, καὶ ὀδυνηθήσεται σφόδρα, καὶ Ἀκκάρων, ὅτι ᾐσχύνθη ἐπὶ τῷ παραπτώματι αὐτῆς· καὶ ἀπολεῖται βασιλεὺς ἐκ Γάζης, καὶ Ἀσκάλων οὐ μὴ κατοικηθῇ.
[LXX | EL | OT | Zechariah | Chapter 9 | Verse 6] Καὶ κατοικήσουσιν ἀλλογενεῖς ἐν Ἀζώτῳ, καὶ καθελῶ ὕβριν ἀλλοφύλων,
[LXX | EL | OT | Zechariah | Chapter 9 | Verse 7] καὶ ἐξαρῶ τὸ αἷμα αὐτῶν ἐκ στόματος αὐτῶν, καὶ τὰ βδελύγματα αὐτῶν ἐκ μέσου ὀδόντων αὐτῶν· καὶ ὑπολειφθήσονται καὶ οὗτοι τῷ Θεῷ ἡμῶν, καὶ ἔσονται ὡς χιλίαρχος ἐν Ἰούδᾳ, καὶ Ἀκκάρων ὡς ὁ Ἰεβουσαῖος.
[LXX | EL | OT | Zechariah | Chapter 9 | Verse 8] Καὶ ὑποστήσομαι τῷ οἴκῳ μου ἀνάστημα, τοῦ μὴ διαπορεύεσθαι, μηδὲ ἀνακάμπτειν, καὶ οὐ μὴ ἐπέλθῃ ἐπʼ αὐτοὺς οὐκέτι ἐξελαύνων, διότι νῦν ἑώρακα ἐν τοῖς ὀφθαλμοῖς μου.
[LXX | EL | OT | Zechariah | Chapter 9 | Verse 9] Χαῖρε σφόδρα θύγατερ Σιὼν, κήρυσσε θύγατερ Ἱερουσαλήμ· ἰδοὺ ὁ βασιλεὺς ἔρχεταί σοι δίκαιος καὶ σώζων, αὐτὸς πραῢς, καὶ ἐπιβεβηκὼς ἐπὶ ὑποζύγιον καὶ πῶλον νέον.
[LXX | EL | OT | Zechariah | Chapter 9 | Verse 10] Καὶ ἐξολοθρεύσει ἅρματα ἐξ Ἐφραὶμ, καὶ ἵππον ἐξ Ἱερουσαλὴμ, καὶ ἐξολοθρεύσεται τόξον πολεμικὸν, καὶ πλῆθος καὶ εἰρήνη ἐξ ἐθνῶν, καὶ κατάρξει ὑδάτων ἕως θαλάσσης, καὶ ποταμῶν διεκβολὰς γῆς.
[LXX | EL | OT | Zechariah | Chapter 9 | Verse 11] Καὶ σὺ ἐν αἵματι διαθήκης σου ἐξαπέστειλας δεσμίους σου ἐκ λάκκου οὐκ ἔχοντος ὕδωρ.
[LXX | EL | OT | Zechariah | Chapter 9 | Verse 12] Καθήσεσθε ἐν ὀχυρώμασι δέσμιοι τῆς συναγωγῆς, καὶ ἀντὶ μιᾶς ἡμέρας παροικεσίας σου διπλᾶ ἀνταποδώσω σοι,
[LXX | EL | OT | Zechariah | Chapter 9 | Verse 13] διότι ἐνέτεινά σε Ἰούδα ἐμαυτῷ τόξον, ἔπλησα τὸν Ἐφραὶμ, καὶ ἐξεγερῶ τὰ τέκνα σου Σιὼν ἐπὶ τὰ τέκνα τῶν Ἑλλήνων, καὶ ψηλαφήσω σε ὡς ῥομφαίαν μαχητοῦ,
[LXX | EL | OT | Zechariah | Chapter 9 | Verse 14] καὶ Κύριος ἔσται ἐπʼ αὐτοὺς, καὶ ἐξελεύσεται ὡς ἀστραπὴ βολὶς, καὶ Κύριος παντοκράτωρ ἐν σάλπιγγι σαλπιεῖ, καὶ πορεύσεται ἐν σάλῳ ἀπειλῆς αὐτοῦ.
[LXX | EL | OT | Zechariah | Chapter 9 | Verse 15] Κύριος παντοκράτωρ ὑπερασπιεῖ αὐτούς· καὶ καταναλώσουσιν αὐτοὺς, καὶ καταχώσουσιν αὐτοὺς ἐν λίθοις σφενδόνης, καὶ ἐκπίονται αὐτοὺς ὡς οἶνον, καὶ πλήσουσι τὰς φιάλας ὡς θυσιαστήριον.
[LXX | EL | OT | Zechariah | Chapter 9 | Verse 16] Καὶ σώσει αὐτοὺς Κύριος ὁ Θεὸς αὐτῶν ἐν τῇ ἡμέρᾳ ἐκείνῃ, ὡς πρόβατα λαὸν αὐτοῦ, διότι λίθοι ἅγιοι κυλίονται ἐπὶ γῆς αὐτοῦ.
[LXX | EL | OT | Zechariah | Chapter 9 | Verse 17] Ὅτι εἴ τι ἀγαθὸν αὐτοῦ, καὶ εἴ τι καλὸν αὐτοῦ, σῖτος νεανίσκοις, καὶ οἶνος εὐωδιάζων εἰς παρθένους.
