[KJV | EN | OT | Jeremiah | Chapter 10 | Verse 1] Hear ye the word which the Lord speaketh unto you, O house of Israel:
[KJV | EN | OT | Jeremiah | Chapter 10 | Verse 2] Thus saith the Lord, Learn not the way of the heathen, And be not dismayed at the signs of heaven; For the heathen are dismayed at them.
[KJV | EN | OT | Jeremiah | Chapter 10 | Verse 3] For the customs of the people are vain: For one cutteth a tree out of the forest, The work of the hands of the workman, with the axe.
[KJV | EN | OT | Jeremiah | Chapter 10 | Verse 4] They deck it with silver and with gold; They fasten it with nails and with hammers, that it move not.
[KJV | EN | OT | Jeremiah | Chapter 10 | Verse 5] They are upright as the palm tree, but speak not: They must needs be borne, because they cannot go. Be not afraid of them; for they cannot do evil, Neither also is it in them to do good.
[KJV | EN | OT | Jeremiah | Chapter 10 | Verse 6] Forasmuch as there is none like unto thee, O Lord; Thou art great, and thy name is great in might.
[KJV | EN | OT | Jeremiah | Chapter 10 | Verse 7] Who would not fear thee, O King of nations? for to thee doth it appertain: Forasmuch as among all the wise men of the nations, and in all their kingdoms, there is none like unto thee.
[KJV | EN | OT | Jeremiah | Chapter 10 | Verse 8] But they are altogether brutish and foolish: The stock is a doctrine of vanities.
[KJV | EN | OT | Jeremiah | Chapter 10 | Verse 9] Silver spread into plates is brought from Tarshish, And gold from Uphaz, the work of the workman, and of the hands of the founder: Blue and purple is their clothing: They are all the work of cunning men.
[KJV | EN | OT | Jeremiah | Chapter 10 | Verse 10] But the Lord is the true God, He is the living God, and an everlasting king: At his wrath the earth shall tremble, And the nations shall not be able to abide his indignation.
[KJV | EN | OT | Jeremiah | Chapter 10 | Verse 11] Thus shall ye say unto them, The gods that have not made the heavens and the earth, even they shall perish from the earth, and from under these heavens.
[KJV | EN | OT | Jeremiah | Chapter 10 | Verse 12] He hath made the earth by his power, He hath established the world by his wisdom, And hath stretched out the heavens by his discretion.
[KJV | EN | OT | Jeremiah | Chapter 10 | Verse 13] When he uttereth his voice, there is a multitude of waters in the heavens, And he causeth the vapours to ascend from the ends of the earth; He maketh lightnings with rain, And bringeth forth the wind out of his treasures.
[KJV | EN | OT | Jeremiah | Chapter 10 | Verse 14] Every man is brutish in his knowledge: Every founder is confounded by the graven image: For his molten image is falsehood, and there is no breath in them.
[KJV | EN | OT | Jeremiah | Chapter 10 | Verse 15] They are vanity, and the work of errors: In the time of their visitation they shall perish.
[KJV | EN | OT | Jeremiah | Chapter 10 | Verse 16] The portion of Jacob is not like them: For he is the former of all things; And Israel is the rod of his inheritance: The Lord of hosts is his name.
[KJV | EN | OT | Jeremiah | Chapter 10 | Verse 17] Gather up thy wares out of the land, O inhabitant of the fortress.
[KJV | EN | OT | Jeremiah | Chapter 10 | Verse 18] For thus saith the Lord, Behold, I will sling out the inhabitants of the land at this once, And will distress them, that they may find it so.
[KJV | EN | OT | Jeremiah | Chapter 10 | Verse 19] Woe is me for my hurt! my wound is grievous: But I said, Truly this is a grief, and I must bear it.
[KJV | EN | OT | Jeremiah | Chapter 10 | Verse 20] My tabernacle is spoiled, and all my cords are broken: My children are gone forth of me, and they are not: There is none to stretch forth my tent any more, And to set up my curtains.
[KJV | EN | OT | Jeremiah | Chapter 10 | Verse 21] For the pastors are become brutish, And have not sought the Lord: Therefore they shall not prosper; And all their flocks shall be scattered.
[KJV | EN | OT | Jeremiah | Chapter 10 | Verse 22] Behold, the noise of the bruit is come, And a great commotion out of the north country, To make the cities of Judah desolate, And a den of dragons.
[KJV | EN | OT | Jeremiah | Chapter 10 | Verse 23] O Lord, I know that the way of man is not in himself: It is not in man that walketh to direct his steps.
[KJV | EN | OT | Jeremiah | Chapter 10 | Verse 24] O Lord, correct me, but with judgment; Not in thine anger, lest thou bring me to nothing.
[KJV | EN | OT | Jeremiah | Chapter 10 | Verse 25] Pour out thy fury upon the heathen that know thee not, And upon the families that call not on thy name: For they have eaten up Jacob, and devoured him, and consumed him, And have made his habitation desolate.
