[SBLGNT | EL | NT | 1 Corinthians | Chapter 10 | Verse 1] Οὐ θέλω ⸀γὰρ ὑμᾶς ἀγνοεῖν, ἀδελφοί, ὅτι οἱ πατέρες ἡμῶν πάντες ὑπὸ τὴν νεφέλην ἦσαν καὶ πάντες διὰ τῆς θαλάσσης διῆλθον,
[SBLGNT | EL | NT | 1 Corinthians | Chapter 10 | Verse 2] καὶ πάντες εἰς τὸν Μωϋσῆν ⸀ἐβαπτίσαντο ἐν τῇ νεφέλῃ καὶ ἐν τῇ θαλάσσῃ,
[SBLGNT | EL | NT | 1 Corinthians | Chapter 10 | Verse 3] καὶ πάντες τὸ αὐτὸ ⸂πνευματικὸν βρῶμα⸃ ἔφαγον
[SBLGNT | EL | NT | 1 Corinthians | Chapter 10 | Verse 4] καὶ πάντες τὸ αὐτὸ ⸂πνευματικὸν ἔπιον πόμα⸃, ἔπινον γὰρ ἐκ πνευματικῆς ἀκολουθούσης πέτρας, ἡ ⸂πέτρα δὲ⸃ ἦν ὁ Χριστός·
[SBLGNT | EL | NT | 1 Corinthians | Chapter 10 | Verse 5] ἀλλʼ οὐκ ἐν τοῖς πλείοσιν αὐτῶν ηὐδόκησεν ὁ θεός, κατεστρώθησαν γὰρ ἐν τῇ ἐρήμῳ.
[SBLGNT | EL | NT | 1 Corinthians | Chapter 10 | Verse 6] Ταῦτα δὲ τύποι ἡμῶν ἐγενήθησαν, εἰς τὸ μὴ εἶναι ἡμᾶς ἐπιθυμητὰς κακῶν, καθὼς κἀκεῖνοι ἐπεθύμησαν.
[SBLGNT | EL | NT | 1 Corinthians | Chapter 10 | Verse 7] μηδὲ εἰδωλολάτραι γίνεσθε, καθώς τινες αὐτῶν· ὥσπερ γέγραπται· Ἐκάθισεν ὁ λαὸς φαγεῖν καὶ πεῖν, καὶ ἀνέστησαν παίζειν.
[SBLGNT | EL | NT | 1 Corinthians | Chapter 10 | Verse 8] μηδὲ πορνεύωμεν, καθώς τινες αὐτῶν ἐπόρνευσαν, καὶ ἔπεσαν μιᾷ ἡμέρᾳ εἴκοσι τρεῖς χιλιάδες.
[SBLGNT | EL | NT | 1 Corinthians | Chapter 10 | Verse 9] μηδὲ ἐκπειράζωμεν τὸν ⸀Χριστόν, ⸀καθώς τινες αὐτῶν ἐπείρασαν, καὶ ὑπὸ τῶν ὄφεων ⸀ἀπώλλυντο.
[SBLGNT | EL | NT | 1 Corinthians | Chapter 10 | Verse 10] μηδὲ γογγύζετε, ⸀καθάπερ τινὲς αὐτῶν ἐγόγγυσαν, καὶ ἀπώλοντο ὑπὸ τοῦ ὀλοθρευτοῦ.
[SBLGNT | EL | NT | 1 Corinthians | Chapter 10 | Verse 11] ταῦτα ⸀δὲ ⸂τυπικῶς συνέβαινεν⸃ ἐκείνοις, ἐγράφη δὲ πρὸς νουθεσίαν ἡμῶν, εἰς οὓς τὰ τέλη τῶν αἰώνων ⸀κατήντηκεν.
[SBLGNT | EL | NT | 1 Corinthians | Chapter 10 | Verse 12] ὥστε ὁ δοκῶν ἑστάναι βλεπέτω μὴ πέσῃ,
[SBLGNT | EL | NT | 1 Corinthians | Chapter 10 | Verse 13] πειρασμὸς ὑμᾶς οὐκ εἴληφεν εἰ μὴ ἀνθρώπινος· πιστὸς δὲ ὁ θεός, ὃς οὐκ ἐάσει ὑμᾶς πειρασθῆναι ὑπὲρ ὃ δύνασθε, ἀλλὰ ποιήσει σὺν τῷ πειρασμῷ καὶ τὴν ἔκβασιν τοῦ ⸀δύνασθαι ὑπενεγκεῖν.
[SBLGNT | EL | NT | 1 Corinthians | Chapter 10 | Verse 14] Διόπερ, ἀγαπητοί μου, φεύγετε ἀπὸ τῆς εἰδωλολατρίας.
[SBLGNT | EL | NT | 1 Corinthians | Chapter 10 | Verse 15] ὡς φρονίμοις λέγω· κρίνατε ὑμεῖς ὅ φημι.
[SBLGNT | EL | NT | 1 Corinthians | Chapter 10 | Verse 16] τὸ ποτήριον τῆς εὐλογίας ὃ εὐλογοῦμεν, οὐχὶ κοινωνία ⸂ἐστὶν τοῦ αἵματος τοῦ Χριστοῦ⸃; τὸν ἄρτον ὃν κλῶμεν, οὐχὶ κοινωνία τοῦ σώματος τοῦ Χριστοῦ ἐστιν;
[SBLGNT | EL | NT | 1 Corinthians | Chapter 10 | Verse 17] ὅτι εἷς ἄρτος, ἓν σῶμα οἱ πολλοί ἐσμεν, οἱ γὰρ πάντες ἐκ τοῦ ἑνὸς ἄρτου μετέχομεν.
[SBLGNT | EL | NT | 1 Corinthians | Chapter 10 | Verse 18] βλέπετε τὸν Ἰσραὴλ κατὰ σάρκα· ⸀οὐχ οἱ ἐσθίοντες τὰς θυσίας κοινωνοὶ τοῦ θυσιαστηρίου εἰσίν;
[SBLGNT | EL | NT | 1 Corinthians | Chapter 10 | Verse 19] τί οὖν φημι; ὅτι ⸂εἰδωλόθυτόν τί ἐστιν, ἢ ὅτι εἴδωλόν⸃ τί ἐστιν;
[SBLGNT | EL | NT | 1 Corinthians | Chapter 10 | Verse 20] ἀλλʼ ὅτι ἃ ⸀θύουσιν, δαιμονίοις ⸂καὶ οὐ θεῷ θύουσιν⸃, οὐ θέλω δὲ ὑμᾶς κοινωνοὺς τῶν δαιμονίων γίνεσθαι.
[SBLGNT | EL | NT | 1 Corinthians | Chapter 10 | Verse 21] οὐ δύνασθε ποτήριον κυρίου πίνειν καὶ ποτήριον δαιμονίων· οὐ δύνασθε τραπέζης κυρίου μετέχειν καὶ τραπέζης δαιμονίων.
[SBLGNT | EL | NT | 1 Corinthians | Chapter 10 | Verse 22] ἢ παραζηλοῦμεν τὸν κύριον; μὴ ἰσχυρότεροι αὐτοῦ ἐσμεν;
[SBLGNT | EL | NT | 1 Corinthians | Chapter 10 | Verse 23] ⸀Πάντα ἔξεστιν· ἀλλʼ οὐ πάντα συμφέρει. ⸁πάντα ἔξεστιν· ἀλλʼ οὐ πάντα οἰκοδομεῖ.
[SBLGNT | EL | NT | 1 Corinthians | Chapter 10 | Verse 24] μηδεὶς τὸ ἑαυτοῦ ζητείτω ἀλλὰ τὸ τοῦ ⸀ἑτέρου.
[SBLGNT | EL | NT | 1 Corinthians | Chapter 10 | Verse 25] πᾶν τὸ ἐν μακέλλῳ πωλούμενον ἐσθίετε μηδὲν ἀνακρίνοντες διὰ τὴν συνείδησιν,
[SBLGNT | EL | NT | 1 Corinthians | Chapter 10 | Verse 26] τοῦ ⸂κυρίου γὰρ⸃ ἡ γῆ καὶ τὸ πλήρωμα αὐτῆς.
[SBLGNT | EL | NT | 1 Corinthians | Chapter 10 | Verse 27] ⸀εἴ τις καλεῖ ὑμᾶς τῶν ἀπίστων καὶ θέλετε πορεύεσθαι, πᾶν τὸ παρατιθέμενον ὑμῖν ἐσθίετε μηδὲν ἀνακρίνοντες διὰ τὴν συνείδησιν·
[SBLGNT | EL | NT | 1 Corinthians | Chapter 10 | Verse 28] ἐὰν δέ τις ὑμῖν εἴπῃ· Τοῦτο ⸀ἱερόθυτόν ἐστιν, μὴ ἐσθίετε διʼ ἐκεῖνον τὸν μηνύσαντα καὶ τὴν ⸀συνείδησιν·
[SBLGNT | EL | NT | 1 Corinthians | Chapter 10 | Verse 29] συνείδησιν δὲ λέγω οὐχὶ τὴν ἑαυτοῦ ἀλλὰ τὴν τοῦ ἑτέρου· ἱνατί γὰρ ἡ ἐλευθερία μου κρίνεται ὑπὸ ἄλλης συνειδήσεως;
[SBLGNT | EL | NT | 1 Corinthians | Chapter 10 | Verse 30] εἰ ἐγὼ χάριτι μετέχω, τί βλασφημοῦμαι ὑπὲρ οὗ ἐγὼ εὐχαριστῶ;
[SBLGNT | EL | NT | 1 Corinthians | Chapter 10 | Verse 31] Εἴτε οὖν ἐσθίετε εἴτε πίνετε εἴτε τι ποιεῖτε, πάντα εἰς δόξαν θεοῦ ποιεῖτε.
[SBLGNT | EL | NT | 1 Corinthians | Chapter 10 | Verse 32] ἀπρόσκοποι ⸂καὶ Ἰουδαίοις γίνεσθε⸃ καὶ Ἕλλησιν καὶ τῇ ἐκκλησίᾳ τοῦ θεοῦ,
[SBLGNT | EL | NT | 1 Corinthians | Chapter 10 | Verse 33] καθὼς κἀγὼ πάντα πᾶσιν ἀρέσκω, μὴ ζητῶν τὸ ἐμαυτοῦ ⸀σύμφορον ἀλλὰ τὸ τῶν πολλῶν, ἵνα σωθῶσιν.
