[GNV | EN | OT | 1 Chronicles | Chapter 24 | Verse 1] These are also the diuisions of the sonnes of Aaron: The sonnes of Aaron were Nadab, and Abihu, Eleazar, and Ithamar.
[GNV | EN | OT | 1 Chronicles | Chapter 24 | Verse 2] But Nadab and Abihu died before their father, and had no children: therefore Eleazar and Ithamar executed the Priestes office.
[GNV | EN | OT | 1 Chronicles | Chapter 24 | Verse 3] And Dauid distributed them, euen Zadok of the sonnes of Eleazar, and Ahimelech of the sonnes of Ithamar according to their offices in their ministration.
[GNV | EN | OT | 1 Chronicles | Chapter 24 | Verse 4] And there were found more of the sonnes of Eleazar by the number of men, then of the sonnes of Ithamar. and they deuided them, to wit, among the sonnes of Eleazar, sixteene heads, according to the houshould of their fathers, and among ye sonnes of Ithamar, according to the housholde of their fathers, eight.
[GNV | EN | OT | 1 Chronicles | Chapter 24 | Verse 5] Thus they distributed them by lot the one from the other, and so the rulers of the Sanctuarie and the rulers of the house of God were of the sonnes of Eleazar and of the sonnes of Ithamar.
[GNV | EN | OT | 1 Chronicles | Chapter 24 | Verse 6] And Shemaiah the sonne of Nethaneel the scribe of the Leuites, wrote them before ye King and the princes, and Zadok the Priest, and Ahimelech the sonne of Abiathar, and before ye chiefe fathers of the Priests and of the Leuites, one familie being reserued for Eleazar, and another reserued for Ithamar.
[GNV | EN | OT | 1 Chronicles | Chapter 24 | Verse 7] And the first lot fell to Iehoiarib, and the second to Iedaiah,
[GNV | EN | OT | 1 Chronicles | Chapter 24 | Verse 8] The third to Harim, the fourth to Seorim,
[GNV | EN | OT | 1 Chronicles | Chapter 24 | Verse 9] The fifth to Malchiiah, the sixt to Miiamin,
[GNV | EN | OT | 1 Chronicles | Chapter 24 | Verse 10] The seuenth to Hakkoz, the eight to Abiiah,
[GNV | EN | OT | 1 Chronicles | Chapter 24 | Verse 11] The ninth to Ieshua, the tenth to Shecaniah,
[GNV | EN | OT | 1 Chronicles | Chapter 24 | Verse 12] The eleuenth to Eliashib, the twelft to Iakim,
[GNV | EN | OT | 1 Chronicles | Chapter 24 | Verse 13] The thirteenth to Huppa, the fouretenth to Ieshebeab,
[GNV | EN | OT | 1 Chronicles | Chapter 24 | Verse 14] The fiftenth to Bilgah, the sixtenth to Immer,
[GNV | EN | OT | 1 Chronicles | Chapter 24 | Verse 15] The seuententh to Hezir, the eightenth to Happizzer,
[GNV | EN | OT | 1 Chronicles | Chapter 24 | Verse 16] The ninetenth to Pethahiah, the twentieth to Iehezekel,
[GNV | EN | OT | 1 Chronicles | Chapter 24 | Verse 17] The one and twentie to Iachin, the two and twentie to Gamul,
[GNV | EN | OT | 1 Chronicles | Chapter 24 | Verse 18] The three and twentie to Deliah, the foure and twentie to Maaziah.
[GNV | EN | OT | 1 Chronicles | Chapter 24 | Verse 19] These were their orders according to their offices, when they entred into the house of the Lord according to their custome vnder the hande of Aaron their father, as the Lord God of Israel had commanded him.
[GNV | EN | OT | 1 Chronicles | Chapter 24 | Verse 20] And of the sonnes of Leui that remained of the sonnes of Amram, was Shubael, of the sonnes of Shubael, Iedeiah,
[GNV | EN | OT | 1 Chronicles | Chapter 24 | Verse 21] Of Rehabiah. euen of the sonnes of Rehabiah, the first Isshiiah,
[GNV | EN | OT | 1 Chronicles | Chapter 24 | Verse 22] Of Izhari, Shelomoth, of the sonnes of Shelomoth, Iahath,
[GNV | EN | OT | 1 Chronicles | Chapter 24 | Verse 23] And his sonnes Ieriah the first, Amariah the second, Iahaziel the thirde, and Iekameam the fourth,
[GNV | EN | OT | 1 Chronicles | Chapter 24 | Verse 24] The sonne of Vzziel was Michah, ye sonne of Michah was Shamir,
[GNV | EN | OT | 1 Chronicles | Chapter 24 | Verse 25] The brother of Michah was Isshiiah, the sonne of Isshiiah, Zechariah,
[GNV | EN | OT | 1 Chronicles | Chapter 24 | Verse 26] The sonnes of Merari, were Mahli and Mushi, the sonne of Iaaziiah was Beno,
[GNV | EN | OT | 1 Chronicles | Chapter 24 | Verse 27] The sonnes of Merari of Iahaziah were Beno, and Shoham, and Zaccur and Ibri.
[GNV | EN | OT | 1 Chronicles | Chapter 24 | Verse 28] Of Mahli came Eleazar, which had no sonnes.
[GNV | EN | OT | 1 Chronicles | Chapter 24 | Verse 29] Of Kish. the sonne of Kish was Ierahmeel,
[GNV | EN | OT | 1 Chronicles | Chapter 24 | Verse 30] And the sonnes of Mushi were Mahli, and Eder, and Ierimoth: these were sonnes of the Leuites after the houshold of their fathers.
[GNV | EN | OT | 1 Chronicles | Chapter 24 | Verse 31] And these also cast lots with their brethren the sonnes of Aaron before King Dauid, and Zadok and Ahimelech and the chiefe fathers of the Priests, and of the Leuites, euen the chiefe of the families against their yonger brethren.
