[IRV | PA | OT | Daniel | Chapter 1 | Verse 1] ਯਹੂਦਾਹ ਦੇ ਰਾਜਾ ਯਹੋਯਾਕੀਮ ਦੇ ਰਾਜ ਕਾਲ ਦੇ ਤੀਜੇ ਸਾਲ ਵਿੱਚ, ਬਾਬਲ ਦੇ ਰਾਜਾ ਨਬੂਕਦਨੱਸਰ ਨੇ ਯਰੂਸ਼ਲਮ ਉੱਤੇ ਚੜ੍ਹਾਈ ਕਰ ਕੇ, ਉਸ ਨੂੰ ਘੇਰ ਲਿਆ।
[IRV | PA | OT | Daniel | Chapter 1 | Verse 2] ਤਦ ਪਰਮੇਸ਼ੁਰ ਨੇ ਯਹੂਦਾਹ ਦੇ ਰਾਜਾ ਯਹੋਯਾਕੀਮ ਨੂੰ ਅਤੇ ਪਰਮੇਸ਼ੁਰ ਦੇ ਘਰ ਦੇ ਕੁਝ ਭਾਂਡਿਆਂ ਨੂੰ ਉਹ ਦੇ ਅਧਿਕਾਰ ਵਿੱਚ ਕਰ ਦਿੱਤਾ। ਉਹ ਉਹਨਾਂ ਨੂੰ ਸ਼ਿਨਾਰ ਦੀ ਧਰਤੀ ਵਿੱਚ ਆਪਣੇ ਦੇਵਤੇ ਦੇ ਘਰ ਵਿੱਚ ਲੈ ਗਿਆ ਅਤੇ ਉਹਨਾਂ ਭਾਂਡਿਆਂ ਨੂੰ ਆਪਣੇ ਦੇਵਤਿਆਂ ਦੇ ਭੰਡਾਰ ਵਿੱਚ ਰੱਖ ਦਿੱਤਾ।
[IRV | PA | OT | Daniel | Chapter 1 | Verse 3] ਰਾਜੇ ਨੇ ਖੁਸਰਿਆਂ ਦੇ ਪ੍ਰਧਾਨ ਅਸਪਨਜ਼ ਨੂੰ ਆਗਿਆ ਦਿੱਤੀ ਕਿ ਉਹ ਇਸਰਾਏਲੀਆਂ ਵਿੱਚੋਂ, ਰਾਜੇ ਦੀ ਅੰਸ ਵਿੱਚੋਂ ਅਤੇ ਕੁਲੀਨਾਂ ਵਿੱਚੋਂ ਲੋਕਾਂ ਨੂੰ ਚੁਣ ਕੇ ਪੇਸ਼ ਕਰੇ।
[IRV | PA | OT | Daniel | Chapter 1 | Verse 4] ਉਹ ਨੌਜਵਾਨ ਬੇਦੋਸ਼, ਰੂਪਵੰਤ ਅਤੇ ਸਾਰੀ ਬੁੱਧ ਵਿੱਚ ਹੁਸ਼ਿਆਰ, ਗਿਆਨਵਾਨ ਤੇ ਵਿਦਵਾਨ ਹੋਣ, ਜਿਹਨਾਂ ਦੇ ਵਿੱਚ ਇਹ ਕਾਬਲੀਅਤ ਹੋਵੇ ਜੋ ਉਹ ਸ਼ਾਹੀ ਮਹਿਲ ਵਿੱਚ ਸੇਵਾਦਾਰ ਹੋਣ। ਅਸਪਨਜ਼ ਉਹਨਾਂ ਨੂੰ ਕਸਦੀਆਂ ਦੀ ਵਿੱਦਿਆ ਅਤੇ ਉਹਨਾਂ ਦੀ ਬੋਲੀ ਸਿਖਾਏ।
[IRV | PA | OT | Daniel | Chapter 1 | Verse 5] ਰਾਜੇ ਨੇ ਉਹਨਾਂ ਦੇ ਲਈ ਆਪਣੇ ਸੁਆਦਲੇ ਭੋਜਨ ਵਿੱਚੋਂ ਅਤੇ ਆਪਣੇ ਪੀਣ ਦੀ ਸ਼ਰਾਬ ਵਿੱਚੋਂ ਰੋਜ਼ਾਨਾ ਦਾ ਹਿੱਸਾ ਠਹਿਰਾਇਆ ਕਿ ਤਿੰਨਾਂ ਸਾਲਾਂ ਤੱਕ ਉਹਨਾਂ ਦਾ ਪਾਲਣ ਪੋਸ਼ਣ ਹੋਵੇ, ਤਾਂ ਜੋ ਅਖ਼ੀਰ ਨੂੰ ਉਹ ਰਾਜੇ ਦੇ ਸਨਮੁਖ ਪੇਸ਼ ਕੀਤੇ ਜਾਣ।
[IRV | PA | OT | Daniel | Chapter 1 | Verse 6] ਉਹਨਾਂ ਵਿੱਚ ਯਹੂਦਾਹ ਦੇ ਵੰਸ਼ ਵਿੱਚੋਂ ਦਾਨੀਏਲ, ਹਨਨਯਾਹ, ਮੀਸ਼ਾਏਲ ਅਤੇ ਅਜ਼ਰਯਾਹ ਸਨ।
[IRV | PA | OT | Daniel | Chapter 1 | Verse 7] ਖੁਸਰਿਆਂ ਦੇ ਪ੍ਰਧਾਨ ਨੇ ਉਹਨਾਂ ਦੇ ਇਹ ਨਾਮ ਰੱਖੇ ਅਰਥਾਤ ਦਾਨੀਏਲ ਨੂੰ ਬੇਲਟਸ਼ੱਸਰ, ਹਨਨਯਾਹ ਨੂੰ ਸ਼ਦਰਕ, ਮੀਸ਼ਾਏਲ ਨੂੰ ਮੇਸ਼ਕ ਅਤੇ ਅਜ਼ਰਯਾਹ ਨੂੰ ਅਬੇਦਨਗੋ ਆਖਿਆ।
[IRV | PA | OT | Daniel | Chapter 1 | Verse 8] ਪਰ ਦਾਨੀਏਲ ਨੇ ਆਪਣੇ ਮਨ ਵਿੱਚ ਇਹ ਫ਼ੈਸਲਾ ਕੀਤਾ ਕਿ ਉਹ ਆਪਣੇ ਆਪ ਨੂੰ ਰਾਜੇ ਦੇ ਸੁਆਦਲੇ ਭੋਜਨ ਅਤੇ ਉਹ ਦੀ ਸ਼ਰਾਬ ਪੀ ਕੇ ਅਸ਼ੁੱਧ ਨਹੀਂ ਕਰੇਗਾ। ਇਸ ਲਈ ਉਸ ਨੇ ਖੁਸਰਿਆਂ ਦੇ ਪ੍ਰਧਾਨ ਦੇ ਅੱਗੇ ਬੇਨਤੀ ਕੀਤੀ ਜੋ ਉਹ ਨੂੰ ਆਪਣੇ ਆਪ ਨੂੰ ਅਸ਼ੁੱਧ ਕਰਨ ਤੋਂ ਮੁਆਫ਼ ਕੀਤਾ ਜਾਵੇ।
[IRV | PA | OT | Daniel | Chapter 1 | Verse 9] ਪਰਮੇਸ਼ੁਰ ਨੇ ਅਜਿਹਾ ਕੀਤਾ ਕਿ ਖੁਸਰਿਆਂ ਦੇ ਪ੍ਰਧਾਨ ਦੀ ਕਿਰਪਾ ਤੇ ਪ੍ਰੇਮ ਦੀ ਨਿਗਾਹ ਦਾਨੀਏਲ ਉੱਤੇ ਹੋਈ।
[IRV | PA | OT | Daniel | Chapter 1 | Verse 10] ਖੁਸਰਿਆਂ ਦੇ ਸਰਦਾਰ ਨੇ ਦਾਨੀਏਲ ਨੂੰ ਆਖਿਆ, ਮੈਂ ਆਪਣੇ ਸੁਆਮੀ ਰਾਜਾ ਤੋਂ ਡਰਦਾ ਹਾਂ ਜਿਸ ਨੇ ਤੁਹਾਡੇ ਖਾਣੇ-ਪੀਣੇ ਨੂੰ ਠਹਿਰਾਇਆ ਕਿਤੇ ਅਜਿਹਾ ਨਾ ਹੋਵੇ ਕਿ ਉਹ ਤੇਰੇ ਨਾਲ ਦੇ ਜਵਾਨਾਂ ਨਾਲੋਂ ਤੇਰਾ ਮੂੰਹ ਉਦਾਸ ਅਤੇ ਮਾੜਾ ਦੇਖੇ ਅਤੇ ਇਉਂ ਤੁਸੀਂ ਮੇਰਾ ਸਿਰ ਰਾਜੇ ਦੇ ਹਜ਼ੂਰ ਵਿੱਚ ਦੋਸ਼ੀ ਪਾਓ?
[IRV | PA | OT | Daniel | Chapter 1 | Verse 11] ਤਦ ਦਾਨੀਏਲ ਨੇ ਦਰੋਗੇ ਨੂੰ, ਜਿਹ ਨੂੰ ਖੁਸਰਿਆਂ ਦੇ ਪ੍ਰਧਾਨ ਨੇ ਦਾਨੀਏਲ, ਹਨਨਯਾਹ, ਮੀਸ਼ਾਏਲ ਤੇ ਅਜ਼ਰਯਾਹ ਤੇ ਨਿਯੁਕਤ ਕੀਤਾ ਸੀ ਆਖਿਆ।
