[DARBY | EN | OT | Numbers | Chapter 33 | Verse 1] These are the journeys of the children of Israel, who went forth out of the land of Egypt according to their armies under the hand of Moses and Aaron.
[DARBY | EN | OT | Numbers | Chapter 33 | Verse 2] And Moses wrote their goings out according to their journeys by the commandment of Jehovah; and these are their journeys according to their goings out.
[DARBY | EN | OT | Numbers | Chapter 33 | Verse 3] They journeyed from Rameses in the first month, on the fifteenth day of the first month. On the morrow after the passover the children of Israel went out with a high hand in the sight of all the Egyptians.
[DARBY | EN | OT | Numbers | Chapter 33 | Verse 4] And the Egyptians buried those whom Jehovah had smitten among them, all the firstborn; and upon their gods Jehovah executed judgments.
[DARBY | EN | OT | Numbers | Chapter 33 | Verse 5] And the children of Israel removed from Rameses, and encamped in Succoth.
[DARBY | EN | OT | Numbers | Chapter 33 | Verse 6] And they removed from Succoth and encamped in Etham, which is at the end of the wilderness.
[DARBY | EN | OT | Numbers | Chapter 33 | Verse 7] And they removed from Etham, and turned back to Pi-hahiroth, which is opposite Baal-Zephon, and encamped before Migdol.
[DARBY | EN | OT | Numbers | Chapter 33 | Verse 8] And they removed from before Hahiroth, and passed through the midst of the sea into the wilderness, and went three days' journey in the wilderness of Etham, and encamped in Marah.
[DARBY | EN | OT | Numbers | Chapter 33 | Verse 9] And they removed from Marah, and came to Elim; and in Elim were twelve springs of water, and seventy palm-trees, and they encamped there.
[DARBY | EN | OT | Numbers | Chapter 33 | Verse 10] And they removed from Elim, and encamped by the Red sea.
[DARBY | EN | OT | Numbers | Chapter 33 | Verse 11] And they removed from the Red sea, and encamped in the wilderness of Sin.
[DARBY | EN | OT | Numbers | Chapter 33 | Verse 12] And they removed from the wilderness of Sin, and encamped in Dophkah.
[DARBY | EN | OT | Numbers | Chapter 33 | Verse 13] And they removed from Dophkah, and encamped in Alush.
[DARBY | EN | OT | Numbers | Chapter 33 | Verse 14] And they removed from Alush, and encamped at Rephidim, where there was no water for the people to drink.
[DARBY | EN | OT | Numbers | Chapter 33 | Verse 15] And they removed from Rephidim, and encamped in the wilderness of Sinai.
[DARBY | EN | OT | Numbers | Chapter 33 | Verse 16] And they removed from the wilderness of Sinai, and encamped at Kibroth-hattaavah.
[DARBY | EN | OT | Numbers | Chapter 33 | Verse 17] And they removed from Kibroth-hattaavah, and encamped at Hazeroth.
[DARBY | EN | OT | Numbers | Chapter 33 | Verse 18] And they removed from Hazeroth, and encamped in Rithmah.
[DARBY | EN | OT | Numbers | Chapter 33 | Verse 19] And they removed from Rithmah, and encamped at Rimmon-perez.
[DARBY | EN | OT | Numbers | Chapter 33 | Verse 20] And they removed from Rimmon-perez, and encamped in Libnah.
[DARBY | EN | OT | Numbers | Chapter 33 | Verse 21] And they removed from Libnah, and encamped at Rissah.
[DARBY | EN | OT | Numbers | Chapter 33 | Verse 22] And they removed from Rissah, and encamped in Kehelathah.
[DARBY | EN | OT | Numbers | Chapter 33 | Verse 23] And they removed from Kehelathah, and encamped in mount Shapher.
[DARBY | EN | OT | Numbers | Chapter 33 | Verse 24] And they removed from mount Shapher, and encamped in Haradah.
[DARBY | EN | OT | Numbers | Chapter 33 | Verse 25] And they removed from Haradah, and encamped in Makheloth.
[DARBY | EN | OT | Numbers | Chapter 33 | Verse 26] And they removed from Makheloth, and encamped at Tahath.
[DARBY | EN | OT | Numbers | Chapter 33 | Verse 27] And they removed from Tahath, and encamped at Terah.
[DARBY | EN | OT | Numbers | Chapter 33 | Verse 28] And they removed from Terah, and encamped in Mithcah.
[DARBY | EN | OT | Numbers | Chapter 33 | Verse 29] And they removed from Mithcah, and encamped in Hashmonah.
[DARBY | EN | OT | Numbers | Chapter 33 | Verse 30] And they removed from Hashmonah, and encamped in Moseroth.
[DARBY | EN | OT | Numbers | Chapter 33 | Verse 31] And they removed from Moseroth, and encamped in Bene-Jaakan.
[DARBY | EN | OT | Numbers | Chapter 33 | Verse 32] And they removed from Bene-Jaakan, and encamped at Hor-hagidgad.
[DARBY | EN | OT | Numbers | Chapter 33 | Verse 33] And they removed from Hor-hagidgad, and encamped in Jotbathah.
[DARBY | EN | OT | Numbers | Chapter 33 | Verse 34] And they removed from Jotbathah, and encamped at Abronah.
[DARBY | EN | OT | Numbers | Chapter 33 | Verse 35] And they removed from Abronah, and encamped at Ezion-geber.
[DARBY | EN | OT | Numbers | Chapter 33 | Verse 36] And they removed from Ezion-geber, and encamped in the wilderness of Zin, which is Kadesh.
[DARBY | EN | OT | Numbers | Chapter 33 | Verse 37] And they removed from Kadesh, and encamped in mount Hor, in the border of the land of Edom.
[DARBY | EN | OT | Numbers | Chapter 33 | Verse 38] And Aaron the priest went up mount Hor by the commandment of Jehovah, and died there, in the fortieth year after the children of Israel came out of the land of Egypt, in the fifth month, on the first of the month.
[DARBY | EN | OT | Numbers | Chapter 33 | Verse 39] And Aaron was a hundred and twenty-three years old when he died on mount Hor.
[DARBY | EN | OT | Numbers | Chapter 33 | Verse 40] And the Canaanite, the king of Arad who dwelt in the south in the land of Canaan, heard of the coming of the children of Israel.
[DARBY | EN | OT | Numbers | Chapter 33 | Verse 41] And they removed from mount Hor, and encamped in Zalmonah.
[DARBY | EN | OT | Numbers | Chapter 33 | Verse 42] And they removed from Zalmonah, and encamped in Punon.
[DARBY | EN | OT | Numbers | Chapter 33 | Verse 43] And they removed from Punon, and encamped in Oboth.
[DARBY | EN | OT | Numbers | Chapter 33 | Verse 44] And they removed from Oboth, and encamped in Ijim-Abarim, in the border of Moab.
[DARBY | EN | OT | Numbers | Chapter 33 | Verse 45] And they removed from Ijim, and encamped in Dibon-Gad.
[DARBY | EN | OT | Numbers | Chapter 33 | Verse 46] And they removed from Dibon-Gad, and encamped in Almon-Diblathaim.
[DARBY | EN | OT | Numbers | Chapter 33 | Verse 47] And they removed from Almon-Diblathaim, and encamped in the mountains of Abarim, before Nebo.
[DARBY | EN | OT | Numbers | Chapter 33 | Verse 48] And they removed from the mountains of Abarim, and encamped in the plains of Moab by the Jordan of Jericho.
[DARBY | EN | OT | Numbers | Chapter 33 | Verse 49] And they encamped by the Jordan, from Beth-jeshimoth unto Abel-Shittim, in the plains of Moab.
[DARBY | EN | OT | Numbers | Chapter 33 | Verse 50] And Jehovah spoke to Moses in the plains of Moab by the Jordan of Jericho, saying,
[DARBY | EN | OT | Numbers | Chapter 33 | Verse 51] Speak unto the children of Israel, and say unto them, When ye pass over Jordan into the land of Canaan,
[DARBY | EN | OT | Numbers | Chapter 33 | Verse 52] then ye shall dispossess all the inhabitants of the land from before you, and ye shall destroy all their figured images, and all their molten images shall ye destroy, and all their high places shall ye lay waste;
[DARBY | EN | OT | Numbers | Chapter 33 | Verse 53] and ye shall take possession of the land, and dwell therein, for to you have I given the land to possess it.
[DARBY | EN | OT | Numbers | Chapter 33 | Verse 54] And ye shall take for yourselves the land as an inheritance by lot according to your families: to the many ye shall increase their inheritance, and to the few thou shalt diminish their inheritance: where the lot falleth to him, there shall be each man's [inheritance]; according to the tribes of your fathers shall ye take for yourselves the inheritance.
[DARBY | EN | OT | Numbers | Chapter 33 | Verse 55] But if ye will not dispossess the inhabitants of the land from before you, those that ye let remain of them shall be thorns in your eyes, and pricks in your sides, and they shall harass you in the land wherein ye dwell.
[DARBY | EN | OT | Numbers | Chapter 33 | Verse 56] And it shall come to pass that I will do unto you as I thought to do unto them.
