[IRV | KN | OT | Ezra | Chapter 2 | Verse 1] ಬಾಬಿಲೋನಿನ ಅರಸನಾದ ನೆಬೂಕದ್ನೆಚ್ಚರನಿಂದ ಬಾಬಿಲೋನಿಗೆ ಸೆರೆ ಒಯ್ಯಲ್ಪಟ್ಟವರಲ್ಲಿ ಯೆರೂಸಲೇಮಿಗೂ ಯೆಹೂದ ಪ್ರಾಂತ್ಯದ ಸ್ವಂತ ಪಟ್ಟಣಗಳಿಗೂ ಸೆರೆಯಿಂದ ಹಿಂತಿರುಗಿ ಬಂದ (ಯೆಹೂದ) ಸಂಸ್ಥಾನದವರ ಜನಗಣತಿ.
[IRV | KN | OT | Ezra | Chapter 2 | Verse 2] ಅವರು ಜೆರುಬ್ಬಾಬೆಲ್, ಯೇಷೂವ, ನೆಹೆಮೀಯ, ಸೆರಾಯ, ರೆಗೇಲಾಯ, ಮೊರ್ದೆಕೈ, ಬಿಲ್ಷಾನ್, ಮಿಸ್ಪಾರ್, ಬಿಗ್ವೈ, ರೆಹೂಮ್ ಮತ್ತು ಬಾಣ ಎಂಬ ನಾಯಕರೊಡನೆ ಹಿಂತಿರುಗಿ ಬಂದವರು:
[IRV | KN | OT | Ezra | Chapter 2 | Verse 3] ಪರೋಷಿನವರು 2,172
[IRV | KN | OT | Ezra | Chapter 2 | Verse 4] ಶೆಫಟ್ಯನವರು 372
[IRV | KN | OT | Ezra | Chapter 2 | Verse 5] ಆರಹನವರು 775
[IRV | KN | OT | Ezra | Chapter 2 | Verse 6] ಪಹತ್ ಮೋವಾಬಿನವರಾದ ಯೇಷೂವ ಮತ್ತು ಯೋವಾಬ್ ಸಂತಾನದವರು 2,812
[IRV | KN | OT | Ezra | Chapter 2 | Verse 7] ಏಲಾಮಿನವರು 1,254
[IRV | KN | OT | Ezra | Chapter 2 | Verse 8] ಜತ್ತೂವಿನವರು 945
[IRV | KN | OT | Ezra | Chapter 2 | Verse 9] ಜಕ್ಕೈಯವರು 760
[IRV | KN | OT | Ezra | Chapter 2 | Verse 10] ಬಾನೀಯವರು 642
[IRV | KN | OT | Ezra | Chapter 2 | Verse 11] ಬೇಬೈಯವರು 623
[IRV | KN | OT | Ezra | Chapter 2 | Verse 12] ಅಜ್ಗಾದಿನವರು 1,222
[IRV | KN | OT | Ezra | Chapter 2 | Verse 13] ಅದೋನೀಕಾಮಿನವರು 666
[IRV | KN | OT | Ezra | Chapter 2 | Verse 14] ಬಿಗ್ವೈಯವರು 2,056
[IRV | KN | OT | Ezra | Chapter 2 | Verse 15] ಆದೀನನವರು 454
[IRV | KN | OT | Ezra | Chapter 2 | Verse 16] ಆಟೇರಿನವರಾದ ಹಿಜ್ಕೀಯನ ಸಂತಾನದವರು 98
[IRV | KN | OT | Ezra | Chapter 2 | Verse 17] ಬೇಚೈಯವರು 323
[IRV | KN | OT | Ezra | Chapter 2 | Verse 18] ಯೋರನವರು 112
[IRV | KN | OT | Ezra | Chapter 2 | Verse 19] ಹಾಷುಮಿನವರು 223
[IRV | KN | OT | Ezra | Chapter 2 | Verse 20] ಗಿಬ್ಬಾರಿನವರು 95
[IRV | KN | OT | Ezra | Chapter 2 | Verse 21] ಬೇತ್ಲೆಹೇಮಿನವರು 123
[IRV | KN | OT | Ezra | Chapter 2 | Verse 22] ನೆಟೋಫ ಊರಿನವರು 56
[IRV | KN | OT | Ezra | Chapter 2 | Verse 23] ಅನಾತೋತ್ ಊರಿನವರು 128
[IRV | KN | OT | Ezra | Chapter 2 | Verse 24] ಅಜ್ಮಾವೆತಿನವರು 42
[IRV | KN | OT | Ezra | Chapter 2 | Verse 25] ಕಿರ್ಯತ್ಯಾರೀಮ್, ಕೆಫೀರ ಮತ್ತು ಬೇರೋತ್ ಊರುಗಳವರು 743
[IRV | KN | OT | Ezra | Chapter 2 | Verse 26] ರಾಮಾ ಮತ್ತು ಗೆಬ ಊರುಗಳವರು 621
[IRV | KN | OT | Ezra | Chapter 2 | Verse 27] ಮಿಕ್ಮಾಸಿನವರು 122
[IRV | KN | OT | Ezra | Chapter 2 | Verse 28] ಬೇತೇಲ್ ಮತ್ತು ಆಯಿ ಎಂಬ ಊರುಗಳವರು 223
[IRV | KN | OT | Ezra | Chapter 2 | Verse 29] ನೆಬೋವಿನವರು 52
[IRV | KN | OT | Ezra | Chapter 2 | Verse 30] ಮಗ್ಬೀಷಿನವರು 156
[IRV | KN | OT | Ezra | Chapter 2 | Verse 31] ಬೇರೆ ಏಲಾಮಿನವರು 1,254
[IRV | KN | OT | Ezra | Chapter 2 | Verse 32] ಹಾರಿಮನವರು 320
[IRV | KN | OT | Ezra | Chapter 2 | Verse 33] ಲೋದ್, ಹಾದೀದ್ ಮತ್ತು ಓನೋ ಎಂಬ ಊರುಗಳವರು 725
[IRV | KN | OT | Ezra | Chapter 2 | Verse 34] ಯೆರಿಕೋವಿನವರು 345
[IRV | KN | OT | Ezra | Chapter 2 | Verse 35] ಸೆನಾಹನವರು 3,630
[IRV | KN | OT | Ezra | Chapter 2 | Verse 36] ಯಾಜಕರಲ್ಲಿ - ಯೆದಾಯನವರಾದ ಯೇಷೂವನ ಮನೆಯವರು 973
[IRV | KN | OT | Ezra | Chapter 2 | Verse 37] ಇಮ್ಮೇರನವರು 1,052
[IRV | KN | OT | Ezra | Chapter 2 | Verse 38] ಪಷ್ಹೂರನವರು 1,247
[IRV | KN | OT | Ezra | Chapter 2 | Verse 39] ಹಾರಿಮನವರು 1,017
[IRV | KN | OT | Ezra | Chapter 2 | Verse 40] ಲೇವಿಯರಲ್ಲಿ: ಹೋದವ್ಯನವರಾದ ಯೇಷೂವ ಮತ್ತು ಕದ್ಮೀಯೇಲ್ ಇವರ ಸಂತಾನದವರು 74
[IRV | KN | OT | Ezra | Chapter 2 | Verse 41] ಗಾಯಕರಲ್ಲಿ: ಆಸಾಫ್ಯರು 128
[IRV | KN | OT | Ezra | Chapter 2 | Verse 42] ದ್ವಾರಪಾಲಕರ ಸಂತಾನದವರು: ಶಲ್ಲೂಮ್ ಸಂತಾನದವರು, ಆಟೇರ್, ಟಲ್ಮೋನ್, ಅಕ್ಕೂಬ್, ಹಟೀಟ ಮತ್ತು ಶೋಬೈ ಇವರು ಒಟ್ಟು 139.
[IRV | KN | OT | Ezra | Chapter 2 | Verse 43] ದೇವಸ್ಥಾನದಾಸರಲ್ಲಿ: ಜೀಹ ಸಂತಾನದವರು ಮತ್ತು ಹಸೂಫ, ಟಬ್ಬಾವೋತ್,
[IRV | KN | OT | Ezra | Chapter 2 | Verse 44] ಕೇರೋಸ್, ಸೀಯಹಾ, ಪಾದೋನ್,
[IRV | KN | OT | Ezra | Chapter 2 | Verse 45] ಲೆಬಾನ, ಹಗಾಬ, ಅಕ್ಕೂಬ್,
[IRV | KN | OT | Ezra | Chapter 2 | Verse 46] ಹಾಗಾಬ, ಶಮ್ಲೈ, ಮತ್ತು ಹಾನಾನ್,
[IRV | KN | OT | Ezra | Chapter 2 | Verse 47] ಗಿದ್ದೇಲನ ಸಂತಾನದವರು, ಗಹರ್, ರೆವಾಯ,
[IRV | KN | OT | Ezra | Chapter 2 | Verse 48] ರೆಚೀನ್, ನೆಕೋದ, ಗಜ್ಜಾಮ್,
[IRV | KN | OT | Ezra | Chapter 2 | Verse 49] ಉಜ್ಜ, ಪಾಸೇಹ, ಬೇಸೈ,
[IRV | KN | OT | Ezra | Chapter 2 | Verse 50] ಅಸ್ನ, ಮೆಗೂನೀಮ್ ಮತ್ತು ನೆಫೀಸೀಮ್,
[IRV | KN | OT | Ezra | Chapter 2 | Verse 51] ಬಕ್ಬೂಕ್ ಸಂತಾನದವರು, ಹಕ್ಕೂಫ, ಹರ್ಹೂರ್,
[IRV | KN | OT | Ezra | Chapter 2 | Verse 52] ಬಚ್ಲೂತ್, ಮೆಹೀದ, ಹರ್ಷ,
[IRV | KN | OT | Ezra | Chapter 2 | Verse 53] ಬರ್ಕೋಸ್, ಸೀಸೆರ, ತೆಮಹ,
[IRV | KN | OT | Ezra | Chapter 2 | Verse 54] ನೆಚೀಹ ಮತ್ತು ಹಟೀಫ.
[IRV | KN | OT | Ezra | Chapter 2 | Verse 55] ಸೊಲೊಮೋನನ ದಾಸರ ಸಂತಾನದವರು; ಸೋಟೈ ಸಂತಾನದವರು, ಹಸ್ಲೋಫೆರೆತ್, ಪೆರೂದ,
[IRV | KN | OT | Ezra | Chapter 2 | Verse 56] ಯಾಲ, ದರ್ಕೋನ್ ಗಿದ್ದೇಲ್,
[IRV | KN | OT | Ezra | Chapter 2 | Verse 57] ಶೆಫಟ್ಯ, ಹಟ್ಟೀಲ್, ಪೋಕೆರೆತ್ ಹಚ್ಚೆಬಾಯೀಮ್ ಮತ್ತು ಆಮಿ.
[IRV | KN | OT | Ezra | Chapter 2 | Verse 58] ಎಲ್ಲಾ ಸಂತಾನದವರನ್ನು ದೇವಸ್ಥಾನದ ಸೇವೆಗಾಗಿ ನೇಮಿಸಿದರು ಮತ್ತು ಸೊಲೊಮೋನನ ದಾಸರೂ ಒಟ್ಟು 392.
[IRV | KN | OT | Ezra | Chapter 2 | Verse 59] ಉಳಿದ ತೇಲ್ಮೆಲಹ, ತೇಲ್ಹರ್ಷ, ಕೆರೂಬ್, ಅದ್ದಾನ್ ಮತ್ತು ಇಮ್ಮೇರ್ ಎಂಬ ಊರುಗಳಿಂದ ಬಂದವರಾಗಿ ತಮ್ಮ ಗೋತ್ರವಂಶಾವಳಿಗಳನ್ನು ತೋರಿಸಿದರು.
[IRV | KN | OT | Ezra | Chapter 2 | Verse 60] ಆದರೂ ತಾವು ಇಸ್ರಾಯೇಲರೆಂಬುದನ್ನು ಸ್ಥಾಪಿಸಿಲಾರದವರಾದ ದೆಲಾಯ, ಟೋಬೀಯ ಮತ್ತು ನೆಕೋದ ಇವರ ಸಂತಾನದವರು 652.
[IRV | KN | OT | Ezra | Chapter 2 | Verse 61] ಯಾಜಕರಲ್ಲಿ: ಹಬಯ್ಯ, ಹಕ್ಕೋಜ್ ಮತ್ತು ಬರ್ಜಿಲ್ಲೈ ಇವರ ಸಂತಾನದವರು. (ಈ ಬರ್ಜಿಲ್ಲೈ ಎಂಬವನು ಗಿಲ್ಯಾದ್ಯನಾದ ಬರ್ಜಿಲ್ಲೈಯ ಹೆಣ್ಣುಮಕ್ಕಳಲ್ಲಿ ಒಬ್ಬಳನ್ನು ಮದುವೆಮಾಡಿಕೊಂಡು ಅವನ ಹೆಸರನ್ನೂ ಇಟ್ಟುಕೊಂಡಿದ್ದನು.)
[IRV | KN | OT | Ezra | Chapter 2 | Verse 62] ಇವರು ತಮ್ಮ ವಂಶಾವಳಿಯ ಪತ್ರಗಳನ್ನು ಹುಡುಕಿದರೂ ಅವು ಸಿಕ್ಕದ ಕಾರಣ ಅಶುದ್ಧರೆಂದು ಯಾಜಕೋದ್ಯೋಗದಿಂದ ತಿರಸ್ಕರಿಸಲ್ಪಟ್ಟರು.
