[IRV | BN | NT | Matthew | Chapter 20 | Verse 1] কারণ স্বর্গরাজ্য এমন একজন জমির মালিকের মতো, যিনি সকালে তাঁর আঙুরের ক্ষেতে মজুর নিযুক্ত করার জন্য বাইরে গেলেন।
[IRV | BN | NT | Matthew | Chapter 20 | Verse 2] তিনি মজুরদের দিনের এক দিনের মজুরির সমান বেতন দেবেন বলে স্থির করে তাদের তাঁর আঙ্গুর ক্ষেতে কাজ করার জন্য পাঠালেন।
[IRV | BN | NT | Matthew | Chapter 20 | Verse 3] পরে তিনি সকাল নটায় দিনের বাইরে গিয়ে দেখলেন, অন্য কয়েক জন বাজারে চুপচাপ দাঁড়িয়ে আছে,
[IRV | BN | NT | Matthew | Chapter 20 | Verse 4] তিনি তাদের বললেন, “তোমরাও আঙ্গুর ক্ষেতে কাজ করতে যাও, যা ন্যায্য মজুরী, তা তোমাদের দেব,” তাতে তারা গেল।
[IRV | BN | NT | Matthew | Chapter 20 | Verse 5] আবার তিনি বারোটা ও বিকাল তিনটের দিনের ও বাইরে গিয়ে তেমন করলেন।
[IRV | BN | NT | Matthew | Chapter 20 | Verse 6] পরে বিকেল পাঁচটি র দিনের বাইরে গিয়ে আর কয়েকজনকে দাঁড়িয়ে থাকতে দেখলেন, আর তাদের বললেন, “কিজন্য সমস্ত দিন এখানে কোন জায়গায় কাজ না করে এখানে দাঁড়িয়ে আছ?”
[IRV | BN | NT | Matthew | Chapter 20 | Verse 7] তারা তাঁকে বলল, “কেউই আমাদেরকে কাজে লাগায় নি।” তিনি তাদের বললেন, “তোমরাও আঙ্গুর ক্ষেতে যাও।”
[IRV | BN | NT | Matthew | Chapter 20 | Verse 8] পরে সন্ধ্যা হলে সেই আঙ্গুর ক্ষেতের মালিক তাঁর কর্মচারীকে বললেন, “মজুরদের ডেকে মজুরী দাও, শেষজন থেকে আরম্ভ করে প্রথমজন পর্যন্ত দাও।”
[IRV | BN | NT | Matthew | Chapter 20 | Verse 9] তাতে যারা বিকেল পাঁচটির দিনের কাজে লেগেছিল, তারা এসে এক একজন এক দিনের র করে মজুরী পেল।
[IRV | BN | NT | Matthew | Chapter 20 | Verse 10] যারা প্রথমে কাজে লেগেছিল, তারা এসে মনে করল, আমরা বেশি পাব, কিন্তু তারাও একদিনের র মজুরী পেল।
[IRV | BN | NT | Matthew | Chapter 20 | Verse 11] এবং তারা সেই জমির মালিকের বিরুদ্ধে বচসা করে বলতে লাগল,
[IRV | BN | NT | Matthew | Chapter 20 | Verse 12] “শেষের এরা তো এক ঘন্টা মাত্র খেটেছে, আমরা সমস্ত দিন খেটেছি ও রোদে পুড়েছি, আপনি এদেরকে আমাদের সমান মজুরী দিলেন।”
[IRV | BN | NT | Matthew | Chapter 20 | Verse 13] তিনি এর উত্তরে তাদের এক জনকে বললেন, “বন্ধু! আমি তোমার প্রতি কিছু অন্যায় করিনি, তুমি কি আমার কাছে এক দিনের মজুরীতে কাজ করতে রাজি হওনি?”
[IRV | BN | NT | Matthew | Chapter 20 | Verse 14] তোমার যা পাওনা, তা নিয়ে চলে যাও, আমার ইচ্ছা, তোমাকে যা, ঐ শেষের জনকেও তাই দেব।
[IRV | BN | NT | Matthew | Chapter 20 | Verse 15] আমার নিজের যা, তা নিজের ইচ্ছামত ব্যবহার করার কি আমার উচিত নয়? না আমি দয়ালু বলে তোমার হিংসা হচ্ছে?
[IRV | BN | NT | Matthew | Chapter 20 | Verse 16] এইভাবেই যারা শেষের, তারা প্রথম হবে এবং যারা প্রথম, তারা শেষে পড়বে।
[IRV | BN | NT | Matthew | Chapter 20 | Verse 17] পরে যখন যীশু যিরূশালেম যাওয়ার জন্য তৈরী হলেন, তখন তিনি সেই বারো জন শিষ্যকে এক পাশে ডেকে নিয়ে গেলেন এবং রাস্তায় তাঁদের বললেন,
[IRV | BN | NT | Matthew | Chapter 20 | Verse 18] “দেখ, আমরা যিরুশালেমে যাচ্ছি, আর মনুষ্যপুত্র প্রধান যাজকদের ও ব্যবস্থার শিক্ষকদের হাতে সমর্পিত হবেন, তারা তাঁকে মৃত্যুদন্ডের জন্য দোষী করবে,
[IRV | BN | NT | Matthew | Chapter 20 | Verse 19] এবং ঠাট্টা করার জন্য, চাবুক মারার ও ক্রুশে দেওয়ার জন্য অইহূদিদের হাতে তাঁকে তুলে দেবে, পরে তিনি তৃতীয় দিনের মৃত্যু থেকে জীবিত হয়ে উঠবেন।”
[IRV | BN | NT | Matthew | Chapter 20 | Verse 20] তখন সিবদিয়ের স্ত্রী, তাঁর দুই ছেলেকে সঙ্গে নিয়ে তাঁর কাছে এসে নমস্কার করে তাঁর কাছে কিছু চাইলেন।
[IRV | BN | NT | Matthew | Chapter 20 | Verse 21] তিনি তাঁকে বললেন, “তুমি কি চাও?” তিনি বললেন, “আদেশ করুন, যেন আপনার রাজ্যে আমার এই দুই ছেলের একজন আপনার ডান দিকে, আর একজন বাম দিকে বসতে পারে।”
[IRV | BN | NT | Matthew | Chapter 20 | Verse 22] কিন্তু যীশু এর উত্তরে বললেন, “তোমরা কি চাইছ, তা বোঝ না, আমি যে পাত্রে পান করতে যাচ্ছি, তাতে কি তোমরা পান করতে পার?” তাঁরা বললেন, “পারি।”
[IRV | BN | NT | Matthew | Chapter 20 | Verse 23] তিনি তাঁদের বললেন, “যদিও তোমরা আমার পাত্রে পান করবে, কিন্তু যাদের জন্য আমার পিতা স্থান প্রস্তুত করে রেখেছেন, তারা ছাড়া আর কাউকেই আমার ডান পাশে ও বাঁ পাশে বসানোর অধিকার আমার নেই।”
[IRV | BN | NT | Matthew | Chapter 20 | Verse 24] এই কথা শুনে অন্য দশ জন শিষ্য ঐ দুই ভাইয়ের প্রতি অসন্তুষ্ট হলেন।
[IRV | BN | NT | Matthew | Chapter 20 | Verse 25] কিন্তু যীশু তাঁদের কাছে ডেকে বললেন, “তোমরা জান, অইহূদি জাতির তত্ত্বাবধায়ক তাদের উপরে রাজত্ব করে এবং যারা মহান, তারা তাদের উপরে কর্তৃত্ব করে।”
[IRV | BN | NT | Matthew | Chapter 20 | Verse 26] তোমাদের মধ্যে তেমন হবে না, কিন্তু তোমাদের মধ্যে যে কেউ মহান হতে চায়, সে তোমাদের মধ্য সেবক হবে,
[IRV | BN | NT | Matthew | Chapter 20 | Verse 27] এবং তোমাদের মধ্যে যে কেউ প্রধান হতে চায়, সে তোমাদের দাস হবে,
[IRV | BN | NT | Matthew | Chapter 20 | Verse 28] যেমন মনুষ্যপুত্র সেবা পেতে আসেননি, কিন্তু সেবা করতে এসেছে এবং মানুষের জন্য নিজের জীবন মুক্তির মূল্য হিসাবে দিতে এসেছেন।
[IRV | BN | NT | Matthew | Chapter 20 | Verse 29] পরে যিরীহো থেকে যীশু এবং তাঁর শিষ্যদের বের হওয়ার দিনের অনেক লোক তাঁকে অনুসরণ করল।
[IRV | BN | NT | Matthew | Chapter 20 | Verse 30] আর দেখ, দুই জন অন্ধ পথের পাশে বসেছিল, সেই পথ দিয়ে যীশু যাচ্ছেন শুনে তারা চিত্কার করে বলল, “প্রভু, দায়ূদ-সন্তান, আমাদের প্রতি দয়া করুন।”
[IRV | BN | NT | Matthew | Chapter 20 | Verse 31] তাতে লোকেরা চুপ চুপ বলে তাদের ধমক দিল, কিন্তু তারা আরও জোরে চিত্কার করে বলল, “প্রভু, দায়ূদ-সন্তান, আমাদের প্রতি দয়া করুন।”
[IRV | BN | NT | Matthew | Chapter 20 | Verse 32] তখন যীশু থেমে, তাদের ডাকলেন, “আর বললেন, তোমরা কি চাও? আমি তোমাদের জন্য কি করব?”
[IRV | BN | NT | Matthew | Chapter 20 | Verse 33] তারা তাঁকে বলল, “প্রভু, আমাদের চোখ যেন ঠিক হয়ে যায়।”
[IRV | BN | NT | Matthew | Chapter 20 | Verse 34] তখন যীশুর করুণা হল এবং তিনি তাদের চোখ স্পর্শ করলেন, আর তখনই তারা দেখতে পেল ও তাঁর পেছন পেছন চলল।
