[IRV | HI | NT | Mark | Chapter 11 | Verse 1] जब वे यरूशलेम के निकट, जैतून पहाड़ पर बैतफगे और बैतनिय्याह के पास आए, तो उसने अपने चेलों में से दो को यह कहकर भेजा,
[IRV | HI | NT | Mark | Chapter 11 | Verse 2] “सामने के गाँव में जाओ, और उसमें पहुँचते ही एक गदही का बच्चा, जिस पर कभी कोई नहीं चढ़ा, बंधा हुआ तुम्हें मिलेगा, उसे खोल लाओ।
[IRV | HI | NT | Mark | Chapter 11 | Verse 3] यदि तुम से कोई पूछे, ‘यह क्यों करते हो?’ तो कहना, ‘प्रभु को इसका प्रयोजन है,’ और वह शीघ्र उसे यहाँ भेज देगा।”
[IRV | HI | NT | Mark | Chapter 11 | Verse 4] उन्होंने जाकर उस बच्चे को बाहर द्वार के पास चौक में बंधा हुआ पाया, और खोलने लगे।
[IRV | HI | NT | Mark | Chapter 11 | Verse 5] उनमें से जो वहाँ खड़े थे, कोई-कोई कहने लगे “यह क्या करते हो, गदही के बच्चे को क्यों खोलते हो?”
[IRV | HI | NT | Mark | Chapter 11 | Verse 6] चेलों ने जैसा यीशु ने कहा था, वैसा ही उनसे कह दिया; तब उन्होंने उन्हें जाने दिया।
[IRV | HI | NT | Mark | Chapter 11 | Verse 7] और उन्होंने बच्चे को यीशु के पास लाकर उस पर अपने कपड़े डाले और वह उस पर बैठ गया।
[IRV | HI | NT | Mark | Chapter 11 | Verse 8] और बहुतों ने अपने कपड़े मार्ग में बिछाए और औरों ने खेतों में से डालियाँ काट-काटकर कर फैला दीं।
[IRV | HI | NT | Mark | Chapter 11 | Verse 9] और जो उसके आगे-आगे जाते और पीछे-पीछे चले आते थे, पुकार पुकारकर कहते जाते थे, “होशाना; धन्य है वह जो प्रभु के नाम से आता है। (भज. 118:26)
[IRV | HI | NT | Mark | Chapter 11 | Verse 10] हमारे पिता दाऊद का राज्य जो आ रहा है; धन्य है! आकाश में होशाना।” (मत्ती 23:39)
[IRV | HI | NT | Mark | Chapter 11 | Verse 11] और वह यरूशलेम पहुँचकर मन्दिर में आया, और चारों ओर सब वस्तुओं को देखकर बारहों के साथ बैतनिय्याह गया, क्योंकि साँझ हो गई थी।
[IRV | HI | NT | Mark | Chapter 11 | Verse 12] दूसरे दिन जब वे बैतनिय्याह से निकले तो उसको भूख लगी।
[IRV | HI | NT | Mark | Chapter 11 | Verse 13] और वह दूर से अंजीर का एक हरा पेड़ देखकर निकट गया, कि क्या जाने उसमें कुछ पाए: पर पत्तों को छोड़ कुछ न पाया; क्योंकि फल का समय न था।
[IRV | HI | NT | Mark | Chapter 11 | Verse 14] इस पर उसने उससे कहा, “अब से कोई तेरा फल कभी न खाए।” और उसके चेले सुन रहे थे।
[IRV | HI | NT | Mark | Chapter 11 | Verse 15] फिर वे यरूशलेम में आए, और वह मन्दिर में गया; और वहाँ जो लेन-देन कर रहे थे उन्हें बाहर निकालने लगा, और सर्राफों की मेजें और कबूतर के बेचनेवालों की चौकियाँ उलट दीं।
[IRV | HI | NT | Mark | Chapter 11 | Verse 16] और मन्दिर में से होकर किसी को बर्तन लेकर आने-जाने न दिया।
[IRV | HI | NT | Mark | Chapter 11 | Verse 17] और उपदेश करके उनसे कहा, “क्या यह नहीं लिखा है, कि मेरा घर सब जातियों के लिये प्रार्थना का घर कहलाएगा? पर तुम ने इसे डाकुओं की खोह बना दी है।”(लूका 19:46, यिर्म. 7:11)
[IRV | HI | NT | Mark | Chapter 11 | Verse 18] यह सुनकर प्रधान याजक और शास्त्री उसके नाश करने का अवसर ढूँढ़ने लगे; क्योंकि उससे डरते थे, इसलिए कि सब लोग उसके उपदेश से चकित होते थे।
[IRV | HI | NT | Mark | Chapter 11 | Verse 19] और साँझ होते ही वे नगर से बाहर चले गए।
[IRV | HI | NT | Mark | Chapter 11 | Verse 20] फिर भोर को जब वे उधर से जाते थे तो उन्होंने उस अंजीर के पेड़ को जड़ तक सूखा हुआ देखा।
[IRV | HI | NT | Mark | Chapter 11 | Verse 21] पतरस को वह बात स्मरण आई, और उसने उससे कहा, “हे रब्बी, देख! यह अंजीर का पेड़ जिसे तूने श्राप दिया था सूख गया है।”
[IRV | HI | NT | Mark | Chapter 11 | Verse 22] यीशु ने उसको उत्तर दिया, “परमेश्वर पर विश्वास रखो।
[IRV | HI | NT | Mark | Chapter 11 | Verse 23] मैं तुम से सच कहता हूँ कि जो कोई इस पहाड़ से कहे, ‘तू उखड़ जा, और समुद्र में जा पड़,’ और अपने मन में सन्देह न करे, वरन् विश्वास करे, कि जो कहता हूँ वह हो जाएगा, तो उसके लिये वही होगा।
[IRV | HI | NT | Mark | Chapter 11 | Verse 24] इसलिए मैं तुम से कहता हूँ, कि जो कुछ तुम प्रार्थना करके माँगो तो विश्वास कर लो कि तुम्हें मिल गया, और तुम्हारे लिये हो जाएगा।
[IRV | HI | NT | Mark | Chapter 11 | Verse 25] और जब कभी तुम खड़े हुए प्रार्थना करते हो, तो यदि तुम्हारे मन में किसी की ओर से कुछ विरोध हो, तो क्षमा करो: इसलिए कि तुम्हारा स्वर्गीय पिता भी तुम्हारे अपराध क्षमा करे।
[IRV | HI | NT | Mark | Chapter 11 | Verse 26] परन्तु यदि तुम क्षमा न करो तो तुम्हारा पिता भी जो स्वर्ग में है, तुम्हारा अपराध क्षमा न करेगा।”
[IRV | HI | NT | Mark | Chapter 11 | Verse 27] वे फिर यरूशलेम में आए, और जब वह मन्दिर में टहल रहा था तो प्रधान याजक और शास्त्री और पुरनिए उसके पास आकर पूछने लगे।
[IRV | HI | NT | Mark | Chapter 11 | Verse 28] “तू ये काम किस अधिकार से करता है? और यह अधिकार तुझे किसने दिया है कि तू ये काम करे?”
[IRV | HI | NT | Mark | Chapter 11 | Verse 29] यीशु ने उनसे कहा, “मैं भी तुम से एक बात पूछता हूँ; मुझे उत्तर दो, तो मैं तुम्हें बताऊँगा कि ये काम किस अधिकार से करता हूँ।
[IRV | HI | NT | Mark | Chapter 11 | Verse 30] यूहन्ना का बपतिस्मा क्या स्वर्ग की ओर से था या मनुष्यों की ओर से था? मुझे उत्तर दो।”
[IRV | HI | NT | Mark | Chapter 11 | Verse 31] तब वे आपस में विवाद करने लगे कि यदि हम कहें ‘स्वर्ग की ओर से,’ तो वह कहेगा, ‘फिर तुम ने उसका विश्वास क्यों नहीं किया?’
[IRV | HI | NT | Mark | Chapter 11 | Verse 32] और यदि हम कहें, ‘मनुष्यों की ओर से,’ तो लोगों का डर है, क्योंकि सब जानते हैं कि यूहन्ना सचमुच भविष्यद्वक्ता था।
[IRV | HI | NT | Mark | Chapter 11 | Verse 33] तब उन्होंने यीशु को उत्तर दिया, “हम नहीं जानते।” यीशु ने उनसे कहा, “मैं भी तुम को नहीं बताता, कि ये काम किस अधिकार से करता हूँ।”
