[WLC | HE | OT | Proverbs | Chapter 20 | Verse 1] לֵ֣ץ הַ֭יַּין הֹמֶ֣ה שֵׁכָ֑ר וְכָל־שֹׁ֥גֶה בּ֝֗וֹ לֹ֣א יֶחְכָּֽם׃
[WLC | HE | OT | Proverbs | Chapter 20 | Verse 2] נַ֣הַם כַּ֭כְּפִיר אֵ֣ימַת מֶ֑לֶךְ מִ֝תְעַבְּר֗וֹ חוֹטֵ֥א נַפְשֽׁוֹ׃
[WLC | HE | OT | Proverbs | Chapter 20 | Verse 3] כָּב֣וֹד לָ֭אִישׁ שֶׁ֣בֶת מֵרִ֑יב וְכָל־אֱ֝וִ֗יל יִתְגַּלָּֽע׃
[WLC | HE | OT | Proverbs | Chapter 20 | Verse 4] מֵ֭חֹרֶף עָצֵ֣ל לֹא־יַחֲרֹ֑שׁ ישאל בַּקָּצִ֣יר וָאָֽיִן׃
[WLC | HE | OT | Proverbs | Chapter 20 | Verse 5] מַ֣יִם עֲ֭מֻקִּים עֵצָ֣ה בְלֶב־אִ֑ישׁ וְאִ֖ישׁ תְּבוּנָ֣ה יִדְלֶֽנָּה׃
[WLC | HE | OT | Proverbs | Chapter 20 | Verse 6] רָב־אָדָ֗ם יִ֭קְרָא אִ֣ישׁ חַסְדּ֑וֹ וְאִ֥ישׁ אֱ֝מוּנִ֗ים מִ֣י יִמְצָֽא׃
[WLC | HE | OT | Proverbs | Chapter 20 | Verse 7] מִתְהַלֵּ֣ךְ בְּתֻמּ֣וֹ צַדִּ֑יק אַשְׁרֵ֖י בָנָ֣יו אַחֲרָֽיו׃
[WLC | HE | OT | Proverbs | Chapter 20 | Verse 8] מֶ֗לֶךְ יוֹשֵׁ֥ב עַל־כִּסֵּא־דִ֑ין מְזָרֶ֖ה בְעֵינָ֣יו כָּל־רָֽע׃
[WLC | HE | OT | Proverbs | Chapter 20 | Verse 9] מִֽי־יֹ֭אמַר זִכִּ֣יתִי לִבִּ֑י טָ֝הַ֗רְתִּי מֵחַטָּאתִֽי׃
[WLC | HE | OT | Proverbs | Chapter 20 | Verse 10] אֶ֣בֶן וָ֭אֶבֶן אֵיפָ֣ה וְאֵיפָ֑ה תּוֹעֲבַ֥ת יְ֝הוָ֗ה גַּם־שְׁנֵיהֶֽם׃
[WLC | HE | OT | Proverbs | Chapter 20 | Verse 11] גַּ֣ם בְּ֭מַעֲלָלָיו יִתְנַכֶּר־נָ֑עַר אִם־זַ֖ךְ וְאִם־יָשָׁ֣ר פָּעֳלֽוֹ׃
[WLC | HE | OT | Proverbs | Chapter 20 | Verse 12] אֹ֣זֶן שֹׁ֭מַעַת וְעַ֣יִן רֹאָ֑ה יְ֝הוָ֗ה עָשָׂ֥ה גַם־שְׁנֵיהֶֽם׃
[WLC | HE | OT | Proverbs | Chapter 20 | Verse 13] אַל־תֶּֽאֱהַ֣ב שֵׁ֭נָה פֶּן־תִּוָּרֵ֑שׁ פְּקַ֖ח עֵינֶ֣יךָ שְֽׂבַֽע־לָֽחֶם׃
[WLC | HE | OT | Proverbs | Chapter 20 | Verse 14] רַ֣ע רַ֭ע יֹאמַ֣ר הַקּוֹנֶ֑ה וְאֹזֵ֥ל ל֝֗וֹ אָ֣ז יִתְהַלָּֽל׃
[WLC | HE | OT | Proverbs | Chapter 20 | Verse 15] יֵ֣שׁ זָ֭הָב וְרָב־פְּנִינִ֑ים וּכְלִ֥י יְ֝קָ֗ר שִׂפְתֵי־דָֽעַת׃
[WLC | HE | OT | Proverbs | Chapter 20 | Verse 16] לְֽקַח־בִּ֭גְדוֹ כִּי־עָ֣רַב זָ֑ר וּבְעַ֖ד נכרים חַבְלֵֽהוּ׃
[WLC | HE | OT | Proverbs | Chapter 20 | Verse 17] עָרֵ֣ב לָ֭אִישׁ לֶ֣חֶם שָׁ֑קֶר וְ֝אַחַ֗ר יִמָּֽלֵא־פִ֥יהוּ חָצָֽץ׃
[WLC | HE | OT | Proverbs | Chapter 20 | Verse 18] מַ֭חֲשָׁבוֹת בְּעֵצָ֣ה תִכּ֑וֹן וּ֝בְתַחְבֻּל֗וֹת עֲשֵׂ֣ה מִלְחָמָֽה׃
[WLC | HE | OT | Proverbs | Chapter 20 | Verse 19] גּֽוֹלֶה־סּ֭וֹד הוֹלֵ֣ךְ רָכִ֑יל וּלְפֹתֶ֥ה שְׂ֝פָתָ֗יו לֹ֣א תִתְעָרָֽב׃
[WLC | HE | OT | Proverbs | Chapter 20 | Verse 20] מְ֭קַלֵּל אָבִ֣יו וְאִמּ֑וֹ יִֽדְעַ֥ךְ נֵ֝ר֗וֹ באישון חֹֽשֶׁךְ׃
[WLC | HE | OT | Proverbs | Chapter 20 | Verse 21] נַ֭חֲלָה מבחלת בָּרִאשֹׁנָ֑ה וְ֝אַחֲרִיתָ֗הּ לֹ֣א תְבֹרָֽךְ׃
[WLC | HE | OT | Proverbs | Chapter 20 | Verse 22] אַל־תֹּאמַ֥ר אֲשַׁלְּמָה־רָ֑ע קַוֵּ֥ה לַֽ֝יהוָ֗ה וְיֹ֣שַֽׁע לָֽךְ׃
[WLC | HE | OT | Proverbs | Chapter 20 | Verse 23] תּוֹעֲבַ֣ת יְ֭הוָה אֶ֣בֶן וָאָ֑בֶן וּמֹאזְנֵ֖י מִרְמָ֣ה לֹא־טֽוֹב׃
[WLC | HE | OT | Proverbs | Chapter 20 | Verse 24] מֵיהוָ֥ה מִצְעֲדֵי־גָ֑בֶר וְ֝אָדָ֗ם מַה־יָּבִ֥ין דַּרְכּֽוֹ׃
[WLC | HE | OT | Proverbs | Chapter 20 | Verse 25] מוֹקֵ֣שׁ אָ֭דָם יָ֣לַע קֹ֑דֶשׁ וְאַחַ֖ר נְדָרִ֣ים לְבַקֵּֽר׃
[WLC | HE | OT | Proverbs | Chapter 20 | Verse 26] מְזָרֶ֣ה רְ֭שָׁעִים מֶ֣לֶךְ חָכָ֑ם וַיָּ֖שֶׁב עֲלֵיהֶ֣ם אוֹפָֽן׃
[WLC | HE | OT | Proverbs | Chapter 20 | Verse 27] נֵ֣ר יְ֭הוָה נִשְׁמַ֣ת אָדָ֑ם חֹ֝פֵ֗שׂ כָּל־חַדְרֵי־בָֽטֶן׃
[WLC | HE | OT | Proverbs | Chapter 20 | Verse 28] חֶ֣סֶד וֶ֭אֱמֶת יִצְּרוּ־מֶ֑לֶךְ וְסָעַ֖ד בַּחֶ֣סֶד כִּסְאֽוֹ׃
[WLC | HE | OT | Proverbs | Chapter 20 | Verse 29] תִּפְאֶ֣רֶת בַּחוּרִ֣ים כֹּחָ֑ם וַהֲדַ֖ר זְקֵנִ֣ים שֵׂיבָֽה׃
[WLC | HE | OT | Proverbs | Chapter 20 | Verse 30] חַבֻּר֣וֹת פֶּ֭צַע תמריק בְּרָ֑ע וּ֝מַכּ֗וֹת חַדְרֵי־בָֽטֶן׃
