[ASV | EN | OT | Genesis | Chapter 32 | Verse 1] And Jacob went on his way, and the angels of God met him.
[ASV | EN | OT | Genesis | Chapter 32 | Verse 2] And Jacob said when he saw them, This is God’s host: and he called the name of that place Mahanaim.
[ASV | EN | OT | Genesis | Chapter 32 | Verse 3] And Jacob sent messengers before him to Esau his brother unto the land of Seir, the field of Edom.
[ASV | EN | OT | Genesis | Chapter 32 | Verse 4] And he commanded them, saying, Thus shall ye say unto my lord Esau: Thus saith thy servant Jacob, I have sojourned with Laban, and stayed until now:
[ASV | EN | OT | Genesis | Chapter 32 | Verse 5] and I have oxen, and asses, and flocks, and menservants, and maidservants: and I have sent to tell my lord, that I may find favor in thy sight.
[ASV | EN | OT | Genesis | Chapter 32 | Verse 6] And the messengers returned to Jacob, saying, We came to thy brother Esau, and moreover he cometh to meet thee, and four hundred men with him.
[ASV | EN | OT | Genesis | Chapter 32 | Verse 7] Then Jacob was greatly afraid and was distressed: and he divided the people that were with him, and the flocks, and the herds, and the camels, into two companies;
[ASV | EN | OT | Genesis | Chapter 32 | Verse 8] and he said, If Esau come to the one company, and smite it, then the company which is left shall escape.
[ASV | EN | OT | Genesis | Chapter 32 | Verse 9] And Jacob said, O God of my father Abraham, and God of my father Isaac, O Jehovah, who saidst unto me, Return unto thy country, and to thy kindred, and I will do thee good:
[ASV | EN | OT | Genesis | Chapter 32 | Verse 10] I am not worthy of the least of all the lovingkindnesses, and of all the truth, which thou hast shown unto thy servant; for with my staff I passed over this Jordan; and now I am become two companies.
[ASV | EN | OT | Genesis | Chapter 32 | Verse 11] Deliver me, I pray thee, from the hand of my brother, from the hand of Esau: for I fear him, lest he come and smite me, the mother with the children.
[ASV | EN | OT | Genesis | Chapter 32 | Verse 12] And thou saidst, I will surely do thee good, and make thy seed as the sand of the sea, which cannot be numbered for multitude.
[ASV | EN | OT | Genesis | Chapter 32 | Verse 13] And he lodged there that night, and took of that which he had with him a present for Esau his brother:
[ASV | EN | OT | Genesis | Chapter 32 | Verse 14] two hundred she-goats and twenty he-goats, two hundred ewes and twenty rams,
[ASV | EN | OT | Genesis | Chapter 32 | Verse 15] thirty milch camels and their colts, forty cows and ten bulls, twenty she-asses and ten foals.
[ASV | EN | OT | Genesis | Chapter 32 | Verse 16] And he delivered them into the hand of his servants, every drove by itself, and said unto his servants, Pass over before me, and put a space betwixt drove and drove.
[ASV | EN | OT | Genesis | Chapter 32 | Verse 17] And he commanded the foremost, saying, When Esau my brother meeteth thee, and asketh thee, saying, Whose art thou? and whither goest thou? and whose are these before thee?
[ASV | EN | OT | Genesis | Chapter 32 | Verse 18] then thou shalt say, They are thy servant Jacob’s; it is a present sent unto my lord Esau: and, behold, he also is behind us.
[ASV | EN | OT | Genesis | Chapter 32 | Verse 19] And he commanded also the second, and the third, and all that followed the droves, saying, On this manner shall ye speak unto Esau, when ye find him;
[ASV | EN | OT | Genesis | Chapter 32 | Verse 20] and ye shall say, Moreover, behold, thy servant Jacob is behind us. For he said, I will appease him with the present that goeth before me, and afterward I will see his face; peradventure he will accept me.
[ASV | EN | OT | Genesis | Chapter 32 | Verse 21] So the present passed over before him: and he himself lodged that night in the company.
[ASV | EN | OT | Genesis | Chapter 32 | Verse 22] And he rose up that night, and took his two wives, and his two handmaids, and his eleven children, and passed over the ford of the Jabbok.
[ASV | EN | OT | Genesis | Chapter 32 | Verse 23] And he took them, and sent them over the stream, and sent over that which he had.
[ASV | EN | OT | Genesis | Chapter 32 | Verse 24] And Jacob was left alone; and there wrestled a man with him until the breaking of the day.
[ASV | EN | OT | Genesis | Chapter 32 | Verse 25] And when he saw that he prevailed not against him, he touched the hollow of his thigh; and the hollow of Jacob’s thigh was strained, as he wrestled with him.
[ASV | EN | OT | Genesis | Chapter 32 | Verse 26] And he said, Let me go, for the day breaketh. And he said, I will not let thee go, except thou bless me.
[ASV | EN | OT | Genesis | Chapter 32 | Verse 27] And he said unto him, What is thy name? And he said, Jacob.
[ASV | EN | OT | Genesis | Chapter 32 | Verse 28] And he said, Thy name shall be called no more Jacob, but Israel: for thou hast striven with God and with men, and hast prevailed.
[ASV | EN | OT | Genesis | Chapter 32 | Verse 29] And Jacob asked him, and said, Tell me, I pray thee, thy name. And he said, Wherefore is it that thou dost ask after my name? And he blessed him there.
[ASV | EN | OT | Genesis | Chapter 32 | Verse 30] And Jacob called the name of the place Peniel: for, said he, I have seen God face to face, and my life is preserved.
[ASV | EN | OT | Genesis | Chapter 32 | Verse 31] And the sun rose upon him as he passed over Penuel, and he limped upon his thigh.
[ASV | EN | OT | Genesis | Chapter 32 | Verse 32] Therefore the children of Israel eat not the sinew of the hip which is upon the hollow of the thigh, unto this day: because he touched the hollow of Jacob’s thigh in the sinew of the hip.
