[IRV | GU | OT | Psalms | Chapter 51 | Verse 1] હે ઈશ્વર, તમારી કૃપા પ્રમાણે મારા પર દયા કરો; તમારી પુષ્કળ કૃપાથી મારા અપરાધો માફ કરો.
[IRV | GU | OT | Psalms | Chapter 51 | Verse 2] મારા અપરાધથી મને પૂરો ધૂઓ અને મારા પાપોથી મને શુદ્ધ કરો.
[IRV | GU | OT | Psalms | Chapter 51 | Verse 3] કેમ કે હું મારા અપરાધો જાણું છું અને મારું પાપ નિત્ય મારી આગળ છે.
[IRV | GU | OT | Psalms | Chapter 51 | Verse 4] તમારી, હા, તમારી જ વિરુદ્ધ મેં પાપ કર્યું છે અને જે તમારી દ્રષ્ટિમાં ખરાબ છે તે મેં કર્યું છે; તેથી જ્યારે તમે બોલો, ત્યારે તમે ન્યાયી ઠરો; અને તમે ન્યાય કરો, ત્યારે તમે નિર્દોષ ઠરો.
[IRV | GU | OT | Psalms | Chapter 51 | Verse 5] જુઓ, હું અન્યાયીપણામાં જન્મ્યો હતો; મારી માતાએ પાપમાં મારો ગર્ભ ધારણ કર્યો હતો.
[IRV | GU | OT | Psalms | Chapter 51 | Verse 6] તમે તમારા હૃદયમાં અંત:કરણની સત્યતા માગો છો; મારા હૃદયને તમે ડહાપણ શીખવશો.
[IRV | GU | OT | Psalms | Chapter 51 | Verse 7] ઝુફાથી મને ધોજો એટલે હું શુદ્ધ થઈશ; મને નવડાવો એટલે હું હિમ કરતાં સફેદ થઈશ.
[IRV | GU | OT | Psalms | Chapter 51 | Verse 8] મને હર્ષ તથા આનંદ સંભળાવો એટલે જે હાડકાં તમે ભાંગ્યાં છે તેઓ આનંદ કરે.
[IRV | GU | OT | Psalms | Chapter 51 | Verse 9] મારાં પાપ તરફ નજર ન કરો અને મારા સર્વ અન્યાય ક્ષમા કરો.
[IRV | GU | OT | Psalms | Chapter 51 | Verse 10] હે ઈશ્વર, મારામાં શુદ્ધ હૃદય ઉત્પન્ન કરો અને મારા આત્માને નવો અને દ્રઢ કરો.
[IRV | GU | OT | Psalms | Chapter 51 | Verse 11] મને તમારી સંમુખથી દૂર ન કરો અને તમારો પવિત્ર આત્મા મારી પાસેથી લઈ લેશો નહિ.
[IRV | GU | OT | Psalms | Chapter 51 | Verse 12] તમારા ઉદ્ધારનો હર્ષ મને પાછો આપો અને ઉદાર આત્માએ કરીને મને નિભાવી રાખો.
[IRV | GU | OT | Psalms | Chapter 51 | Verse 13] ત્યારે હું ઉલ્લંઘન કરનારાઓને તમારા માર્ગ શીખવીશ અને પાપીઓ તમારા તરફ ફરશે.
[IRV | GU | OT | Psalms | Chapter 51 | Verse 14] હે ઈશ્વર, મારા ઉદ્ધારનાર, ખૂનના દોષથી મને માફ કરો અને હું મારી જીભે તમારા ન્યાયીપણા વિષે મોટેથી ગાઈશ.
[IRV | GU | OT | Psalms | Chapter 51 | Verse 15] હે પ્રભુ, તમે મારા હોઠ ઉઘાડો એટલે મારું મુખ તમારી સ્તુતિ પ્રગટ કરશે.
[IRV | GU | OT | Psalms | Chapter 51 | Verse 16] કેમ કે તમે બલિદાનોથી રીઝતા નથી, નહિ તો હું તે અર્પણ કરત; તમે દહનીયાર્પણથી આનંદ પામતા નથી.
[IRV | GU | OT | Psalms | Chapter 51 | Verse 17] હે ઈશ્વર, મારો બલિદાનો તો રાંક મન છે; હે ઈશ્વર, તમે રાંક અને નમ્ર હૃદયને ધિક્કારશો નહિ.
[IRV | GU | OT | Psalms | Chapter 51 | Verse 18] તમે કૃપા કરીને સિયોનનું ભલું કરો; યરુશાલેમના કોટોને ફરી બાંધો.
[IRV | GU | OT | Psalms | Chapter 51 | Verse 19] પછી ન્યાયીપણાના બલિદાનોથી, દહનાર્પણ તથા સર્વ દહનીયાર્પણથી તમે આનંદ પામશો; પછી તેઓ તમારી વેદી પર બળદોનું અર્પણ કરશે.
