[IRV | TA | OT | Leviticus | Chapter 18 | Verse 1] பின்னும் யெகோவா மோசேயை நோக்கி:
[IRV | TA | OT | Leviticus | Chapter 18 | Verse 2] “நீ இஸ்ரவேல் மக்களுக்குச் சொல்லவேண்டியது என்னவென்றால்: நான் உங்கள் தேவனாகிய யெகோவா.
[IRV | TA | OT | Leviticus | Chapter 18 | Verse 3] நீங்கள் குடியிருந்த எகிப்துதேசத்தாருடைய செயல்களின்படி செய்யாமலும், நான் உங்களை அழைத்துப்போகிற கானான் தேசத்தாருடைய செயல்களின்படி செய்யாமலும், அவர்களுடைய முறைமைகளின்படி நடவாமலும்,
[IRV | TA | OT | Leviticus | Chapter 18 | Verse 4] என்னுடைய நியாயங்களின்படி செய்து, என்னுடைய கட்டளைகளைக் கைக்கொண்டு நடங்கள்; நான் உங்கள் தேவனாகிய யெகோவா.
[IRV | TA | OT | Leviticus | Chapter 18 | Verse 5] “ஆகையால் என் கட்டளைகளையும் நியாயங்களையும் கைக்கொள்ளக்கடவீர்கள்; அவைகளின்படி செய்கிறவன் எவனும் அவைகளால் பிழைப்பான்; நான் யெகோவா.
[IRV | TA | OT | Leviticus | Chapter 18 | Verse 6] “ஒருவனும் தனக்கு நெருங்கின இனமாகிய ஒருத்தியை நிர்வாணமாக்குவதற்கு அவளைச் சேரக்கூடாது; நான் யெகோவா.
[IRV | TA | OT | Leviticus | Chapter 18 | Verse 7] உன் தகப்பனையாவது உன் தாயையாவது நிர்வாணமாக்கக்கூடாது; அவள் உன் தாயானவள்; அவளை நிர்வாணமாக்கக்கூடாது.
[IRV | TA | OT | Leviticus | Chapter 18 | Verse 8] உன் தகப்பனுடைய மனைவியை நிர்வாணமாக்கக்கூடாது; அது உன் தகப்பனுடைய நிர்வாணம்.
[IRV | TA | OT | Leviticus | Chapter 18 | Verse 9] உன் தகப்பனுக்காவது உன் தாய்க்காவது வீட்டிலோ வெளியிலோ பிறந்த மகளாகிய உன் சகோதரியை நிர்வாணமாக்கக்கூடாது.
[IRV | TA | OT | Leviticus | Chapter 18 | Verse 10] உன் மகனுடைய மகளையாவது உன் மகளுடைய மகளையாவது நிர்வாணமாக்கக்கூடாது; அது உன்னுடைய நிர்வாணம்.
[IRV | TA | OT | Leviticus | Chapter 18 | Verse 11] உன் தகப்பனுடைய மனைவியிடத்தில் உன் தகப்பனுக்குப் பிறந்த மகளை நிர்வாணமாக்கக்கூடாது; அவள் உனக்குச் சகோதரி.
[IRV | TA | OT | Leviticus | Chapter 18 | Verse 12] உன் தகப்பனுடைய சகோதரியை நிர்வாணமாக்கக்கூடாது; அவள் உன் தகப்பனுக்கு நெருங்கின உறவானவள்.
[IRV | TA | OT | Leviticus | Chapter 18 | Verse 13] உன் தாயினுடைய சகோதரியை நிர்வாணமாக்கக்கூடாது; அவள் உன் தாய்க்கு நெருங்கின உறவானவள்.
[IRV | TA | OT | Leviticus | Chapter 18 | Verse 14] உன் தகப்பனுடைய சகோதரனை நிர்வாணமாக்கக்கூடாது; அவன் மனைவியைச் சேராதே; அவள் உன் தகப்பனுடைய சகோதரி.
[IRV | TA | OT | Leviticus | Chapter 18 | Verse 15] உன் மருமகளை நிர்வாணமாக்கக்கூடாது; அவள் உன் மகனுக்கு மனைவி, அவளை நிர்வாணமாக்கக்கூடாது.
[IRV | TA | OT | Leviticus | Chapter 18 | Verse 16] உன் சகோதரனுடைய மனைவியை நிர்வாணமாக்கக்கூடாது; அது உன் சகோதரனுடைய நிர்வாணம்.
[IRV | TA | OT | Leviticus | Chapter 18 | Verse 17] ஒரு பெண்ணையும் அவளுடைய மகளையும் நிர்வாணமாக்கக்கூடாது; அவளுடைய மகன்களின் மகளையும் மகளின் மகளையும் நிர்வாணமாக்கும்படி திருமணம் செய்யக்கூடாது; இவர்கள் அவளுக்கு நெருங்கின உறவானவர்கள்; அது முறைகேடு.
[IRV | TA | OT | Leviticus | Chapter 18 | Verse 18] உன் மனைவி உயிரோடிருக்கும்போது அவளுக்கு உபத்திரவமாக அவள் சகோதரியையும் நிர்வாணமாக்குவதற்காக அவளைத் திருமணம் செய்யக்கூடாது.
[IRV | TA | OT | Leviticus | Chapter 18 | Verse 19] “பெண்ணானவள் மாதவிலக்கால் விலக்கப்பட்டிருக்கும்போது, அவளை நிர்வாணமாக்க அவளோடே சேராதே.
[IRV | TA | OT | Leviticus | Chapter 18 | Verse 20] பிறனுடைய மனைவியோடே சேர்ந்து உடலுறவுகொண்டு, அவள்மூலம் உன்னைத் தீட்டுப்படுத்திக் கொள்ளவேண்டாம்.
[IRV | TA | OT | Leviticus | Chapter 18 | Verse 21] நீ உன் சந்ததியில் யாரையாகிலும் மோளேகு தெய்வத்திற்கென்று தீயில் பலியாக்க இடம்கொடுக்காதே; உன் தேவனுடைய நாமத்தைப் பரிசுத்தக் குலைச்சலாக்காதே; நான் யெகோவா.
[IRV | TA | OT | Leviticus | Chapter 18 | Verse 22] பெண்ணோடு உடலுறவு செய்வதுபோல ஆணோடே உடலுறவு செய்யவேண்டாம்; அது அருவருப்பானது.
[IRV | TA | OT | Leviticus | Chapter 18 | Verse 23] எந்தவொரு மிருகத்தோடும் நீ உடலுறவுகொண்டு, அதினாலே உன்னைத் தீட்டுப்படுத்த வேண்டாம்; பெண்ணானவள் மிருகத்தோடே உடலுறவுகொள்ள ஏதுவாக அதற்கு முன்பாக நிற்கக்கூடாது; அது அருவருப்பான தாறுமாறு.
[IRV | TA | OT | Leviticus | Chapter 18 | Verse 24] “இவைகளில் ஒன்றினாலும் உங்களைத் தீட்டுப்படுத்தாதிருங்கள்; நான் உங்கள் முன்னின்று துரத்திவிடுகிற மக்கள் இவைகளெல்லாவற்றாலும் தங்களைத் தீட்டுப்படுத்தியிருக்கிறார்கள்; தேசமும் தீட்டுப்படுத்தப்பட்டிருக்கிறது.
[IRV | TA | OT | Leviticus | Chapter 18 | Verse 25] ஆகையால் அதின் அக்கிரமத்தை விசாரிப்பேன்; தேசம் தன் மக்களை புறக்கணித்துவிடும்.
[IRV | TA | OT | Leviticus | Chapter 18 | Verse 26] இந்த அருவருப்புகளையெல்லாம் உங்களுக்குமுன் இருந்த அந்த தேசத்தின் மனிதர்கள் செய்ததினாலே தேசம் தீட்டானது.
[IRV | TA | OT | Leviticus | Chapter 18 | Verse 27] இப்பொழுதும் உங்களுக்கு முன் இருந்த மக்களை தேசம் புறக்கணித்ததைப்போல, நீங்கள் அதைத் தீட்டுப்படுத்தும்போது அது உங்களையும் புறக்கணிக்காதிருக்க,
[IRV | TA | OT | Leviticus | Chapter 18 | Verse 28] நீங்கள் என் கட்டளைகளையும் என் நியாயங்களையும் கைக்கொண்டு, தேசத்திலே பிறந்தவனானாலும் உங்கள் நடுவே தங்குகிற அந்நியனானாலும் இந்த அருவருப்புகளில் ஒன்றையும் செய்யவேண்டாம்.
[IRV | TA | OT | Leviticus | Chapter 18 | Verse 29] இப்படிப்பட்ட அருவருப்பானவைகளில் ஒன்றையாவது யாராவது செய்தால், செய்த அந்த ஆத்துமாக்கள் மக்களுக்குள் இல்லாதபடி அறுப்புண்டு போவார்கள்.
[IRV | TA | OT | Leviticus | Chapter 18 | Verse 30] ஆகையால் உங்களுக்குமுன் செய்யப்பட்ட அருவருப்பான முறைமைகளில் யாதொன்றை நீங்கள் செய்து, அவைகளால் உங்களைத் தீட்டுப்படுத்திக்கொள்ளாமலிருக்க என் கட்டளையைக் கைக்கொள்ளுங்கள்; நான் உங்கள் தேவனாகிய யெகோவா என்று சொல்” என்றார்.
