[WEB | EN | NT | Titus | Chapter 2 | Verse 1] But say the things which fit sound doctrine,
[WEB | EN | NT | Titus | Chapter 2 | Verse 2] that older men should be temperate, sensible, sober minded, sound in faith, in love, and in perseverance,
[WEB | EN | NT | Titus | Chapter 2 | Verse 3] and that older women likewise be reverent in behavior, not slanderers nor enslaved to much wine, teachers of that which is good,
[WEB | EN | NT | Titus | Chapter 2 | Verse 4] that they may train the young wives to love their husbands, to love their children,
[WEB | EN | NT | Titus | Chapter 2 | Verse 5] to be sober minded, chaste, workers at home, kind, being in subjection to their own husbands, that God’s word may not be blasphemed.
[WEB | EN | NT | Titus | Chapter 2 | Verse 6] Likewise, exhort the younger men to be sober minded.
[WEB | EN | NT | Titus | Chapter 2 | Verse 7] In all things show yourself an example of good works. In your teaching, show integrity, seriousness, incorruptibility,
[WEB | EN | NT | Titus | Chapter 2 | Verse 8] and soundness of speech that can’t be condemned, that he who opposes you may be ashamed, having no evil thing to say about us.
[WEB | EN | NT | Titus | Chapter 2 | Verse 9] Exhort servants to be in subjection to their own masters and to be well-pleasing in all things, not contradicting,
[WEB | EN | NT | Titus | Chapter 2 | Verse 10] not stealing, but showing all good fidelity, that they may adorn the doctrine of God, our Savior, in all things.
[WEB | EN | NT | Titus | Chapter 2 | Verse 11] For the grace of God has appeared, bringing salvation to all men,
[WEB | EN | NT | Titus | Chapter 2 | Verse 12] instructing us to the intent that, denying ungodliness and worldly lusts, we would live soberly, righteously, and godly in this present age;
[WEB | EN | NT | Titus | Chapter 2 | Verse 13] looking for the blessed hope and appearing of the glory of our great God and Savior, Jesus Christ,
[WEB | EN | NT | Titus | Chapter 2 | Verse 14] who gave himself for us, that he might redeem us from all iniquity and purify for himself a people for his own possession, zealous for good works.
[WEB | EN | NT | Titus | Chapter 2 | Verse 15] Say these things and exhort and reprove with all authority. Let no one despise you.
