[IRV | PA | OT | Joel | Chapter 2 | Verse 1] ਸੀਯੋਨ ਵਿੱਚ ਤੁਰ੍ਹੀ ਫੂਕੋ! ਮੇਰੇ ਪਵਿੱਤਰ ਪਰਬਤ ਉੱਤੇ ਸਾਂਹ ਖਿੱਚ ਦੇ ਫੂਕੋ! ਦੇਸ਼ ਦੇ ਸਾਰੇ ਵਾਸੀ ਕੰਬਣ, ਕਿਉਂ ਜੋ ਯਹੋਵਾਹ ਦਾ ਦਿਨ ਆ ਰਿਹਾ ਹੈ, ਸਗੋਂ ਨੇੜੇ ਹੀ ਹੈ!
[IRV | PA | OT | Joel | Chapter 2 | Verse 2] ਉਹ ਹਨੇਰੇ ਅਤੇ ਅੰਧਕਾਰ ਦਾ ਦਿਨ, ਸਗੋਂ ਬੱਦਲ ਅਤੇ ਘੁੱਪ ਹਨੇਰੇ ਦਾ ਦਿਨ ਹੈ! ਜਿਵੇਂ ਸਵੇਰ ਦੀ ਰੋਸ਼ਨੀ ਫੈਲਦੀ ਹੈ, ਉਸੇ ਤਰ੍ਹਾਂ ਪਹਾੜਾਂ ਉੱਤੇ ਇੱਕ ਵੱਡੀ ਅਤੇ ਤਕੜੀ ਕੌਮ ਫੈਲੀ ਹੋਈ ਹੈ, ਉਹਨਾਂ ਵਰਗੇ ਸਨਾਤਨ ਕਾਲ ਤੋਂ ਨਹੀਂ ਹੋਏ, ਫੇਰ ਅੱਗੇ ਨੂੰ ਪੀੜ੍ਹੀਓਂ ਪੀੜ੍ਹੀ ਸਾਲਾਂ ਤੱਕ ਨਹੀਂ ਹੋਣਗੇ!
[IRV | PA | OT | Joel | Chapter 2 | Verse 3] ਉਹਨਾਂ ਦੇ ਅੱਗੇ-ਅੱਗੇ ਅੱਗ ਭਸਮ ਕਰਦੀ ਜਾਂਦੀ ਹੈ, ਉਹਨਾਂ ਦੇ ਪਿੱਛੇ ਲੰਬ ਸਾੜਦੀ ਜਾਂਦੀ ਹੈ। ਉਹਨਾਂ ਦੇ ਅੱਗੇ ਦਾ ਦੇਸ਼ ਅਦਨ ਦੇ ਬਾਗ਼ ਵਰਗਾ ਹੈ, ਪਰ ਉਹਨਾਂ ਦੇ ਪਿੱਛੇ ਵਿਰਾਨ ਉਜਾੜ ਹੈ! ਉਹਨਾਂ ਤੋਂ ਕੁਝ ਵੀ ਨਹੀਂ ਬਚਦਾ।
[IRV | PA | OT | Joel | Chapter 2 | Verse 4] ਉਹਨਾਂ ਦਾ ਰੂਪ ਘੋੜਿਆਂ ਦੇ ਰੂਪ ਵਰਗਾ ਹੈ, ਉਹ ਜੰਗੀ ਘੋੜਿਆਂ ਵਾਂਗੂੰ ਦੌੜਦੇ ਹਨ।
[IRV | PA | OT | Joel | Chapter 2 | Verse 5] ਉਹ ਪਹਾੜਾਂ ਦੀਆਂ ਚੋਟੀਆਂ ਉੱਤੇ ਰਥਾਂ ਦੇ ਚੱਲਣ ਦੇ ਸ਼ੋਰ ਵਾਂਗੂੰ ਕੁੱਦਦੇ ਹਨ ਅਤੇ ਅੱਗ ਦੀ ਲੰਬ ਵਾਂਗੂੰ ਹਨ, ਜਿਹੜੀ ਪਰਾਲੀ ਨੂੰ ਭਸਮ ਕਰਦੀ ਹੈ, ਜਿਵੇਂ ਬਲਵੰਤ ਲੋਕ ਲੜਾਈ ਲਈ ਕਤਾਰਾਂ ਬੰਨ੍ਹਦੇ ਹਨ!
[IRV | PA | OT | Joel | Chapter 2 | Verse 6] ਉਹਨਾਂ ਦੇ ਅੱਗੇ ਲੋਕ ਤੜਫ਼ ਉੱਠਦੇ ਹਨ, ਸਾਰੇ ਮੂੰਹ ਪੀਲੇ ਪੈ ਜਾਂਦੇ ਹਨ।
[IRV | PA | OT | Joel | Chapter 2 | Verse 7] ਉਹ ਸੂਰਮਿਆਂ ਵਾਂਗੂੰ ਦੌੜਦੇ ਹਨ, ਉਹ ਯੋਧਿਆਂ ਵਾਂਗੂੰ ਸ਼ਹਿਰਪਨਾਹ ਉੱਤੇ ਚੜ੍ਹਦੇ ਹਨ, ਉਹ ਆਪੋ ਆਪਣੇ ਰਾਹ ਉੱਤੇ ਤੁਰਦੇ ਹਨ, ਉਹਨਾਂ ਵਿੱਚੋਂ ਕੋਈ ਆਪਣੀ ਕਤਾਰ ਤੋਂ ਬਾਹਰ ਨਹੀਂ ਤੁਰਦਾ।
[IRV | PA | OT | Joel | Chapter 2 | Verse 8] ਕੋਈ ਆਪਣੇ ਸਾਥੀ ਨੂੰ ਨਹੀਂ ਧੱਕਦਾ, ਹਰੇਕ ਆਪਣੇ ਰਾਹ ਉੱਤੇ ਤੁਰਦਾ ਹੈ, ਉਹ ਸ਼ਸਤਰਾਂ ਨੂੰ ਚੀਰ ਕੇ ਲੰਘ ਜਾਂਦੇ ਹਨ, ਅਤੇ ਉਹਨਾਂ ਦੀ ਕਤਾਰ ਨਹੀਂ ਟੁੱਟਦੀ।
[IRV | PA | OT | Joel | Chapter 2 | Verse 9] ਉਹ ਸ਼ਹਿਰ ਉੱਤੇ ਟੁੱਟ ਪੈਂਦੇ ਹਨ, ਉਹ ਸ਼ਹਿਰਪਨਾਹ ਉੱਤੇ ਦੌੜਦੇ ਹਨ, ਉਹ ਚੋਰਾਂ ਵਾਂਗੂੰ ਖਿੜਕੀਆਂ ਰਾਹੀਂ ਘਰਾਂ ਵਿੱਚ ਵੜ ਜਾਂਦੇ ਹਨ!
[IRV | PA | OT | Joel | Chapter 2 | Verse 10] ਉਹਨਾਂ ਦੇ ਅੱਗੇ ਧਰਤੀ ਹਿੱਲਦੀ ਹੈ, ਅਕਾਸ਼ ਕੰਬਦਾ ਹੈ। ਸੂਰਜ ਤੇ ਚੰਦ ਕਾਲੇ ਹੋ ਜਾਂਦੇ ਹਨ ਅਤੇ ਤਾਰੇ ਆਪਣੀ ਚਮਕ ਦੇਣੀ ਬੰਦ ਕਰ ਦਿੰਦੇ ਹਨ।
[IRV | PA | OT | Joel | Chapter 2 | Verse 11] ਯਹੋਵਾਹ ਆਪਣੀ ਅਵਾਜ਼ ਆਪਣੀ ਫੌਜ ਦੇ ਸਾਹਮਣੇ ਗਜਾਉਂਦਾ ਹੈ, ਕਿਉਂ ਜੋ ਉਹ ਦੀ ਛਾਉਣੀ ਬਹੁਤ ਹੀ ਵੱਡੀ ਹੈ, ਜੋ ਉਹ ਦਾ ਹੁਕਮ ਮੰਨਦਾ ਹੈ ਉਹ ਬਲਵਾਨ ਹੈ, ਕਿਉਂ ਜੋ ਯਹੋਵਾਹ ਦਾ ਦਿਨ ਮਹਾਨ ਅਤੇ ਭਿਆਨਕ ਹੈ! ਕੌਣ ਉਸ ਨੂੰ ਸਹਿ ਸਕਦਾ ਹੈ?
