[IRV | GU | OT | Genesis | Chapter 5 | Verse 1] આદમની વંશાવળીની વિગતો આ પ્રમાણે છે. ઈશ્વરે પોતાની પ્રતિમા પ્રમાણે માણસનું સર્જન કર્યું.
[IRV | GU | OT | Genesis | Chapter 5 | Verse 2] પુરુષ તથા સ્ત્રીને તેમણે સર્જ્યા, તેઓને આશીર્વાદ આપ્યો અને તેઓની ઉત્પત્તિના દિવસે તેઓનું નામ માનવજાત પાડવામાં આવ્યું.
[IRV | GU | OT | Genesis | Chapter 5 | Verse 3] જયારે આદમ એકસો ત્રીસ વર્ષનો થયો, ત્યારે તેને તેની પ્રતિમા તથા સ્વરૂપ પ્રમાણે તેની પત્નીએ દીકરાને જન્મ આપ્યો. તેણે તેનું નામ શેથ પાડ્યું.
[IRV | GU | OT | Genesis | Chapter 5 | Verse 4] શેથના જન્મ પછી આદમ આઠસો વર્ષ જીવ્યો અને તે ઘણાં દીકરા અને દીકરીઓનો પિતા થયો.
[IRV | GU | OT | Genesis | Chapter 5 | Verse 5] આદમ નવસો ત્રીસ વર્ષની ઉંમરે મરણ પામ્યો.
[IRV | GU | OT | Genesis | Chapter 5 | Verse 6] જયારે તેના પુત્ર અનોશનો જન્મ થયો ત્યારે શેથ એકસો પાંચ વર્ષનો થયો.
[IRV | GU | OT | Genesis | Chapter 5 | Verse 7] અનોશનો જન્મ થયા પછી, શેથ આઠસો સાત વર્ષ જીવ્યો, તે ઘણાં દીકરા તથા દીકરીઓનો પિતા થયો.
[IRV | GU | OT | Genesis | Chapter 5 | Verse 8] શેથ નવસો બાર વર્ષની ઉંમરે મરણ પામ્યો.
[IRV | GU | OT | Genesis | Chapter 5 | Verse 9] જયારે તેના પુત્ર કેનાનનો જન્મ થયો ત્યારે અનોશ નેવું વર્ષનો હતો.
[IRV | GU | OT | Genesis | Chapter 5 | Verse 10] કેનાનના જન્મ પછી અનોશ આઠસો પંદર વર્ષ જીવ્યો. તે ઘણાં દીકરા તથા દીકરીઓનો પિતા થયો.
[IRV | GU | OT | Genesis | Chapter 5 | Verse 11] અનોશ નવસો પાંચ વર્ષની ઉંમરે મરણ પામ્યો.
[IRV | GU | OT | Genesis | Chapter 5 | Verse 12] જયારે તેના પુત્ર માહલાલેલનો જન્મ થયો ત્યારે કેનાન સિત્તેર વર્ષનો હતો.
[IRV | GU | OT | Genesis | Chapter 5 | Verse 13] માહલાલેલનો જન્મ થયા પછી કેનાન આઠસો ચાળીસ વર્ષ સુધી જીવ્યો. તે ઘણાં દીકરા તથા દીકરીઓનો પિતા થયો.
[IRV | GU | OT | Genesis | Chapter 5 | Verse 14] કેનાન નવસો દસ વર્ષની ઉંમરે મરણ પામ્યો.
[IRV | GU | OT | Genesis | Chapter 5 | Verse 15] જ્યારે તેના પુત્ર યારેદનો જન્મ થયો ત્યારે માહલાલેલ પાંસઠ વર્ષનો હતો.
[IRV | GU | OT | Genesis | Chapter 5 | Verse 16] યારેદનો જન્મ થયા પછી માહલાલેલ આઠસો ત્રીસ વર્ષ જીવ્યો. તે ઘણાં દીકરા તથા દીકરીઓનો પિતા થયો.
[IRV | GU | OT | Genesis | Chapter 5 | Verse 17] માહલાલેલ આઠસો પંચાણું વર્ષની ઉંમરે મરણ પામ્યો.
[IRV | GU | OT | Genesis | Chapter 5 | Verse 18] જયારે તેના પુત્ર હનોખનો જન્મ થયો ત્યારે યારેદ એકસો બાસઠ વર્ષનો હતો.
[IRV | GU | OT | Genesis | Chapter 5 | Verse 19] હનોખનો જન્મ થયા પછી યારેદ આઠસો વર્ષ જીવ્યો. તે ઘણાં દીકરા તથા દીકરીઓનો પિતા થયો.
[IRV | GU | OT | Genesis | Chapter 5 | Verse 20] યારેદ નવસો બાસઠ વર્ષની ઉંમરે મરણ પામ્યો.
[IRV | GU | OT | Genesis | Chapter 5 | Verse 21] તેના પુત્ર મથૂશેલાહનો જન્મ થયો ત્યારે હનોખ પાંસઠ વર્ષનો હતો.
[IRV | GU | OT | Genesis | Chapter 5 | Verse 22] મથૂશેલાહનો જન્મ થયાં પછી હનોખ ત્રણસો વર્ષ ઈશ્વરની સંઘાતે ચાલ્યો અને તે ઘણાં દીકરા તથા દીકરીઓનો પિતા થયો.
[IRV | GU | OT | Genesis | Chapter 5 | Verse 23] હનોખનું પૃથ્વી પરનું આયુષ્ય ત્રણસો પાંસઠ વર્ષનું હતું.
[IRV | GU | OT | Genesis | Chapter 5 | Verse 24] હનોખ ઈશ્વરની સંઘાતે ચાલતો હતો. પછી તે અદ્રશ્ય થઈ ગયો, કેમ કે ઈશ્વરે તેને લઈ લીધો હતો.
[IRV | GU | OT | Genesis | Chapter 5 | Verse 25] જયારે તેના પુત્ર લામેખનો જન્મ થયો ત્યારે મથૂશેલાહ એકસો સિત્યાસી વર્ષનો હતો.
[IRV | GU | OT | Genesis | Chapter 5 | Verse 26] લામેખનો જન્મ થયા પછી મથૂશેલાહ સાતસો બ્યાસી વર્ષ જીવ્યો. તે ઘણાં દીકરા તથા દીકરીઓનો પિતા થયો.
[IRV | GU | OT | Genesis | Chapter 5 | Verse 27] મથૂશેલાહ નવસો અગણોસિત્તેર વર્ષની ઉંમરે મરણ પામ્યો.
[IRV | GU | OT | Genesis | Chapter 5 | Verse 28] જયારે લામેખ એકસો બ્યાસી વર્ષનો થયો ત્યારે તે એક દીકરાનો પિતા થયો.
[IRV | GU | OT | Genesis | Chapter 5 | Verse 29] તેણે તેનું નામ નૂહ રાખ્યું અને કહ્યું કે, “આ ઈશ્વરે શાપિત કરેલી ભૂમિ પર અમારા સખત કામ અને અમારા હાથોના સખત પરિશ્રમથી અમને વિસામો આપશે.”
[IRV | GU | OT | Genesis | Chapter 5 | Verse 30] નૂહનો જન્મ થયા પછી લામેખ પાંચસો પંચાણું વર્ષ જીવ્યો. તે ઘણાં દીકરા તથા દીકરીઓનો પિતા થયો.
[IRV | GU | OT | Genesis | Chapter 5 | Verse 31] લામેખ સાતસો સિત્તોતેર વર્ષની ઉંમરે મરણ પામ્યો.
[IRV | GU | OT | Genesis | Chapter 5 | Verse 32] નૂહ પાંચસો વર્ષનો થયો પછી તે શેમ, હામ તથા યાફેથનો પિતા થયો.
